Season,MatchID,Date,Team,Opponent,is_home,goals_for,goals_against,result,Pts,xPts
2023-2024,155,2023-12-09,Nott'm Forest,Wolves,False,1,1,D,1,0.9250458548837517
2023-2024,155,2023-12-09,Wolves,Nott'm Forest,True,1,1,D,1,1.810218616256589
2023-2024,156,2023-12-09,Arsenal,Aston Villa,False,0,1,H,0,1.6143344709897607
2023-2024,156,2023-12-09,Aston Villa,Arsenal,True,1,0,H,3,1.122866894197952
2023-2024,157,2023-12-10,Chelsea,Everton,False,0,2,H,0,1.5379377431906613
2023-2024,157,2023-12-10,Everton,Chelsea,True,2,0,H,3,1.1906614785992216
2023-2024,158,2023-12-10,West Ham,Fulham,False,0,5,H,0,1.256480970766685
2023-2024,158,2023-12-10,Fulham,West Ham,True,5,0,H,3,1.4715940430226147
2023-2024,159,2023-12-10,Man City,Luton,False,2,1,A,3,2.5980547112462005
2023-2024,159,2023-12-10,Luton,Man City,True,1,2,A,0,0.28413373860182367
2023-2024,160,2023-12-10,Newcastle,Tottenham,False,1,4,H,0,1.171331955664099
2023-2024,160,2023-12-10,Tottenham,Newcastle,True,4,1,H,3,1.5782453503663347
2023-2024,161,2023-12-15,Tottenham,Nott'm Forest,False,2,0,A,3,1.8707571801566583
2023-2024,161,2023-12-15,Nott'm Forest,Tottenham,True,0,2,A,0,0.9033942558746736
2023-2024,162,2023-12-16,Sheffield United,Chelsea,False,0,2,H,0,0.3661464585834333
2023-2024,162,2023-12-16,Chelsea,Sheffield United,True,2,0,H,3,2.487394957983193
2023-2024,163,2023-12-16,Crystal Palace,Man City,False,2,2,D,1,0.33902779934772476
2023-2024,163,2023-12-16,Man City,Crystal Palace,True,2,2,D,1,2.5418543252057773
2023-2024,164,2023-12-16,Fulham,Newcastle,False,0,3,H,0,0.948016415868673
2023-2024,164,2023-12-16,Newcastle,Fulham,True,3,0,H,3,1.8057455540355678
2023-2024,165,2023-12-16,Everton,Burnley,False,2,0,A,3,1.6436525612472164
2023-2024,165,2023-12-16,Burnley,Everton,True,0,2,A,0,1.0757238307349668
2023-2024,166,2023-12-17,Brighton,Arsenal,False,0,2,H,0,0.6596858638743456
2023-2024,166,2023-12-17,Arsenal,Brighton,True,2,0,H,3,2.1518324607329844
2023-2024,167,2023-12-17,Aston Villa,Brentford,False,2,1,A,3,1.6063169768753522
2023-2024,167,2023-12-17,Brentford,Aston Villa,True,1,2,A,0,1.1410039481105472
2023-2024,168,2023-12-17,Wolves,West Ham,False,0,3,H,0,1.1337409247229653
2023-2024,168,2023-12-17,West Ham,Wolves,True,3,0,H,3,1.5951471150171952
2023-2024,169,2023-12-17,Man United,Liverpool,False,0,0,D,1,0.5105740181268883
2023-2024,169,2023-12-17,Liverpool,Man United,True,0,0,D,1,2.3323262839879155
2023-2024,170,2023-12-21,Brighton,Crystal Palace,False,1,1,D,1,1.5855263157894737
2023-2024,170,2023-12-21,Crystal Palace,Brighton,True,1,1,D,1,1.131578947368421
2023-2024,171,2023-12-22,Sheffield United,Aston Villa,False,1,1,D,1,0.382121905140698
2023-2024,171,2023-12-22,Aston Villa,Sheffield United,True,1,1,D,1,2.472307845281893
2023-2024,172,2023-12-23,Man United,West Ham,False,0,2,H,0,1.3673469387755104
2023-2024,172,2023-12-23,West Ham,Man United,True,2,0,H,3,1.3673469387755104
2023-2024,173,2023-12-23,Burnley,Fulham,False,2,0,A,3,0.7936919421041262
2023-2024,173,2023-12-23,Fulham,Burnley,True,0,2,A,0,1.9537697126809246
2023-2024,174,2023-12-23,Newcastle,Luton,False,0,1,H,0,1.949665154461007
2023-2024,174,2023-12-23,Luton,Newcastle,True,1,0,H,3,0.8245841434435083
2023-2024,175,2023-12-23,Bournemouth,Nott'm Forest,False,3,2,A,3,1.4006791171477084
2023-2024,175,2023-12-23,Nott'm Forest,Bournemouth,True,2,3,A,0,1.3191850594227505
2023-2024,176,2023-12-23,Everton,Tottenham,False,1,2,H,0,0.9325842696629213
2023-2024,176,2023-12-23,Tottenham,Everton,True,2,1,H,3,1.8426966292134832
2023-2024,177,2023-12-23,Arsenal,Liverpool,False,1,1,D,1,1.2787610619469025
2023-2024,177,2023-12-23,Liverpool,Arsenal,True,1,1,D,1,1.4579646017699117
2023-2024,178,2023-12-24,Chelsea,Wolves,False,1,2,H,0,1.7384412153236461
2023-2024,178,2023-12-24,Wolves,Chelsea,True,2,1,H,3,1.0092470277410832
2023-2024,179,2023-12-26,Nott'm Forest,Newcastle,False,3,1,A,3,0.7024426813269194
2023-2024,179,2023-12-26,Newcastle,Nott'm Forest,True,1,3,A,0,2.0820266133566565
2023-2024,180,2023-12-26,Fulham,Bournemouth,False,0,3,H,0,1.1514919663351186
2023-2024,180,2023-12-26,Bournemouth,Fulham,True,3,0,H,3,1.58530986993114
2023-2024,181,2023-12-26,Luton,Sheffield United,False,3,2,A,3,1.1983967935871744
2023-2024,181,2023-12-26,Sheffield United,Luton,True,2,3,A,0,1.5158316633266535
2023-2024,182,2023-12-26,Liverpool,Burnley,False,2,0,A,3,2.2041522491349483
2023-2024,182,2023-12-26,Burnley,Liverpool,True,0,2,A,0,0.615916955017301
2023-2024,183,2023-12-26,Aston Villa,Man United,False,2,3,H,0,1.3645833333333335
2023-2024,183,2023-12-26,Man United,Aston Villa,True,3,2,H,3,1.3645833333333335
2023-2024,184,2023-12-27,Wolves,Brentford,False,4,1,A,3,0.9646643109540635
2023-2024,184,2023-12-27,Brentford,Wolves,True,1,4,A,0,1.7597173144876326
2023-2024,185,2023-12-27,Crystal Palace,Chelsea,False,1,2,H,0,0.810448187268056
2023-2024,185,2023-12-27,Chelsea,Crystal Palace,True,2,1,H,3,1.9511846988295745
2023-2024,186,2023-12-27,Man City,Everton,False,3,1,A,3,2.0368726750636297
2023-2024,186,2023-12-27,Everton,Man City,True,1,3,A,0,0.7274685113881094
2023-2024,187,2023-12-28,Tottenham,Brighton,False,2,4,H,0,1.3475462590506837
2023-2024,187,2023-12-28,Brighton,Tottenham,True,4,2,H,3,1.3909895414320192
2023-2024,188,2023-12-28,West Ham,Arsenal,False,2,0,A,3,0.5452681926887598
2023-2024,188,2023-12-28,Arsenal,West Ham,True,0,2,A,0,2.2843354970960026
2023-2024,189,2023-12-30,Chelsea,Luton,False,3,2,A,3,2.114186851211073
2023-2024,189,2023-12-30,Luton,Chelsea,True,2,3,A,0,0.6608996539792388
2023-2024,190,2023-12-30,Burnley,Aston Villa,False,2,3,H,0,0.5575244644274002
2023-2024,190,2023-12-30,Aston Villa,Burnley,True,3,2,H,3,2.262628934144406
2023-2024,191,2023-12-30,Brentford,Crystal Palace,False,1,3,H,0,1.1271186440677967
2023-2024,191,2023-12-30,Crystal Palace,Brentford,True,3,1,H,3,1.5847457627118642
2023-2024,192,2023-12-30,Sheffield United,Man City,False,0,2,H,0,0.18487023743787964
2023-2024,192,2023-12-30,Man City,Sheffield United,True,2,0,H,3,2.728658199889564
2023-2024,193,2023-12-30,Everton,Wolves,False,0,3,H,0,1.3421628189550423
2023-2024,193,2023-12-30,Wolves,Everton,True,3,0,H,3,1.3702308626974482
2023-2024,194,2023-12-30,Man United,Nott'm Forest,False,1,2,H,0,1.58530986993114
2023-2024,194,2023-12-30,Nott'm Forest,Man United,True,2,1,H,3,1.1514919663351186
2023-2024,195,2023-12-31,Arsenal,Fulham,False,1,2,H,0,2.0396902226524682
2023-2024,195,2023-12-31,Fulham,Arsenal,True,2,1,H,3,0.750242013552759
2023-2024,196,2023-12-31,Bournemouth,Tottenham,False,1,3,H,0,0.9325842696629213
2023-2024,196,2023-12-31,Tottenham,Bournemouth,True,3,1,H,3,1.8426966292134832
2023-2024,197,2024-01-01,Newcastle,Liverpool,False,2,4,H,0,0.6170212765957446
2023-2024,197,2024-01-01,Liverpool,Newcastle,True,4,2,H,3,2.172288531395952
2023-2024,198,2024-01-02,Brighton,West Ham,False,0,0,D,1,1.3072891853263457
2023-2024,198,2024-01-02,West Ham,Brighton,True,0,0,D,1,1.435921867555979
2023-2024,199,2024-01-12,Luton,Burnley,False,1,1,D,1,1.0526315789473684
2023-2024,199,2024-01-12,Burnley,Luton,True,1,1,D,1,1.6842105263157894
2023-2024,200,2024-01-13,Fulham,Chelsea,False,0,1,H,0,0.7683615819209038
2023-2024,200,2024-01-13,Chelsea,Fulham,True,1,0,H,3,2.005649717514124
2023-2024,201,2024-01-13,Man City,Newcastle,False,3,2,A,3,2.047808662919478
2023-2024,201,2024-01-13,Newcastle,Man City,True,2,3,A,0,0.7338898633855294
2023-2024,202,2024-01-14,Aston Villa,Everton,False,0,0,D,1,1.436893203883495
2023-2024,202,2024-01-14,Everton,Aston Villa,True,0,0,D,1,1.29126213592233
2023-2024,203,2024-01-14,Tottenham,Man United,False,2,2,D,1,1.2011494252873565
2023-2024,203,2024-01-14,Man United,Tottenham,True,2,2,D,1,1.5459770114942528
2023-2024,204,2024-01-20,Crystal Palace,Arsenal,False,0,5,H,0,0.48114205146281286
2023-2024,204,2024-01-20,Arsenal,Crystal Palace,True,5,0,H,3,2.3538949594642227
2023-2024,205,2024-01-20,Nott'm Forest,Brentford,False,2,3,H,0,0.9775902614469498
2023-2024,205,2024-01-20,Brentford,Nott'm Forest,True,3,2,H,3,1.758196154378199
2023-2024,206,2024-01-21,West Ham,Sheffield United,False,2,2,D,1,1.5847457627118642
2023-2024,206,2024-01-21,Sheffield United,West Ham,True,2,2,D,1,1.1271186440677967
2023-2024,207,2024-01-21,Liverpool,Bournemouth,False,4,0,A,3,1.8949243098842388
2023-2024,207,2024-01-21,Bournemouth,Liverpool,True,0,4,A,0,0.8931433659839715
2023-2024,208,2024-01-22,Wolves,Brighton,False,0,0,D,1,0.8012930394525504
2023-2024,208,2024-01-22,Brighton,Wolves,True,0,0,D,1,1.9760018356301206
2023-2024,209,2024-01-30,Arsenal,Nott'm Forest,False,2,1,A,3,2.2363636363636363
2023-2024,209,2024-01-30,Nott'm Forest,Arsenal,True,1,2,A,0,0.5727272727272728
2023-2024,210,2024-01-30,Everton,Fulham,False,0,0,D,1,1.2452601855586931
2023-2024,210,2024-01-30,Fulham,Everton,True,0,0,D,1,1.4582492940701897
2023-2024,211,2024-01-30,Brighton,Luton,False,0,4,H,0,1.863636363636364
2023-2024,211,2024-01-30,Luton,Brighton,True,4,0,H,3,0.9090909090909092
2023-2024,212,2024-01-30,Sheffield United,Crystal Palace,False,2,3,H,0,0.7048438207333636
2023-2024,212,2024-01-30,Crystal Palace,Sheffield United,True,3,2,H,3,2.0303304662743322
2023-2024,213,2024-01-30,Newcastle,Aston Villa,False,3,1,A,3,0.9865001687478906
2023-2024,213,2024-01-30,Aston Villa,Newcastle,True,1,3,A,0,1.7762402969962876
2023-2024,214,2024-01-31,Burnley,Man City,False,1,3,H,0,0.214017521902378
2023-2024,214,2024-01-31,Man City,Burnley,True,3,1,H,3,2.707133917396746
2023-2024,215,2024-01-31,Brentford,Tottenham,False,2,3,H,0,0.830298167437995
2023-2024,215,2024-01-31,Tottenham,Brentford,True,3,2,H,3,1.9423867723124095
2023-2024,216,2024-01-31,Chelsea,Liverpool,False,1,4,H,0,0.7581268151144598
2023-2024,216,2024-01-31,Liverpool,Chelsea,True,4,1,H,3,2.0236623417193718
2023-2024,217,2024-02-01,Bournemouth,West Ham,False,1,1,D,1,1.2966714905933432
2023-2024,217,2024-02-01,West Ham,Bournemouth,True,1,1,D,1,1.4486251808972506
2023-2024,218,2024-02-01,Man United,Wolves,False,4,3,A,3,1.38478376619535
2023-2024,218,2024-02-01,Wolves,Man United,True,3,4,A,0,1.3507069750931788
2023-2024,219,2024-02-03,Tottenham,Everton,False,2,2,D,1,1.526315789473684
2023-2024,219,2024-02-03,Everton,Tottenham,True,2,2,D,1,1.2105263157894737
2023-2024,220,2024-02-03,Crystal Palace,Brighton,False,1,4,H,0,0.8405904059040591
2023-2024,220,2024-02-03,Brighton,Crystal Palace,True,4,1,H,3,1.9210332103321037
2023-2024,221,2024-02-03,Fulham,Burnley,False,2,2,D,1,1.4678522571819423
2023-2024,221,2024-02-03,Burnley,Fulham,True,2,2,D,1,1.2544459644322845
2023-2024,222,2024-02-03,Luton,Newcastle,False,4,4,D,1,0.6347318109399894
2023-2024,222,2024-02-03,Newcastle,Luton,True,4,4,D,1,2.166436537440255
2023-2024,223,2024-02-03,Aston Villa,Sheffield United,False,5,0,A,3,1.9983136593591908
2023-2024,223,2024-02-03,Sheffield United,Aston Villa,True,0,5,A,0,0.7740303541315345
2023-2024,224,2024-02-04,Nott'm Forest,Bournemouth,False,1,1,D,1,0.8628673196794302
2023-2024,224,2024-02-04,Bournemouth,Nott'm Forest,True,1,1,D,1,1.9100623330365099
2023-2024,225,2024-02-04,Wolves,Chelsea,False,4,2,A,3,0.7582241240973523
2023-2024,225,2024-02-04,Chelsea,Wolves,True,2,4,A,0,2.0034768654720514
2023-2024,226,2024-02-04,West Ham,Man United,False,0,3,H,0,0.7941176470588236
2023-2024,226,2024-02-04,Man United,West Ham,True,3,0,H,3,1.9802807486631018
2023-2024,227,2024-02-04,Liverpool,Arsenal,False,1,3,H,0,1.180694980694981
2023-2024,227,2024-02-04,Arsenal,Liverpool,True,3,1,H,3,1.555984555984556
2023-2024,228,2024-02-05,Man City,Brentford,False,3,1,A,3,2.2042253521126765
2023-2024,228,2024-02-05,Brentford,Man City,True,1,3,A,0,0.5985915492957746
2023-2024,229,2024-02-10,Everton,Man City,False,0,2,H,0,0.33902779934772476
2023-2024,229,2024-02-10,Man City,Everton,True,2,0,H,3,2.5418543252057773
2023-2024,230,2024-02-10,Bournemouth,Fulham,False,1,3,H,0,1.2766798418972332
2023-2024,230,2024-02-10,Fulham,Bournemouth,True,3,1,H,3,1.4545454545454546
2023-2024,231,2024-02-10,Burnley,Liverpool,False,1,3,H,0,0.29028744326777606
2023-2024,231,2024-02-10,Liverpool,Burnley,True,3,1,H,3,2.589349470499244
2023-2024,232,2024-02-10,Sheffield United,Luton,False,3,1,A,3,0.8565965583173998
2023-2024,232,2024-02-10,Luton,Sheffield United,True,1,3,A,0,1.8891013384321225
2023-2024,233,2024-02-10,Brighton,Tottenham,False,1,2,H,0,0.9723320158102766
2023-2024,233,2024-02-10,Tottenham,Brighton,True,2,1,H,3,1.8023715415019765
2023-2024,234,2024-02-10,Brentford,Wolves,False,2,0,A,3,1.1069042316258353
2023-2024,234,2024-02-10,Wolves,Brentford,True,0,2,A,0,1.6280623608017817
2023-2024,235,2024-02-10,Newcastle,Nott'm Forest,False,3,2,A,3,1.6360078277886498
2023-2024,235,2024-02-10,Nott'm Forest,Newcastle,True,2,3,A,0,1.1118255521386635
2023-2024,236,2024-02-11,Arsenal,West Ham,False,6,0,A,3,2.084963706985059
2023-2024,236,2024-02-11,West Ham,Arsenal,True,0,6,A,0,0.6953397040557713
2023-2024,237,2024-02-11,Man United,Aston Villa,False,2,1,A,3,1.170761787306707
2023-2024,237,2024-02-11,Aston Villa,Man United,True,1,2,A,0,1.5763210321601366
2023-2024,238,2024-02-12,Chelsea,Crystal Palace,False,3,1,A,3,1.809167750325098
2023-2024,238,2024-02-12,Crystal Palace,Chelsea,True,1,3,A,0,0.9382314694408324
2023-2024,239,2024-02-17,Liverpool,Brentford,False,4,1,A,3,2.040353545776738
2023-2024,239,2024-02-17,Brentford,Liverpool,True,1,4,A,0,0.7396358040261821
2023-2024,240,2024-02-17,Arsenal,Burnley,False,5,0,A,3,2.3824975102001473
2023-2024,240,2024-02-17,Burnley,Arsenal,True,0,5,A,0,0.4517300093166704
2023-2024,241,2024-02-17,Aston Villa,Fulham,False,2,1,A,3,1.5293079788276809
2023-2024,241,2024-02-17,Fulham,Aston Villa,True,1,2,A,0,1.2205449911782005
2023-2024,242,2024-02-17,Bournemouth,Newcastle,False,2,2,D,1,0.9875241348581614
2023-2024,242,2024-02-17,Newcastle,Bournemouth,True,2,2,D,1,1.7859795039358382
2023-2024,243,2024-02-17,West Ham,Nott'm Forest,False,0,2,H,0,1.256480970766685
2023-2024,243,2024-02-17,Nott'm Forest,West Ham,True,2,0,H,3,1.4715940430226147
2023-2024,244,2024-02-17,Wolves,Tottenham,False,2,1,A,3,0.7414725069897484
2023-2024,244,2024-02-17,Tottenham,Wolves,True,1,2,A,0,2.058900279589935
2023-2024,245,2024-02-17,Chelsea,Man City,False,1,1,D,1,0.5259462513114357
2023-2024,245,2024-02-17,Man City,Chelsea,True,1,1,D,1,2.3023161972399317
2023-2024,246,2024-02-18,Brighton,Sheffield United,False,5,0,A,3,1.9802807486631018
2023-2024,246,2024-02-18,Sheffield United,Brighton,True,0,5,A,0,0.7941176470588236
2023-2024,247,2024-02-18,Man United,Luton,False,2,1,A,3,1.8157894736842106
2023-2024,247,2024-02-18,Luton,Man United,True,1,2,A,0,0.9473684210526315
2023-2024,248,2024-02-19,Crystal Palace,Everton,False,1,1,D,1,0.8038002651347769
2023-2024,248,2024-02-19,Everton,Crystal Palace,True,1,1,D,1,1.9332744144940346
2023-2024,249,2024-02-20,Brentford,Man City,False,0,1,H,0,0.33902779934772476
2023-2024,249,2024-02-20,Man City,Brentford,True,1,0,H,3,2.5418543252057773
2023-2024,250,2024-02-21,Luton,Liverpool,False,1,4,H,0,0.35478260869565215
2023-2024,250,2024-02-21,Liverpool,Luton,True,4,1,H,3,2.5095652173913043
2023-2024,251,2024-02-24,Nott'm Forest,Aston Villa,False,2,4,H,0,0.7087168381158637
2023-2024,251,2024-02-24,Aston Villa,Nott'm Forest,True,4,2,H,3,2.07958852192745
2023-2024,252,2024-02-24,Everton,Brighton,False,1,1,D,1,0.9329411764705882
2023-2024,252,2024-02-24,Brighton,Everton,True,1,1,D,1,1.8158823529411767
2023-2024,253,2024-02-24,Burnley,Crystal Palace,False,0,3,H,0,0.9877729257641921
2023-2024,253,2024-02-24,Crystal Palace,Burnley,True,3,0,H,3,1.7397379912663755
2023-2024,254,2024-02-24,Fulham,Man United,False,2,1,A,3,0.7396358040261821
2023-2024,254,2024-02-24,Man United,Fulham,True,1,2,A,0,2.040353545776738
2023-2024,255,2024-02-24,Man City,Bournemouth,False,1,0,A,3,2.227272727272727
2023-2024,255,2024-02-24,Bournemouth,Man City,True,0,1,A,0,0.5909090909090908
2023-2024,256,2024-02-24,Newcastle,Arsenal,False,1,4,H,0,0.5381539486837722
2023-2024,256,2024-02-24,Arsenal,Newcastle,True,4,1,H,3,2.2805731422859052
2023-2024,257,2024-02-25,Sheffield United,Wolves,False,0,1,H,0,0.6099262507474587
2023-2024,257,2024-02-25,Wolves,Sheffield United,True,1,0,H,3,2.1891568666533785
2023-2024,258,2024-02-26,Brentford,West Ham,False,2,4,H,0,1.311881188118812
2023-2024,258,2024-02-26,West Ham,Brentford,True,4,2,H,3,1.415841584158416
2023-2024,259,2024-03-02,Chelsea,Brentford,False,2,2,D,1,1.5763210321601366
2023-2024,259,2024-03-02,Brentford,Chelsea,True,2,2,D,1,1.170761787306707
2023-2024,260,2024-03-02,West Ham,Everton,False,3,1,A,3,1.0795433621800772
2023-2024,260,2024-03-02,Everton,West Ham,True,1,3,A,0,1.6562327379856376
2023-2024,261,2024-03-02,Brighton,Fulham,False,0,3,H,0,1.3507069750931788
2023-2024,261,2024-03-02,Fulham,Brighton,True,3,0,H,3,1.38478376619535
2023-2024,262,2024-03-02,Wolves,Newcastle,False,0,3,H,0,1.0304329782819202
2023-2024,262,2024-03-02,Newcastle,Wolves,True,3,0,H,3,1.7317747959607137
2023-2024,263,2024-03-02,Liverpool,Nott'm Forest,False,1,0,A,3,2.084963706985059
2023-2024,263,2024-03-02,Nott'm Forest,Liverpool,True,0,1,A,0,0.6953397040557713
2023-2024,264,2024-03-02,Crystal Palace,Tottenham,False,1,3,H,0,0.6585942779905385
2023-2024,264,2024-03-02,Tottenham,Crystal Palace,True,3,1,H,3,2.121761658031088
2023-2024,265,2024-03-02,Aston Villa,Luton,False,3,2,A,3,1.883528772512438
2023-2024,265,2024-03-02,Luton,Aston Villa,True,2,3,A,0,0.8890808034508193
2023-2024,266,2024-03-03,Bournemouth,Burnley,False,2,0,A,3,1.7178658043654
2023-2024,266,2024-03-03,Burnley,Bournemouth,True,0,2,A,0,1.019401778496362
2023-2024,267,2024-03-03,Man United,Man City,False,1,3,H,0,0.4194506310319228
2023-2024,267,2024-03-03,Man City,Man United,True,3,1,H,3,2.4172234595397177
2023-2024,268,2024-03-04,Arsenal,Sheffield United,False,6,0,A,3,2.5594623947868587
2023-2024,268,2024-03-04,Sheffield United,Arsenal,True,0,6,A,0,0.3043714363290795
2023-2024,269,2024-03-09,Everton,Man United,False,0,2,H,0,0.9567613395506571
2023-2024,269,2024-03-09,Man United,Everton,True,2,0,H,3,1.784654514624841
2023-2024,270,2024-03-09,Sheffield United,Bournemouth,False,2,2,D,1,0.529791605518051
2023-2024,270,2024-03-09,Bournemouth,Sheffield United,True,2,2,D,1,2.2917522747285
2023-2024,271,2024-03-09,Luton,Crystal Palace,False,1,1,D,1,0.9112149532710281
2023-2024,271,2024-03-09,Crystal Palace,Luton,True,1,1,D,1,1.8434579439252334
2023-2024,272,2024-03-09,Fulham,Wolves,False,1,2,H,0,1.309403437815976
2023-2024,272,2024-03-09,Wolves,Fulham,True,2,1,H,3,1.412537917087968
2023-2024,273,2024-03-09,Brentford,Arsenal,False,1,2,H,0,0.39450282942603077
2023-2024,273,2024-03-09,Arsenal,Brentford,True,2,1,H,3,2.4698868229587716
2023-2024,274,2024-03-10,Tottenham,Aston Villa,False,4,0,A,3,1.3309330473418108
2023-2024,274,2024-03-10,Aston Villa,Tottenham,True,0,4,A,0,1.432051478474031
2023-2024,275,2024-03-10,Nott'm Forest,Brighton,False,0,1,H,0,0.9473684210526315
2023-2024,275,2024-03-10,Brighton,Nott'm Forest,True,1,0,H,3,1.8157894736842106
2023-2024,276,2024-03-10,Burnley,West Ham,False,2,2,D,1,0.8322052807735216
2023-2024,276,2024-03-10,West Ham,Burnley,True,2,2,D,1,1.9317962067683156
2023-2024,277,2024-03-10,Man City,Liverpool,False,1,1,D,1,1.5459770114942528
2023-2024,277,2024-03-10,Liverpool,Man City,True,1,1,D,1,1.2011494252873565
2023-2024,278,2024-03-11,Newcastle,Chelsea,False,2,3,H,0,1.0304329782819202
2023-2024,278,2024-03-11,Chelsea,Newcastle,True,3,2,H,3,1.7317747959607137
2023-2024,279,2024-03-13,Luton,Bournemouth,False,3,4,H,0,0.6966618287373004
2023-2024,279,2024-03-13,Bournemouth,Luton,True,4,3,H,3,2.1030478955007257
2023-2024,280,2024-03-16,Brentford,Burnley,False,1,2,H,0,1.592564563428247
2023-2024,280,2024-03-16,Burnley,Brentford,True,2,1,H,3,1.1430328256550941
2023-2024,281,2024-03-16,Nott'm Forest,Luton,False,1,1,D,1,1.436893203883495
2023-2024,281,2024-03-16,Luton,Nott'm Forest,True,1,1,D,1,1.29126213592233
2023-2024,282,2024-03-16,Tottenham,Fulham,False,0,3,H,0,1.6969311785000907
2023-2024,282,2024-03-16,Fulham,Tottenham,True,3,0,H,3,1.0552024695841655
2023-2024,283,2024-03-17,Aston Villa,West Ham,False,1,1,D,1,1.4133406554611958
2023-2024,283,2024-03-17,West Ham,Aston Villa,True,1,1,D,1,1.3339086433796852
2023-2024,284,2024-03-30,West Ham,Newcastle,False,3,4,H,0,0.9807843137254901
2023-2024,284,2024-03-30,Newcastle,West Ham,True,4,3,H,3,1.7919607843137257
2023-2024,285,2024-03-30,Everton,Bournemouth,False,1,2,H,0,1.163141993957704
2023-2024,285,2024-03-30,Bournemouth,Everton,True,2,1,H,3,1.5709969788519638
2023-2024,286,2024-03-30,Burnley,Chelsea,False,2,2,D,1,0.460744204169102
2023-2024,286,2024-03-30,Chelsea,Burnley,True,2,2,D,1,2.380089616208845
2023-2024,287,2024-03-30,Crystal Palace,Nott'm Forest,False,1,1,D,1,1.1271186440677967
2023-2024,287,2024-03-30,Nott'm Forest,Crystal Palace,True,1,1,D,1,1.5847457627118642
2023-2024,288,2024-03-30,Fulham,Sheffield United,False,3,3,D,1,1.8891606787952913
2023-2024,288,2024-03-30,Sheffield United,Fulham,True,3,3,D,1,0.8728023238036997
2023-2024,289,2024-03-30,Luton,Tottenham,False,1,2,H,0,0.3790613718411552
2023-2024,289,2024-03-30,Tottenham,Luton,True,2,1,H,3,2.5018050541516246
2023-2024,290,2024-03-30,Wolves,Aston Villa,False,0,2,H,0,0.7869211001148231
2023-2024,290,2024-03-30,Aston Villa,Wolves,True,2,0,H,3,1.9943681994641589
2023-2024,291,2024-03-30,Man United,Brentford,False,1,1,D,1,1.5477996965098635
2023-2024,291,2024-03-30,Brentford,Man United,True,1,1,D,1,1.2018209408194234
2023-2024,292,2024-03-31,Brighton,Liverpool,False,1,2,H,0,0.553877481758018
2023-2024,292,2024-03-31,Liverpool,Brighton,True,2,1,H,3,2.273035805192601
2023-2024,293,2024-03-31,Arsenal,Man City,False,0,0,D,1,1.0026246719160106
2023-2024,293,2024-03-31,Man City,Arsenal,True,0,0,D,1,1.746719160104987
2023-2024,294,2024-04-02,Everton,Newcastle,False,1,1,D,1,1.067873303167421
2023-2024,294,2024-04-02,Newcastle,Everton,True,1,1,D,1,1.6787330316742084
2023-2024,295,2024-04-02,Fulham,Nott'm Forest,False,1,3,H,0,1.3733893668477186
2023-2024,295,2024-04-02,Nott'm Forest,Fulham,True,3,1,H,3,1.345081869722079
2023-2024,296,2024-04-02,Crystal Palace,Bournemouth,False,0,1,H,0,1.0405549626467447
2023-2024,296,2024-04-02,Bournemouth,Crystal Palace,True,1,0,H,3,1.709711846318036
2023-2024,297,2024-04-02,Wolves,Burnley,False,1,1,D,1,1.3040361386624768
2023-2024,297,2024-04-02,Burnley,Wolves,True,1,1,D,1,1.4313070804281645
2023-2024,298,2024-04-02,Tottenham,West Ham,False,1,1,D,1,1.6856240126382307
2023-2024,298,2024-04-02,West Ham,Tottenham,True,1,1,D,1,1.0884676145339651
2023-2024,299,2024-04-03,Luton,Arsenal,False,0,2,H,0,0.2429022082018928
2023-2024,299,2024-04-03,Arsenal,Luton,True,2,0,H,3,2.662911221270843
2023-2024,300,2024-04-03,Brighton,Brentford,False,0,0,D,1,1.2933292369138603
2023-2024,300,2024-04-03,Brentford,Brighton,True,0,0,D,1,1.4553170244633054
2023-2024,301,2024-04-03,Aston Villa,Man City,False,1,4,H,0,0.5105740181268883
2023-2024,301,2024-04-03,Man City,Aston Villa,True,4,1,H,3,2.3323262839879155
2023-2024,302,2024-04-04,Sheffield United,Liverpool,False,1,3,H,0,0.21575164079591622
2023-2024,302,2024-04-04,Liverpool,Sheffield United,True,3,1,H,3,2.7047609125950616
2023-2024,303,2024-04-04,Man United,Chelsea,False,3,4,H,0,1.084507042253521
2023-2024,303,2024-04-04,Chelsea,Man United,True,4,3,H,3,1.6760563380281688
2023-2024,304,2024-04-06,Man City,Crystal Palace,False,4,2,A,3,2.334928229665072
2023-2024,304,2024-04-06,Crystal Palace,Man City,True,2,4,A,0,0.4832535885167465
2023-2024,305,2024-04-06,Brentford,Aston Villa,False,3,3,D,1,0.8405904059040591
2023-2024,305,2024-04-06,Aston Villa,Brentford,True,3,3,D,1,1.9210332103321037
2023-2024,306,2024-04-06,Burnley,Everton,False,0,1,H,0,0.7849017580144776
2023-2024,306,2024-04-06,Everton,Burnley,True,1,0,H,3,1.9762150982419855
2023-2024,307,2024-04-06,Newcastle,Fulham,False,1,0,A,3,1.2826780021253985
2023-2024,307,2024-04-06,Fulham,Newcastle,True,0,1,A,0,1.4643995749202974
2023-2024,308,2024-04-06,Bournemouth,Luton,False,1,2,H,0,1.74090092603896
2023-2024,308,2024-04-06,Luton,Bournemouth,True,2,1,H,3,1.0092778291275004
2023-2024,309,2024-04-06,West Ham,Wolves,False,2,1,A,3,1.325088339222615
