Season,MatchID,Date,Team,Opponent,is_home,goals_for,goals_against,result,Pts,xPts
2022-2023,155,2022-12-27,Man United,Nott'm Forest,True,3,0,H,3,2.392737054472092
2022-2023,156,2022-12-28,Man City,Leeds,False,3,1,A,3,2.380089616208845
2022-2023,156,2022-12-28,Leeds,Man City,True,1,3,A,0,0.460744204169102
2022-2023,157,2022-12-30,Brentford,West Ham,False,2,0,A,3,1.0526315789473684
2022-2023,157,2022-12-30,West Ham,Brentford,True,0,2,A,0,1.6842105263157894
2022-2023,158,2022-12-30,Leicester,Liverpool,False,1,2,H,0,0.460744204169102
2022-2023,158,2022-12-30,Liverpool,Leicester,True,2,1,H,3,2.380089616208845
2022-2023,159,2022-12-31,Man United,Wolves,False,1,0,A,3,1.758196154378199
2022-2023,159,2022-12-31,Wolves,Man United,True,0,1,A,0,0.9775902614469498
2022-2023,160,2022-12-31,Crystal Palace,Bournemouth,False,2,0,A,3,1.4177215189873418
2022-2023,160,2022-12-31,Bournemouth,Crystal Palace,True,0,2,A,0,1.29644752960392
2022-2023,161,2022-12-31,Southampton,Fulham,False,1,2,H,0,1.0194017784963623
2022-2023,161,2022-12-31,Fulham,Southampton,True,2,1,H,3,1.7178658043654003
2022-2023,162,2022-12-31,Everton,Man City,False,1,1,D,1,0.2565140150019739
2022-2023,162,2022-12-31,Man City,Everton,True,1,1,D,1,2.6375345440189495
2022-2023,163,2022-12-31,Leeds,Newcastle,False,0,0,D,1,0.6170212765957446
2022-2023,163,2022-12-31,Newcastle,Leeds,True,0,0,D,1,2.172288531395952
2022-2023,164,2022-12-31,Arsenal,Brighton,False,4,2,A,3,1.6233421750663133
2022-2023,164,2022-12-31,Brighton,Arsenal,True,2,4,A,0,1.1061007957559683
2022-2023,165,2023-01-01,Aston Villa,Tottenham,False,2,0,A,3,0.810448187268056
2022-2023,165,2023-01-01,Tottenham,Aston Villa,True,0,2,A,0,1.9511846988295745
2022-2023,166,2023-01-01,Chelsea,Nott'm Forest,False,1,1,D,1,1.9287396937573615
2022-2023,166,2023-01-01,Nott'm Forest,Chelsea,True,1,1,D,1,0.8209658421672557
2022-2023,167,2023-01-02,Liverpool,Brentford,False,1,3,H,0,2.047808662919478
2022-2023,167,2023-01-02,Brentford,Liverpool,True,3,1,H,3,0.7338898633855294
2022-2023,168,2023-01-03,Newcastle,Arsenal,False,0,0,D,1,0.9107694287184765
2022-2023,168,2023-01-03,Arsenal,Newcastle,True,0,0,D,1,1.8385229027277408
2022-2023,169,2023-01-03,Brighton,Everton,False,4,1,A,3,1.6363636363636365
2022-2023,169,2023-01-03,Everton,Brighton,True,1,4,A,0,1.090909090909091
2022-2023,170,2023-01-03,Fulham,Leicester,False,1,0,A,3,1.180694980694981
2022-2023,170,2023-01-03,Leicester,Fulham,True,0,1,A,0,1.555984555984556
2022-2023,171,2023-01-03,Bournemouth,Man United,False,0,3,H,0,0.4337592468056491
2022-2023,171,2023-01-03,Man United,Bournemouth,True,3,0,H,3,2.392737054472092
2022-2023,172,2023-01-04,Nott'm Forest,Southampton,False,1,0,A,3,1.025089605734767
2022-2023,172,2023-01-04,Southampton,Nott'm Forest,True,0,1,A,0,1.7025089605734767
2022-2023,173,2023-01-04,West Ham,Leeds,False,2,2,D,1,1.3645833333333335
2022-2023,173,2023-01-04,Leeds,West Ham,True,2,2,D,1,1.3645833333333335
2022-2023,174,2023-01-04,Wolves,Aston Villa,False,1,1,D,1,0.9876796714579055
2022-2023,174,2023-01-04,Aston Villa,Wolves,True,1,1,D,1,1.7453798767967148
2022-2023,175,2023-01-04,Tottenham,Crystal Palace,False,4,0,A,3,1.6087525715354407
2022-2023,175,2023-01-04,Crystal Palace,Tottenham,True,0,4,A,0,1.1178230783616983
2022-2023,176,2023-01-05,Man City,Chelsea,False,1,0,A,3,1.9511846988295745
2022-2023,176,2023-01-05,Chelsea,Man City,True,0,1,A,0,0.810448187268056
2022-2023,177,2023-01-12,Chelsea,Fulham,False,1,2,H,0,1.5951471150171952
2022-2023,177,2023-01-12,Fulham,Chelsea,True,2,1,H,3,1.1337409247229653
2022-2023,178,2023-01-13,Leeds,Aston Villa,False,1,2,H,0,0.9775902614469498
2022-2023,178,2023-01-13,Aston Villa,Leeds,True,2,1,H,3,1.758196154378199
2022-2023,179,2023-01-14,Man City,Man United,False,1,2,H,0,1.7979695431472082
2022-2023,179,2023-01-14,Man United,Man City,True,2,1,H,3,0.9390862944162438
2022-2023,180,2023-01-14,Liverpool,Brighton,False,0,3,H,0,1.6280623608017821
2022-2023,180,2023-01-14,Brighton,Liverpool,True,3,0,H,3,1.1069042316258355
2022-2023,181,2023-01-14,Southampton,Everton,False,2,1,A,3,1.1531664212076584
2022-2023,181,2023-01-14,Everton,Southampton,True,1,2,A,0,1.5552282768777614
2022-2023,182,2023-01-14,Leicester,Nott'm Forest,False,0,2,H,0,1.3702308626974482
2022-2023,182,2023-01-14,Nott'm Forest,Leicester,True,2,0,H,3,1.3421628189550423
2022-2023,183,2023-01-14,West Ham,Wolves,False,0,1,H,0,1.3421628189550423
2022-2023,183,2023-01-14,Wolves,West Ham,True,1,0,H,3,1.3702308626974482
2022-2023,184,2023-01-14,Bournemouth,Brentford,False,0,2,H,0,0.7849017580144776
2022-2023,184,2023-01-14,Brentford,Bournemouth,True,2,0,H,3,1.9762150982419855
2022-2023,185,2023-01-15,Crystal Palace,Chelsea,False,0,1,H,0,0.7765735723218008
2022-2023,185,2023-01-15,Chelsea,Crystal Palace,True,1,0,H,3,1.9870779491454775
2022-2023,186,2023-01-15,Fulham,Newcastle,False,0,1,H,0,0.6585942779905385
2022-2023,186,2023-01-15,Newcastle,Fulham,True,1,0,H,3,2.121761658031088
2022-2023,187,2023-01-15,Arsenal,Tottenham,False,2,0,A,3,1.555984555984556
2022-2023,187,2023-01-15,Tottenham,Arsenal,True,0,2,A,0,1.1806949806949807
2022-2023,188,2023-01-18,Man United,Crystal Palace,False,1,1,D,1,1.8421052631578947
2022-2023,188,2023-01-18,Crystal Palace,Man United,True,1,1,D,1,0.894736842105263
2022-2023,189,2023-01-19,Tottenham,Man City,False,2,4,H,0,0.5251396648044693
2022-2023,189,2023-01-19,Man City,Tottenham,True,4,2,H,3,2.284916201117318
2022-2023,190,2023-01-21,Chelsea,Liverpool,False,0,0,D,1,0.9616531742650192
2022-2023,190,2023-01-21,Liverpool,Chelsea,True,0,0,D,1,1.7861099275671068
2022-2023,191,2023-01-21,Nott'm Forest,Bournemouth,False,1,1,D,1,1.346368715083799
2022-2023,191,2023-01-21,Bournemouth,Nott'm Forest,True,1,1,D,1,1.346368715083799
2022-2023,192,2023-01-21,Brighton,Leicester,False,2,2,D,1,1.6637819922666177
2022-2023,192,2023-01-21,Leicester,Brighton,True,2,2,D,1,1.0644448536181181
2022-2023,193,2023-01-21,Aston Villa,Southampton,False,1,0,A,3,1.4174419302562873
2022-2023,193,2023-01-21,Southampton,Aston Villa,True,0,1,A,0,1.2886981573735068
2022-2023,194,2023-01-21,Everton,West Ham,False,0,2,H,0,0.869762174405436
2022-2023,194,2023-01-21,West Ham,Everton,True,2,0,H,3,1.8720271800679502
2022-2023,195,2023-01-21,Newcastle,Crystal Palace,False,0,0,D,1,1.8104281192736962
2022-2023,195,2023-01-21,Crystal Palace,Newcastle,True,0,0,D,1,0.9183741462602033
2022-2023,196,2023-01-22,Brentford,Leeds,False,0,0,D,1,1.2624232272473481
2022-2023,196,2023-01-22,Leeds,Brentford,True,0,0,D,1,1.4718034617532108
2022-2023,197,2023-01-22,Wolves,Man City,False,0,3,H,0,0.3790613718411552
2022-2023,197,2023-01-22,Man City,Wolves,True,3,0,H,3,2.5018050541516246
2022-2023,198,2023-01-22,Man United,Arsenal,False,2,3,H,0,0.9249011857707509
2022-2023,198,2023-01-22,Arsenal,Man United,True,3,2,H,3,1.8260869565217392
2022-2023,199,2023-01-23,Tottenham,Fulham,False,1,0,A,3,1.6143344709897607
2022-2023,199,2023-01-23,Fulham,Tottenham,True,0,1,A,0,1.122866894197952
2022-2023,200,2023-02-03,Fulham,Chelsea,False,0,0,D,1,0.7765735723218008
2022-2023,200,2023-02-03,Chelsea,Fulham,True,0,0,D,1,1.9870779491454775
2022-2023,201,2023-02-04,Arsenal,Everton,False,0,1,H,0,2.2435783879539417
2022-2023,201,2023-02-04,Everton,Arsenal,True,1,0,H,3,0.545615589016829
2022-2023,202,2023-02-04,Leicester,Aston Villa,False,4,2,A,3,1.0128068303094984
2022-2023,202,2023-02-04,Aston Villa,Leicester,True,2,4,A,0,1.72358591248666
2022-2023,203,2023-02-04,Southampton,Brentford,False,0,3,H,0,0.9390862944162437
2022-2023,203,2023-02-04,Brentford,Southampton,True,3,0,H,3,1.7979695431472078
2022-2023,204,2023-02-04,Bournemouth,Brighton,False,0,1,H,0,0.5126564673157163
2022-2023,204,2023-02-04,Brighton,Bournemouth,True,1,0,H,3,2.3076495132127954
2022-2023,205,2023-02-04,Crystal Palace,Man United,False,1,2,H,0,0.5577439570277529
2022-2023,205,2023-02-04,Man United,Crystal Palace,True,2,1,H,3,2.241718889883617
2022-2023,206,2023-02-04,Liverpool,Wolves,False,0,3,H,0,1.788727640904489
2022-2023,206,2023-02-04,Wolves,Liverpool,True,3,0,H,3,0.9615254809314885
2022-2023,207,2023-02-04,West Ham,Newcastle,False,1,1,D,1,0.7234927234927234
2022-2023,207,2023-02-04,Newcastle,West Ham,True,1,1,D,1,2.0270270270270268
2022-2023,208,2023-02-05,Leeds,Nott'm Forest,False,0,1,H,0,1.3421628189550423
2022-2023,208,2023-02-05,Nott'm Forest,Leeds,True,1,0,H,3,1.3702308626974482
2022-2023,209,2023-02-05,Man City,Tottenham,False,0,1,H,0,1.883528772512438
2022-2023,209,2023-02-05,Tottenham,Man City,True,1,0,H,3,0.8890808034508193
2022-2023,210,2023-02-08,Leeds,Man United,False,2,2,D,1,0.662676822633297
2022-2023,210,2023-02-08,Man United,Leeds,True,2,2,D,1,2.147986942328618
2022-2023,211,2023-02-11,Chelsea,West Ham,False,1,1,D,1,1.5576923076923075
2022-2023,211,2023-02-11,West Ham,Chelsea,True,1,1,D,1,1.1538461538461537
2022-2023,212,2023-02-11,Brentford,Arsenal,False,1,1,D,1,0.6099262507474587
2022-2023,212,2023-02-11,Arsenal,Brentford,True,1,1,D,1,2.1891568666533785
2022-2023,213,2023-02-11,Brighton,Crystal Palace,False,1,1,D,1,1.7025089605734767
2022-2023,213,2023-02-11,Crystal Palace,Brighton,True,1,1,D,1,1.025089605734767
2022-2023,214,2023-02-11,Nott'm Forest,Fulham,False,0,2,H,0,0.9407179602992994
2022-2023,214,2023-02-11,Fulham,Nott'm Forest,True,2,0,H,3,1.7846152313327999
2022-2023,215,2023-02-11,Tottenham,Leicester,False,1,4,H,0,1.6280623608017821
2022-2023,215,2023-02-11,Leicester,Tottenham,True,4,1,H,3,1.1069042316258355
2022-2023,216,2023-02-11,Wolves,Southampton,False,2,1,A,3,1.4187638413529293
2022-2023,216,2023-02-11,Southampton,Wolves,True,1,2,A,0,1.283470907992752
2022-2023,217,2023-02-11,Newcastle,Bournemouth,False,1,1,D,1,2.090692975157494
2022-2023,217,2023-02-11,Bournemouth,Newcastle,True,1,1,D,1,0.6728871983834541
2022-2023,218,2023-02-12,Man United,Leeds,False,2,0,A,3,1.74090092603896
2022-2023,218,2023-02-12,Leeds,Man United,True,0,2,A,0,1.0092778291275004
2022-2023,219,2023-02-12,Aston Villa,Man City,False,1,3,H,0,0.40829986613119146
2022-2023,219,2023-02-12,Man City,Aston Villa,True,3,1,H,3,2.4444444444444446
2022-2023,220,2023-02-13,Everton,Liverpool,False,0,2,H,0,0.6585942779905385
2022-2023,220,2023-02-13,Liverpool,Everton,True,2,0,H,3,2.121761658031088
2022-2023,221,2023-02-15,Man City,Arsenal,False,3,1,A,3,1.4793568876538308
2022-2023,221,2023-02-15,Arsenal,Man City,True,1,3,A,0,1.2500992457324334
2022-2023,222,2023-02-18,Arsenal,Aston Villa,False,4,2,A,3,1.9523809523809526
2022-2023,222,2023-02-18,Aston Villa,Arsenal,True,2,4,A,0,0.8095238095238096
2022-2023,223,2023-02-18,Crystal Palace,Brentford,False,1,1,D,1,0.9032576505429417
2022-2023,223,2023-02-18,Brentford,Crystal Palace,True,1,1,D,1,1.825765054294176
2022-2023,224,2023-02-18,Fulham,Brighton,False,1,0,A,3,0.7693474962063731
2022-2023,224,2023-02-18,Brighton,Fulham,True,0,1,A,0,1.9802731411229133
2022-2023,225,2023-02-18,Southampton,Chelsea,False,1,0,A,3,0.5405176071277047
2022-2023,225,2023-02-18,Chelsea,Southampton,True,0,1,A,0,2.257530759439966
2022-2023,226,2023-02-18,Leeds,Everton,False,0,1,H,0,1.237410071942446
2022-2023,226,2023-02-18,Everton,Leeds,True,1,0,H,3,1.4748201438848922
2022-2023,227,2023-02-18,Man City,Nott'm Forest,False,1,1,D,1,2.3294842186297156
2022-2023,227,2023-02-18,Nott'm Forest,Man City,True,1,1,D,1,0.5003849114703619
2022-2023,228,2023-02-18,Bournemouth,Wolves,False,1,0,A,3,0.7455357142857142
2022-2023,228,2023-02-18,Wolves,Bournemouth,True,0,1,A,0,1.9882015306122451
2022-2023,229,2023-02-18,Liverpool,Newcastle,False,2,0,A,3,1.322645290581162
2022-2023,229,2023-02-18,Newcastle,Liverpool,True,0,2,A,0,1.4068136272545089
2022-2023,230,2023-02-19,Leicester,Man United,False,0,3,H,0,0.772475236653674
2022-2023,230,2023-02-19,Man United,Leicester,True,3,0,H,3,2.0051840291121272
2022-2023,231,2023-02-19,West Ham,Tottenham,False,0,2,H,0,0.8581001182499015
2022-2023,231,2023-02-19,Tottenham,West Ham,True,2,0,H,3,1.8797792668506113
2022-2023,232,2023-02-24,Wolves,Fulham,False,1,1,D,1,1.2549800796812747
2022-2023,232,2023-02-24,Fulham,Wolves,True,1,1,D,1,1.446215139442231
2022-2023,233,2023-02-25,Aston Villa,Everton,False,2,0,A,3,1.2549800796812747
2022-2023,233,2023-02-25,Everton,Aston Villa,True,0,2,A,0,1.446215139442231
2022-2023,234,2023-02-25,Southampton,Leeds,False,0,1,H,0,0.9877729257641921
2022-2023,234,2023-02-25,Leeds,Southampton,True,1,0,H,3,1.7397379912663755
2022-2023,235,2023-02-25,Arsenal,Leicester,False,1,0,A,3,1.9210332103321037
2022-2023,235,2023-02-25,Leicester,Arsenal,True,0,1,A,0,0.8405904059040591
2022-2023,236,2023-02-25,Nott'm Forest,West Ham,False,0,4,H,0,0.8366111951588502
2022-2023,236,2023-02-25,West Ham,Nott'm Forest,True,4,0,H,3,1.8986384266263236
2022-2023,237,2023-02-25,Man City,Bournemouth,False,4,1,A,3,2.3824975102001473
2022-2023,237,2023-02-25,Bournemouth,Man City,True,1,4,A,0,0.4517300093166704
2022-2023,238,2023-02-25,Liverpool,Crystal Palace,False,0,0,D,1,1.8990454150997973
2022-2023,238,2023-02-25,Crystal Palace,Liverpool,True,0,0,D,1,0.85073763378652
2022-2023,239,2023-02-26,Chelsea,Tottenham,False,0,2,H,0,1.2847754654983572
2022-2023,239,2023-02-26,Tottenham,Chelsea,True,2,0,H,3,1.4206910285771186
2022-2023,240,2023-03-01,Everton,Arsenal,False,0,4,H,0,0.4881586737714625
2022-2023,240,2023-03-01,Arsenal,Everton,True,4,0,H,3,2.310538780343398
2022-2023,241,2023-03-01,Wolves,Liverpool,False,0,2,H,0,0.680672268907563
2022-2023,241,2023-03-01,Liverpool,Wolves,True,2,0,H,3,2.11764705882353
2022-2023,242,2023-03-04,Newcastle,Man City,False,0,2,H,0,0.6170212765957446
2022-2023,242,2023-03-04,Man City,Newcastle,True,2,0,H,3,2.172288531395952
2022-2023,243,2023-03-04,Bournemouth,Arsenal,False,2,3,H,0,0.37562978167568584
2022-2023,243,2023-03-04,Arsenal,Bournemouth,True,3,2,H,3,2.4877775704422467
2022-2023,244,2023-03-04,Crystal Palace,Aston Villa,False,0,1,H,0,1.0365381066617456
2022-2023,244,2023-03-04,Aston Villa,Crystal Palace,True,1,0,H,3,1.6759549732422956
2022-2023,245,2023-03-04,West Ham,Brighton,False,0,4,H,0,0.894736842105263
2022-2023,245,2023-03-04,Brighton,West Ham,True,4,0,H,3,1.8421052631578947
2022-2023,246,2023-03-04,Leeds,Chelsea,False,0,1,H,0,0.7582241240973523
2022-2023,246,2023-03-04,Chelsea,Leeds,True,1,0,H,3,2.0034768654720514
2022-2023,247,2023-03-04,Tottenham,Wolves,False,0,1,H,0,1.5762711864406778
2022-2023,247,2023-03-04,Wolves,Tottenham,True,1,0,H,3,1.1440677966101696
2022-2023,248,2023-03-04,Leicester,Southampton,False,0,1,H,0,1.3858093126385809
2022-2023,248,2023-03-04,Southampton,Leicester,True,1,0,H,3,1.3259423503325942
2022-2023,249,2023-03-05,Everton,Nott'm Forest,False,2,2,D,1,1.3083700440528634
2022-2023,249,2023-03-05,Nott'm Forest,Everton,True,2,2,D,1,1.3744493392070483
2022-2023,250,2023-03-05,Man United,Liverpool,False,0,7,H,0,1.2624232272473481
2022-2023,250,2023-03-05,Liverpool,Man United,True,7,0,H,3,1.4718034617532108
2022-2023,251,2023-03-06,Fulham,Brentford,False,2,3,H,0,1.0194017784963623
2022-2023,251,2023-03-06,Brentford,Fulham,True,3,2,H,3,1.7178658043654003
2022-2023,252,2023-03-11,Liverpool,Bournemouth,False,0,1,H,0,2.2363636363636363
2022-2023,252,2023-03-11,Bournemouth,Liverpool,True,1,0,H,3,0.5727272727272728
2022-2023,253,2023-03-11,Brentford,Everton,False,0,1,H,0,1.3532608695652175
2022-2023,253,2023-03-11,Everton,Brentford,True,1,0,H,3,1.3532608695652175
2022-2023,254,2023-03-11,Brighton,Leeds,False,2,2,D,1,1.7178658043654
2022-2023,254,2023-03-11,Leeds,Brighton,True,2,2,D,1,1.019401778496362
2022-2023,255,2023-03-11,Chelsea,Leicester,False,3,1,A,3,1.7125171939477302
2022-2023,255,2023-03-11,Leicester,Chelsea,True,1,3,A,0,1.0192572214580464
2022-2023,256,2023-03-11,Nott'm Forest,Tottenham,False,1,3,H,0,0.6099262507474587
2022-2023,256,2023-03-11,Tottenham,Nott'm Forest,True,3,1,H,3,2.1891568666533785
2022-2023,257,2023-03-11,Man City,Crystal Palace,False,1,0,A,3,2.2862489829129373
2022-2023,257,2023-03-11,Crystal Palace,Man City,True,0,1,A,0,0.5145646867371847
2022-2023,258,2023-03-12,Arsenal,Fulham,False,3,0,A,3,2.0508816120906803
2022-2023,258,2023-03-12,Fulham,Arsenal,True,0,3,A,0,0.7118387909319899
2022-2023,259,2023-03-12,Southampton,Man United,False,0,0,D,1,0.509681449094316
2022-2023,259,2023-03-12,Man United,Southampton,True,0,0,D,1,2.2991880074953155
2022-2023,260,2023-03-12,Aston Villa,West Ham,False,1,1,D,1,1.1271186440677967
2022-2023,260,2023-03-12,West Ham,Aston Villa,True,1,1,D,1,1.5847457627118642
2022-2023,261,2023-03-12,Wolves,Newcastle,False,1,2,H,0,0.7701149425287355
2022-2023,261,2023-03-12,Newcastle,Wolves,True,2,1,H,3,1.9770114942528734
2022-2023,262,2023-03-15,Crystal Palace,Brighton,False,0,1,H,0,0.5797373358348968
2022-2023,262,2023-03-15,Brighton,Crystal Palace,True,1,0,H,3,2.1951219512195124
2022-2023,263,2023-03-15,Brentford,Southampton,False,2,0,A,3,1.4292080210654245
2022-2023,263,2023-03-15,Southampton,Brentford,True,0,2,A,0,1.279116872594693
2022-2023,264,2023-03-17,Newcastle,Nott'm Forest,False,2,1,A,3,1.9910471000389258
2022-2023,264,2023-03-17,Nott'm Forest,Newcastle,True,1,2,A,0,0.7612189289884892
2022-2023,265,2023-03-18,Bournemouth,Aston Villa,False,0,3,H,0,0.8209658421672557
2022-2023,265,2023-03-18,Aston Villa,Bournemouth,True,3,0,H,3,1.9287396937573615
2022-2023,266,2023-03-18,Leicester,Brentford,False,1,1,D,1,1.0091508252083448
2022-2023,266,2023-03-18,Brentford,Leicester,True,1,1,D,1,1.7307587559235253
2022-2023,267,2023-03-18,Tottenham,Southampton,False,3,3,D,1,1.8797792668506113
2022-2023,267,2023-03-18,Southampton,Tottenham,True,3,3,D,1,0.8581001182499015
2022-2023,268,2023-03-18,Leeds,Wolves,False,4,2,A,3,1.1524717093508041
2022-2023,268,2023-03-18,Wolves,Leeds,True,2,4,A,0,1.5527099463966647
2022-2023,269,2023-03-18,Everton,Chelsea,False,2,2,D,1,0.6146788990825689
2022-2023,269,2023-03-18,Chelsea,Everton,True,2,2,D,1,2.1559633027522938
2022-2023,270,2023-03-19,Crystal Palace,Arsenal,False,1,4,H,0,0.36416184971098264
2022-2023,270,2023-03-19,Arsenal,Crystal Palace,True,4,1,H,3,2.4624277456647397
2022-2023,271,2023-04-01,Liverpool,Man City,False,1,4,H,0,0.7941176470588236
2022-2023,271,2023-04-01,Man City,Liverpool,True,4,1,H,3,1.9802807486631018
2022-2023,272,2023-04-01,Leeds,Arsenal,False,1,4,H,0,0.4748466257668712
2022-2023,272,2023-04-01,Arsenal,Leeds,True,4,1,H,3,2.3668711656441714
2022-2023,273,2023-04-01,Fulham,Bournemouth,False,1,2,H,0,1.306110102843315
2022-2023,273,2023-04-01,Bournemouth,Fulham,True,2,1,H,3,1.4059286146400485
2022-2023,274,2023-04-01,Brentford,Brighton,False,3,3,D,1,0.810448187268056
2022-2023,274,2023-04-01,Brighton,Brentford,True,3,3,D,1,1.9511846988295745
2022-2023,275,2023-04-01,Leicester,Crystal Palace,False,1,2,H,0,1.275201612903226
2022-2023,275,2023-04-01,Crystal Palace,Leicester,True,2,1,H,3,1.432459677419355
2022-2023,276,2023-04-01,Wolves,Nott'm Forest,False,1,1,D,1,1.4302957151478577
2022-2023,276,2023-04-01,Nott'm Forest,Wolves,True,1,1,D,1,1.2619191309595654
2022-2023,277,2023-04-01,Aston Villa,Chelsea,False,2,0,A,3,0.7930041210945855
2022-2023,277,2023-04-01,Chelsea,Aston Villa,True,0,2,A,0,1.956949534416131
2022-2023,278,2023-04-02,Southampton,West Ham,False,0,1,H,0,0.8313766044163271
2022-2023,278,2023-04-02,West Ham,Southampton,True,1,0,H,3,1.9055295334266076
2022-2023,279,2023-04-02,Man United,Newcastle,False,0,2,H,0,1.258606885508407
2022-2023,279,2023-04-02,Newcastle,Man United,True,2,0,H,3,1.4627702161729386
2022-2023,280,2023-04-03,Tottenham,Everton,False,1,1,D,1,1.5847457627118642
2022-2023,280,2023-04-03,Everton,Tottenham,True,1,1,D,1,1.1271186440677967
2022-2023,281,2023-04-04,Brighton,Bournemouth,False,2,0,A,3,2.0776356418173796
2022-2023,281,2023-04-04,Bournemouth,Brighton,True,0,2,A,0,0.6973974415527128
2022-2023,282,2023-04-04,Nott'm Forest,Leeds,False,1,2,H,0,0.8215613382899627
2022-2023,282,2023-04-04,Leeds,Nott'm Forest,True,2,1,H,3,1.9256505576208178
2022-2023,283,2023-04-04,Aston Villa,Leicester,False,2,1,A,3,1.3164983164983162
2022-2023,283,2023-04-04,Leicester,Aston Villa,True,1,2,A,0,1.3973063973063973
2022-2023,284,2023-04-04,Liverpool,Chelsea,False,0,0,D,1,1.152258566978193
2022-2023,284,2023-04-04,Chelsea,Liverpool,True,0,0,D,1,1.569314641744548
2022-2023,285,2023-04-05,Brentford,Man United,False,0,1,H,0,0.8048780487804877
2022-2023,285,2023-04-05,Man United,Brentford,True,1,0,H,3,1.9583931133428982
2022-2023,286,2023-04-05,Newcastle,West Ham,False,5,1,A,3,1.6210386907577332
2022-2023,286,2023-04-05,West Ham,Newcastle,True,1,5,A,0,1.0860845709961215
2022-2023,287,2023-04-08,Everton,Man United,False,0,2,H,0,0.6585942779905385
2022-2023,287,2023-04-08,Man United,Everton,True,2,0,H,3,2.121761658031088
2022-2023,288,2023-04-08,Nott'm Forest,Aston Villa,False,0,2,H,0,0.7683615819209038
2022-2023,288,2023-04-08,Aston Villa,Nott'm Forest,True,2,0,H,3,2.005649717514124
2022-2023,289,2023-04-08,Newcastle,Brentford,False,2,1,A,3,1.658518239939827
2022-2023,289,2023-04-08,Brentford,Newcastle,True,1,2,A,0,1.0639338097028959
2022-2023,290,2023-04-08,West Ham,Fulham,False,1,0,A,3,1.385922475661196
2022-2023,290,2023-04-08,Fulham,West Ham,True,0,1,A,0,1.3196529596385664
2022-2023,291,2023-04-08,Bournemouth,Leicester,False,1,0,A,3,0.9331650081687213
2022-2023,291,2023-04-08,Leicester,Bournemouth,True,0,1,A,0,1.8131590672805582
2022-2023,292,2023-04-08,Brighton,Tottenham,False,1,2,H,0,1.3325415676959618
2022-2023,292,2023-04-08,Tottenham,Brighton,True,2,1,H,3,1.394893111638955
2022-2023,293,2023-04-08,Chelsea,Wolves,False,0,1,H,0,1.7724351344917881
2022-2023,293,2023-04-08,Wolves,Chelsea,True,1,0,H,3,0.9547726731730541
2022-2023,294,2023-04-08,Man City,Southampton,False,4,1,A,3,2.4269340974212033
2022-2023,294,2023-04-08,Southampton,Man City,True,1,4,A,0,0.41547277936962745
2022-2023,295,2023-04-09,Crystal Palace,Leeds,False,5,1,A,3,1.0757238307349668
2022-2023,295,2023-04-09,Leeds,Crystal Palace,True,1,5,A,0,1.6436525612472164
2022-2023,296,2023-04-09,Arsenal,Liverpool,False,2,2,D,1,1.4718034617532103
2022-2023,296,2023-04-09,Liverpool,Arsenal,True,2,2,D,1,1.2624232272473477
2022-2023,297,2023-04-15,Newcastle,Aston Villa,False,0,3,H,0,1.658518239939827
2022-2023,297,2023-04-15,Aston Villa,Newcastle,True,3,0,H,3,1.0639338097028959
2022-2023,298,2023-04-15,Brighton,Chelsea,False,2,1,A,3,1.3605514316012723
2022-2023,298,2023-04-15,Chelsea,Brighton,True,1,2,A,0,1.3605514316012723
2022-2023,299,2023-04-15,Fulham,Everton,False,3,1,A,3,1.0501197715128063
2022-2023,299,2023-04-15,Everton,Fulham,True,1,3,A,0,1.6703519439837848
2022-2023,300,2023-04-15,Crystal Palace,Southampton,False,2,0,A,3,1.3652986590816738
2022-2023,300,2023-04-15,Southampton,Crystal Palace,True,0,2,A,0,1.3275091426249488
2022-2023,301,2023-04-15,Bournemouth,Tottenham,False,3,2,A,3,0.6170212765957446
2022-2023,301,2023-04-15,Tottenham,Bournemouth,True,2,3,A,0,2.172288531395952
2022-2023,302,2023-04-15,Brentford,Wolves,False,0,2,H,0,1.2429366879769026
2022-2023,302,2023-04-15,Wolves,Brentford,True,2,0,H,3,1.4539080222726337
2022-2023,303,2023-04-15,Leicester,Man City,False,1,3,H,0,0.2992416877308963
2022-2023,303,2023-04-15,Man City,Leicester,True,3,1,H,3,2.5899280575539567
2022-2023,304,2023-04-16,Arsenal,West Ham,False,2,2,D,1,2.0702267739575713
2022-2023,304,2023-04-16,West Ham,Arsenal,True,2,2,D,1,0.7029992684711046
2022-2023,305,2023-04-16,Man United,Nott'm Forest,False,2,0,A,3,2.0034768654720514
2022-2023,305,2023-04-16,Nott'm Forest,Man United,True,0,2,A,0,0.7582241240973523
2022-2023,306,2023-04-17,Liverpool,Leeds,False,6,1,A,3,1.8707571801566583
2022-2023,306,2023-04-17,Leeds,Liverpool,True,1,6,A,0,0.9033942558746736
2022-2023,307,2023-04-21,Southampton,Arsenal,False,3,3,D,1,0.35478260869565215
2022-2023,307,2023-04-21,Arsenal,Southampton,True,3,3,D,1,2.5095652173913043
2022-2023,308,2023-04-22,Leeds,Fulham,False,1,2,H,0,1.2000784621420166
2022-2023,308,2023-04-22,Fulham,Leeds,True,2,1,H,3,1.520204001569243
2022-2023,309,2023-04-22,Aston Villa,Brentford,False,1,1,D,1,1.279116872594693
2022-2023,309,2023-04-22,Brentford,Aston Villa,True,1,1,D,1,1.4292080210654245
