Season,MatchID,Date,Team,Opponent,is_home,goals_for,goals_against,result,Pts,xPts
2022-2023,23,2022-08-20,Everton,Nott'm Forest,True,1,1,D,1,1.7614424410540916
2022-2023,24,2022-08-20,Brentford,Fulham,False,2,3,H,0,1.26882783158727
2022-2023,24,2022-08-20,Fulham,Brentford,True,3,2,H,3,1.4502866179086773
2022-2023,25,2022-08-20,Southampton,Leicester,False,2,1,A,3,0.9556135770234987
2022-2023,25,2022-08-20,Leicester,Southampton,True,1,2,A,0,1.8054830287206265
2022-2023,26,2022-08-20,Arsenal,Bournemouth,False,3,0,A,3,2.241718889883617
2022-2023,26,2022-08-20,Bournemouth,Arsenal,True,0,3,A,0,0.5577439570277529
2022-2023,27,2022-08-21,Chelsea,Leeds,False,0,3,H,0,2.07958852192745
2022-2023,27,2022-08-21,Leeds,Chelsea,True,3,0,H,3,0.7087168381158637
2022-2023,28,2022-08-21,Brighton,West Ham,False,2,0,A,3,1.2000784621420166
2022-2023,28,2022-08-21,West Ham,Brighton,True,0,2,A,0,1.520204001569243
2022-2023,29,2022-08-21,Man City,Newcastle,False,3,3,D,1,2.251376146788991
2022-2023,29,2022-08-21,Newcastle,Man City,True,3,3,D,1,0.5614678899082569
2022-2023,30,2022-08-22,Liverpool,Man United,False,1,2,H,0,2.012519541256683
2022-2023,30,2022-08-22,Man United,Liverpool,True,2,1,H,3,0.7667792067891908
2022-2023,31,2022-08-27,Man United,Southampton,False,1,0,A,3,1.8365019011406842
2022-2023,31,2022-08-27,Southampton,Man United,True,0,1,A,0,0.9239543726235742
2022-2023,32,2022-08-27,Everton,Brentford,False,1,1,D,1,1.0316742081447963
2022-2023,32,2022-08-27,Brentford,Everton,True,1,1,D,1,1.69683257918552
2022-2023,33,2022-08-27,Leeds,Brighton,False,0,1,H,0,1.0
2022-2023,33,2022-08-27,Brighton,Leeds,True,1,0,H,3,1.75
2022-2023,34,2022-08-27,Leicester,Chelsea,False,1,2,H,0,0.5945945945945945
2022-2023,34,2022-08-27,Chelsea,Leicester,True,2,1,H,3,2.2162162162162162
2022-2023,35,2022-08-27,Bournemouth,Liverpool,False,0,9,H,0,0.20560747663551404
2022-2023,35,2022-08-27,Liverpool,Bournemouth,True,9,0,H,3,2.698931909212283
2022-2023,36,2022-08-27,Crystal Palace,Man City,False,2,4,H,0,0.34423535212425005
2022-2023,36,2022-08-27,Man City,Crystal Palace,True,4,2,H,3,2.5297066316048977
2022-2023,37,2022-08-27,Fulham,Arsenal,False,1,2,H,0,0.48114205146281286
2022-2023,37,2022-08-27,Arsenal,Fulham,True,2,1,H,3,2.3538949594642227
2022-2023,38,2022-08-28,West Ham,Aston Villa,False,1,0,A,3,1.2000784621420166
2022-2023,38,2022-08-28,Aston Villa,West Ham,True,0,1,A,0,1.520204001569243
2022-2023,39,2022-08-28,Newcastle,Wolves,False,1,1,D,1,1.3548387096774193
2022-2023,39,2022-08-28,Wolves,Newcastle,True,1,1,D,1,1.3548387096774193
2022-2023,40,2022-08-28,Tottenham,Nott'm Forest,False,2,0,A,3,2.1814166530345167
2022-2023,40,2022-08-28,Nott'm Forest,Tottenham,True,0,2,A,0,0.6124652380173401
2022-2023,41,2022-08-30,Brentford,Crystal Palace,False,1,1,D,1,1.0639338097028956
2022-2023,41,2022-08-30,Crystal Palace,Brentford,True,1,1,D,1,1.6585182399398268
2022-2023,42,2022-08-30,Brighton,Fulham,False,1,2,H,0,1.5158316633266535
2022-2023,42,2022-08-30,Fulham,Brighton,True,2,1,H,3,1.1983967935871744
2022-2023,43,2022-08-30,Chelsea,Southampton,False,1,2,H,0,1.9907362262311066
2022-2023,43,2022-08-30,Southampton,Chelsea,True,2,1,H,3,0.773768893222818
2022-2023,44,2022-08-30,Everton,Leeds,False,1,1,D,1,1.1337409247229653
2022-2023,44,2022-08-30,Leeds,Everton,True,1,1,D,1,1.5951471150171952
2022-2023,45,2022-08-31,Aston Villa,Arsenal,False,1,2,H,0,0.669626998223801
2022-2023,45,2022-08-31,Arsenal,Aston Villa,True,2,1,H,3,2.1243339253996445
2022-2023,46,2022-08-31,Wolves,Bournemouth,False,0,0,D,1,1.6115781429117308
2022-2023,46,2022-08-31,Bournemouth,Wolves,True,0,0,D,1,1.1008788689338938
2022-2023,47,2022-08-31,Nott'm Forest,Man City,False,0,6,H,0,0.17100018978933385
2022-2023,47,2022-08-31,Man City,Nott'm Forest,True,6,0,H,3,2.7560732586828616
2022-2023,48,2022-08-31,Tottenham,West Ham,False,1,1,D,1,1.709711846318036
2022-2023,48,2022-08-31,West Ham,Tottenham,True,1,1,D,1,1.0405549626467447
2022-2023,49,2022-08-31,Newcastle,Liverpool,False,1,2,H,0,0.4972244250594766
2022-2023,49,2022-08-31,Liverpool,Newcastle,True,2,1,H,3,2.3219666931007135
2022-2023,50,2022-09-01,Man United,Leicester,False,1,0,A,3,1.6499133448873484
2022-2023,50,2022-09-01,Leicester,Man United,True,0,1,A,0,1.095776703457083
2022-2023,51,2022-09-03,Liverpool,Everton,False,0,0,D,1,2.2042253521126765
2022-2023,51,2022-09-03,Everton,Liverpool,True,0,0,D,1,0.5985915492957746
2022-2023,52,2022-09-03,Leeds,Brentford,False,2,5,H,0,1.106100795755968
2022-2023,52,2022-09-03,Brentford,Leeds,True,5,2,H,3,1.6233421750663128
2022-2023,53,2022-09-03,West Ham,Chelsea,False,1,2,H,0,0.7316770186335404
2022-2023,53,2022-09-03,Chelsea,West Ham,True,2,1,H,3,2.0565217391304347
2022-2023,54,2022-09-03,Crystal Palace,Newcastle,False,0,0,D,1,1.0316742081447963
2022-2023,54,2022-09-03,Newcastle,Crystal Palace,True,0,0,D,1,1.69683257918552
2022-2023,55,2022-09-03,Bournemouth,Nott'm Forest,False,3,2,A,3,1.012711094970038
2022-2023,55,2022-09-03,Nott'm Forest,Bournemouth,True,2,3,A,0,1.7181768658071546
2022-2023,56,2022-09-03,Fulham,Tottenham,False,1,2,H,0,0.6557377049180328
2022-2023,56,2022-09-03,Tottenham,Fulham,True,2,1,H,3,2.1311475409836067
2022-2023,57,2022-09-03,Southampton,Wolves,False,0,1,H,0,1.152258566978193
2022-2023,57,2022-09-03,Wolves,Southampton,True,1,0,H,3,1.569314641744548
2022-2023,58,2022-09-03,Man City,Aston Villa,False,1,1,D,1,2.3023161972399317
2022-2023,58,2022-09-03,Aston Villa,Man City,True,1,1,D,1,0.5259462513114357
2022-2023,59,2022-09-04,Leicester,Brighton,False,2,5,H,0,0.9032576505429417
2022-2023,59,2022-09-04,Brighton,Leicester,True,5,2,H,3,1.825765054294176
2022-2023,60,2022-09-04,Arsenal,Man United,False,1,3,H,0,1.322645290581162
2022-2023,60,2022-09-04,Man United,Arsenal,True,3,1,H,3,1.4068136272545089
2022-2023,61,2022-09-16,Southampton,Aston Villa,False,0,1,H,0,1.090909090909091
2022-2023,61,2022-09-16,Aston Villa,Southampton,True,1,0,H,3,1.6363636363636365
2022-2023,62,2022-09-16,Fulham,Nott'm Forest,False,3,2,A,3,1.3812886142983227
2022-2023,62,2022-09-16,Nott'm Forest,Fulham,True,2,3,A,0,1.3296557811120917
2022-2023,63,2022-09-17,Man City,Wolves,False,3,0,A,3,2.3229018492176383
2022-2023,63,2022-09-17,Wolves,Man City,True,0,3,A,0,0.48790896159317215
2022-2023,64,2022-09-17,Bournemouth,Newcastle,False,1,1,D,1,0.5945428434657731
2022-2023,64,2022-09-17,Newcastle,Bournemouth,True,1,1,D,1,2.190043082814744
2022-2023,65,2022-09-17,Leicester,Tottenham,False,2,6,H,0,0.6170212765957446
2022-2023,65,2022-09-17,Tottenham,Leicester,True,6,2,H,3,2.172288531395952
2022-2023,66,2022-09-18,Arsenal,Brentford,False,3,0,A,3,1.8260869565217392
2022-2023,66,2022-09-18,Brentford,Arsenal,True,0,3,A,0,0.9249011857707509
2022-2023,67,2022-09-18,West Ham,Everton,False,0,1,H,0,1.432459677419355
2022-2023,67,2022-09-18,Everton,West Ham,True,1,0,H,3,1.275201612903226
2022-2023,68,2022-10-01,Tottenham,Arsenal,False,1,3,H,0,1.1118255521386635
2022-2023,68,2022-10-01,Arsenal,Tottenham,True,3,1,H,3,1.6360078277886498
2022-2023,69,2022-10-01,Brentford,Bournemouth,False,0,0,D,1,1.5762711864406778
2022-2023,69,2022-10-01,Bournemouth,Brentford,True,0,0,D,1,1.1440677966101696
2022-2023,70,2022-10-01,Chelsea,Crystal Palace,False,2,1,A,3,1.7979695431472082
2022-2023,70,2022-10-01,Crystal Palace,Chelsea,True,1,2,A,0,0.9390862944162438
2022-2023,71,2022-10-01,Newcastle,Fulham,False,4,1,A,3,1.4865184484389782
2022-2023,71,2022-10-01,Fulham,Newcastle,True,1,4,A,0,1.2332071901608326
2022-2023,72,2022-10-01,Brighton,Liverpool,False,3,3,D,1,0.5126564673157163
2022-2023,72,2022-10-01,Liverpool,Brighton,True,3,3,D,1,2.3076495132127954
2022-2023,73,2022-10-01,Everton,Southampton,False,2,1,A,3,1.1168831168831168
2022-2023,73,2022-10-01,Southampton,Everton,True,1,2,A,0,1.603896103896104
2022-2023,74,2022-10-01,Wolves,West Ham,False,0,2,H,0,0.9646643109540635
2022-2023,74,2022-10-01,West Ham,Wolves,True,2,0,H,3,1.7597173144876326
2022-2023,75,2022-10-02,Man United,Man City,False,3,6,H,0,0.5418741511996378
2022-2023,75,2022-10-02,Man City,Man United,True,6,3,H,3,2.293921560558047
2022-2023,76,2022-10-02,Aston Villa,Leeds,False,0,0,D,1,1.2290015847860538
2022-2023,76,2022-10-02,Leeds,Aston Villa,True,0,0,D,1,1.4916798732171157
2022-2023,77,2022-10-03,Nott'm Forest,Leicester,False,0,4,H,0,0.8959166078846303
2022-2023,77,2022-10-03,Leicester,Nott'm Forest,True,4,0,H,3,1.8665255897797632
2022-2023,78,2022-10-08,Leicester,Bournemouth,False,1,2,H,0,1.658518239939827
2022-2023,78,2022-10-08,Bournemouth,Leicester,True,2,1,H,3,1.0639338097028959
2022-2023,79,2022-10-08,Wolves,Chelsea,False,0,3,H,0,0.5626168224299065
2022-2023,79,2022-10-08,Chelsea,Wolves,True,3,0,H,3,2.2280373831775697
2022-2023,80,2022-10-08,Southampton,Man City,False,0,4,H,0,0.2608891333700055
2022-2023,80,2022-10-08,Man City,Southampton,True,4,0,H,3,2.6447467120068007
2022-2023,81,2022-10-08,Brentford,Newcastle,False,1,5,H,0,0.9329411764705882
2022-2023,81,2022-10-08,Newcastle,Brentford,True,5,1,H,3,1.8158823529411767
2022-2023,82,2022-10-08,Tottenham,Brighton,False,1,0,A,3,1.4212629896083133
2022-2023,82,2022-10-08,Brighton,Tottenham,True,0,1,A,0,1.298960831334932
2022-2023,83,2022-10-09,Leeds,Crystal Palace,False,1,2,H,0,1.064444853618118
2022-2023,83,2022-10-09,Crystal Palace,Leeds,True,2,1,H,3,1.6637819922666173
2022-2023,84,2022-10-09,Fulham,West Ham,False,1,3,H,0,0.848027842227378
2022-2023,84,2022-10-09,West Ham,Fulham,True,3,1,H,3,1.902552204176334
2022-2023,85,2022-10-09,Liverpool,Arsenal,False,2,3,H,0,1.3429669361940597
2022-2023,85,2022-10-09,Arsenal,Liverpool,True,3,2,H,3,1.3948442878872789
2022-2023,86,2022-10-09,Man United,Everton,False,2,1,A,3,1.6637819922666177
2022-2023,86,2022-10-09,Everton,Man United,True,1,2,A,0,1.0644448536181181
2022-2023,87,2022-10-10,Aston Villa,Nott'm Forest,False,1,1,D,1,1.5762711864406778
2022-2023,87,2022-10-10,Nott'm Forest,Aston Villa,True,1,1,D,1,1.1440677966101696
2022-2023,88,2022-10-14,Brighton,Brentford,False,0,2,H,0,1.5202040015692426
2022-2023,88,2022-10-14,Brentford,Brighton,True,2,0,H,3,1.2000784621420162
2022-2023,89,2022-10-15,Crystal Palace,Leicester,False,0,0,D,1,1.2000784621420166
2022-2023,89,2022-10-15,Leicester,Crystal Palace,True,0,0,D,1,1.520204001569243
2022-2023,90,2022-10-15,Bournemouth,Fulham,False,2,2,D,1,0.9616531742650192
2022-2023,90,2022-10-15,Fulham,Bournemouth,True,2,2,D,1,1.7861099275671068
2022-2023,91,2022-10-15,Nott'm Forest,Wolves,False,0,1,H,0,0.8215613382899627
2022-2023,91,2022-10-15,Wolves,Nott'm Forest,True,1,0,H,3,1.9256505576208178
2022-2023,92,2022-10-15,Everton,Tottenham,False,0,2,H,0,0.6557377049180328
2022-2023,92,2022-10-15,Tottenham,Everton,True,2,0,H,3,2.1311475409836067
2022-2023,93,2022-10-16,Chelsea,Aston Villa,False,2,0,A,3,1.8357292529603821
2022-2023,93,2022-10-16,Aston Villa,Chelsea,True,0,2,A,0,0.9110667121485307
2022-2023,94,2022-10-16,Arsenal,Leeds,False,1,0,A,3,2.0702267739575713
2022-2023,94,2022-10-16,Leeds,Arsenal,True,0,1,A,0,0.7029992684711046
2022-2023,95,2022-10-16,Newcastle,Man United,False,0,0,D,1,1.0552024695841655
2022-2023,95,2022-10-16,Man United,Newcastle,True,0,0,D,1,1.6969311785000907
2022-2023,96,2022-10-16,West Ham,Southampton,False,1,1,D,1,1.4627702161729381
2022-2023,96,2022-10-16,Southampton,West Ham,True,1,1,D,1,1.2586068855084067
2022-2023,97,2022-10-16,Man City,Liverpool,False,0,1,H,0,1.7350901525658808
2022-2023,97,2022-10-16,Liverpool,Man City,True,1,0,H,3,1.027739251040222
2022-2023,98,2022-10-18,Nott'm Forest,Brighton,False,0,0,D,1,0.5985915492957746
2022-2023,98,2022-10-18,Brighton,Nott'm Forest,True,0,0,D,1,2.2042253521126765
2022-2023,99,2022-10-18,Wolves,Crystal Palace,False,1,2,H,0,1.135505662626664
2022-2023,99,2022-10-18,Crystal Palace,Wolves,True,2,1,H,3,1.5605006954102918
2022-2023,100,2022-10-19,Southampton,Bournemouth,False,1,0,A,3,1.3579175704989155
2022-2023,100,2022-10-19,Bournemouth,Southampton,True,0,1,A,0,1.3579175704989155
2022-2023,101,2022-10-19,Chelsea,Brentford,False,0,0,D,1,1.902552204176334
2022-2023,101,2022-10-19,Brentford,Chelsea,True,0,0,D,1,0.848027842227378
2022-2023,102,2022-10-19,West Ham,Liverpool,False,0,1,H,0,0.5945945945945945
2022-2023,102,2022-10-19,Liverpool,West Ham,True,1,0,H,3,2.2162162162162162
2022-2023,103,2022-10-19,Everton,Newcastle,False,0,1,H,0,0.7390250471316995
2022-2023,103,2022-10-19,Newcastle,Everton,True,1,0,H,3,2.013196875841638
2022-2023,104,2022-10-19,Tottenham,Man United,False,0,2,H,0,1.3017543859649123
2022-2023,104,2022-10-19,Man United,Tottenham,True,2,0,H,3,1.4280701754385965
2022-2023,105,2022-10-20,Aston Villa,Fulham,False,0,3,H,0,1.4343837255684087
2022-2023,105,2022-10-20,Fulham,Aston Villa,True,3,0,H,3,1.2764260071798965
2022-2023,106,2022-10-20,Leeds,Leicester,False,0,2,H,0,1.2105263157894737
2022-2023,106,2022-10-20,Leicester,Leeds,True,2,0,H,3,1.526315789473684
2022-2023,107,2022-10-22,Liverpool,Nott'm Forest,False,0,1,H,0,2.4269340974212033
2022-2023,107,2022-10-22,Nott'm Forest,Liverpool,True,1,0,H,3,0.41547277936962745
2022-2023,108,2022-10-22,Crystal Palace,Everton,False,0,3,H,0,1.2986461587759353
2022-2023,108,2022-10-22,Everton,Crystal Palace,True,3,0,H,3,1.402467355603621
2022-2023,109,2022-10-22,Brighton,Man City,False,1,3,H,0,0.35478260869565215
2022-2023,109,2022-10-22,Man City,Brighton,True,3,1,H,3,2.5095652173913043
2022-2023,110,2022-10-22,Man United,Chelsea,False,1,1,D,1,1.0789473684210524
2022-2023,110,2022-10-22,Chelsea,Man United,True,1,1,D,1,1.651315789473684
2022-2023,111,2022-10-23,Brentford,Aston Villa,False,0,4,H,0,1.090909090909091
2022-2023,111,2022-10-23,Aston Villa,Brentford,True,4,0,H,3,1.6363636363636365
2022-2023,112,2022-10-23,Fulham,Leeds,False,3,2,A,3,1.064444853618118
2022-2023,112,2022-10-23,Leeds,Fulham,True,2,3,A,0,1.6637819922666173
2022-2023,113,2022-10-23,Arsenal,Southampton,False,1,1,D,1,2.0508816120906803
2022-2023,113,2022-10-23,Southampton,Arsenal,True,1,1,D,1,0.7118387909319899
2022-2023,114,2022-10-23,Leicester,Wolves,False,4,0,A,3,1.1612903225806452
2022-2023,114,2022-10-23,Wolves,Leicester,True,0,4,A,0,1.5483870967741933
2022-2023,115,2022-10-23,Newcastle,Tottenham,False,2,1,A,3,1.0789473684210524
2022-2023,115,2022-10-23,Tottenham,Newcastle,True,1,2,A,0,1.651315789473684
2022-2023,116,2022-10-24,Bournemouth,West Ham,False,0,2,H,0,0.7063291139240506
2022-2023,116,2022-10-24,West Ham,Bournemouth,True,2,0,H,3,2.0582278481012657
2022-2023,117,2022-10-29,Man City,Leicester,False,1,0,A,3,2.423357664233577
2022-2023,117,2022-10-29,Leicester,Man City,True,0,1,A,0,0.43065693430656937
2022-2023,118,2022-10-29,Tottenham,Bournemouth,False,3,2,A,3,1.9287396937573615
2022-2023,118,2022-10-29,Bournemouth,Tottenham,True,2,3,A,0,0.8209658421672557
2022-2023,119,2022-10-29,Wolves,Brentford,False,1,1,D,1,1.1440677966101696
2022-2023,119,2022-10-29,Brentford,Wolves,True,1,1,D,1,1.5762711864406778
2022-2023,120,2022-10-29,Chelsea,Brighton,False,1,4,H,0,1.4748201438848922
2022-2023,120,2022-10-29,Brighton,Chelsea,True,4,1,H,3,1.237410071942446
2022-2023,121,2022-10-29,Southampton,Crystal Palace,False,0,1,H,0,0.9750346740638003
2022-2023,121,2022-10-29,Crystal Palace,Southampton,True,1,0,H,3,1.7614424410540916
2022-2023,122,2022-10-29,Aston Villa,Newcastle,False,0,4,H,0,0.8936170212765958
2022-2023,122,2022-10-29,Newcastle,Aston Villa,True,4,0,H,3,1.8510638297872344
2022-2023,123,2022-10-29,Everton,Fulham,False,0,0,D,1,1.2332071901608326
2022-2023,123,2022-10-29,Fulham,Everton,True,0,0,D,1,1.4865184484389782
2022-2023,124,2022-10-29,Leeds,Liverpool,False,2,1,A,3,0.47755102040816333
2022-2023,124,2022-10-29,Liverpool,Leeds,True,1,2,A,0,2.3632653061224493
2022-2023,125,2022-10-30,Nott'm Forest,Arsenal,False,0,5,H,0,0.3707865168539326
2022-2023,125,2022-10-30,Arsenal,Nott'm Forest,True,5,0,H,3,2.49438202247191
2022-2023,126,2022-10-30,West Ham,Man United,False,0,1,H,0,0.8248935163274964
2022-2023,126,2022-10-30,Man United,West Ham,True,1,0,H,3,1.9394226218646473
2022-2023,127,2022-11-05,Bournemouth,Leeds,False,3,4,H,0,0.848027842227378
2022-2023,127,2022-11-05,Leeds,Bournemouth,True,4,3,H,3,1.902552204176334
2022-2023,128,2022-11-05,Fulham,Man City,False,1,2,H,0,0.24854455888938648
2022-2023,128,2022-11-05,Man City,Fulham,True,2,1,H,3,2.652037617554859
2022-2023,129,2022-11-05,Brentford,Nott'm Forest,False,2,2,D,1,1.3858093126385809
2022-2023,129,2022-11-05,Nott'm Forest,Brentford,True,2,2,D,1,1.3259423503325942
2022-2023,130,2022-11-05,Brighton,Wolves,False,3,2,A,3,1.5576923076923075
2022-2023,130,2022-11-05,Wolves,Brighton,True,2,3,A,0,1.1538461538461537
2022-2023,131,2022-11-05,Leicester,Everton,False,2,0,A,3,1.237410071942446
2022-2023,131,2022-11-05,Everton,Leicester,True,0,2,A,0,1.4748201438848922
2022-2023,132,2022-11-06,Arsenal,Chelsea,False,1,0,A,3,1.3298969072164946
2022-2023,132,2022-11-06,Chelsea,Arsenal,True,0,1,A,0,1.3917525773195876
2022-2023,133,2022-11-06,Man United,Aston Villa,False,1,3,H,0,1.622950819672131
2022-2023,133,2022-11-06,Aston Villa,Man United,True,3,1,H,3,1.1245901639344262
2022-2023,134,2022-11-06,Newcastle,Southampton,False,4,1,A,3,1.7614424410540916
2022-2023,134,2022-11-06,Southampton,Newcastle,True,1,4,A,0,0.9750346740638003
2022-2023,135,2022-11-06,Crystal Palace,West Ham,False,2,1,A,3,0.9526462395543176
2022-2023,135,2022-11-06,West Ham,Crystal Palace,True,1,2,A,0,1.7694986072423398
2022-2023,136,2022-11-06,Liverpool,Tottenham,False,2,1,A,3,1.6143344709897607
2022-2023,136,2022-11-06,Tottenham,Liverpool,True,1,2,A,0,1.122866894197952
2022-2023,137,2022-11-12,Brentford,Man City,False,2,1,A,3,0.28413373860182367
2022-2023,137,2022-11-12,Man City,Brentford,True,1,2,A,0,2.5980547112462005
2022-2023,138,2022-11-12,Everton,Bournemouth,False,0,3,H,0,1.3926701570680624
2022-2023,138,2022-11-12,Bournemouth,Everton,True,3,0,H,3,1.31413612565445
2022-2023,139,2022-11-12,Southampton,Liverpool,False,1,3,H,0,0.40829986613119146
2022-2023,139,2022-11-12,Liverpool,Southampton,True,3,1,H,3,2.4444444444444446
2022-2023,140,2022-11-12,Crystal Palace,Nott'm Forest,False,0,1,H,0,1.46875
2022-2023,140,2022-11-12,Nott'm Forest,Crystal Palace,True,1,0,H,3,1.225
2022-2023,141,2022-11-12,Leeds,Tottenham,False,3,4,H,0,0.8245841434435083
2022-2023,141,2022-11-12,Tottenham,Leeds,True,4,3,H,3,1.949665154461007
2022-2023,142,2022-11-12,Leicester,West Ham,False,2,0,A,3,1.0434187722338777
2022-2023,142,2022-11-12,West Ham,Leicester,True,0,2,A,0,1.6760923104989511
2022-2023,143,2022-11-12,Chelsea,Newcastle,False,0,1,H,0,1.2290015847860538
2022-2023,143,2022-11-12,Newcastle,Chelsea,True,1,0,H,3,1.4916798732171157
2022-2023,144,2022-11-12,Arsenal,Wolves,False,2,0,A,3,2.0702267739575713
2022-2023,144,2022-11-12,Wolves,Arsenal,True,0,2,A,0,0.7029992684711046
2022-2023,145,2022-11-13,Aston Villa,Brighton,False,2,1,A,3,0.9331650081687213
2022-2023,145,2022-11-13,Brighton,Aston Villa,True,1,2,A,0,1.8131590672805582
2022-2023,146,2022-11-13,Man United,Fulham,False,2,1,A,3,1.75
2022-2023,146,2022-11-13,Fulham,Man United,True,1,2,A,0,1.0
2022-2023,147,2022-12-26,Tottenham,Brentford,False,2,2,D,1,1.758196154378199
2022-2023,147,2022-12-26,Brentford,Tottenham,True,2,2,D,1,0.9775902614469498
2022-2023,148,2022-12-26,Fulham,Crystal Palace,False,3,0,A,3,1.0795433621800772
2022-2023,148,2022-12-26,Crystal Palace,Fulham,True,0,3,A,0,1.6562327379856376
2022-2023,149,2022-12-26,Wolves,Everton,False,2,1,A,3,1.1803051317614426
2022-2023,149,2022-12-26,Everton,Wolves,True,1,2,A,0,1.5280364573013674
2022-2023,150,2022-12-26,Newcastle,Leicester,False,3,0,A,3,1.5738798856053384
2022-2023,150,2022-12-26,Leicester,Newcastle,True,0,3,A,0,1.1534795042897998
2022-2023,151,2022-12-26,Brighton,Southampton,False,3,1,A,3,1.5951471150171952
2022-2023,151,2022-12-26,Southampton,Brighton,True,1,3,A,0,1.1337409247229653
2022-2023,152,2022-12-26,Liverpool,Aston Villa,False,3,1,A,3,1.9210332103321037
2022-2023,152,2022-12-26,Aston Villa,Liverpool,True,1,3,A,0,0.8405904059040591
2022-2023,153,2022-12-26,West Ham,Arsenal,False,1,3,H,0,0.6585942779905385
2022-2023,153,2022-12-26,Arsenal,West Ham,True,3,1,H,3,2.121761658031088
2022-2023,154,2022-12-27,Bournemouth,Chelsea,False,0,2,H,0,0.458416500332668
2022-2023,154,2022-12-27,Chelsea,Bournemouth,True,2,0,H,3,2.368596141051231
2022-2023,155,2022-12-27,Nott'm Forest,Man United,False,0,3,H,0,0.4337592468056491
