Season,MatchID,Date,Team,Opponent,is_home,goals_for,goals_against,result,Pts,xPts
2021-2022,157,2021-12-12,Leicester,Newcastle,True,4,0,H,3,1.940818357431365
2021-2022,158,2021-12-12,Everton,Crystal Palace,False,1,3,H,0,1.1630733045864365
2021-2022,158,2021-12-12,Crystal Palace,Everton,True,3,1,H,3,1.5393963151705212
2021-2022,159,2021-12-14,Aston Villa,Norwich,False,2,0,A,3,1.5576923076923075
2021-2022,159,2021-12-14,Norwich,Aston Villa,True,0,2,A,0,1.1538461538461537
2021-2022,160,2021-12-14,Leeds,Man City,False,0,7,H,0,0.2992416877308963
2021-2022,160,2021-12-14,Man City,Leeds,True,7,0,H,3,2.5899280575539567
2021-2022,161,2021-12-15,Wolves,Brighton,False,1,0,A,3,1.1206225680933855
2021-2022,161,2021-12-15,Brighton,Wolves,True,0,1,A,0,1.57295719844358
2021-2022,162,2021-12-15,Southampton,Crystal Palace,False,2,2,D,1,1.1008788689338938
2021-2022,162,2021-12-15,Crystal Palace,Southampton,True,2,2,D,1,1.6115781429117308
2021-2022,163,2021-12-15,West Ham,Arsenal,False,0,2,H,0,1.1228668941979523
2021-2022,163,2021-12-15,Arsenal,West Ham,True,2,0,H,3,1.614334470989761
2021-2022,164,2021-12-16,Everton,Chelsea,False,1,1,D,1,0.3661464585834333
2021-2022,164,2021-12-16,Chelsea,Everton,True,1,1,D,1,2.487394957983193
2021-2022,165,2021-12-16,Newcastle,Liverpool,False,1,3,H,0,0.254595769915003
2021-2022,165,2021-12-16,Liverpool,Newcastle,True,3,1,H,3,2.6402451077288003
2021-2022,166,2021-12-18,Arsenal,Leeds,False,4,1,A,3,1.7846840302998856
2021-2022,166,2021-12-18,Leeds,Arsenal,True,1,4,A,0,0.9684549133547784
2021-2022,167,2021-12-19,Man City,Newcastle,False,4,0,A,3,2.5297066316048977
2021-2022,167,2021-12-19,Newcastle,Man City,True,0,4,A,0,0.34423535212425005
2021-2022,168,2021-12-19,Chelsea,Wolves,False,0,0,D,1,2.1363636363636367
2021-2022,168,2021-12-19,Wolves,Chelsea,True,0,0,D,1,0.6363636363636365
2021-2022,169,2021-12-19,Liverpool,Tottenham,False,2,2,D,1,2.058900279589935
2021-2022,169,2021-12-19,Tottenham,Liverpool,True,2,2,D,1,0.7414725069897484
2021-2022,170,2021-12-26,Leicester,Man City,False,3,6,H,0,0.34423535212425005
2021-2022,170,2021-12-26,Man City,Leicester,True,6,3,H,3,2.5297066316048977
2021-2022,171,2021-12-26,Arsenal,Norwich,False,5,0,A,3,2.241718889883617
2021-2022,171,2021-12-26,Norwich,Arsenal,True,0,5,A,0,0.5577439570277529
2021-2022,172,2021-12-26,Crystal Palace,Tottenham,False,0,3,H,0,0.848027842227378
2021-2022,172,2021-12-26,Tottenham,Crystal Palace,True,3,0,H,3,1.902552204176334
2021-2022,173,2021-12-26,Southampton,West Ham,False,3,2,A,3,0.9244186046511628
2021-2022,173,2021-12-26,West Ham,Southampton,True,2,3,A,0,1.8313953488372094
2021-2022,174,2021-12-26,Chelsea,Aston Villa,False,3,1,A,3,1.9640937432810148
2021-2022,174,2021-12-26,Aston Villa,Chelsea,True,1,3,A,0,0.7875725650397762
2021-2022,175,2021-12-26,Brentford,Brighton,False,0,2,H,0,0.9526462395543176
2021-2022,175,2021-12-26,Brighton,Brentford,True,2,0,H,3,1.7694986072423398
2021-2022,176,2021-12-27,Man United,Newcastle,False,1,1,D,1,2.166436537440255
2021-2022,176,2021-12-27,Newcastle,Man United,True,1,1,D,1,0.6347318109399894
2021-2022,177,2021-12-28,Norwich,Crystal Palace,False,0,3,H,0,0.7701149425287355
2021-2022,177,2021-12-28,Crystal Palace,Norwich,True,3,0,H,3,1.9770114942528734
2021-2022,178,2021-12-28,Tottenham,Southampton,False,1,1,D,1,1.69683257918552
2021-2022,178,2021-12-28,Southampton,Tottenham,True,1,1,D,1,1.0316742081447963
2021-2022,179,2021-12-28,West Ham,Watford,False,4,1,A,3,1.6280623608017821
2021-2022,179,2021-12-28,Watford,West Ham,True,1,4,A,0,1.1069042316258355
2021-2022,180,2021-12-28,Liverpool,Leicester,False,0,1,H,0,2.3023161972399317
2021-2022,180,2021-12-28,Leicester,Liverpool,True,1,0,H,3,0.5259462513114357
2021-2022,181,2021-12-29,Brighton,Chelsea,False,1,1,D,1,0.5816023738872403
2021-2022,181,2021-12-29,Chelsea,Brighton,True,1,1,D,1,2.2106824925816024
2021-2022,182,2021-12-29,Man City,Brentford,False,1,0,A,3,2.6133056133056134
2021-2022,182,2021-12-29,Brentford,Man City,True,0,1,A,0,0.26819126819126815
2021-2022,183,2021-12-30,Burnley,Man United,False,1,3,H,0,0.509681449094316
2021-2022,183,2021-12-30,Man United,Burnley,True,3,1,H,3,2.2991880074953155
2021-2022,184,2022-01-01,Man City,Arsenal,False,2,1,A,3,2.1030478955007257
2021-2022,184,2022-01-01,Arsenal,Man City,True,1,2,A,0,0.6966618287373004
2021-2022,185,2022-01-01,Tottenham,Watford,False,1,0,A,3,1.983971853010164
2021-2022,185,2022-01-01,Watford,Tottenham,True,0,1,A,0,0.7912431587177482
2021-2022,186,2022-01-01,West Ham,Crystal Palace,False,3,2,A,3,1.5202040015692426
2021-2022,186,2022-01-01,Crystal Palace,West Ham,True,2,3,A,0,1.2000784621420162
2021-2022,187,2022-01-02,Aston Villa,Brentford,False,1,2,H,0,1.4748201438848922
2021-2022,187,2022-01-02,Brentford,Aston Villa,True,2,1,H,3,1.237410071942446
2021-2022,188,2022-01-02,Brighton,Everton,False,3,2,A,3,1.3778752716388536
2021-2022,188,2022-01-02,Everton,Brighton,True,2,3,A,0,1.3267046619377587
2021-2022,189,2022-01-02,Burnley,Leeds,False,1,3,H,0,1.0789473684210524
2021-2022,189,2022-01-02,Leeds,Burnley,True,3,1,H,3,1.651315789473684
2021-2022,190,2022-01-02,Liverpool,Chelsea,False,2,2,D,1,1.5379377431906613
2021-2022,190,2022-01-02,Chelsea,Liverpool,True,2,2,D,1,1.1906614785992216
2021-2022,191,2022-01-03,Wolves,Man United,False,1,0,A,3,0.6953397040557713
2021-2022,191,2022-01-03,Man United,Wolves,True,0,1,A,0,2.084963706985059
2021-2022,192,2022-01-11,Brentford,Southampton,False,1,4,H,0,1.0639338097028956
2021-2022,192,2022-01-11,Southampton,Brentford,True,4,1,H,3,1.6585182399398268
2021-2022,193,2022-01-12,Norwich,West Ham,False,0,2,H,0,0.4532335649385355
2021-2022,193,2022-01-12,West Ham,Norwich,True,2,0,H,3,2.375734901122394
2021-2022,194,2022-01-14,Crystal Palace,Brighton,False,1,1,D,1,1.0365381066617456
2021-2022,194,2022-01-14,Brighton,Crystal Palace,True,1,1,D,1,1.6759549732422956
2021-2022,195,2022-01-15,Chelsea,Man City,False,0,1,H,0,0.8048780487804877
2021-2022,195,2022-01-15,Man City,Chelsea,True,1,0,H,3,1.9583931133428982
2021-2022,196,2022-01-15,Watford,Newcastle,False,1,1,D,1,1.0526315789473684
2021-2022,196,2022-01-15,Newcastle,Watford,True,1,1,D,1,1.6842105263157894
2021-2022,197,2022-01-15,Everton,Norwich,False,1,2,H,0,1.69683257918552
2021-2022,197,2022-01-15,Norwich,Everton,True,2,1,H,3,1.0316742081447963
2021-2022,198,2022-01-15,Southampton,Wolves,False,1,3,H,0,1.136805285658764
2021-2022,198,2022-01-15,Wolves,Southampton,True,3,1,H,3,1.5658764088612511
2021-2022,199,2022-01-15,Man United,Aston Villa,False,2,2,D,1,1.4614534401768444
2021-2022,199,2022-01-15,Aston Villa,Man United,True,2,2,D,1,1.2666482453716497
2021-2022,200,2022-01-16,Brentford,Liverpool,False,0,3,H,0,0.458416500332668
2021-2022,200,2022-01-16,Liverpool,Brentford,True,3,0,H,3,2.368596141051231
2021-2022,201,2022-01-16,Leeds,West Ham,False,3,2,A,3,0.7912431587177484
2021-2022,201,2022-01-16,West Ham,Leeds,True,2,3,A,0,1.9839718530101642
2021-2022,202,2022-01-18,Chelsea,Brighton,False,1,1,D,1,1.8995606259153626
2021-2022,202,2022-01-18,Brighton,Chelsea,True,1,1,D,1,0.8485315655592383
2021-2022,203,2022-01-19,Tottenham,Leicester,False,3,2,A,3,1.5088408644400786
2021-2022,203,2022-01-19,Leicester,Tottenham,True,2,3,A,0,1.2200392927308445
2021-2022,204,2022-01-19,Man United,Brentford,False,3,1,A,3,1.848137535816619
2021-2022,204,2022-01-19,Brentford,Man United,True,1,3,A,0,0.8939828080229225
2021-2022,205,2022-01-21,Norwich,Watford,False,3,0,A,3,1.0316742081447963
2021-2022,205,2022-01-21,Watford,Norwich,True,0,3,A,0,1.69683257918552
2021-2022,206,2022-01-22,Aston Villa,Everton,False,1,0,A,3,1.3796005272229546
2021-2022,206,2022-01-22,Everton,Aston Villa,True,0,1,A,0,1.3281962891615129
2021-2022,207,2022-01-22,Wolves,Brentford,False,2,1,A,3,1.4332247557003255
2021-2022,207,2022-01-22,Brentford,Wolves,True,1,2,A,0,1.2280130293159608
2021-2022,208,2022-01-22,Newcastle,Leeds,False,1,0,A,3,1.0316742081447963
2021-2022,208,2022-01-22,Leeds,Newcastle,True,0,1,A,0,1.69683257918552
2021-2022,209,2022-01-22,West Ham,Man United,False,0,1,H,0,0.9615254809314884
2021-2022,209,2022-01-22,Man United,West Ham,True,1,0,H,3,1.7887276409044885
2021-2022,210,2022-01-22,Man City,Southampton,False,1,1,D,1,2.423357664233577
2021-2022,210,2022-01-22,Southampton,Man City,True,1,1,D,1,0.43065693430656937
2021-2022,211,2022-01-23,Burnley,Arsenal,False,0,0,D,1,0.5145646867371847
2021-2022,211,2022-01-23,Arsenal,Burnley,True,0,0,D,1,2.2862489829129373
2021-2022,212,2022-01-23,Liverpool,Crystal Palace,False,3,1,A,3,2.0776356418173796
2021-2022,212,2022-01-23,Crystal Palace,Liverpool,True,1,3,A,0,0.6973974415527128
2021-2022,213,2022-01-23,Brighton,Leicester,False,1,1,D,1,1.275201612903226
2021-2022,213,2022-01-23,Leicester,Brighton,True,1,1,D,1,1.432459677419355
2021-2022,214,2022-01-23,Tottenham,Chelsea,False,0,2,H,0,0.7912431587177484
2021-2022,214,2022-01-23,Chelsea,Tottenham,True,2,0,H,3,1.9839718530101642
2021-2022,215,2022-02-05,Watford,Burnley,False,0,0,D,1,1.111534795042898
2021-2022,215,2022-02-05,Burnley,Watford,True,0,0,D,1,1.5948522402287892
2021-2022,216,2022-02-08,Everton,Newcastle,False,1,3,H,0,1.2810882143944777
2021-2022,216,2022-02-08,Newcastle,Everton,True,3,1,H,3,1.4275708049944171
2021-2022,217,2022-02-08,Watford,West Ham,False,0,1,H,0,0.7187440773264263
2021-2022,217,2022-02-08,West Ham,Watford,True,1,0,H,3,2.056036388906438
2021-2022,218,2022-02-08,Man United,Burnley,False,1,1,D,1,2.0071055101220003
2021-2022,218,2022-02-08,Burnley,Man United,True,1,1,D,1,0.7554631988202173
2021-2022,219,2022-02-09,Brentford,Man City,False,0,2,H,0,0.22281219272369718
2021-2022,219,2022-02-09,Man City,Brentford,True,2,0,H,3,2.677679449360865
2021-2022,220,2022-02-09,Crystal Palace,Norwich,False,1,1,D,1,1.6088845968131338
2021-2022,220,2022-02-09,Norwich,Crystal Palace,True,1,1,D,1,1.1004345726702076
2021-2022,221,2022-02-09,Southampton,Tottenham,False,3,2,A,3,0.7526881720430108
2021-2022,221,2022-02-09,Tottenham,Southampton,True,2,3,A,0,2.0107526881720426
2021-2022,222,2022-02-09,Leeds,Aston Villa,False,3,3,D,1,0.9249011857707509
2021-2022,222,2022-02-09,Aston Villa,Leeds,True,3,3,D,1,1.8260869565217392
2021-2022,223,2022-02-10,Leicester,Liverpool,False,0,2,H,0,0.43065693430656937
2021-2022,223,2022-02-10,Liverpool,Leicester,True,2,0,H,3,2.423357664233577
2021-2022,224,2022-02-10,Arsenal,Wolves,False,1,0,A,3,1.592135697764071
2021-2022,224,2022-02-10,Wolves,Arsenal,True,0,1,A,0,1.1110254433307634
2021-2022,225,2022-02-12,Southampton,Man United,False,1,1,D,1,0.7526881720430108
2021-2022,225,2022-02-12,Man United,Southampton,True,1,1,D,1,2.0107526881720426
2021-2022,226,2022-02-12,Crystal Palace,Brentford,False,0,0,D,1,1.2619191309595654
2021-2022,226,2022-02-12,Brentford,Crystal Palace,True,0,0,D,1,1.4302957151478577
2021-2022,227,2022-02-12,Leeds,Everton,False,0,3,H,0,1.2089552238805967
2021-2022,227,2022-02-12,Everton,Leeds,True,3,0,H,3,1.5223880597014925
2021-2022,228,2022-02-12,Brighton,Watford,False,2,0,A,3,1.6408395449195765
2021-2022,228,2022-02-12,Watford,Brighton,True,0,2,A,0,1.0776775205963123
2021-2022,229,2022-02-12,Man City,Norwich,False,4,0,A,3,2.5729479138260163
2021-2022,229,2022-02-12,Norwich,Man City,True,0,4,A,0,0.30842650668121085
2021-2022,230,2022-02-13,Liverpool,Burnley,False,1,0,A,3,2.364620938628159
2021-2022,230,2022-02-13,Burnley,Liverpool,True,0,1,A,0,0.457650652596501
2021-2022,231,2022-02-13,Aston Villa,Newcastle,False,0,1,H,0,1.3724725943970766
2021-2022,231,2022-02-13,Newcastle,Aston Villa,True,1,0,H,3,1.3403166869671133
2021-2022,232,2022-02-13,Wolves,Tottenham,False,2,0,A,3,0.7856535299121066
2021-2022,232,2022-02-13,Tottenham,Wolves,True,0,2,A,0,1.949248653246385
2021-2022,233,2022-02-13,West Ham,Leicester,False,2,2,D,1,1.492561318858062
2021-2022,233,2022-02-13,Leicester,West Ham,True,2,2,D,1,1.2392440691596303
2021-2022,234,2022-02-15,Brighton,Man United,False,0,2,H,0,0.8485315655592383
2021-2022,234,2022-02-15,Man United,Brighton,True,2,0,H,3,1.8995606259153626
2021-2022,235,2022-02-19,Newcastle,West Ham,False,1,1,D,1,0.8405904059040591
2021-2022,235,2022-02-19,West Ham,Newcastle,True,1,1,D,1,1.9210332103321037
2021-2022,236,2022-02-19,Brentford,Arsenal,False,1,2,H,0,0.5797373358348968
2021-2022,236,2022-02-19,Arsenal,Brentford,True,2,1,H,3,2.1951219512195124
2021-2022,237,2022-02-19,Watford,Aston Villa,False,1,0,A,3,0.7558646460452563
2021-2022,237,2022-02-19,Aston Villa,Watford,True,0,1,A,0,1.9815237699813162
2021-2022,238,2022-02-19,Burnley,Brighton,False,3,0,A,3,0.7449007342942615
2021-2022,238,2022-02-19,Brighton,Burnley,True,0,3,A,0,1.9842262714169159
2021-2022,239,2022-02-19,Chelsea,Crystal Palace,False,1,0,A,3,1.9802731411229133
2021-2022,239,2022-02-19,Crystal Palace,Chelsea,True,0,1,A,0,0.7693474962063731
2021-2022,240,2022-02-19,Norwich,Liverpool,False,1,3,H,0,0.22708505367464907
2021-2022,240,2022-02-19,Liverpool,Norwich,True,3,1,H,3,2.6684558216350123
2021-2022,241,2022-02-19,Everton,Southampton,False,0,2,H,0,1.090909090909091
2021-2022,241,2022-02-19,Southampton,Everton,True,2,0,H,3,1.6363636363636365
2021-2022,242,2022-02-19,Tottenham,Man City,False,3,2,A,3,0.44532803180914515
2021-2022,242,2022-02-19,Man City,Tottenham,True,2,3,A,0,2.3956262425447314
2021-2022,243,2022-02-20,Man United,Leeds,False,4,2,A,3,1.7779115774987095
2021-2022,243,2022-02-20,Leeds,Man United,True,2,4,A,0,0.9738517116807157
2021-2022,244,2022-02-20,Leicester,Wolves,False,1,2,H,0,1.1620029455081002
2021-2022,244,2022-02-20,Wolves,Leicester,True,2,1,H,3,1.5508100147275405
2021-2022,245,2022-02-23,Tottenham,Burnley,False,0,1,H,0,1.8797389683032937
2021-2022,245,2022-02-23,Burnley,Tottenham,True,1,0,H,3,0.8701056556867619
2021-2022,246,2022-02-23,Crystal Palace,Watford,False,4,1,A,3,1.5158316633266535
2021-2022,246,2022-02-23,Watford,Crystal Palace,True,1,4,A,0,1.1983967935871744
2021-2022,247,2022-02-23,Leeds,Liverpool,False,0,6,H,0,0.30842650668121074
2021-2022,247,2022-02-23,Liverpool,Leeds,True,6,0,H,3,2.572947913826016
2021-2022,248,2022-02-24,Wolves,Arsenal,False,1,2,H,0,0.7693474962063731
2021-2022,248,2022-02-24,Arsenal,Wolves,True,2,1,H,3,1.9802731411229133
2021-2022,249,2022-02-25,Norwich,Southampton,False,0,2,H,0,0.6953397040557713
2021-2022,249,2022-02-25,Southampton,Norwich,True,2,0,H,3,2.084963706985059
2021-2022,250,2022-02-26,Tottenham,Leeds,False,4,0,A,3,1.7979695431472082
2021-2022,250,2022-02-26,Leeds,Tottenham,True,0,4,A,0,0.9390862944162438
2021-2022,251,2022-02-26,Newcastle,Brentford,False,2,0,A,3,1.2549800796812747
2021-2022,251,2022-02-26,Brentford,Newcastle,True,0,2,A,0,1.446215139442231
2021-2022,252,2022-02-26,Burnley,Crystal Palace,False,1,1,D,1,0.9750346740638003
2021-2022,252,2022-02-26,Crystal Palace,Burnley,True,1,1,D,1,1.7614424410540916
2021-2022,253,2022-02-26,Watford,Man United,False,0,0,D,1,0.4710801393728222
2021-2022,253,2022-02-26,Man United,Watford,True,0,0,D,1,2.3567944250871076
2021-2022,254,2022-02-26,Aston Villa,Brighton,False,2,0,A,3,1.112033195020747
2021-2022,254,2022-02-26,Brighton,Aston Villa,True,0,2,A,0,1.597510373443983
2021-2022,255,2022-02-26,Man City,Everton,False,1,0,A,3,2.386041720319341
2021-2022,255,2022-02-26,Everton,Man City,True,0,1,A,0,0.4491372650012877
2021-2022,256,2022-02-27,Wolves,West Ham,False,0,1,H,0,1.0365381066617456
2021-2022,256,2022-02-27,West Ham,Wolves,True,1,0,H,3,1.6759549732422956
2021-2022,257,2022-03-01,Leicester,Burnley,False,2,0,A,3,1.4627702161729381
2021-2022,257,2022-03-01,Burnley,Leicester,True,0,2,A,0,1.2586068855084067
2021-2022,258,2022-03-05,Leeds,Leicester,False,0,1,H,0,0.9101123595505618
2021-2022,258,2022-03-05,Leicester,Leeds,True,1,0,H,3,1.8539325842696628
2021-2022,259,2022-03-05,Southampton,Aston Villa,False,0,4,H,0,1.2200392927308448
2021-2022,259,2022-03-05,Aston Villa,Southampton,True,4,0,H,3,1.5088408644400788
2021-2022,260,2022-03-05,Chelsea,Burnley,False,4,0,A,3,2.121761658031088
2021-2022,260,2022-03-05,Burnley,Chelsea,True,0,4,A,0,0.6585942779905385
2021-2022,261,2022-03-05,Brighton,Newcastle,False,1,2,H,0,1.3778752716388536
2021-2022,261,2022-03-05,Newcastle,Brighton,True,2,1,H,3,1.3267046619377587
2021-2022,262,2022-03-05,Brentford,Norwich,False,3,1,A,3,1.42642767819925
2021-2022,262,2022-03-05,Norwich,Brentford,True,1,3,A,0,1.2713630679449772
2021-2022,263,2022-03-05,Crystal Palace,Wolves,False,2,0,A,3,1.1459395841506472
2021-2022,263,2022-03-05,Wolves,Crystal Palace,True,0,2,A,0,1.5472734405649273
2021-2022,264,2022-03-05,West Ham,Liverpool,False,0,1,H,0,0.4617978285791354
2021-2022,264,2022-03-05,Liverpool,West Ham,True,1,0,H,3,2.3741992042619193
2021-2022,265,2022-03-06,Arsenal,Watford,False,3,2,A,3,2.0508816120906803
2021-2022,265,2022-03-06,Watford,Arsenal,True,2,3,A,0,0.7118387909319899
2021-2022,266,2022-03-06,Man United,Man City,False,1,4,H,0,0.5769777356702983
2021-2022,266,2022-03-06,Man City,Man United,True,4,1,H,3,2.224064424443392
2021-2022,267,2022-03-07,Everton,Tottenham,False,0,5,H,0,0.7308073337223662
2021-2022,267,2022-03-07,Tottenham,Everton,True,5,0,H,3,2.02416979928617
2021-2022,268,2022-03-10,Chelsea,Norwich,False,3,1,A,3,2.3520110003437606
2021-2022,268,2022-03-10,Norwich,Chelsea,True,1,3,A,0,0.45135785493296665
2021-2022,269,2022-03-10,Newcastle,Southampton,False,2,1,A,3,1.067873303167421
2021-2022,269,2022-03-10,Southampton,Newcastle,True,1,2,A,0,1.6787330316742084
2021-2022,270,2022-03-10,Watford,Wolves,False,0,4,H,0,0.8814814814814815
2021-2022,270,2022-03-10,Wolves,Watford,True,4,0,H,3,1.8592592592592594
2021-2022,271,2022-03-10,Aston Villa,Leeds,False,3,0,A,3,1.4068136272545089
2021-2022,271,2022-03-10,Leeds,Aston Villa,True,0,3,A,0,1.322645290581162
2021-2022,272,2022-03-12,Liverpool,Brighton,False,2,0,A,3,2.0962025316455697
2021-2022,272,2022-03-12,Brighton,Liverpool,True,0,2,A,0,0.6867992766726944
2021-2022,273,2022-03-12,Burnley,Brentford,False,0,2,H,0,1.0856924254016833
2021-2022,273,2022-03-12,Brentford,Burnley,True,2,0,H,3,1.6182096403978579
2021-2022,274,2022-03-12,Tottenham,Man United,False,2,3,H,0,1.152258566978193
2021-2022,274,2022-03-12,Man United,Tottenham,True,3,2,H,3,1.569314641744548
2021-2022,275,2022-03-13,Newcastle,Chelsea,False,0,1,H,0,0.4408874801901744
2021-2022,275,2022-03-13,Chelsea,Newcastle,True,1,0,H,3,2.377812995245642
2021-2022,276,2022-03-13,Wolves,Everton,False,1,0,A,3,1.1630733045864365
2021-2022,276,2022-03-13,Everton,Wolves,True,0,1,A,0,1.5393963151705212
2021-2022,277,2022-03-13,Norwich,Leeds,False,1,2,H,0,0.7187440773264263
2021-2022,277,2022-03-13,Leeds,Norwich,True,2,1,H,3,2.056036388906438
2021-2022,278,2022-03-13,Watford,Southampton,False,2,1,A,3,0.7683615819209038
2021-2022,278,2022-03-13,Southampton,Watford,True,1,2,A,0,2.005649717514124
2021-2022,279,2022-03-13,Aston Villa,West Ham,False,1,2,H,0,1.153846153846154
2021-2022,279,2022-03-13,West Ham,Aston Villa,True,2,1,H,3,1.557692307692308
2021-2022,280,2022-03-13,Leicester,Arsenal,False,0,2,H,0,0.6842105263157894
2021-2022,280,2022-03-13,Arsenal,Leicester,True,2,0,H,3,2.1052631578947367
2021-2022,281,2022-03-14,Man City,Crystal Palace,False,0,0,D,1,2.3345246604717653
2021-2022,281,2022-03-14,Crystal Palace,Man City,True,0,0,D,1,0.47533952823445325
2021-2022,282,2022-03-16,Tottenham,Brighton,False,2,0,A,3,1.5576923076923075
2021-2022,282,2022-03-16,Brighton,Tottenham,True,0,2,A,0,1.1538461538461537
2021-2022,283,2022-03-16,Liverpool,Arsenal,False,2,0,A,3,1.7221238938053098
2021-2022,283,2022-03-16,Arsenal,Liverpool,True,0,2,A,0,1.0424778761061946
2021-2022,284,2022-03-17,Newcastle,Everton,False,0,1,H,0,1.2182500493778392
2021-2022,284,2022-03-17,Everton,Newcastle,True,1,0,H,3,1.487853051550464
2021-2022,285,2022-03-18,Leeds,Wolves,False,3,2,A,3,1.106100795755968
2021-2022,285,2022-03-18,Wolves,Leeds,True,2,3,A,0,1.6233421750663128
2021-2022,286,2022-03-19,Arsenal,Aston Villa,False,1,0,A,3,1.4748201438848922
2021-2022,286,2022-03-19,Aston Villa,Arsenal,True,0,1,A,0,1.237410071942446
2021-2022,287,2022-03-20,Brentford,Leicester,False,1,2,H,0,1.1168831168831168
2021-2022,287,2022-03-20,Leicester,Brentford,True,2,1,H,3,1.603896103896104
2021-2022,288,2022-03-20,West Ham,Tottenham,False,1,3,H,0,0.848027842227378
2021-2022,288,2022-03-20,Tottenham,West Ham,True,3,1,H,3,1.902552204176334
2021-2022,289,2022-04-02,Watford,Liverpool,False,0,2,H,0,0.2665550789831573
2021-2022,289,2022-04-02,Liverpool,Watford,True,2,0,H,3,2.633852913484674
2021-2022,290,2022-04-02,Norwich,Brighton,False,0,0,D,1,0.6404494382022472
2021-2022,290,2022-04-02,Brighton,Norwich,True,0,0,D,1,2.1235955056179776
2021-2022,291,2022-04-02,Man City,Burnley,False,2,0,A,3,2.5182481751824817
2021-2022,291,2022-04-02,Burnley,Man City,True,0,2,A,0,0.33576642335766427
2021-2022,292,2022-04-02,Brentford,Chelsea,False,4,1,A,3,0.47533952823445325
2021-2022,292,2022-04-02,Chelsea,Brentford,True,1,4,A,0,2.3345246604717653
2021-2022,293,2022-04-02,Southampton,Leeds,False,1,1,D,1,1.2901720618256056
2021-2022,293,2022-04-02,Leeds,Southampton,True,1,1,D,1,1.4564012831729367
2021-2022,294,2022-04-02,Aston Villa,Wolves,False,1,2,H,0,1.4302957151478577
2021-2022,294,2022-04-02,Wolves,Aston Villa,True,2,1,H,3,1.2619191309595654
2021-2022,295,2022-04-02,Leicester,Man United,False,1,1,D,1,0.6842105263157894
2021-2022,295,2022-04-02,Man United,Leicester,True,1,1,D,1,2.1052631578947367
2021-2022,296,2022-04-03,Everton,West Ham,False,1,2,H,0,0.8798418972332017
2021-2022,296,2022-04-03,West Ham,Everton,True,2,1,H,3,1.871146245059289
2021-2022,297,2022-04-03,Newcastle,Tottenham,False,1,5,H,0,0.6585942779905385
2021-2022,297,2022-04-03,Tottenham,Newcastle,True,5,1,H,3,2.121761658031088
2021-2022,298,2022-04-04,Arsenal,Crystal Palace,False,0,3,H,0,1.7338565822333212
2021-2022,298,2022-04-04,Crystal Palace,Arsenal,True,3,0,H,3,0.9878701391366391
2021-2022,299,2022-04-06,Everton,Burnley,False,2,3,H,0,1.2994082743781175
2021-2022,299,2022-04-06,Burnley,Everton,True,3,2,H,3,1.3941577282952433
2021-2022,300,2022-04-08,Wolves,Newcastle,False,0,1,H,0,1.135505662626664
2021-2022,300,2022-04-08,Newcastle,Wolves,True,1,0,H,3,1.5605006954102918
2021-2022,301,2022-04-09,Man United,Everton,False,0,1,H,0,1.8768144370341309
2021-2022,301,2022-04-09,Everton,Man United,True,1,0,H,3,0.8705374656728129
2021-2022,302,2022-04-09,Brighton,Arsenal,False,2,1,A,3,0.7417361754711151
2021-2022,302,2022-04-09,Arsenal,Brighton,True,1,2,A,0,2.009576768612913
2021-2022,303,2022-04-09,Chelsea,Southampton,False,6,0,A,3,1.7235859124866593
2021-2022,303,2022-04-09,Southampton,Chelsea,True,0,6,A,0,1.0128068303094981
2021-2022,304,2022-04-09,Leeds,Watford,False,3,0,A,3,1.3917525773195876
2021-2022,304,2022-04-09,Watford,Leeds,True,0,3,A,0,1.3298969072164946
2021-2022,305,2022-04-09,Tottenham,Aston Villa,False,4,0,A,3,1.5483870967741933
2021-2022,305,2022-04-09,Aston Villa,Tottenham,True,0,4,A,0,1.17178390983288
2021-2022,306,2022-04-10,West Ham,Brentford,False,0,2,H,0,1.3579175704989155
2021-2022,306,2022-04-10,Brentford,West Ham,True,2,0,H,3,1.3579175704989155
2021-2022,307,2022-04-10,Crystal Palace,Leicester,False,1,2,H,0,1.2502472799208706
2021-2022,307,2022-04-10,Leicester,Crystal Palace,True,2,1,H,3,1.4664935707220572
2021-2022,308,2022-04-10,Burnley,Norwich,False,0,2,H,0,1.4139077546882919
2021-2022,308,2022-04-10,Norwich,Burnley,True,2,0,H,3,1.289346173340091
2021-2022,309,2022-04-10,Liverpool,Man City,False,2,2,D,1,1.067873303167421
2021-2022,309,2022-04-10,Man City,Liverpool,True,2,2,D,1,1.6787330316742084
2021-2022,310,2022-04-16,Brighton,Tottenham,False,1,0,A,3,0.6728871983834541
2021-2022,310,2022-04-16,Tottenham,Brighton,True,0,1,A,0,2.090692975157494
2021-2022,311,2022-04-16,Norwich,Man United,False,2,3,H,0,0.43065693430656937
2021-2022,311,2022-04-16,Man United,Norwich,True,3,2,H,3,2.423357664233577
2021-2022,312,2022-04-16,Arsenal,Southampton,False,0,1,H,0,1.7235859124866593
2021-2022,312,2022-04-16,Southampton,Arsenal,True,1,0,H,3,1.0128068303094981
2021-2022,313,2022-04-16,Brentford,Watford,False,2,1,A,3,1.388475836431227
2021-2022,313,2022-04-16,Watford,Brentford,True,1,2,A,0,1.3271375464684014
2021-2022,314,2022-04-17,Leicester,Newcastle,False,1,2,H,0,1.1440677966101696
