Season,MatchID,Date,Team,Opponent,is_home,goals_for,goals_against,result,Pts,xPts
2021-2022,42,2021-09-18,Wolves,Brentford,True,0,2,A,0,1.847037243799346
2021-2022,43,2021-09-18,Arsenal,Burnley,False,1,0,A,3,1.7235859124866593
2021-2022,43,2021-09-18,Burnley,Arsenal,True,0,1,A,0,1.0128068303094981
2021-2022,44,2021-09-18,Crystal Palace,Liverpool,False,0,3,H,0,0.35478260869565215
2021-2022,44,2021-09-18,Liverpool,Crystal Palace,True,3,0,H,3,2.5095652173913043
2021-2022,45,2021-09-18,Southampton,Man City,False,0,0,D,1,0.2665550789831573
2021-2022,45,2021-09-18,Man City,Southampton,True,0,0,D,1,2.633852913484674
2021-2022,46,2021-09-18,Watford,Norwich,False,3,1,A,3,1.1008788689338938
2021-2022,46,2021-09-18,Norwich,Watford,True,1,3,A,0,1.6115781429117308
2021-2022,47,2021-09-18,Everton,Aston Villa,False,0,3,H,0,1.237410071942446
2021-2022,47,2021-09-18,Aston Villa,Everton,True,3,0,H,3,1.4748201438848922
2021-2022,48,2021-09-19,Leicester,Brighton,False,1,2,H,0,1.3410416247737786
2021-2022,48,2021-09-19,Brighton,Leicester,True,2,1,H,3,1.3603458676855018
2021-2022,49,2021-09-19,Man United,West Ham,False,2,1,A,3,1.8665255897797632
2021-2022,49,2021-09-19,West Ham,Man United,True,1,2,A,0,0.8959166078846303
2021-2022,50,2021-09-19,Chelsea,Tottenham,False,3,0,A,3,1.9287396937573615
2021-2022,50,2021-09-19,Tottenham,Chelsea,True,0,3,A,0,0.8209658421672557
2021-2022,51,2021-09-25,Man City,Chelsea,False,1,0,A,3,1.3267046619377587
2021-2022,51,2021-09-25,Chelsea,Man City,True,0,1,A,0,1.3778752716388536
2021-2022,52,2021-09-25,Aston Villa,Man United,False,1,0,A,3,0.5381539486837722
2021-2022,52,2021-09-25,Man United,Aston Villa,True,0,1,A,0,2.2805731422859052
2021-2022,53,2021-09-25,Norwich,Everton,False,0,2,H,0,0.7417361754711151
2021-2022,53,2021-09-25,Everton,Norwich,True,2,0,H,3,2.009576768612913
2021-2022,54,2021-09-25,West Ham,Leeds,False,2,1,A,3,1.526315789473684
2021-2022,54,2021-09-25,Leeds,West Ham,True,1,2,A,0,1.2105263157894737
2021-2022,55,2021-09-25,Burnley,Leicester,False,2,2,D,1,0.7118387909319899
2021-2022,55,2021-09-25,Leicester,Burnley,True,2,2,D,1,2.0508816120906803
2021-2022,56,2021-09-25,Newcastle,Watford,False,1,1,D,1,1.1440677966101696
2021-2022,56,2021-09-25,Watford,Newcastle,True,1,1,D,1,1.5762711864406778
2021-2022,57,2021-09-25,Liverpool,Brentford,False,3,3,D,1,2.172288531395952
2021-2022,57,2021-09-25,Brentford,Liverpool,True,3,3,D,1,0.6170212765957446
2021-2022,58,2021-09-26,Wolves,Southampton,False,1,0,A,3,1.3163695299837925
2021-2022,58,2021-09-26,Southampton,Wolves,True,0,1,A,0,1.3863857374392219
2021-2022,59,2021-09-26,Tottenham,Arsenal,False,1,3,H,0,1.1008788689338938
2021-2022,59,2021-09-26,Arsenal,Tottenham,True,3,1,H,3,1.6115781429117308
2021-2022,60,2021-09-27,Brighton,Crystal Palace,False,1,1,D,1,1.4732794320646814
2021-2022,60,2021-09-27,Crystal Palace,Brighton,True,1,1,D,1,1.2271741273910473
2021-2022,61,2021-10-02,Everton,Man United,False,1,1,D,1,0.5986580291566337
2021-2022,61,2021-10-02,Man United,Everton,True,1,1,D,1,2.1822138488973066
2021-2022,62,2021-10-02,Norwich,Burnley,False,0,0,D,1,0.9250458548837517
2021-2022,62,2021-10-02,Burnley,Norwich,True,0,0,D,1,1.810218616256589
2021-2022,63,2021-10-02,Southampton,Chelsea,False,1,3,H,0,0.5145646867371847
2021-2022,63,2021-10-02,Chelsea,Southampton,True,3,1,H,3,2.2862489829129373
2021-2022,64,2021-10-02,Watford,Leeds,False,0,1,H,0,0.8405904059040591
2021-2022,64,2021-10-02,Leeds,Watford,True,1,0,H,3,1.9210332103321037
2021-2022,65,2021-10-02,Newcastle,Wolves,False,1,2,H,0,0.7712031558185405
2021-2022,65,2021-10-02,Wolves,Newcastle,True,2,1,H,3,2.0019723865877714
2021-2022,66,2021-10-02,Arsenal,Brighton,False,0,0,D,1,1.4727272727272727
2021-2022,66,2021-10-02,Brighton,Arsenal,True,0,0,D,1,1.2363636363636363
2021-2022,67,2021-10-03,Leicester,Crystal Palace,False,2,2,D,1,1.5202040015692426
2021-2022,67,2021-10-03,Crystal Palace,Leicester,True,2,2,D,1,1.2000784621420162
2021-2022,68,2021-10-03,Aston Villa,Tottenham,False,1,2,H,0,1.1069042316258353
2021-2022,68,2021-10-03,Tottenham,Aston Villa,True,2,1,H,3,1.6280623608017817
2021-2022,69,2021-10-03,Brentford,West Ham,False,2,1,A,3,0.8565965583173998
2021-2022,69,2021-10-03,West Ham,Brentford,True,1,2,A,0,1.8891013384321225
2021-2022,70,2021-10-03,Man City,Liverpool,False,2,2,D,1,1.4614534401768444
2021-2022,70,2021-10-03,Liverpool,Man City,True,2,2,D,1,1.2666482453716497
2021-2022,71,2021-10-16,Liverpool,Watford,False,5,0,A,3,2.318418234664219
2021-2022,71,2021-10-16,Watford,Liverpool,True,0,5,A,0,0.508643108459538
2021-2022,72,2021-10-16,Wolves,Aston Villa,False,3,2,A,3,1.1004345726702076
2021-2022,72,2021-10-16,Aston Villa,Wolves,True,2,3,A,0,1.6088845968131338
2021-2022,73,2021-10-16,Man United,Leicester,False,2,4,H,0,1.6562327379856383
2021-2022,73,2021-10-16,Leicester,Man United,True,4,2,H,3,1.0795433621800774
2021-2022,74,2021-10-16,Burnley,Man City,False,0,2,H,0,0.254595769915003
2021-2022,74,2021-10-16,Man City,Burnley,True,2,0,H,3,2.6402451077288003
2021-2022,75,2021-10-16,Brighton,Norwich,False,0,0,D,1,1.6436525612472164
2021-2022,75,2021-10-16,Norwich,Brighton,True,0,0,D,1,1.0757238307349668
2021-2022,76,2021-10-16,Leeds,Southampton,False,0,1,H,0,1.2200392927308448
2021-2022,76,2021-10-16,Southampton,Leeds,True,1,0,H,3,1.5088408644400788
2021-2022,77,2021-10-16,Chelsea,Brentford,False,1,0,A,3,2.0627095006239147
2021-2022,77,2021-10-16,Brentford,Chelsea,True,0,1,A,0,0.6876024565095056
2021-2022,78,2021-10-17,West Ham,Everton,False,1,0,A,3,1.298960831334932
2021-2022,78,2021-10-17,Everton,West Ham,True,0,1,A,0,1.4212629896083133
2021-2022,79,2021-10-17,Tottenham,Newcastle,False,3,2,A,3,1.6562327379856383
2021-2022,79,2021-10-17,Newcastle,Tottenham,True,2,3,A,0,1.0795433621800774
2021-2022,80,2021-10-18,Crystal Palace,Arsenal,False,2,2,D,1,0.7234927234927234
2021-2022,80,2021-10-18,Arsenal,Crystal Palace,True,2,2,D,1,2.0270270270270268
2021-2022,81,2021-10-22,Aston Villa,Arsenal,False,1,3,H,0,0.9331650081687213
2021-2022,81,2021-10-22,Arsenal,Aston Villa,True,3,1,H,3,1.8131590672805582
2021-2022,82,2021-10-23,Norwich,Chelsea,False,0,7,H,0,0.3243738546120952
2021-2022,82,2021-10-23,Chelsea,Norwich,True,7,0,H,3,2.540470372632865
2021-2022,83,2021-10-23,Newcastle,Crystal Palace,False,1,1,D,1,0.9750346740638003
2021-2022,83,2021-10-23,Crystal Palace,Newcastle,True,1,1,D,1,1.7614424410540916
2021-2022,84,2021-10-23,Watford,Everton,False,5,2,A,3,0.7693474962063731
2021-2022,84,2021-10-23,Everton,Watford,True,2,5,A,0,1.9802731411229133
2021-2022,85,2021-10-23,Wolves,Leeds,False,1,1,D,1,1.2645327743287915
2021-2022,85,2021-10-23,Leeds,Wolves,True,1,1,D,1,1.4577924695638154
2021-2022,86,2021-10-23,Burnley,Southampton,False,2,2,D,1,1.0
2021-2022,86,2021-10-23,Southampton,Burnley,True,2,2,D,1,1.7291666666666667
2021-2022,87,2021-10-23,Man City,Brighton,False,4,1,A,3,2.241718889883617
2021-2022,87,2021-10-23,Brighton,Man City,True,1,4,A,0,0.5577439570277529
2021-2022,88,2021-10-24,Leicester,Brentford,False,2,1,A,3,1.3403166869671133
2021-2022,88,2021-10-24,Brentford,Leicester,True,1,2,A,0,1.3724725943970766
2021-2022,89,2021-10-24,Tottenham,West Ham,False,0,1,H,0,1.2200392927308448
2021-2022,89,2021-10-24,West Ham,Tottenham,True,1,0,H,3,1.5088408644400788
2021-2022,90,2021-10-24,Liverpool,Man United,False,5,0,A,3,1.555984555984556
2021-2022,90,2021-10-24,Man United,Liverpool,True,0,5,A,0,1.1806949806949807
2021-2022,91,2021-10-30,Arsenal,Leicester,False,2,0,A,3,1.2666482453716497
2021-2022,91,2021-10-30,Leicester,Arsenal,True,0,2,A,0,1.4614534401768444
2021-2022,92,2021-10-30,Brentford,Burnley,False,1,3,H,0,1.3259423503325944
2021-2022,92,2021-10-30,Burnley,Brentford,True,3,1,H,3,1.385809312638581
2021-2022,93,2021-10-30,Brighton,Liverpool,False,2,2,D,1,0.3661464585834333
2021-2022,93,2021-10-30,Liverpool,Brighton,True,2,2,D,1,2.487394957983193
2021-2022,94,2021-10-30,Crystal Palace,Man City,False,2,0,A,3,0.26819126819126815
2021-2022,94,2021-10-30,Man City,Crystal Palace,True,0,2,A,0,2.6133056133056134
2021-2022,95,2021-10-30,Chelsea,Newcastle,False,3,0,A,3,2.2849162011173187
2021-2022,95,2021-10-30,Newcastle,Chelsea,True,0,3,A,0,0.5251396648044694
2021-2022,96,2021-10-30,Southampton,Watford,False,1,0,A,3,1.5303802430419446
2021-2022,96,2021-10-30,Watford,Southampton,True,0,1,A,0,1.1811054488435908
2021-2022,97,2021-10-30,Man United,Tottenham,False,3,0,A,3,1.4726894439704044
2021-2022,97,2021-10-30,Tottenham,Man United,True,0,3,A,0,1.262293549028088
2021-2022,98,2021-10-31,Leeds,Norwich,False,2,1,A,3,1.6233421750663133
2021-2022,98,2021-10-31,Norwich,Leeds,True,1,2,A,0,1.1061007957559683
2021-2022,99,2021-10-31,West Ham,Aston Villa,False,4,1,A,3,1.436893203883495
2021-2022,99,2021-10-31,Aston Villa,West Ham,True,1,4,A,0,1.29126213592233
2021-2022,100,2021-11-01,Everton,Wolves,False,1,2,H,0,1.1110254433307634
2021-2022,100,2021-11-01,Wolves,Everton,True,2,1,H,3,1.592135697764071
2021-2022,101,2021-11-05,Aston Villa,Southampton,False,0,1,H,0,1.0194017784963623
2021-2022,101,2021-11-05,Southampton,Aston Villa,True,1,0,H,3,1.7178658043654003
2021-2022,102,2021-11-06,Man City,Man United,False,2,0,A,3,1.9210332103321037
2021-2022,102,2021-11-06,Man United,Man City,True,0,2,A,0,0.8405904059040591
2021-2022,103,2021-11-06,Norwich,Brentford,False,2,1,A,3,0.7357512953367875
2021-2022,103,2021-11-06,Brentford,Norwich,True,1,2,A,0,2.025906735751296
2021-2022,104,2021-11-06,Burnley,Chelsea,False,1,1,D,1,0.3968253968253968
2021-2022,104,2021-11-06,Chelsea,Burnley,True,1,1,D,1,2.444444444444444
2021-2022,105,2021-11-06,Wolves,Crystal Palace,False,0,2,H,0,1.2452601855586931
2021-2022,105,2021-11-06,Crystal Palace,Wolves,True,2,0,H,3,1.4582492940701897
2021-2022,106,2021-11-06,Newcastle,Brighton,False,1,1,D,1,0.7135813881827285
2021-2022,106,2021-11-06,Brighton,Newcastle,True,1,1,D,1,2.0445266158231257
2021-2022,107,2021-11-07,Watford,Arsenal,False,0,1,H,0,0.529839883551674
2021-2022,107,2021-11-07,Arsenal,Watford,True,1,0,H,3,2.2721979621542943
2021-2022,108,2021-11-07,Tottenham,Everton,False,0,0,D,1,1.4954327449302476
2021-2022,108,2021-11-07,Everton,Tottenham,True,0,0,D,1,1.2121435252442836
2021-2022,109,2021-11-07,Leicester,Leeds,False,1,1,D,1,1.436893203883495
2021-2022,109,2021-11-07,Leeds,Leicester,True,1,1,D,1,1.29126213592233
2021-2022,110,2021-11-07,Liverpool,West Ham,False,2,3,H,0,1.9210332103321037
2021-2022,110,2021-11-07,West Ham,Liverpool,True,3,2,H,3,0.8405904059040591
2021-2022,111,2021-11-20,Chelsea,Leicester,False,3,0,A,3,1.8891013384321225
2021-2022,111,2021-11-20,Leicester,Chelsea,True,0,3,A,0,0.8565965583173998
2021-2022,112,2021-11-20,Brighton,Aston Villa,False,0,2,H,0,1.2665589660743135
2021-2022,112,2021-11-20,Aston Villa,Brighton,True,2,0,H,3,1.446486268174475
2021-2022,113,2021-11-20,Crystal Palace,Burnley,False,3,3,D,1,1.3516483516483515
2021-2022,113,2021-11-20,Burnley,Crystal Palace,True,3,3,D,1,1.3516483516483515
2021-2022,114,2021-11-20,Brentford,Newcastle,False,3,3,D,1,1.3432159605754708
2021-2022,114,2021-11-20,Newcastle,Brentford,True,3,3,D,1,1.375645815118035
2021-2022,115,2021-11-20,Southampton,Norwich,False,1,2,H,0,1.6637819922666177
2021-2022,115,2021-11-20,Norwich,Southampton,True,2,1,H,3,1.0644448536181181
2021-2022,116,2021-11-20,Man United,Watford,False,1,4,H,0,2.1626490066225164
2021-2022,116,2021-11-20,Watford,Man United,True,4,1,H,3,0.637615894039735
2021-2022,117,2021-11-20,West Ham,Wolves,False,0,1,H,0,1.4727272727272727
2021-2022,117,2021-11-20,Wolves,West Ham,True,1,0,H,3,1.2363636363636363
2021-2022,118,2021-11-20,Arsenal,Liverpool,False,0,4,H,0,0.637615894039735
2021-2022,118,2021-11-20,Liverpool,Arsenal,True,4,0,H,3,2.1626490066225164
2021-2022,119,2021-11-21,Everton,Man City,False,0,3,H,0,0.26819126819126815
2021-2022,119,2021-11-21,Man City,Everton,True,3,0,H,3,2.6133056133056134
2021-2022,120,2021-11-21,Leeds,Tottenham,False,1,2,H,0,0.8628673196794302
2021-2022,120,2021-11-21,Tottenham,Leeds,True,2,1,H,3,1.9100623330365099
2021-2022,121,2021-11-27,Newcastle,Arsenal,False,0,2,H,0,0.6099262507474587
2021-2022,121,2021-11-27,Arsenal,Newcastle,True,2,0,H,3,2.1891568666533785
2021-2022,122,2021-11-27,Aston Villa,Crystal Palace,False,2,1,A,3,1.1440677966101696
2021-2022,122,2021-11-27,Crystal Palace,Aston Villa,True,1,2,A,0,1.5762711864406778
2021-2022,123,2021-11-27,Southampton,Liverpool,False,0,4,H,0,0.4721311475409836
2021-2022,123,2021-11-27,Liverpool,Southampton,True,4,0,H,3,2.3704918032786884
2021-2022,124,2021-11-27,Wolves,Norwich,False,0,0,D,1,1.6115781429117308
2021-2022,124,2021-11-27,Norwich,Wolves,True,0,0,D,1,1.1008788689338938
2021-2022,125,2021-11-27,Leeds,Brighton,False,0,0,D,1,1.0434187722338777
2021-2022,125,2021-11-27,Brighton,Leeds,True,0,0,D,1,1.6760923104989511
2021-2022,126,2021-11-28,Everton,Brentford,False,0,1,H,0,1.136805285658764
2021-2022,126,2021-11-28,Brentford,Everton,True,1,0,H,3,1.5658764088612511
2021-2022,127,2021-11-28,Watford,Leicester,False,2,4,H,0,0.7554631988202173
2021-2022,127,2021-11-28,Leicester,Watford,True,4,2,H,3,2.0071055101220003
2021-2022,128,2021-11-28,West Ham,Man City,False,1,2,H,0,0.4491372650012877
2021-2022,128,2021-11-28,Man City,West Ham,True,2,1,H,3,2.386041720319341
2021-2022,129,2021-11-28,Man United,Chelsea,False,1,1,D,1,0.7118387909319899
2021-2022,129,2021-11-28,Chelsea,Man United,True,1,1,D,1,2.0508816120906803
2021-2022,130,2021-11-30,Norwich,Newcastle,False,1,1,D,1,1.0
2021-2022,130,2021-11-30,Newcastle,Norwich,True,1,1,D,1,1.7291666666666667
2021-2022,131,2021-11-30,Crystal Palace,Leeds,False,0,1,H,0,1.237410071942446
2021-2022,131,2021-11-30,Leeds,Crystal Palace,True,1,0,H,3,1.4748201438848922
2021-2022,132,2021-12-01,Leicester,Southampton,False,2,2,D,1,1.2603224100008352
2021-2022,132,2021-12-01,Southampton,Leicester,True,2,2,D,1,1.4691371773811843
2021-2022,133,2021-12-01,Chelsea,Watford,False,2,1,A,3,2.3574144486692017
2021-2022,133,2021-12-01,Watford,Chelsea,True,1,2,A,0,0.4628413411683374
2021-2022,134,2021-12-01,Brighton,West Ham,False,1,1,D,1,1.0128068303094984
2021-2022,134,2021-12-01,West Ham,Brighton,True,1,1,D,1,1.72358591248666
2021-2022,135,2021-12-01,Burnley,Wolves,False,0,0,D,1,0.9256085423660194
2021-2022,135,2021-12-01,Wolves,Burnley,True,0,0,D,1,1.8041362325196941
2021-2022,136,2021-12-01,Man City,Aston Villa,False,2,1,A,3,2.3219666931007135
2021-2022,136,2021-12-01,Aston Villa,Man City,True,1,2,A,0,0.4972244250594766
2021-2022,137,2021-12-01,Liverpool,Everton,False,4,1,A,3,2.262628934144406
2021-2022,137,2021-12-01,Everton,Liverpool,True,1,4,A,0,0.5575244644274003
2021-2022,138,2021-12-02,Brentford,Tottenham,False,0,2,H,0,0.7683615819209038
2021-2022,138,2021-12-02,Tottenham,Brentford,True,2,0,H,3,2.005649717514124
2021-2022,139,2021-12-02,Arsenal,Man United,False,2,3,H,0,1.0196078431372548
2021-2022,139,2021-12-02,Man United,Arsenal,True,3,2,H,3,1.7254901960784315
2021-2022,140,2021-12-04,Chelsea,West Ham,False,2,3,H,0,1.8797792668506113
2021-2022,140,2021-12-04,West Ham,Chelsea,True,3,2,H,3,0.8581001182499015
2021-2022,141,2021-12-04,Burnley,Newcastle,False,0,1,H,0,1.1811054488435906
2021-2022,141,2021-12-04,Newcastle,Burnley,True,1,0,H,3,1.5303802430419444
2021-2022,142,2021-12-04,Brighton,Southampton,False,1,1,D,1,1.2452601855586931
2021-2022,142,2021-12-04,Southampton,Brighton,True,1,1,D,1,1.4582492940701897
2021-2022,143,2021-12-04,Liverpool,Wolves,False,1,0,A,3,2.241718889883617
2021-2022,143,2021-12-04,Wolves,Liverpool,True,0,1,A,0,0.5577439570277529
2021-2022,144,2021-12-04,Man City,Watford,False,3,1,A,3,2.49438202247191
2021-2022,144,2021-12-04,Watford,Man City,True,1,3,A,0,0.3707865168539326
2021-2022,145,2021-12-05,Brentford,Leeds,False,2,2,D,1,1.0128068303094984
2021-2022,145,2021-12-05,Leeds,Brentford,True,2,2,D,1,1.72358591248666
2021-2022,146,2021-12-05,Crystal Palace,Man United,False,0,1,H,0,0.6585942779905385
2021-2022,146,2021-12-05,Man United,Crystal Palace,True,1,0,H,3,2.121761658031088
2021-2022,147,2021-12-05,Norwich,Tottenham,False,0,3,H,0,0.5251396648044693
2021-2022,147,2021-12-05,Tottenham,Norwich,True,3,0,H,3,2.284916201117318
2021-2022,148,2021-12-05,Leicester,Aston Villa,False,1,2,H,0,1.2332071901608326
2021-2022,148,2021-12-05,Aston Villa,Leicester,True,2,1,H,3,1.4865184484389782
2021-2022,149,2021-12-06,Arsenal,Everton,False,1,2,H,0,1.6233421750663133
2021-2022,149,2021-12-06,Everton,Arsenal,True,2,1,H,3,1.1061007957559683
2021-2022,150,2021-12-10,Watford,Brentford,False,1,2,H,0,1.153846153846154
2021-2022,150,2021-12-10,Brentford,Watford,True,2,1,H,3,1.557692307692308
2021-2022,151,2021-12-11,Wolves,Man City,False,0,1,H,0,0.26819126819126815
2021-2022,151,2021-12-11,Man City,Wolves,True,1,0,H,3,2.6133056133056134
2021-2022,152,2021-12-11,Southampton,Arsenal,False,0,3,H,0,0.7554631988202173
2021-2022,152,2021-12-11,Arsenal,Southampton,True,3,0,H,3,2.0071055101220003
2021-2022,153,2021-12-11,Leeds,Chelsea,False,2,3,H,0,0.40095956134338584
2021-2022,153,2021-12-11,Chelsea,Leeds,True,3,2,H,3,2.434544208361892
2021-2022,154,2021-12-11,Aston Villa,Liverpool,False,0,1,H,0,0.35478260869565215
2021-2022,154,2021-12-11,Liverpool,Aston Villa,True,1,0,H,3,2.5095652173913043
2021-2022,155,2021-12-11,Man United,Norwich,False,1,0,A,3,2.172288531395952
2021-2022,155,2021-12-11,Norwich,Man United,True,0,1,A,0,0.6170212765957446
2021-2022,156,2021-12-12,West Ham,Burnley,False,0,0,D,1,1.6842105263157894
2021-2022,156,2021-12-12,Burnley,West Ham,True,0,0,D,1,1.0526315789473684
2021-2022,157,2021-12-12,Newcastle,Leicester,False,0,4,H,0,0.8283966516419833
