Season,MatchID,Date,Team,Opponent,is_home,goals_for,goals_against,result,Pts,xPts
2024-2025,20,2024-08-25,Liverpool,Brentford,True,2,0,H,3,2.4102457925404472
2024-2025,21,2024-08-31,Brighton,Arsenal,False,1,1,D,1,0.508643108459538
2024-2025,21,2024-08-31,Arsenal,Brighton,True,1,1,D,1,2.318418234664219
2024-2025,22,2024-08-31,Southampton,Brentford,False,1,3,H,0,0.8965467648891801
2024-2025,22,2024-08-31,Brentford,Southampton,True,3,1,H,3,1.861279342910561
2024-2025,23,2024-08-31,Bournemouth,Everton,False,3,2,A,3,1.4006791171477084
2024-2025,23,2024-08-31,Everton,Bournemouth,True,2,3,A,0,1.3191850594227505
2024-2025,24,2024-08-31,Fulham,Ipswich,False,1,1,D,1,1.5088408644400786
2024-2025,24,2024-08-31,Ipswich,Fulham,True,1,1,D,1,1.2200392927308445
2024-2025,25,2024-08-31,Aston Villa,Leicester,False,2,1,A,3,1.8998459167950694
2024-2025,25,2024-08-31,Leicester,Aston Villa,True,1,2,A,0,0.8644067796610169
2024-2025,26,2024-08-31,Wolves,Nott'm Forest,False,1,1,D,1,1.038961038961039
2024-2025,26,2024-08-31,Nott'm Forest,Wolves,True,1,1,D,1,1.7012987012987018
2024-2025,27,2024-08-31,Man City,West Ham,False,3,1,A,3,2.2450224215246637
2024-2025,27,2024-08-31,West Ham,Man City,True,1,3,A,0,0.5817040358744394
2024-2025,28,2024-09-01,Crystal Palace,Chelsea,False,1,1,D,1,0.7869211001148231
2024-2025,28,2024-09-01,Chelsea,Crystal Palace,True,1,1,D,1,1.9943681994641589
2024-2025,29,2024-09-01,Tottenham,Newcastle,False,1,2,H,0,1.380952380952381
2024-2025,29,2024-09-01,Newcastle,Tottenham,True,2,1,H,3,1.380952380952381
2024-2025,30,2024-09-01,Liverpool,Man United,False,3,0,A,3,1.7730061349693251
2024-2025,30,2024-09-01,Man United,Liverpool,True,0,3,A,0,1.0
2024-2025,31,2024-09-14,Man United,Southampton,False,3,0,A,3,1.8998459167950694
2024-2025,31,2024-09-14,Southampton,Man United,True,0,3,A,0,0.8644067796610169
2024-2025,32,2024-09-14,Ipswich,Brighton,False,0,0,D,1,0.5671232876712329
2024-2025,32,2024-09-14,Brighton,Ipswich,True,0,0,D,1,2.243835616438356
2024-2025,33,2024-09-14,Leicester,Crystal Palace,False,2,2,D,1,0.7582241240973523
2024-2025,33,2024-09-14,Crystal Palace,Leicester,True,2,2,D,1,2.0034768654720514
2024-2025,34,2024-09-14,West Ham,Fulham,False,1,1,D,1,1.2322842639593907
2024-2025,34,2024-09-14,Fulham,West Ham,True,1,1,D,1,1.477766497461929
2024-2025,35,2024-09-14,Nott'm Forest,Liverpool,False,1,0,A,3,0.382121905140698
2024-2025,35,2024-09-14,Liverpool,Nott'm Forest,True,0,1,A,0,2.472307845281893
2024-2025,36,2024-09-14,Brentford,Man City,False,1,2,H,0,0.35518394648829427
2024-2025,36,2024-09-14,Man City,Brentford,True,2,1,H,3,2.5264214046822744
2024-2025,37,2024-09-14,Everton,Aston Villa,False,2,3,H,0,0.6608996539792389
2024-2025,37,2024-09-14,Aston Villa,Everton,True,3,2,H,3,2.114186851211073
2024-2025,38,2024-09-14,Chelsea,Bournemouth,False,1,0,A,3,1.6676427525622255
2024-2025,38,2024-09-14,Bournemouth,Chelsea,True,0,1,A,0,1.0834553440702783
2024-2025,39,2024-09-15,Arsenal,Tottenham,False,1,0,A,3,1.5088408644400786
2024-2025,39,2024-09-15,Tottenham,Arsenal,True,0,1,A,0,1.2200392927308445
2024-2025,40,2024-09-15,Newcastle,Wolves,False,2,1,A,3,1.6233421750663133
2024-2025,40,2024-09-15,Wolves,Newcastle,True,1,2,A,0,1.1061007957559683
2024-2025,41,2024-09-21,Chelsea,West Ham,False,3,0,A,3,1.7142857142857142
2024-2025,41,2024-09-21,West Ham,Chelsea,True,0,3,A,0,1.040816326530612
2024-2025,42,2024-09-21,Wolves,Aston Villa,False,1,3,H,0,0.7597495018502705
2024-2025,42,2024-09-21,Aston Villa,Wolves,True,3,1,H,3,2.016794762311415
2024-2025,43,2024-09-21,Newcastle,Fulham,False,1,3,H,0,1.4788732394366197
2024-2025,43,2024-09-21,Fulham,Newcastle,True,3,1,H,3,1.2394366197183098
2024-2025,44,2024-09-21,Everton,Leicester,False,1,1,D,1,1.272777821908015
2024-2025,44,2024-09-21,Leicester,Everton,True,1,1,D,1,1.4469775200571928
2024-2025,45,2024-09-21,Bournemouth,Liverpool,False,0,3,H,0,0.4742030890568518
2024-2025,45,2024-09-21,Liverpool,Bournemouth,True,3,0,H,3,2.3720013144922776
2024-2025,46,2024-09-21,Ipswich,Southampton,False,1,1,D,1,1.1731684110371075
2024-2025,46,2024-09-21,Southampton,Ipswich,True,1,1,D,1,1.5528068506184585
2024-2025,47,2024-09-21,Brentford,Tottenham,False,1,3,H,0,0.7316770186335404
2024-2025,47,2024-09-21,Tottenham,Brentford,True,3,1,H,3,2.0565217391304347
2024-2025,48,2024-09-21,Man United,Crystal Palace,False,0,0,D,1,1.4980997351145917
2024-2025,48,2024-09-21,Crystal Palace,Man United,True,0,0,D,1,1.2476102729471379
2024-2025,49,2024-09-22,Nott'm Forest,Brighton,False,2,2,D,1,0.8565965583173998
2024-2025,49,2024-09-22,Brighton,Nott'm Forest,True,2,2,D,1,1.8891013384321225
2024-2025,50,2024-09-22,Arsenal,Man City,False,2,2,D,1,0.894736842105263
2024-2025,50,2024-09-22,Man City,Arsenal,True,2,2,D,1,1.8421052631578947
2024-2025,51,2024-09-28,Man City,Newcastle,False,1,1,D,1,2.012519541256683
2024-2025,51,2024-09-28,Newcastle,Man City,True,1,1,D,1,0.7667792067891908
2024-2025,52,2024-09-28,Leicester,Arsenal,False,2,4,H,0,0.31059832550541144
2024-2025,52,2024-09-28,Arsenal,Leicester,True,4,2,H,3,2.5699407800694303
2024-2025,53,2024-09-28,West Ham,Brentford,False,1,1,D,1,1.1619121048573633
2024-2025,53,2024-09-28,Brentford,West Ham,True,1,1,D,1,1.566692367000771
2024-2025,54,2024-09-28,Brighton,Chelsea,False,2,4,H,0,0.9033942558746736
2024-2025,54,2024-09-28,Chelsea,Brighton,True,4,2,H,3,1.8707571801566583
2024-2025,55,2024-09-28,Crystal Palace,Everton,False,1,2,H,0,1.3702308626974482
2024-2025,55,2024-09-28,Everton,Crystal Palace,True,2,1,H,3,1.3421628189550423
2024-2025,56,2024-09-28,Fulham,Nott'm Forest,False,1,0,A,3,1.2333092311400338
2024-2025,56,2024-09-28,Nott'm Forest,Fulham,True,0,1,A,0,1.4798746685948423
2024-2025,57,2024-09-28,Liverpool,Wolves,False,2,1,A,3,2.312113552401322
2024-2025,57,2024-09-28,Wolves,Liverpool,True,1,2,A,0,0.5223799338907252
2024-2025,58,2024-09-29,Aston Villa,Ipswich,False,2,2,D,1,1.786109927567107
2024-2025,58,2024-09-29,Ipswich,Aston Villa,True,2,2,D,1,0.9616531742650194
2024-2025,59,2024-09-29,Tottenham,Man United,False,3,0,A,3,1.2857840742550075
2024-2025,59,2024-09-29,Man United,Tottenham,True,0,3,A,0,1.4616511968734736
2024-2025,60,2024-09-30,Southampton,Bournemouth,False,1,3,H,0,0.8037448965225961
2024-2025,60,2024-09-30,Bournemouth,Southampton,True,3,1,H,3,1.9639588906096015
2024-2025,61,2024-10-05,Liverpool,Crystal Palace,False,1,0,A,3,2.105263157894737
2024-2025,61,2024-10-05,Crystal Palace,Liverpool,True,0,1,A,0,0.6842105263157895
2024-2025,62,2024-10-05,Southampton,Arsenal,False,1,3,H,0,0.27463863337713534
2024-2025,62,2024-10-05,Arsenal,Southampton,True,3,1,H,3,2.619250985545335
2024-2025,63,2024-10-05,Wolves,Brentford,False,3,5,H,0,1.0947724708537043
2024-2025,63,2024-10-05,Brentford,Wolves,True,5,3,H,3,1.6430989093644226
2024-2025,64,2024-10-05,Bournemouth,Leicester,False,0,1,H,0,1.5763210321601366
2024-2025,64,2024-10-05,Leicester,Bournemouth,True,1,0,H,3,1.170761787306707
2024-2025,65,2024-10-05,Fulham,Man City,False,2,3,H,0,0.4375896700143472
2024-2025,65,2024-10-05,Man City,Fulham,True,3,2,H,3,2.4261119081779055
2024-2025,66,2024-10-05,Ipswich,West Ham,False,1,4,H,0,0.9107694287184765
2024-2025,66,2024-10-05,West Ham,Ipswich,True,4,1,H,3,1.8385229027277408
2024-2025,67,2024-10-05,Newcastle,Everton,False,0,0,D,1,1.5709969788519638
2024-2025,67,2024-10-05,Everton,Newcastle,True,0,0,D,1,1.163141993957704
2024-2025,68,2024-10-06,Man United,Aston Villa,False,0,0,D,1,1.2011494252873565
2024-2025,68,2024-10-06,Aston Villa,Man United,True,0,0,D,1,1.5459770114942528
2024-2025,69,2024-10-06,Nott'm Forest,Chelsea,False,1,1,D,1,0.650120799472875
2024-2025,69,2024-10-06,Chelsea,Nott'm Forest,True,1,1,D,1,2.1385899406984406
2024-2025,70,2024-10-06,Tottenham,Brighton,False,2,3,H,0,1.5377147124719939
2024-2025,70,2024-10-06,Brighton,Tottenham,True,3,2,H,3,1.2240477968633308
2024-2025,71,2024-10-19,West Ham,Tottenham,False,1,4,H,0,0.7297297297297298
2024-2025,71,2024-10-19,Tottenham,West Ham,True,4,1,H,3,2.081081081081081
2024-2025,72,2024-10-19,Aston Villa,Fulham,False,3,1,A,3,1.29126213592233
2024-2025,72,2024-10-19,Fulham,Aston Villa,True,1,3,A,0,1.436893203883495
2024-2025,73,2024-10-19,Everton,Ipswich,False,2,0,A,3,1.2333092311400338
2024-2025,73,2024-10-19,Ipswich,Everton,True,0,2,A,0,1.4798746685948423
2024-2025,74,2024-10-19,Brentford,Man United,False,1,2,H,0,0.8628673196794302
2024-2025,74,2024-10-19,Man United,Brentford,True,2,1,H,3,1.9100623330365099
2024-2025,75,2024-10-19,Brighton,Newcastle,False,1,0,A,3,1.0402830702231898
2024-2025,75,2024-10-19,Newcastle,Brighton,True,0,1,A,0,1.7049537289058245
2024-2025,76,2024-10-19,Leicester,Southampton,False,3,2,A,3,1.2200392927308448
2024-2025,76,2024-10-19,Southampton,Leicester,True,2,3,A,0,1.5088408644400788
2024-2025,77,2024-10-19,Arsenal,Bournemouth,False,0,2,H,0,1.952610794207986
2024-2025,77,2024-10-19,Bournemouth,Arsenal,True,2,0,H,3,0.8060552874067572
2024-2025,78,2024-10-20,Man City,Wolves,False,2,1,A,3,2.3212248574001797
2024-2025,78,2024-10-20,Wolves,Man City,True,1,2,A,0,0.5190633443410386
2024-2025,79,2024-10-20,Chelsea,Liverpool,False,1,2,H,0,0.7952443107655638
2024-2025,79,2024-10-20,Liverpool,Chelsea,True,2,1,H,3,1.9749162930594175
2024-2025,80,2024-10-21,Crystal Palace,Nott'm Forest,False,0,1,H,0,1.2200392927308448
2024-2025,80,2024-10-21,Nott'm Forest,Crystal Palace,True,1,0,H,3,1.5088408644400788
2024-2025,81,2024-10-25,Nott'm Forest,Leicester,False,3,1,A,3,1.4748201438848922
2024-2025,81,2024-10-25,Leicester,Nott'm Forest,True,1,3,A,0,1.237410071942446
2024-2025,82,2024-10-26,Bournemouth,Aston Villa,False,1,1,D,1,0.9865817994151042
2024-2025,82,2024-10-26,Aston Villa,Bournemouth,True,1,1,D,1,1.7715465336315155
2024-2025,83,2024-10-26,Ipswich,Brentford,False,3,4,H,0,0.8233871081168511
2024-2025,83,2024-10-26,Brentford,Ipswich,True,4,3,H,3,1.9561456560570474
2024-2025,84,2024-10-26,Wolves,Brighton,False,2,2,D,1,0.8372093023255814
2024-2025,84,2024-10-26,Brighton,Wolves,True,2,2,D,1,1.9534883720930232
2024-2025,85,2024-10-26,Southampton,Man City,False,0,1,H,0,0.2608891333700055
2024-2025,85,2024-10-26,Man City,Southampton,True,1,0,H,3,2.6447467120068007
2024-2025,86,2024-10-26,Fulham,Everton,False,1,1,D,1,1.3773642156366948
2024-2025,86,2024-10-26,Everton,Fulham,True,1,1,D,1,1.3300293314453322
2024-2025,87,2024-10-27,Newcastle,Chelsea,False,1,2,H,0,0.9027347319149193
2024-2025,87,2024-10-27,Chelsea,Newcastle,True,2,1,H,3,1.8767018082803881
2024-2025,88,2024-10-27,Tottenham,Crystal Palace,False,0,1,H,0,1.7944904681105898
2024-2025,88,2024-10-27,Crystal Palace,Tottenham,True,1,0,H,3,0.968060684699072
2024-2025,89,2024-10-27,Man United,West Ham,False,1,2,H,0,1.4980997351145917
2024-2025,89,2024-10-27,West Ham,Man United,True,2,1,H,3,1.2476102729471379
2024-2025,90,2024-10-27,Liverpool,Arsenal,False,2,2,D,1,1.275201612903226
2024-2025,90,2024-10-27,Arsenal,Liverpool,True,2,2,D,1,1.432459677419355
2024-2025,91,2024-11-02,Arsenal,Newcastle,False,0,1,H,0,1.7254901960784315
2024-2025,91,2024-11-02,Newcastle,Arsenal,True,1,0,H,3,1.0196078431372548
2024-2025,92,2024-11-02,Man City,Bournemouth,False,1,2,H,0,2.033316809726317
2024-2025,92,2024-11-02,Bournemouth,Man City,True,2,1,H,3,0.7413968535573587
2024-2025,93,2024-11-02,Leicester,Ipswich,False,1,1,D,1,1.1906614785992216
2024-2025,93,2024-11-02,Ipswich,Leicester,True,1,1,D,1,1.5379377431906613
2024-2025,94,2024-11-02,Brighton,Liverpool,False,1,2,H,0,0.5727272727272728
2024-2025,94,2024-11-02,Liverpool,Brighton,True,2,1,H,3,2.2363636363636363
2024-2025,95,2024-11-02,West Ham,Nott'm Forest,False,0,3,H,0,1.117823078361698
2024-2025,95,2024-11-02,Nott'm Forest,West Ham,True,3,0,H,3,1.6087525715354403
2024-2025,96,2024-11-02,Everton,Southampton,False,0,1,H,0,1.3605514316012723
2024-2025,96,2024-11-02,Southampton,Everton,True,1,0,H,3,1.3605514316012723
2024-2025,97,2024-11-02,Crystal Palace,Wolves,False,2,2,D,1,1.2827553742350544
2024-2025,97,2024-11-02,Wolves,Crystal Palace,True,2,2,D,1,1.4348030754746592
2024-2025,98,2024-11-03,Aston Villa,Tottenham,False,1,4,H,0,1.0304329782819202
2024-2025,98,2024-11-03,Tottenham,Aston Villa,True,4,1,H,3,1.7317747959607137
2024-2025,99,2024-11-03,Chelsea,Man United,False,1,1,D,1,1.3645833333333335
2024-2025,99,2024-11-03,Man United,Chelsea,True,1,1,D,1,1.3645833333333335
2024-2025,100,2024-11-04,Brentford,Fulham,False,1,2,H,0,1.0676416819012797
2024-2025,100,2024-11-04,Fulham,Brentford,True,2,1,H,3,1.6764168190127973
2024-2025,101,2024-11-09,Bournemouth,Brentford,False,2,3,H,0,1.322645290581162
2024-2025,101,2024-11-09,Brentford,Bournemouth,True,3,2,H,3,1.4068136272545089
2024-2025,102,2024-11-09,Fulham,Crystal Palace,False,2,0,A,3,1.394893111638955
2024-2025,102,2024-11-09,Crystal Palace,Fulham,True,0,2,A,0,1.3325415676959618
2024-2025,103,2024-11-09,Everton,West Ham,False,0,0,D,1,1.1168831168831168
2024-2025,103,2024-11-09,West Ham,Everton,True,0,0,D,1,1.603896103896104
2024-2025,104,2024-11-09,Southampton,Wolves,False,0,2,H,0,1.0092470277410832
2024-2025,104,2024-11-09,Wolves,Southampton,True,2,0,H,3,1.7384412153236461
2024-2025,105,2024-11-09,Man City,Brighton,False,1,2,H,0,1.8605085658190565
2024-2025,105,2024-11-09,Brighton,Man City,True,2,1,H,3,0.9148801418664301
2024-2025,106,2024-11-09,Aston Villa,Liverpool,False,0,2,H,0,0.6218264121235977
2024-2025,106,2024-11-09,Liverpool,Aston Villa,True,2,0,H,3,2.1965164337728793
2024-2025,107,2024-11-10,Leicester,Man United,False,0,3,H,0,0.6067673484993308
2024-2025,107,2024-11-10,Man United,Leicester,True,3,0,H,3,2.221754922576945
2024-2025,108,2024-11-10,Newcastle,Nott'm Forest,False,3,1,A,3,1.3548387096774193
2024-2025,108,2024-11-10,Nott'm Forest,Newcastle,True,1,3,A,0,1.3548387096774193
2024-2025,109,2024-11-10,Ipswich,Tottenham,False,2,1,A,3,0.4574638844301766
2024-2025,109,2024-11-10,Tottenham,Ipswich,True,1,2,A,0,2.3980738362760836
2024-2025,110,2024-11-10,Arsenal,Chelsea,False,1,1,D,1,1.3917525773195876
2024-2025,110,2024-11-10,Chelsea,Arsenal,True,1,1,D,1,1.3298969072164946
2024-2025,111,2024-11-23,Chelsea,Leicester,False,2,1,A,3,2.166436537440255
2024-2025,111,2024-11-23,Leicester,Chelsea,True,1,2,A,0,0.6347318109399894
2024-2025,112,2024-11-23,Nott'm Forest,Arsenal,False,0,3,H,0,0.5198055893074118
2024-2025,112,2024-11-23,Arsenal,Nott'm Forest,True,3,0,H,3,2.2789793438639125
2024-2025,113,2024-11-23,Crystal Palace,Aston Villa,False,2,2,D,1,0.7582241240973523
2024-2025,113,2024-11-23,Aston Villa,Crystal Palace,True,2,2,D,1,2.0034768654720514
2024-2025,114,2024-11-23,Brighton,Bournemouth,False,2,1,A,3,1.2830188679245282
2024-2025,114,2024-11-23,Bournemouth,Brighton,True,1,2,A,0,1.4528301886792452
2024-2025,115,2024-11-23,Brentford,Everton,False,0,0,D,1,1.272777821908015
2024-2025,115,2024-11-23,Everton,Brentford,True,0,0,D,1,1.4469775200571928
2024-2025,116,2024-11-23,Wolves,Fulham,False,4,1,A,3,0.7765735723218008
2024-2025,116,2024-11-23,Fulham,Wolves,True,1,4,A,0,1.9870779491454775
2024-2025,117,2024-11-23,Tottenham,Man City,False,4,0,A,3,0.6748480072055842
2024-2025,117,2024-11-23,Man City,Tottenham,True,0,4,A,0,2.1251970276964647
2024-2025,118,2024-11-24,Liverpool,Southampton,False,3,2,A,3,2.4102457925404472
2024-2025,118,2024-11-24,Southampton,Liverpool,True,2,3,A,0,0.4244727735218433
2024-2025,119,2024-11-24,Man United,Ipswich,False,1,1,D,1,1.9870779491454775
2024-2025,119,2024-11-24,Ipswich,Man United,True,1,1,D,1,0.7765735723218008
2024-2025,120,2024-11-25,West Ham,Newcastle,False,2,0,A,3,0.6842105263157894
2024-2025,120,2024-11-25,Newcastle,West Ham,True,0,2,A,0,2.1052631578947367
2024-2025,121,2024-11-29,Southampton,Brighton,False,1,1,D,1,0.5671232876712329
2024-2025,121,2024-11-29,Brighton,Southampton,True,1,1,D,1,2.243835616438356
2024-2025,122,2024-11-30,Leicester,Brentford,False,1,4,H,0,0.8245841434435083
2024-2025,122,2024-11-30,Brentford,Leicester,True,4,1,H,3,1.949665154461007
2024-2025,123,2024-11-30,Newcastle,Crystal Palace,False,1,1,D,1,1.4962583694367861
2024-2025,123,2024-11-30,Crystal Palace,Newcastle,True,1,1,D,1,1.2410397794407246
2024-2025,124,2024-11-30,Ipswich,Nott'm Forest,False,0,1,H,0,0.8425655976676383
2024-2025,124,2024-11-30,Nott'm Forest,Ipswich,True,1,0,H,3,1.9096209912536444
2024-2025,125,2024-11-30,Bournemouth,Wolves,False,4,2,A,3,1.4528301886792452
2024-2025,125,2024-11-30,Wolves,Bournemouth,True,2,4,A,0,1.2830188679245282
2024-2025,126,2024-11-30,Arsenal,West Ham,False,5,2,A,3,2.172288531395952
2024-2025,126,2024-11-30,West Ham,Arsenal,True,2,5,A,0,0.6170212765957446
2024-2025,127,2024-12-01,Aston Villa,Chelsea,False,0,3,H,0,0.8636226186876323
2024-2025,127,2024-12-01,Chelsea,Aston Villa,True,3,0,H,3,1.905049894163895
2024-2025,128,2024-12-01,Everton,Man United,False,0,4,H,0,0.6973974415527128
2024-2025,128,2024-12-01,Man United,Everton,True,4,0,H,3,2.0776356418173796
2024-2025,129,2024-12-01,Fulham,Tottenham,False,1,1,D,1,0.9047475052918053
2024-2025,129,2024-12-01,Tottenham,Fulham,True,1,1,D,1,1.8844874508618084
2024-2025,130,2024-12-01,Man City,Liverpool,False,0,2,H,0,1.1228668941979523
2024-2025,130,2024-12-01,Liverpool,Man City,True,2,0,H,3,1.614334470989761
2024-2025,131,2024-12-03,Crystal Palace,Ipswich,False,1,0,A,3,1.4916798732171157
2024-2025,131,2024-12-03,Ipswich,Crystal Palace,True,0,1,A,0,1.2290015847860538
2024-2025,132,2024-12-03,West Ham,Leicester,False,1,3,H,0,1.4678522571819423
2024-2025,132,2024-12-03,Leicester,West Ham,True,3,1,H,3,1.2544459644322845
2024-2025,133,2024-12-04,Wolves,Everton,False,0,4,H,0,1.090185676392573
2024-2025,133,2024-12-04,Everton,Wolves,True,4,0,H,3,1.631299734748011
2024-2025,134,2024-12-04,Nott'm Forest,Man City,False,0,3,H,0,0.5145646867371847
2024-2025,134,2024-12-04,Man City,Nott'm Forest,True,3,0,H,3,2.2862489829129373
2024-2025,135,2024-12-04,Liverpool,Newcastle,False,3,3,D,1,1.8539325842696628
2024-2025,135,2024-12-04,Newcastle,Liverpool,True,3,3,D,1,0.9101123595505618
2024-2025,136,2024-12-04,Chelsea,Southampton,False,5,1,A,3,2.3076495132127954
2024-2025,136,2024-12-04,Southampton,Chelsea,True,1,5,A,0,0.5126564673157163
2024-2025,137,2024-12-04,Man United,Arsenal,False,0,2,H,0,0.6142322097378277
2024-2025,137,2024-12-04,Arsenal,Man United,True,2,0,H,3,2.1760299625468162
2024-2025,138,2024-12-04,Brentford,Aston Villa,False,1,3,H,0,0.9110667121485307
2024-2025,138,2024-12-04,Aston Villa,Brentford,True,3,1,H,3,1.8357292529603821
2024-2025,139,2024-12-05,Brighton,Fulham,False,1,3,H,0,1.2559774964838253
2024-2025,139,2024-12-05,Fulham,Brighton,True,3,1,H,3,1.4796061884669478
2024-2025,140,2024-12-05,Tottenham,Bournemouth,False,0,1,H,0,1.4133406554611958
2024-2025,140,2024-12-05,Bournemouth,Tottenham,True,1,0,H,3,1.3339086433796852
2024-2025,141,2024-12-07,Southampton,Aston Villa,False,0,1,H,0,0.575855855855856
2024-2025,141,2024-12-07,Aston Villa,Southampton,True,1,0,H,3,2.2526126126126127
2024-2025,142,2024-12-07,Newcastle,Brentford,False,2,4,H,0,1.4980997351145917
2024-2025,142,2024-12-07,Brentford,Newcastle,True,4,2,H,3,1.2476102729471379
2024-2025,143,2024-12-07,Man City,Crystal Palace,False,2,2,D,1,2.033316809726317
2024-2025,143,2024-12-07,Crystal Palace,Man City,True,2,2,D,1,0.7413968535573587
2024-2025,144,2024-12-07,Nott'm Forest,Man United,False,3,2,A,3,0.7862112586970271
2024-2025,144,2024-12-07,Man United,Nott'm Forest,True,2,3,A,0,1.9702719797596457
2024-2025,145,2024-12-08,Arsenal,Fulham,False,1,1,D,1,1.9943681994641589
2024-2025,145,2024-12-08,Fulham,Arsenal,True,1,1,D,1,0.7869211001148231
2024-2025,146,2024-12-08,Bournemouth,Ipswich,False,2,1,A,3,1.678733031674208
2024-2025,146,2024-12-08,Ipswich,Bournemouth,True,1,2,A,0,1.0678733031674208
2024-2025,147,2024-12-08,Brighton,Leicester,False,2,2,D,1,1.8781588734543377
2024-2025,147,2024-12-08,Leicester,Brighton,True,2,2,D,1,0.8743761721605899
2024-2025,148,2024-12-08,Chelsea,Tottenham,False,4,3,A,3,1.6719310839913855
2024-2025,148,2024-12-08,Tottenham,Chelsea,True,3,4,A,0,1.0839913854989232
2024-2025,149,2024-12-09,Wolves,West Ham,False,1,2,H,0,1.006687242798354
2024-2025,149,2024-12-09,West Ham,Wolves,True,2,1,H,3,1.748971193415638
2024-2025,150,2024-12-14,Everton,Arsenal,False,0,0,D,1,0.382121905140698
2024-2025,150,2024-12-14,Arsenal,Everton,True,0,0,D,1,2.472307845281893
2024-2025,151,2024-12-14,Fulham,Liverpool,False,2,2,D,1,0.5259462513114357
2024-2025,151,2024-12-14,Liverpool,Fulham,True,2,2,D,1,2.3023161972399317
2024-2025,152,2024-12-14,Leicester,Newcastle,False,0,4,H,0,0.49319971367215465
2024-2025,152,2024-12-14,Newcastle,Leicester,True,4,0,H,3,2.3486041517537584
2024-2025,153,2024-12-14,Ipswich,Wolves,False,2,1,A,3,1.0
2024-2025,153,2024-12-14,Wolves,Ipswich,True,1,2,A,0,1.75
2024-2025,154,2024-12-14,Aston Villa,Nott'm Forest,False,1,2,H,0,1.3421628189550423
2024-2025,154,2024-12-14,Nott'm Forest,Aston Villa,True,2,1,H,3,1.3702308626974482
