player_name,team,start_date,end_date,type,season,season_start_year
André Gomes,Everton,2020-03-06,2020-06-20,injury-bruise,2019-2020,2019
André Gomes,Everton,2019-07-01,2020-02-21,injury-ankle-injury,2019-2020,2019
André Gomes,Everton,2019-11-08,2019-08-16,injury-ankle-injury,2019-2020,2019
Bernard,Everton,2020-01-01,2020-04-01,injury-knee-injury,2019-2020,2019
Bernard,Everton,2019-10-27,2019-11-30,injury-knee-injury,2019-2020,2019
Cenk Tosun,Everton,2020-02-03,2020-06-30,injury-cruciate-ligament-surgery,2019-2020,2019
Cenk Tosun,Everton,2020-01-24,2020-02-21,injury-crack-bruise,2019-2020,2019
Cenk Tosun,Everton,2019-10-18,2019-10-27,injury-groin-injury,2019-2020,2019
Cenk Tosun,Everton,2019-07-01,2019-07-30,injury-torn-lateral-knee-ligament,2019-2020,2019
Djibril Sidibé,Everton,2020-06-21,2020-01-07,injury-foot-injury,2019-2020,2019
Djibril Sidibé,Everton,2019-12-15,2019-12-18,injury-unknown-injury,2019-2020,2019
Fabian Delph,Everton,2020-06-12,2020-06-30,injury-hamstring-injury,2019-2020,2019
Fabian Delph,Everton,2020-02-11,2020-06-30,injury-bruise,2019-2020,2019
Fabian Delph,Everton,2020-02-06,2020-06-30,injury-calf-injury,2019-2020,2019
Fabian Delph,Everton,2019-07-01,2019-12-20,injury-muscle-injury,2019-2020,2019
Fabian Delph,Everton,2019-07-01,2019-10-24,injury-muscle-injury,2019-2020,2019
Fabian Delph,Everton,2019-07-01,2019-08-31,injury-calf-injury,2019-2020,2019
Fabian Delph,Everton,2019-07-01,2019-08-04,injury-bruise,2019-2020,2019
Fabian Delph,Everton,2019-07-01,2019-08-03,injury-ill,2019-2020,2019
Gylfi Sigurdsson,Everton,2019-08-12,2019-12-20,injury-knock,2019-2020,2019
Jean-Philippe Gbamin,Everton,2020-05-28,2020-06-30,injury-achilles-tendon-rupture,2019-2020,2019
Jean-Philippe Gbamin,Everton,2019-08-18,2020-03-04,injury-hamstring-injury,2019-2020,2019
Jean-Philippe Gbamin,Everton,2019-07-01,2019-07-02,injury-virus,2019-2020,2019
Jonas Lössl,Everton,2019-08-18,2019-09-25,injury-calf-strain,2019-2020,2019
Lucas Digne,Everton,2019-08-12,2019-12-14,injury-ankle-injury,2019-2020,2019
Michael Keane,Everton,2020-01-17,2020-01-20,injury-neck-injury,2019-2020,2019
Michael Keane,Everton,2019-07-01,2019-08-04,injury-ill,2019-2020,2019
Morgan Schneiderlin,Everton,2020-02-24,2020-06-30,injury-knee-injury,2019-2020,2019
Morgan Schneiderlin,Everton,2019-08-12,2020-04-01,injury-calf-strain,2019-2020,2019
Morgan Schneiderlin,Everton,2019-11-24,2019-11-30,injury-knock,2019-2020,2019
Séamus Coleman,Everton,2020-02-03,2020-06-14,injury-hamstring-strain,2019-2020,2019
Séamus Coleman,Everton,2019-11-24,2019-12-14,injury-hamstring-injury,2019-2020,2019
Theo Walcott,Everton,2019-08-12,2019-12-25,injury-calf-strain,2019-2020,2019
Theo Walcott,Everton,2019-09-29,2019-10-18,injury-head-injury,2019-2020,2019
Tom Davies,Everton,2020-01-30,2020-04-02,injury-ill,2019-2020,2019
Bartosz Kapustka,Leicester,2019-07-01,2019-12-29,injury-cruciate-ligament-tear,2019-2020,2019
Ben Chilwell,Leicester,2020-06-07,2020-06-30,injury-foot-injury,2019-2020,2019
Ben Chilwell,Leicester,2020-05-03,2020-06-30,injury-muscle-injury,2019-2020,2019
Ben Chilwell,Leicester,2019-07-01,2019-09-12,injury-groin-injury,2019-2020,2019
Ben Chilwell,Leicester,2019-12-08,2019-08-29,injury-hip-injury,2019-2020,2019
Daniel Amartey,Leicester,2020-05-10,2020-06-30,injury-hamstring-injury,2019-2020,2019
Daniel Amartey,Leicester,2019-12-20,2020-06-30,injury-ankle-injury,2019-2020,2019
Daniel Amartey,Leicester,2019-07-01,2019-09-23,injury-ankle-surgery,2019-2020,2019
Dennis Praet,Leicester,2020-06-18,2020-06-22,injury-calf-injury,2019-2020,2019
Filip Benkovic,Leicester,2020-01-09,2020-06-30,injury-hip-injury,2019-2020,2019
George Thomas,Leicester,2020-04-09,2020-06-09,injury-thigh-problems,2019-2020,2019
James Maddison,Leicester,2020-06-11,2020-06-30,injury-hamstring-injury,2019-2020,2019
James Maddison,Leicester,2020-02-07,2020-06-30,injury-hip-injury,2019-2020,2019
Jamie Vardy,Leicester,2020-01-23,2020-01-30,injury-strain-in-the-thigh-and-gluteal-muscles,2019-2020,2019
Jamie Vardy,Leicester,2019-12-30,2020-06-01,injury-muscle-injury,2019-2020,2019
Jamie Vardy,Leicester,2019-07-01,2019-07-03,injury-head-injury,2019-2020,2019
Jonny Evans,Leicester,2019-11-24,2019-11-30,injury-hamstring-strain,2019-2020,2019
Jonny Evans,Leicester,2019-07-01,2019-11-04,injury-hip-injury,2019-2020,2019
Marc Albrighton,Leicester,2019-07-01,2019-12-04,injury-hamstring-injury,2019-2020,2019
Matty James,Leicester,2019-07-01,2020-02-01,injury-achilles-tendon-problems,2019-2020,2019
Matty James,Leicester,2019-07-01,2019-11-01,injury-achilles-tendon-problems,2019-2020,2019
Nampalys Mendy,Leicester,2020-01-24,2020-06-30,injury-knee-injury,2019-2020,2019
Ryan Bennett,Leicester,2020-03-12,2020-06-30,injury-hamstring-injury,2019-2020,2019
Ryan Bennett,Leicester,2019-10-20,2019-09-11,injury-groin-strain,2019-2020,2019
Wes Morgan,Leicester,2020-01-26,2020-02-13,injury-ill,2019-2020,2019
Wes Morgan,Leicester,2020-05-01,2020-01-18,injury-groin-injury,2019-2020,2019
Wes Morgan,Leicester,2019-08-30,2019-09-13,injury-back-injury,2019-2020,2019
Wes Morgan,Leicester,2019-07-01,2019-11-01,injury-ill,2019-2020,2019
Wilfred Ndidi,Leicester,2020-01-30,2020-02-27,injury-knee-problems,2019-2020,2019
Wilfred Ndidi,Leicester,2019-08-26,2019-08-29,injury-hamstring-injury,2019-2020,2019
Alex Oxlade-Chamberlain,Liverpool,2019-12-23,2020-04-01,injury-ankle-injury,2019-2020,2019
Alex Oxlade-Chamberlain,Liverpool,2019-07-01,2019-07-10,injury-head-injury,2019-2020,2019
Alex Oxlade-Chamberlain,Liverpool,2019-07-01,2019-11-05,injury-knock,2019-2020,2019
Alex Oxlade-Chamberlain,Liverpool,2019-09-03,2019-12-04,injury-hamstring-injury,2019-2020,2019
Alex Oxlade-Chamberlain,Liverpool,2019-07-01,2019-07-03,injury-cruciate-ligament-tear,2019-2020,2019
Alisson,Liverpool,2020-03-10,2020-06-30,injury-shoulder-injury,2019-2020,2019
Alisson,Liverpool,2020-01-03,2020-05-20,injury-hip-injury,2019-2020,2019
Andrew Robertson,Liverpool,2019-11-11,2019-11-22,injury-ankle-injury,2019-2020,2019
Andrew Robertson,Liverpool,2019-08-05,2019-11-05,injury-fracture-of-fibula-shaft,2019-2020,2019
Ben Woodburn,Liverpool,2019-07-10,2020-01-03,injury-broken-foot,2019-2020,2019
Dejan Lovren,Liverpool,2020-02-07,2020-06-30,injury-knock,2019-2020,2019
Dejan Lovren,Liverpool,2019-12-13,2020-01-24,injury-muscle-injury,2019-2020,2019
Dejan Lovren,Liverpool,2019-08-12,2019-09-12,injury-knock,2019-2020,2019
Dejan Lovren,Liverpool,2019-11-08,2019-08-30,injury-ill,2019-2020,2019
Dejan Lovren,Liverpool,2019-07-01,2019-09-03,injury-muscle-injury,2019-2020,2019
Divock Origi,Liverpool,2019-09-15,2019-09-27,injury-ankle-injury,2019-2020,2019
Fabinho,Liverpool,2019-11-28,2020-01-18,injury-ankle-injury,2019-2020,2019
Georginio Wijnaldum,Liverpool,2019-12-12,2019-12-23,injury-knock,2019-2020,2019
Georginio Wijnaldum,Liverpool,2019-07-01,2019-11-02,injury-knee-injury,2019-2020,2019
Isaac Christie-Davies,Liverpool,2020-01-16,2020-06-10,injury-knee-surgery,2019-2020,2019
Isaac Christie-Davies,Liverpool,2019-08-08,2019-10-24,injury-knee-injury,2019-2020,2019
James Milner,Liverpool,2020-06-22,2020-06-30,injury-hamstring-injury,2019-2020,2019
James Milner,Liverpool,2020-02-19,2020-02-03,injury-hamstring-injury,2019-2020,2019
Joe Gomez,Liverpool,2020-01-03,2020-02-03,injury-knock,2019-2020,2019
Joe Gomez,Liverpool,2019-07-01,2019-08-04,injury-ankle-surgery,2019-2020,2019
Jordan Henderson,Liverpool,2020-02-10,2020-03-10,injury-hip-problems,2019-2020,2019
Jordan Henderson,Liverpool,2020-02-19,2020-06-30,injury-hamstring-injury,2019-2020,2019
Jordan Henderson,Liverpool,2019-07-01,2019-08-02,injury-ligament-injury,2019-2020,2019
Jordan Henderson,Liverpool,2019-07-01,2019-11-01,injury-calf-stiffness,2019-2020,2019
Loris Karius,Liverpool,2019-07-01,2019-08-19,injury-hamstring-strain,2019-2020,2019
Mohamed Salah,Liverpool,2019-11-11,2019-11-22,injury-ankle-injury,2019-2020,2019
Mohamed Salah,Liverpool,2019-07-01,2019-10-22,injury-ankle-problems,2019-2020,2019
Mohamed Salah,Liverpool,2019-07-01,2019-11-05,injury-concussion,2019-2020,2019
Nat Phillips,Liverpool,2020-06-19,2020-06-23,injury-knock,2019-2020,2019
Nat Phillips,Liverpool,2019-12-18,2019-12-25,injury-angina,2019-2020,2019
Nathaniel Clyne,Liverpool,2019-07-24,2020-06-30,injury-cruciate-ligament-tear,2019-2020,2019
Neco Williams,Liverpool,2020-02-24,2020-02-29,injury-fitness,2019-2020,2019
Neco Williams,Liverpool,2020-01-29,2020-01-02,injury-ill,2019-2020,2019
Neco Williams,Liverpool,2020-01-18,2020-01-20,injury-fitness,2019-2020,2019
Rhian Brewster,Liverpool,2019-11-20,2020-04-01,injury-ankle-injury,2019-2020,2019
Sadio Mané,Liverpool,2020-02-10,2020-06-30,injury-corona-virus,2019-2020,2019
Sadio Mané,Liverpool,2020-01-26,2020-06-30,injury-hamstring-injury,2019-2020,2019
Sadio Mané,Liverpool,2020-01-24,2020-02-14,injury-muscle-injury,2019-2020,2019
Sadio Mané,Liverpool,2019-09-23,2019-09-27,injury-hamstring-strain,2019-2020,2019
Takumi Minamino,Liverpool,2019-12-13,2019-12-31,injury-thigh-problems,2019-2020,2019
Trent Alexander-Arnold,Liverpool,2019-10-21,2019-10-28,injury-ill,2019-2020,2019
Virgil van Dijk,Liverpool,2019-12-16,2019-12-19,injury-ill,2019-2020,2019
Virgil van Dijk,Liverpool,2019-07-01,2019-10-01,injury-ill,2019-2020,2019
Vitezslav Jaros,Liverpool,2019-07-16,2019-12-31,injury-elbow-injury,2019-2020,2019
Xherdan Shaqiri,Liverpool,2019-12-28,2020-06-30,injury-hamstring-strain,2019-2020,2019
Xherdan Shaqiri,Liverpool,2019-09-23,2019-11-26,injury-calf-injury,2019-2020,2019
Aymeric Laporte,Man City,2020-02-27,2020-06-15,injury-hamstring-injury,2019-2020,2019
Aymeric Laporte,Man City,2020-01-23,2020-02-20,injury-knock,2019-2020,2019
Aymeric Laporte,Man City,2019-08-29,2020-01-20,injury-knee-injury,2019-2020,2019
Aymeric Laporte,Man City,2019-07-01,2019-11-03,injury-muscle-injury,2019-2020,2019
Benjamin Mendy,Man City,2020-04-10,2020-06-30,injury-muscle-injury,2019-2020,2019
Benjamin Mendy,Man City,2020-03-07,2020-06-30,injury-knock,2019-2020,2019
Benjamin Mendy,Man City,2020-01-19,2020-02-18,injury-foot-injury,2019-2020,2019
Benjamin Mendy,Man City,2019-07-01,2019-11-17,injury-knee-injury,2019-2020,2019
Benjamin Mendy,Man City,2019-07-01,2019-10-18,injury-hamstring-injury,2019-2020,2019
Benjamin Mendy,Man City,2019-07-01,2019-09-17,injury-knee-injury,2019-2020,2019
Claudio Bravo,Man City,2019-07-01,2019-12-05,injury-fitness,2019-2020,2019
David Silva,Man City,2020-04-12,2020-06-30,injury-muscle-injury,2019-2020,2019
David Silva,Man City,2019-08-12,2019-12-31,injury-knock,2019-2020,2019
David Silva,Man City,2019-11-24,2019-11-25,injury-ill,2019-2020,2019
David Silva,Man City,2019-07-01,2019-09-11,injury-muscle-strain,2019-2020,2019
Ederson,Man City,2019-12-30,2020-06-30,injury-ill,2019-2020,2019
Ederson,Man City,2019-08-12,2019-12-14,injury-ill,2019-2020,2019
Ederson,Man City,2019-07-01,2019-11-22,injury-muscular-problems,2019-2020,2019
Eric García,Man City,2020-06-17,2020-06-29,injury-head-injury,2019-2020,2019
Fernandinho,Man City,2020-01-23,2020-01-02,injury-knock,2019-2020,2019
Gabriel Jesus,Man City,2019-12-22,2019-12-28,injury-ill,2019-2020,2019
Gabriel Jesus,Man City,2019-08-18,2019-09-13,injury-hamstring-injury,2019-2020,2019
John Stones,Man City,2020-06-19,2020-06-27,injury-ankle-injury,2019-2020,2019
John Stones,Man City,2020-01-19,2020-01-25,injury-foot-injury,2019-2020,2019
John Stones,Man City,2019-08-12,2020-03-01,injury-knock,2019-2020,2019
John Stones,Man City,2019-09-17,2019-10-22,injury-muscle-injury,2019-2020,2019
John Stones,Man City,2019-08-16,2019-09-13,injury-muscle-injury,2019-2020,2019
Kevin De Bruyne,Man City,2020-02-03,2020-06-30,injury-back-injury,2019-2020,2019
Kyle Walker,Man City,2019-07-10,2019-10-28,injury-knock,2019-2020,2019
Leroy Sané,Man City,2019-07-01,2020-06-30,injury-cruciate-ligament-tear,2019-2020,2019
Nicolás Otamendi,Man City,2019-12-31,2020-06-01,injury-knock,2019-2020,2019
Nicolás Otamendi,Man City,2019-10-10,2019-10-21,injury-knock,2019-2020,2019
Oleksandr Zinchenko,Man City,2020-02-12,2020-06-30,injury-knock,2019-2020,2019
Phil Foden,Man City,2019-09-15,2019-09-25,injury-ill,2019-2020,2019
Raheem Sterling,Man City,2020-02-02,2020-02-24,injury-hamstring-injury,2019-2020,2019
Rodri,Man City,2019-10-22,2019-09-11,injury-muscle-injury,2019-2020,2019
Sergio Agüero,Man City,2020-06-23,2020-06-30,injury-knee-injury,2019-2020,2019
Sergio Agüero,Man City,2019-11-24,2019-12-20,injury-muscle-injury,2019-2020,2019
Sergio Agüero,Man City,2019-07-01,2019-08-04,injury-thigh-problems,2019-2020,2019
Tosin Adarabioyo,Man City,2019-12-08,2019-09-09,injury-unknown-injury,2019-2020,2019
İlkay Gündoğan,Man City,2019-07-09,2019-12-09,injury-influenza,2019-2020,2019
Aaron Wan-Bissaka,Man United,2020-02-03,2020-06-30,injury-back-injury,2019-2020,2019
Aaron Wan-Bissaka,Man United,2019-09-27,2019-10-19,injury-tonsillitis,2019-2020,2019
Aaron Wan-Bissaka,Man United,2019-07-01,2019-09-13,injury-back-injury,2019-2020,2019
Anthony Martial,Man United,2019-08-25,2019-10-20,injury-hamstring-strain,2019-2020,2019
Axel Tuanzebe,Man United,2020-06-18,2020-06-30,injury-ankle-injury,2019-2020,2019
Axel Tuanzebe,Man United,2019-12-18,2020-05-03,injury-hamstring-strain,2019-2020,2019
Axel Tuanzebe,Man United,2019-10-19,2019-11-23,injury-hip-injury,2019-2020,2019
Daniel James,Man United,2020-02-28,2020-06-30,injury-knock,2019-2020,2019
Daniel James,Man United,2019-10-09,2019-09-21,injury-ankle-injury,2019-2020,2019
David de Gea,Man United,2019-10-16,2019-10-19,injury-groin-strain,2019-2020,2019
Diogo Dalot,Man United,2019-10-18,2020-02-01,injury-groin-injury,2019-2020,2019
Diogo Dalot,Man United,2019-07-01,2019-09-17,injury-hip-injury,2019-2020,2019
James Garner,Man United,2019-08-30,2019-10-09,injury-unknown-injury,2019-2020,2019
Jesse Lingard,Man United,2019-07-01,2019-10-23,injury-hamstring-injury,2019-2020,2019
Jesse Lingard,Man United,2019-07-09,2019-09-18,injury-ill,2019-2020,2019
Jesse Lingard,Man United,2019-07-01,2019-11-05,injury-knee-injury,2019-2020,2019
Joel Pereira,Man United,2019-08-25,2019-09-09,injury-knock,2019-2020,2019
Joel Pereira,Man United,2019-07-01,2019-08-16,injury-back-injury,2019-2020,2019
Lee Grant,Man United,2020-01-27,2020-06-30,injury-knock,2019-2020,2019
Luke Shaw,Man United,2020-03-01,2020-06-30,injury-ill,2019-2020,2019
Luke Shaw,Man United,2019-10-18,2019-11-27,injury-muscle-injury,2019-2020,2019
Marcus Rashford,Man United,2020-01-16,2020-05-06,injury-back-injury,2019-2020,2019
Marcus Rashford,Man United,2019-09-22,2019-09-30,injury-hip-injury,2019-2020,2019
Mason Greenwood,Man United,2020-05-11,2020-06-30,injury-bruise,2019-2020,2019
Mason Greenwood,Man United,2020-02-19,2020-02-22,injury-ill,2019-2020,2019
Mason Greenwood,Man United,2019-07-10,2019-10-19,injury-back-injury,2019-2020,2019
Mason Greenwood,Man United,2019-09-20,2019-09-23,injury-tonsillitis,2019-2020,2019
Mason Greenwood,Man United,2019-07-01,2019-11-05,injury-bruise,2019-2020,2019
Mason Greenwood,Man United,2019-11-03,2019-12-04,injury-ill,2019-2020,2019
Max Taylor,Man United,2019-07-01,2019-10-20,injury-cancer,2019-2020,2019
Nemanja Matić,Man United,2019-10-20,2019-11-12,injury-unknown-injury,2019-2020,2019
Nemanja Matić,Man United,2019-07-01,2019-10-03,injury-muscle-stiffness,2019-2020,2019
Odion Ighalo,Man United,2019-07-18,2019-11-09,injury-hamstring-injury,2019-2020,2019
Phil Jones,Man United,2019-09-26,2019-10-19,injury-knock,2019-2020,2019
Scott McTominay,Man United,2019-12-27,2020-02-22,injury-knee-injury,2019-2020,2019
Sergio Romero,Man United,2019-07-01,2019-11-05,injury-knee-injury,2019-2020,2019
Timothy Fosu-Mensah,Man United,2019-07-01,2020-06-30,injury-cruciate-ligament-surgery,2019-2020,2019
Victor Lindelöf,Man United,2020-05-07,2020-06-30,injury-back-injury,2019-2020,2019
Victor Lindelöf,Man United,2020-01-20,2020-01-25,injury-ill,2019-2020,2019
Victor Lindelöf,Man United,2019-07-01,2019-09-11,injury-back-injury,2019-2020,2019
Andy Carroll,Newcastle,2020-06-07,2020-06-30,injury-muscle-injury,2019-2020,2019
Andy Carroll,Newcastle,2020-01-15,2020-06-15,injury-knock,2019-2020,2019
Andy Carroll,Newcastle,2020-02-01,2020-06-30,injury-groin-injury,2019-2020,2019
Andy Carroll,Newcastle,2019-07-01,2019-09-20,injury-ankle-surgery,2019-2020,2019
Christian Atsu,Newcastle,2020-02-21,2020-01-03,injury-ill,2019-2020,2019
Christian Atsu,Newcastle,2019-12-08,2019-08-24,injury-hamstring-injury,2019-2020,2019
Ciaran Clark,Newcastle,2020-02-16,2020-06-30,injury-ankle-injury,2019-2020,2019
Ciaran Clark,Newcastle,2019-09-12,2020-06-30,injury-calf-injury,2019-2020,2019
Ciaran Clark,Newcastle,2019-07-01,2019-11-01,injury-ankle-injury,2019-2020,2019
DeAndre Yedlin,Newcastle,2020-05-01,2020-01-23,injury-hand-injury,2019-2020,2019
DeAndre Yedlin,Newcastle,2019-11-27,2019-10-12,injury-hip-injury,2019-2020,2019
DeAndre Yedlin,Newcastle,2019-07-01,2019-09-28,injury-groin-problems,2019-2020,2019
Dwight Gayle,Newcastle,2020-05-09,2020-06-30,injury-inner-ligament-injury,2019-2020,2019
Dwight Gayle,Newcastle,2020-01-05,2020-06-20,injury-calf-injury,2019-2020,2019
Dwight Gayle,Newcastle,2020-02-01,2020-06-30,injury-hamstring-strain,2019-2020,2019
Emil Krafth,Newcastle,2020-01-21,2020-06-20,injury-ankle-injury,2019-2020,2019
Fabian Schär,Newcastle,2020-02-01,2020-01-17,injury-hamstring-strain,2019-2020,2019
Fabian Schär,Newcastle,2019-12-29,2019-12-31,injury-knock,2019-2020,2019
Fabian Schär,Newcastle,2019-10-20,2019-11-24,injury-knee-injury,2019-2020,2019
Fabian Schär,Newcastle,2019-09-15,2019-09-20,injury-calf-injury,2019-2020,2019
Fabian Schär,Newcastle,2019-07-01,2019-11-05,injury-knock,2019-2020,2019
Federico Fernández,Newcastle,2020-01-12,2020-06-30,injury-corona-virus,2019-2020,2019
Federico Fernández,Newcastle,2019-07-01,2019-11-01,injury-hip-injury,2019-2020,2019
Florian Lejeune,Newcastle,2020-06-13,2020-06-30,injury-thigh-problems,2019-2020,2019
Florian Lejeune,Newcastle,2020-01-23,2020-01-30,injury-groin-injury,2019-2020,2019
Isaac Hayden,Newcastle,2020-05-07,2020-06-30,injury-hamstring-strain,2019-2020,2019
Jack Colback,Newcastle,2019-12-18,2020-01-03,injury-knee-injury,2019-2020,2019
Jamaal Lascelles,Newcastle,2019-09-11,2020-01-13,injury-knee-injury,2019-2020,2019
Javier Manquillo,Newcastle,2020-02-07,2020-04-07,injury-knock,2019-2020,2019
Javier Manquillo,Newcastle,2020-02-01,2020-02-28,injury-hamstring-strain,2019-2020,2019
Jetro Willems,Newcastle,2020-01-18,2020-06-30,injury-cruciate-ligament-tear,2019-2020,2019
Jetro Willems,Newcastle,2020-02-01,2020-06-30,injury-groin-injury,2019-2020,2019
Jetro Willems,Newcastle,2019-12-15,2019-12-25,injury-knee-injury,2019-2020,2019
Jetro Willems,Newcastle,2019-08-29,2019-08-30,injury-hamstring-injury,2019-2020,2019
Joelinton,Newcastle,2020-02-07,2020-04-07,injury-ankle-injury,2019-2020,2019
Joelinton,Newcastle,2020-02-17,2020-02-21,injury-hamstring-strain,2019-2020,2019
Joelinton,Newcastle,2020-06-02,2020-02-15,injury-shoulder-injury,2019-2020,2019
Joelinton,Newcastle,2019-12-29,2019-12-31,injury-calf-problems,2019-2020,2019
Jonjo Shelvey,Newcastle,2020-01-18,2020-02-28,injury-hamstring-strain,2019-2020,2019
Jonjo Shelvey,Newcastle,2019-09-12,2019-12-20,injury-calf-injury,2019-2020,2019
Jonjo Shelvey,Newcastle,2019-12-08,2019-08-16,injury-knee-injury,2019-2020,2019
Jonjo Shelvey,Newcastle,2019-07-01,2019-08-03,injury-hamstring-strain,2019-2020,2019
Karl Darlow,Newcastle,2019-09-12,2019-12-23,injury-knock,2019-2020,2019
Matt Ritchie,Newcastle,2020-06-24,2020-01-07,injury-knock,2019-2020,2019
Matt Ritchie,Newcastle,2020-06-18,2020-06-20,injury-knock,2019-2020,2019
Matt Ritchie,Newcastle,2019-08-28,2020-03-01,injury-ankle-injury,2019-2020,2019
Matt Ritchie,Newcastle,2019-07-01,2019-10-08,injury-hamstring-injury,2019-2020,2019
Matt Ritchie,Newcastle,2019-07-30,2019-10-08,injury-hamstring-injury,2019-2020,2019
Matty Longstaff,Newcastle,2020-06-29,2020-04-07,injury-hamstring-strain,2019-2020,2019
Miguel Almirón,Newcastle,2020-06-07,2020-06-30,injury-hamstring-strain,2019-2020,2019
Miguel Almirón,Newcastle,2020-06-02,2020-02-15,injury-knock,2019-2020,2019
Miguel Almirón,Newcastle,2020-05-01,2020-06-30,injury-groin-injury,2019-2020,2019
Miguel Almirón,Newcastle,2019-09-12,2019-12-20,injury-hamstring-injury,2019-2020,2019
Miguel Almirón,Newcastle,2019-08-26,2019-08-30,injury-ankle-injury,2019-2020,2019
Miguel Almirón,Newcastle,2019-07-01,2019-08-06,injury-hamstring-injury,2019-2020,2019
Nabil Bentaleb,Newcastle,2019-07-01,2019-11-20,injury-meniscus-tear,2019-2020,2019
Paul Dummett,Newcastle,2019-12-22,2020-06-30,injury-groin-injury,2019-2020,2019
Sean Longstaff,Newcastle,2020-01-07,2020-06-30,injury-hamstring-injury,2019-2020,2019
Sean Longstaff,Newcastle,2019-07-01,2019-09-28,injury-ankle-injury,2019-2020,2019
Yoshinori Muto,Newcastle,2020-04-01,2020-02-19,injury-hip-injury,2019-2020,2019
Adam Idah,Norwich,2019-08-13,2019-10-09,injury-back-injury,2019-2020,2019
Alexander Tettey,Norwich,2019-09-27,2019-10-18,injury-groin-injury,2019-2020,2019
Alexander Tettey,Norwich,2019-07-01,2019-08-16,injury-calf-injury,2019-2020,2019
Ben Godfrey,Norwich,2019-12-15,2020-01-17,injury-torn-knee-ligaments,2019-2020,2019
Ben Godfrey,Norwich,2019-10-22,2019-10-26,injury-groin-injury,2019-2020,2019
