player_name,team,start_date,end_date,type,source
Bukayo Saka,Arsenal FC,2021-01-28,2021-01-31,injury-hip-problems,https://www.transfermarkt.com/bukayo-saka/verletzungen/spieler/433177
Bukayo Saka,Arsenal FC,2020-12-30,2021-01-01,injury-ankle-injury,https://www.transfermarkt.com/bukayo-saka/verletzungen/spieler/433177
Bukayo Saka,Arsenal FC,2020-11-23,2020-11-28,injury-hamstring-injury,https://www.transfermarkt.com/bukayo-saka/verletzungen/spieler/433177
Alexandre Lacazette,Arsenal FC,2021-01-08,2021-06-30,injury-corona-virus,https://www.transfermarkt.com/alexandre-lacazette/verletzungen/spieler/93720
Alexandre Lacazette,Arsenal FC,2021-04-18,2021-06-05,injury-dead-leg,https://www.transfermarkt.com/alexandre-lacazette/verletzungen/spieler/93720
Alexandre Lacazette,Arsenal FC,2021-01-31,2021-01-02,injury-head-injury,https://www.transfermarkt.com/alexandre-lacazette/verletzungen/spieler/93720
Alexandre Lacazette,Arsenal FC,2020-12-31,2021-01-01,injury-head-injury,https://www.transfermarkt.com/alexandre-lacazette/verletzungen/spieler/93720
Pierre-Emerick Aubameyang,Arsenal FC,2021-02-08,2021-06-30,injury-corona-virus,https://www.transfermarkt.com/pierre-emerick-aubameyang/verletzungen/spieler/58864
Pierre-Emerick Aubameyang,Arsenal FC,2021-01-18,2021-01-02,injury-knock,https://www.transfermarkt.com/pierre-emerick-aubameyang/verletzungen/spieler/58864
Pierre-Emerick Aubameyang,Arsenal FC,2020-12-17,2020-12-28,injury-calf-injury,https://www.transfermarkt.com/pierre-emerick-aubameyang/verletzungen/spieler/58864
Eddie Nketiah,Arsenal FC,2021-03-08,2021-06-30,injury-ankle-injury,https://www.transfermarkt.com/eddie-nketiah/verletzungen/spieler/340324
Tyreece John-Jules,Arsenal FC,2021-01-16,2021-06-30,injury-muscle-tear,https://www.transfermarkt.com/tyreece-john-jules/verletzungen/spieler/503768
Tyreece John-Jules,Arsenal FC,2020-12-10,2020-11-29,injury-thigh-problems,https://www.transfermarkt.com/tyreece-john-jules/verletzungen/spieler/503768
Lovre Kalinic,Aston Villa,2020-08-02,2020-09-30,injury-thigh-problems,https://www.transfermarkt.com/lovre-kalinic/verletzungen/spieler/46405
Ørjan Nyland,Aston Villa,2020-07-01,2021-01-31,injury-back-injury,https://www.transfermarkt.com/orjan-nyland/verletzungen/spieler/73517
Tom Heaton,Aston Villa,2020-10-11,2020-12-12,injury-knock,https://www.transfermarkt.com/tom-heaton/verletzungen/spieler/34130
Tom Heaton,Aston Villa,2020-07-01,2020-07-11,injury-cruciate-ligament-injury,https://www.transfermarkt.com/tom-heaton/verletzungen/spieler/34130
Ezri Konsa,Aston Villa,2020-12-13,2020-12-25,injury-bruise,https://www.transfermarkt.com/ezri-konsa/verletzungen/spieler/413403
Kortney Hause,Aston Villa,2021-03-01,2021-05-04,injury-ankle-injury,https://www.transfermarkt.com/kortney-hause/verletzungen/spieler/233124
Kortney Hause,Aston Villa,2020-07-01,2020-11-12,injury-groin-injury,https://www.transfermarkt.com/kortney-hause/verletzungen/spieler/233124
Kortney Hause,Aston Villa,2020-10-07,2020-07-20,injury-bruised-ribs,https://www.transfermarkt.com/kortney-hause/verletzungen/spieler/233124
Neil Taylor,Aston Villa,2020-07-13,2020-07-25,injury-hamstring-injury,https://www.transfermarkt.com/neil-taylor/verletzungen/spieler/67416
Matty Cash,Aston Villa,2021-02-18,2021-06-30,injury-hamstring-injury,https://www.transfermarkt.com/matty-cash/verletzungen/spieler/425334
Frédéric Guilbert,Aston Villa,2020-07-01,2020-11-12,injury-chest-injury,https://www.transfermarkt.com/frederic-guilbert/verletzungen/spieler/354352
Ahmed El Mohamady,Aston Villa,2020-07-22,2020-09-14,injury-hamstring-injury,https://www.transfermarkt.com/ahmed-el-mohamady/verletzungen/spieler/66333
John McGinn,Aston Villa,2021-01-06,2021-04-06,injury-quarantine,https://www.transfermarkt.com/john-mcginn/verletzungen/spieler/193116
Ross Barkley,Aston Villa,2020-11-21,2021-01-19,injury-hamstring-injury,https://www.transfermarkt.com/ross-barkley/verletzungen/spieler/131978
Ross Barkley,Aston Villa,2020-07-15,2020-07-23,injury-ill,https://www.transfermarkt.com/ross-barkley/verletzungen/spieler/131978
Morgan Sanson,Aston Villa,2020-12-13,2021-06-30,injury-muscle-injury,https://www.transfermarkt.com/morgan-sanson/verletzungen/spieler/174094
Morgan Sanson,Aston Villa,2020-12-09,2020-09-16,injury-contracture,https://www.transfermarkt.com/morgan-sanson/verletzungen/spieler/174094
Conor Hourihane,Aston Villa,2021-03-20,2021-02-04,injury-hamstring-injury,https://www.transfermarkt.com/conor-hourihane/verletzungen/spieler/61653
Jack Grealish,Aston Villa,2021-02-20,2021-06-30,injury-shin-injury,https://www.transfermarkt.com/jack-grealish/verletzungen/spieler/203460
Mahmoud Trezeguet,Aston Villa,2020-07-01,2021-01-21,injury-head-injury,https://www.transfermarkt.com/mahmoud-trezeguet/verletzungen/spieler/234189
Bertrand Traoré,Aston Villa,2020-07-01,2020-11-20,injury-bruised-ribs,https://www.transfermarkt.com/bertrand-traore/verletzungen/spieler/131996
Bertrand Traoré,Aston Villa,2020-09-14,2020-09-19,injury-ill,https://www.transfermarkt.com/bertrand-traore/verletzungen/spieler/131996
Wesley Moraes,Aston Villa,2021-02-01,2021-04-24,injury-knee-injury,https://www.transfermarkt.com/wesley-moraes/verletzungen/spieler/381362
Wesley Moraes,Aston Villa,2020-07-01,2021-01-01,injury-cruciate-ligament-tear,https://www.transfermarkt.com/wesley-moraes/verletzungen/spieler/381362
Keinan Davis,Aston Villa,2020-09-11,2020-12-16,injury-ankle-injury,https://www.transfermarkt.com/keinan-davis/verletzungen/spieler/412660
Mathew Ryan,Brighton & Hove Albion,2021-01-28,2021-05-02,injury-groin-injury,https://www.transfermarkt.com/mathew-ryan/verletzungen/spieler/128969
Lewis Dunk,Brighton & Hove Albion,2021-01-12,2021-06-30,injury-knee-injury,https://www.transfermarkt.com/lewis-dunk/verletzungen/spieler/148153
Adam Webster,Brighton & Hove Albion,2021-01-12,2021-06-30,injury-calf-injury,https://www.transfermarkt.com/adam-webster/verletzungen/spieler/212847
Adam Webster,Brighton & Hove Albion,2020-07-17,2020-07-19,injury-groin-injury,https://www.transfermarkt.com/adam-webster/verletzungen/spieler/212847
Shane Duffy,Brighton & Hove Albion,2021-03-05,2021-01-06,injury-bruise,https://www.transfermarkt.com/shane-duffy/verletzungen/spieler/119269
Shane Duffy,Brighton & Hove Albion,2020-07-01,2020-07-02,injury-calf-injury,https://www.transfermarkt.com/shane-duffy/verletzungen/spieler/119269
Dan Burn,Brighton & Hove Albion,2020-07-01,2020-08-02,injury-broken-collarbone,https://www.transfermarkt.com/dan-burn/verletzungen/spieler/134270
Bernardo,Brighton & Hove Albion,2021-04-10,2021-06-30,injury-pelvic-injury,https://www.transfermarkt.com/bernardo/verletzungen/spieler/364258
Bernardo,Brighton & Hove Albion,2021-01-28,2021-06-30,injury-torn-lateral-knee-ligament,https://www.transfermarkt.com/bernardo/verletzungen/spieler/364258
Michal Karbownik,Brighton & Hove Albion,2021-01-11,2021-06-30,injury-outer-ligament-problems,https://www.transfermarkt.com/michal-karbownik/verletzungen/spieler/401604
Michal Karbownik,Brighton & Hove Albion,2020-07-01,2020-11-17,injury-corona-virus,https://www.transfermarkt.com/michal-karbownik/verletzungen/spieler/401604
Alex Cochrane,Brighton & Hove Albion,2021-05-02,2021-05-31,injury-ankle-injury,https://www.transfermarkt.com/alex-cochrane/verletzungen/spieler/392773
Tariq Lamptey,Brighton & Hove Albion,2021-06-03,2021-06-30,injury-hamstring-injury,https://www.transfermarkt.com/tariq-lamptey/verletzungen/spieler/504148
Tariq Lamptey,Brighton & Hove Albion,2021-02-26,2021-02-28,injury-rest,https://www.transfermarkt.com/tariq-lamptey/verletzungen/spieler/504148
Tariq Lamptey,Brighton & Hove Albion,2020-12-16,2021-02-24,injury-hamstring-injury,https://www.transfermarkt.com/tariq-lamptey/verletzungen/spieler/504148
Joël Veltman,Brighton & Hove Albion,2021-02-02,2021-05-02,injury-knock,https://www.transfermarkt.com/joel-veltman/verletzungen/spieler/111195
Moisés Caicedo,Brighton & Hove Albion,2020-11-18,2020-09-12,injury-torn-muscle-fiber,https://www.transfermarkt.com/moises-caicedo/verletzungen/spieler/687626
Alexis Mac Allister,Brighton & Hove Albion,2021-02-02,2021-05-02,injury-back-injury,https://www.transfermarkt.com/alexis-mac-allister/verletzungen/spieler/534033
Alexis Mac Allister,Brighton & Hove Albion,2020-07-11,2020-12-12,injury-virus,https://www.transfermarkt.com/alexis-mac-allister/verletzungen/spieler/534033
Davy Pröpper,Brighton & Hove Albion,2021-01-12,2021-06-30,injury-knee-injury,https://www.transfermarkt.com/davy-propper/verletzungen/spieler/79027
Davy Pröpper,Brighton & Hove Albion,2021-01-11,2021-06-30,injury-unknown-injury,https://www.transfermarkt.com/davy-propper/verletzungen/spieler/79027
Davy Pröpper,Brighton & Hove Albion,2021-01-29,2021-06-30,injury-groin-injury,https://www.transfermarkt.com/davy-propper/verletzungen/spieler/79027
Davy Pröpper,Brighton & Hove Albion,2020-07-11,2020-12-12,injury-knock,https://www.transfermarkt.com/davy-propper/verletzungen/spieler/79027
Davy Pröpper,Brighton & Hove Albion,2020-09-24,2020-10-31,injury-calf-injury,https://www.transfermarkt.com/davy-propper/verletzungen/spieler/79027
Davy Pröpper,Brighton & Hove Albion,2020-10-09,2020-09-16,injury-calf-injury,https://www.transfermarkt.com/davy-propper/verletzungen/spieler/79027
Steven Alzate,Brighton & Hove Albion,2020-12-28,2021-01-15,injury-ill,https://www.transfermarkt.com/steven-alzate/verletzungen/spieler/476237
Steven Alzate,Brighton & Hove Albion,2020-07-01,2020-08-28,injury-groin-injury,https://www.transfermarkt.com/steven-alzate/verletzungen/spieler/476237
Dale Stephens,Brighton & Hove Albion,2021-02-14,2021-02-18,injury-knock,https://www.transfermarkt.com/dale-stephens/verletzungen/spieler/49755
Dale Stephens,Brighton & Hove Albion,2020-11-19,2020-12-13,injury-hamstring-injury,https://www.transfermarkt.com/dale-stephens/verletzungen/spieler/49755
Dale Stephens,Brighton & Hove Albion,2020-09-18,2020-09-25,injury-knock,https://www.transfermarkt.com/dale-stephens/verletzungen/spieler/49755
Adam Lallana,Brighton & Hove Albion,2021-01-12,2021-06-30,injury-leg-injury,https://www.transfermarkt.com/adam-lallana/verletzungen/spieler/43530
Adam Lallana,Brighton & Hove Albion,2021-03-01,2021-01-26,injury-groin-strain,https://www.transfermarkt.com/adam-lallana/verletzungen/spieler/43530
Adam Lallana,Brighton & Hove Albion,2020-12-28,2021-01-01,injury-groin-strain,https://www.transfermarkt.com/adam-lallana/verletzungen/spieler/43530
Adam Lallana,Brighton & Hove Albion,2020-11-29,2020-12-15,injury-groin-strain,https://www.transfermarkt.com/adam-lallana/verletzungen/spieler/43530
Adam Lallana,Brighton & Hove Albion,2020-11-22,2020-11-27,injury-groin-strain,https://www.transfermarkt.com/adam-lallana/verletzungen/spieler/43530
Leandro Trossard,Brighton & Hove Albion,2021-04-12,2021-06-30,injury-elbow-injury,https://www.transfermarkt.com/leandro-trossard/verletzungen/spieler/144028
Leandro Trossard,Brighton & Hove Albion,2020-07-01,2020-11-27,injury-groin-injury,https://www.transfermarkt.com/leandro-trossard/verletzungen/spieler/144028
Solly March,Brighton & Hove Albion,2021-05-02,2021-01-07,injury-knock,https://www.transfermarkt.com/solly-march/verletzungen/spieler/209212
Solly March,Brighton & Hove Albion,2020-07-01,2020-11-20,injury-ankle-injury,https://www.transfermarkt.com/solly-march/verletzungen/spieler/209212
Solly March,Brighton & Hove Albion,2020-07-01,2020-07-13,injury-muscle-injury,https://www.transfermarkt.com/solly-march/verletzungen/spieler/209212
Solly March,Brighton & Hove Albion,2020-07-01,2020-10-01,injury-groin-injury,https://www.transfermarkt.com/solly-march/verletzungen/spieler/209212
Alireza Jahanbakhsh,Brighton & Hove Albion,2021-03-11,2021-06-11,injury-minor-knock,https://www.transfermarkt.com/alireza-jahanbakhsh/verletzungen/spieler/213268
Alireza Jahanbakhsh,Brighton & Hove Albion,2020-07-15,2020-07-25,injury-hamstring-injury,https://www.transfermarkt.com/alireza-jahanbakhsh/verletzungen/spieler/213268
Percy Tau,Brighton & Hove Albion,2020-11-26,2020-12-15,injury-muscle-injury,https://www.transfermarkt.com/percy-tau/verletzungen/spieler/312239
Aaron Connolly,Brighton & Hove Albion,2021-03-24,2021-04-21,injury-unknown-injury,https://www.transfermarkt.com/aaron-connolly/verletzungen/spieler/434207
Aaron Connolly,Brighton & Hove Albion,2021-03-01,2021-01-26,injury-hamstring-injury,https://www.transfermarkt.com/aaron-connolly/verletzungen/spieler/434207
Aaron Connolly,Brighton & Hove Albion,2020-12-21,2020-12-28,injury-groin-strain,https://www.transfermarkt.com/aaron-connolly/verletzungen/spieler/434207
Aaron Connolly,Brighton & Hove Albion,2020-07-11,2020-11-20,injury-hamstring-injury,https://www.transfermarkt.com/aaron-connolly/verletzungen/spieler/434207
Danny Welbeck,Brighton & Hove Albion,2020-12-30,2021-05-02,injury-knee-problems,https://www.transfermarkt.com/danny-welbeck/verletzungen/spieler/67063
Danny Welbeck,Brighton & Hove Albion,2020-10-20,2020-10-25,injury-bruise,https://www.transfermarkt.com/danny-welbeck/verletzungen/spieler/67063
Andi Zeqiri,Brighton & Hove Albion,2021-05-12,2021-06-30,injury-hip-injury,https://www.transfermarkt.com/andi-zeqiri/verletzungen/spieler/345468
Andi Zeqiri,Brighton & Hove Albion,2020-07-13,2020-07-16,injury-unknown-injury,https://www.transfermarkt.com/andi-zeqiri/verletzungen/spieler/345468
Florin Andone,Brighton & Hove Albion,2020-07-01,2021-03-14,injury-cruciate-ligament-tear,https://www.transfermarkt.com/florin-andone/verletzungen/spieler/177065
Bailey Peacock-Farrell,Burnley FC,2020-12-30,2021-01-20,injury-knock,https://www.transfermarkt.com/bailey-peacock-farrell/verletzungen/spieler/410436
Bailey Peacock-Farrell,Burnley FC,2020-10-13,2020-10-25,injury-hip-injury,https://www.transfermarkt.com/bailey-peacock-farrell/verletzungen/spieler/410436
James Tarkowski,Burnley FC,2020-09-16,2020-09-29,injury-toe-injury,https://www.transfermarkt.com/james-tarkowski/verletzungen/spieler/173504
Ben Gibson,Burnley FC,2020-07-01,2020-10-01,injury-groin-injury,https://www.transfermarkt.com/ben-gibson/verletzungen/spieler/128904
Ben Mee,Burnley FC,2021-02-14,2021-02-21,injury-head-injury,https://www.transfermarkt.com/ben-mee/verletzungen/spieler/74810
Charlie Taylor,Burnley FC,2021-01-22,2021-02-15,injury-hamstring-strain,https://www.transfermarkt.com/charlie-taylor/verletzungen/spieler/195633
Charlie Taylor,Burnley FC,2020-12-30,2021-01-20,injury-hamstring-strain,https://www.transfermarkt.com/charlie-taylor/verletzungen/spieler/195633
Charlie Taylor,Burnley FC,2020-07-16,2020-09-16,injury-hamstring-strain,https://www.transfermarkt.com/charlie-taylor/verletzungen/spieler/195633
Erik Pieters,Burnley FC,2020-10-20,2020-11-22,injury-calf-injury,https://www.transfermarkt.com/erik-pieters/verletzungen/spieler/43763
Matthew Lowton,Burnley FC,2020-07-01,2020-10-25,injury-knee-injury,https://www.transfermarkt.com/matthew-lowton/verletzungen/spieler/102258
Matthew Lowton,Burnley FC,2020-07-01,2020-09-16,injury-ankle-injury,https://www.transfermarkt.com/matthew-lowton/verletzungen/spieler/102258
Matthew Lowton,Burnley FC,2020-07-01,2020-10-06,injury-knee-injury,https://www.transfermarkt.com/matthew-lowton/verletzungen/spieler/102258
Jimmy Dunne,Burnley FC,2020-12-30,2021-01-23,injury-bruise,https://www.transfermarkt.com/jimmy-dunne/verletzungen/spieler/396174
Phil Bardsley,Burnley FC,2020-11-24,2020-12-13,injury-chest-injury,https://www.transfermarkt.com/phil-bardsley/verletzungen/spieler/15773
Phil Bardsley,Burnley FC,2020-07-01,2020-10-01,injury-ill,https://www.transfermarkt.com/phil-bardsley/verletzungen/spieler/15773
Jack Cork,Burnley FC,2020-07-01,2020-12-13,injury-broken-foot,https://www.transfermarkt.com/jack-cork/verletzungen/spieler/40613
Ashley Westwood,Burnley FC,2020-12-30,2021-06-30,injury-bruise,https://www.transfermarkt.com/ashley-westwood/verletzungen/spieler/91317
Josh Brownhill,Burnley FC,2021-01-28,2021-06-30,injury-ankle-injury,https://www.transfermarkt.com/josh-brownhill/verletzungen/spieler/293569
Josh Brownhill,Burnley FC,2020-12-30,2021-06-30,injury-knock,https://www.transfermarkt.com/josh-brownhill/verletzungen/spieler/293569
Dale Stephens,Burnley FC,2021-02-14,2021-02-18,injury-knock,https://www.transfermarkt.com/dale-stephens/verletzungen/spieler/49755
Dale Stephens,Burnley FC,2020-11-19,2020-12-13,injury-hamstring-injury,https://www.transfermarkt.com/dale-stephens/verletzungen/spieler/49755
Dale Stephens,Burnley FC,2020-09-18,2020-09-25,injury-knock,https://www.transfermarkt.com/dale-stephens/verletzungen/spieler/49755
Robbie Brady,Burnley FC,2021-01-02,2021-06-30,injury-calf-injury,https://www.transfermarkt.com/robbie-brady/verletzungen/spieler/128229
Robbie Brady,Burnley FC,2021-01-23,2021-01-26,injury-knock,https://www.transfermarkt.com/robbie-brady/verletzungen/spieler/128229
Robbie Brady,Burnley FC,2020-12-22,2020-12-28,injury-hamstring-strain,https://www.transfermarkt.com/robbie-brady/verletzungen/spieler/128229
Robbie Brady,Burnley FC,2020-07-01,2020-12-12,injury-hamstring-strain,https://www.transfermarkt.com/robbie-brady/verletzungen/spieler/128229
Robbie Brady,Burnley FC,2020-11-19,2020-11-23,injury-groin-injury,https://www.transfermarkt.com/robbie-brady/verletzungen/spieler/128229
Dwight McNeil,Burnley FC,2020-12-22,2021-06-30,injury-groin-injury,https://www.transfermarkt.com/dwight-mcneil/verletzungen/spieler/584769
Dwight McNeil,Burnley FC,2020-07-01,2020-10-01,injury-knock,https://www.transfermarkt.com/dwight-mcneil/verletzungen/spieler/584769
Jóhann Berg Gudmundsson,Burnley FC,2021-04-10,2021-06-30,injury-unknown-injury,https://www.transfermarkt.com/johann-berg-gudmundsson/verletzungen/spieler/89231
Jóhann Berg Gudmundsson,Burnley FC,2021-02-18,2021-04-03,injury-groin-strain,https://www.transfermarkt.com/johann-berg-gudmundsson/verletzungen/spieler/89231
Jóhann Berg Gudmundsson,Burnley FC,2020-11-29,2021-06-30,injury-hamstring-strain,https://www.transfermarkt.com/johann-berg-gudmundsson/verletzungen/spieler/89231
Jóhann Berg Gudmundsson,Burnley FC,2020-10-13,2020-10-18,injury-groin-strain,https://www.transfermarkt.com/johann-berg-gudmundsson/verletzungen/spieler/89231
Chris Wood,Burnley FC,2021-01-02,2021-02-18,injury-hamstring-strain,https://www.transfermarkt.com/chris-wood/verletzungen/spieler/108725
Chris Wood,Burnley FC,2020-07-01,2020-10-01,injury-hamstring-strain,https://www.transfermarkt.com/chris-wood/verletzungen/spieler/108725
Ashley Barnes,Burnley FC,2021-01-27,2021-05-02,injury-bruise,https://www.transfermarkt.com/ashley-barnes/verletzungen/spieler/63200
Ashley Barnes,Burnley FC,2020-07-01,2020-09-29,injury-groin-surgery,https://www.transfermarkt.com/ashley-barnes/verletzungen/spieler/63200
Matej Vydra,Burnley FC,2020-12-18,2021-06-30,injury-back-injury,https://www.transfermarkt.com/matej-vydra/verletzungen/spieler/101500
Edouard Mendy,Chelsea FC,2020-10-16,2020-10-19,injury-muscle-strain,https://www.transfermarkt.com/edouard-mendy/verletzungen/spieler/442531
Kepa Arrizabalaga,Chelsea FC,2020-10-22,2020-08-11,injury-shoulder-injury,https://www.transfermarkt.com/kepa-arrizabalaga/verletzungen/spieler/192279
Andreas Christensen,Chelsea FC,2021-01-01,2021-01-16,injury-knee-injury,https://www.transfermarkt.com/andreas-christensen/verletzungen/spieler/196948
Fikayo Tomori,Chelsea FC,2020-07-01,2020-07-13,injury-knock,https://www.transfermarkt.com/fikayo-tomori/verletzungen/spieler/303254
Thiago Silva,Chelsea FC,2021-05-02,2021-06-30,injury-thigh-problems,https://www.transfermarkt.com/thiago-silva/verletzungen/spieler/29241
Thiago Silva,Chelsea FC,2020-10-09,2020-09-22,injury-knock,https://www.transfermarkt.com/thiago-silva/verletzungen/spieler/29241
Thiago Silva,Chelsea FC,2020-07-01,2020-10-02,injury-groin-injury,https://www.transfermarkt.com/thiago-silva/verletzungen/spieler/29241
Ben Chilwell,Chelsea FC,2021-06-21,2021-06-28,injury-quarantine,https://www.transfermarkt.com/ben-chilwell/verletzungen/spieler/316125
Ben Chilwell,Chelsea FC,2020-07-01,2020-09-21,injury-foot-injury,https://www.transfermarkt.com/ben-chilwell/verletzungen/spieler/316125
Ben Chilwell,Chelsea FC,2020-07-01,2020-12-03,injury-muscle-injury,https://www.transfermarkt.com/ben-chilwell/verletzungen/spieler/316125
N'Golo Kanté,Chelsea FC,2021-03-25,2021-01-04,injury-muscle-injury,https://www.transfermarkt.com/ngolo-kante/verletzungen/spieler/225083
