player_name,team,start_date,end_date,type,source
Ashley Westwood,Burnley FC,2019-12-15,2019-12-20,injury-groin-injury,https://www.transfermarkt.com/ashley-westwood/verletzungen/spieler/91317
Ashley Westwood,Burnley FC,2019-11-24,2019-12-13,injury-groin-injury,https://www.transfermarkt.com/ashley-westwood/verletzungen/spieler/91317
Danny Drinkwater,Burnley FC,2020-01-23,2020-02-15,injury-calf-injury,https://www.transfermarkt.com/danny-drinkwater/verletzungen/spieler/73491
Danny Drinkwater,Burnley FC,2019-07-01,2019-11-29,injury-ankle-injury,https://www.transfermarkt.com/danny-drinkwater/verletzungen/spieler/73491
Danny Drinkwater,Burnley FC,2019-07-01,2019-09-03,injury-unknown-injury,https://www.transfermarkt.com/danny-drinkwater/verletzungen/spieler/73491
Robbie Brady,Burnley FC,2020-06-12,2020-06-30,injury-hamstring-strain,https://www.transfermarkt.com/robbie-brady/verletzungen/spieler/128229
Robbie Brady,Burnley FC,2020-06-22,2020-04-07,injury-groin-strain,https://www.transfermarkt.com/robbie-brady/verletzungen/spieler/128229
Robbie Brady,Burnley FC,2020-02-01,2020-01-18,injury-calf-injury,https://www.transfermarkt.com/robbie-brady/verletzungen/spieler/128229
Robbie Brady,Burnley FC,2019-08-08,2019-09-13,injury-chest-injury,https://www.transfermarkt.com/robbie-brady/verletzungen/spieler/128229
Robbie Brady,Burnley FC,2019-07-01,2019-11-05,injury-knock,https://www.transfermarkt.com/robbie-brady/verletzungen/spieler/128229
Dwight McNeil,Burnley FC,2020-02-01,2020-06-30,injury-knock,https://www.transfermarkt.com/dwight-mcneil/verletzungen/spieler/584769
Dwight McNeil,Burnley FC,2019-09-26,2019-09-27,injury-hamstring-strain,https://www.transfermarkt.com/dwight-mcneil/verletzungen/spieler/584769
Dwight McNeil,Burnley FC,2019-07-01,2019-09-13,injury-hamstring-injury,https://www.transfermarkt.com/dwight-mcneil/verletzungen/spieler/584769
Jóhann Berg Gudmundsson,Burnley FC,2020-02-23,2020-04-07,injury-hamstring-strain,https://www.transfermarkt.com/johann-berg-gudmundsson/verletzungen/spieler/89231
Jóhann Berg Gudmundsson,Burnley FC,2020-05-01,2020-02-21,injury-hamstring-strain,https://www.transfermarkt.com/johann-berg-gudmundsson/verletzungen/spieler/89231
Jóhann Berg Gudmundsson,Burnley FC,2019-10-13,2019-12-25,injury-hamstring-strain,https://www.transfermarkt.com/johann-berg-gudmundsson/verletzungen/spieler/89231
Aaron Lennon,Burnley FC,2019-12-22,2020-06-30,injury-ill,https://www.transfermarkt.com/aaron-lennon/verletzungen/spieler/14221
Chris Wood,Burnley FC,2020-05-06,2020-04-07,injury-calf-injury,https://www.transfermarkt.com/chris-wood/verletzungen/spieler/108725
Chris Wood,Burnley FC,2020-02-16,2020-02-28,injury-hamstring-strain,https://www.transfermarkt.com/chris-wood/verletzungen/spieler/108725
Chris Wood,Burnley FC,2020-05-01,2020-06-30,injury-hamstring-strain,https://www.transfermarkt.com/chris-wood/verletzungen/spieler/108725
Chris Wood,Burnley FC,2019-12-15,2019-12-20,injury-calf-injury,https://www.transfermarkt.com/chris-wood/verletzungen/spieler/108725
Chris Wood,Burnley FC,2019-10-20,2019-08-11,injury-hamstring-injury,https://www.transfermarkt.com/chris-wood/verletzungen/spieler/108725
Ashley Barnes,Burnley FC,2020-03-14,2020-03-28,injury-corona-virus,https://www.transfermarkt.com/ashley-barnes/verletzungen/spieler/63200
Ashley Barnes,Burnley FC,2020-02-01,2020-06-30,injury-groin-surgery,https://www.transfermarkt.com/ashley-barnes/verletzungen/spieler/63200
Ashley Barnes,Burnley FC,2019-07-01,2019-12-13,injury-groin-injury,https://www.transfermarkt.com/ashley-barnes/verletzungen/spieler/63200
Ashley Barnes,Burnley FC,2019-10-17,2019-10-25,injury-groin-injury,https://www.transfermarkt.com/ashley-barnes/verletzungen/spieler/63200
Ashley Barnes,Burnley FC,2019-07-01,2019-09-13,injury-groin-injury,https://www.transfermarkt.com/ashley-barnes/verletzungen/spieler/63200
Antonio Rüdiger,Chelsea FC,2019-12-09,2019-12-12,injury-groin-injury,https://www.transfermarkt.com/antonio-rudiger/verletzungen/spieler/86202
Antonio Rüdiger,Chelsea FC,2019-08-19,2019-09-16,injury-knock,https://www.transfermarkt.com/antonio-rudiger/verletzungen/spieler/86202
Antonio Rüdiger,Chelsea FC,2019-07-15,2019-12-08,injury-knee-injury,https://www.transfermarkt.com/antonio-rudiger/verletzungen/spieler/86202
Marcos Alonso,Chelsea FC,2019-12-23,2020-01-20,injury-knock,https://www.transfermarkt.com/marcos-alonso/verletzungen/spieler/112515
Fikayo Tomori,Chelsea FC,2020-06-19,2020-06-30,injury-knock,https://www.transfermarkt.com/fikayo-tomori/verletzungen/spieler/303254
Fikayo Tomori,Chelsea FC,2019-09-12,2019-12-21,injury-hip-problems,https://www.transfermarkt.com/fikayo-tomori/verletzungen/spieler/303254
Emerson,Chelsea FC,2019-10-09,2019-10-20,injury-hamstring-injury,https://www.transfermarkt.com/emerson/verletzungen/spieler/181778
N'Golo Kanté,Chelsea FC,2020-02-07,2020-06-30,injury-hamstring-injury,https://www.transfermarkt.com/ngolo-kante/verletzungen/spieler/225083
N'Golo Kanté,Chelsea FC,2020-02-17,2020-06-30,injury-muscle-injury,https://www.transfermarkt.com/ngolo-kante/verletzungen/spieler/225083
Mateo Kovacic,Chelsea FC,2020-02-07,2020-06-30,injury-calf-injury,https://www.transfermarkt.com/mateo-kovacic/verletzungen/spieler/51471
Mateo Kovacic,Chelsea FC,2020-04-03,2020-06-06,injury-achilles-tendon-problems,https://www.transfermarkt.com/mateo-kovacic/verletzungen/spieler/51471
Ross Barkley,Chelsea FC,2019-12-13,2019-12-23,injury-foot-injury,https://www.transfermarkt.com/ross-barkley/verletzungen/spieler/131978
Marco van Ginkel,Chelsea FC,2019-07-01,2020-06-30,injury-knee-injury,https://www.transfermarkt.com/marco-van-ginkel/verletzungen/spieler/147034
Davide Zappacosta,Chelsea FC,2019-07-01,2020-03-31,injury-cruciate-ligament-tear,https://www.transfermarkt.com/davide-zappacosta/verletzungen/spieler/173859
Mason Mount,Chelsea FC,2019-07-11,2019-07-11,injury-ankle-injury,https://www.transfermarkt.com/mason-mount/verletzungen/spieler/346483
Mason Mount,Chelsea FC,2019-09-19,2019-09-23,injury-ankle-injury,https://www.transfermarkt.com/mason-mount/verletzungen/spieler/346483
Callum Hudson-Odoi,Chelsea FC,2020-03-12,2020-06-30,injury-hip-injury,https://www.transfermarkt.com/callum-hudson-odoi/verletzungen/spieler/392768
Callum Hudson-Odoi,Chelsea FC,2020-06-15,2020-06-29,injury-ankle-injury,https://www.transfermarkt.com/callum-hudson-odoi/verletzungen/spieler/392768
Callum Hudson-Odoi,Chelsea FC,2020-03-02,2020-06-04,injury-hamstring-injury,https://www.transfermarkt.com/callum-hudson-odoi/verletzungen/spieler/392768
Callum Hudson-Odoi,Chelsea FC,2019-11-21,2019-11-28,injury-minor-knock,https://www.transfermarkt.com/callum-hudson-odoi/verletzungen/spieler/392768
Callum Hudson-Odoi,Chelsea FC,2019-07-01,2019-12-09,injury-achilles-tendon-rupture,https://www.transfermarkt.com/callum-hudson-odoi/verletzungen/spieler/392768
Willian,Chelsea FC,2020-05-03,2020-06-30,injury-calf-injury,https://www.transfermarkt.com/willian/verletzungen/spieler/52769
Willian,Chelsea FC,2019-07-01,2019-12-08,injury-hamstring-injury,https://www.transfermarkt.com/willian/verletzungen/spieler/52769
Willian,Chelsea FC,2019-07-01,2019-11-01,injury-knock,https://www.transfermarkt.com/willian/verletzungen/spieler/52769
Kenedy,Chelsea FC,2019-12-13,2020-01-02,injury-knee-bruise,https://www.transfermarkt.com/kenedy/verletzungen/spieler/281404
Pedro,Chelsea FC,2020-01-08,2020-06-30,injury-shoulder-injury,https://www.transfermarkt.com/pedro/verletzungen/spieler/65278
Pedro,Chelsea FC,2020-01-07,2020-01-07,injury-arch-problems,https://www.transfermarkt.com/pedro/verletzungen/spieler/65278
Tammy Abraham,Chelsea FC,2020-02-26,2020-06-06,injury-ankle-injury,https://www.transfermarkt.com/tammy-abraham/verletzungen/spieler/331726
Tammy Abraham,Chelsea FC,2020-02-02,2020-02-21,injury-knock,https://www.transfermarkt.com/tammy-abraham/verletzungen/spieler/331726
Tammy Abraham,Chelsea FC,2020-01-31,2020-01-31,injury-ankle-injury,https://www.transfermarkt.com/tammy-abraham/verletzungen/spieler/331726
Olivier Giroud,Chelsea FC,2020-06-01,2020-02-16,injury-groin-injury,https://www.transfermarkt.com/olivier-giroud/verletzungen/spieler/82442
Olivier Giroud,Chelsea FC,2019-07-01,2020-04-01,injury-ankle-injury,https://www.transfermarkt.com/olivier-giroud/verletzungen/spieler/82442
Olivier Giroud,Chelsea FC,2019-07-01,2019-11-01,injury-ankle-injury,https://www.transfermarkt.com/olivier-giroud/verletzungen/spieler/82442
Vicente Guaita,Crystal Palace,2020-06-24,2020-06-28,injury-hamstring-strain,https://www.transfermarkt.com/vicente-guaita/verletzungen/spieler/64399
Mamadou Sakho,Crystal Palace,2020-02-01,2020-06-30,injury-hamstring-strain,https://www.transfermarkt.com/mamadou-sakho/verletzungen/spieler/47713
Mamadou Sakho,Crystal Palace,2019-09-27,2019-11-29,injury-knock,https://www.transfermarkt.com/mamadou-sakho/verletzungen/spieler/47713
Mamadou Sakho,Crystal Palace,2019-07-01,2019-08-30,injury-meniscus-injury,https://www.transfermarkt.com/mamadou-sakho/verletzungen/spieler/47713
James Tomkins,Crystal Palace,2020-06-11,2020-06-30,injury-hip-injury,https://www.transfermarkt.com/james-tomkins/verletzungen/spieler/61592
James Tomkins,Crystal Palace,2019-07-04,2019-09-13,injury-groin-injury,https://www.transfermarkt.com/james-tomkins/verletzungen/spieler/61592
Gary Cahill,Crystal Palace,2019-08-12,2020-04-01,injury-knee-injury,https://www.transfermarkt.com/gary-cahill/verletzungen/spieler/27511
Gary Cahill,Crystal Palace,2019-07-01,2019-08-11,injury-head-injury,https://www.transfermarkt.com/gary-cahill/verletzungen/spieler/27511
Gary Cahill,Crystal Palace,2019-07-01,2019-09-03,injury-back-injury,https://www.transfermarkt.com/gary-cahill/verletzungen/spieler/27511
Scott Dann,Crystal Palace,2019-12-18,2020-06-30,injury-ankle-injury,https://www.transfermarkt.com/scott-dann/verletzungen/spieler/62688
Scott Dann,Crystal Palace,2019-08-29,2019-09-21,injury-hand-injury,https://www.transfermarkt.com/scott-dann/verletzungen/spieler/62688
Patrick van Aanholt,Crystal Palace,2019-12-27,2020-01-31,injury-hamstring-strain,https://www.transfermarkt.com/patrick-van-aanholt/verletzungen/spieler/52119
Patrick van Aanholt,Crystal Palace,2019-07-01,2019-12-20,injury-hamstring-strain,https://www.transfermarkt.com/patrick-van-aanholt/verletzungen/spieler/52119
Tyrick Mitchell,Crystal Palace,2020-02-22,2020-06-30,injury-thigh-problems,https://www.transfermarkt.com/tyrick-mitchell/verletzungen/spieler/730893
Tyrick Mitchell,Crystal Palace,2019-12-21,2020-01-02,injury-hip-problems,https://www.transfermarkt.com/tyrick-mitchell/verletzungen/spieler/730893
Tyrick Mitchell,Crystal Palace,2019-10-08,2019-07-12,injury-hip-injury,https://www.transfermarkt.com/tyrick-mitchell/verletzungen/spieler/730893
Joel Ward,Crystal Palace,2019-11-24,2020-01-17,injury-knee-injury,https://www.transfermarkt.com/joel-ward/verletzungen/spieler/92572
Martin Kelly,Crystal Palace,2020-04-12,2020-06-30,injury-calf-injury,https://www.transfermarkt.com/martin-kelly/verletzungen/spieler/78959
Martin Kelly,Crystal Palace,2020-06-19,2020-06-30,injury-calf-injury,https://www.transfermarkt.com/martin-kelly/verletzungen/spieler/78959
Martin Kelly,Crystal Palace,2019-12-29,2019-12-31,injury-hamstring-strain,https://www.transfermarkt.com/martin-kelly/verletzungen/spieler/78959
Martin Kelly,Crystal Palace,2019-10-17,2019-10-26,injury-groin-injury,https://www.transfermarkt.com/martin-kelly/verletzungen/spieler/78959
Martin Kelly,Crystal Palace,2019-07-01,2019-09-21,injury-groin-injury,https://www.transfermarkt.com/martin-kelly/verletzungen/spieler/78959
Cheikhou Kouyaté,Crystal Palace,2020-02-23,2020-02-28,injury-ankle-injury,https://www.transfermarkt.com/cheikhou-kouyate/verletzungen/spieler/66934
Cheikhou Kouyaté,Crystal Palace,2019-07-01,2019-08-11,injury-head-injury,https://www.transfermarkt.com/cheikhou-kouyate/verletzungen/spieler/66934
Cheikhou Kouyaté,Crystal Palace,2019-09-15,2019-09-21,injury-ankle-injury,https://www.transfermarkt.com/cheikhou-kouyate/verletzungen/spieler/66934
Jaïro Riedewald,Crystal Palace,2020-06-01,2020-06-30,injury-hamstring-injury,https://www.transfermarkt.com/jairo-riedewald/verletzungen/spieler/241481
Jaïro Riedewald,Crystal Palace,2019-12-18,2019-12-20,injury-groin-injury,https://www.transfermarkt.com/jairo-riedewald/verletzungen/spieler/241481
Max Meyer,Crystal Palace,2020-06-01,2020-06-30,injury-ankle-injury,https://www.transfermarkt.com/max-meyer/verletzungen/spieler/146164
Max Meyer,Crystal Palace,2019-11-24,2019-12-15,injury-ill,https://www.transfermarkt.com/max-meyer/verletzungen/spieler/146164
James McArthur,Crystal Palace,2019-07-01,2019-08-11,injury-back-injury,https://www.transfermarkt.com/james-mcarthur/verletzungen/spieler/41416
James McArthur,Crystal Palace,2019-07-01,2019-09-21,injury-knock,https://www.transfermarkt.com/james-mcarthur/verletzungen/spieler/41416
Víctor Camarasa,Crystal Palace,2019-12-29,2020-01-13,injury-calf-injury,https://www.transfermarkt.com/victor-camarasa/verletzungen/spieler/263856
Víctor Camarasa,Crystal Palace,2019-07-01,2019-08-02,injury-muscle-strain,https://www.transfermarkt.com/victor-camarasa/verletzungen/spieler/263856
Jeffrey Schlupp,Crystal Palace,2019-08-12,2020-06-03,injury-hip-injury,https://www.transfermarkt.com/jeffrey-schlupp/verletzungen/spieler/157506
Jeffrey Schlupp,Crystal Palace,2019-07-01,2019-08-17,injury-ankle-injury,https://www.transfermarkt.com/jeffrey-schlupp/verletzungen/spieler/157506
Andros Townsend,Crystal Palace,2019-08-12,2020-01-31,injury-groin-injury,https://www.transfermarkt.com/andros-townsend/verletzungen/spieler/61842
Andros Townsend,Crystal Palace,2019-10-28,2019-08-11,injury-bruise,https://www.transfermarkt.com/andros-townsend/verletzungen/spieler/61842
Cenk Tosun,Crystal Palace,2020-02-03,2020-06-30,injury-cruciate-ligament-surgery,https://www.transfermarkt.com/cenk-tosun/verletzungen/spieler/45671
Cenk Tosun,Crystal Palace,2020-01-24,2020-02-21,injury-crack-bruise,https://www.transfermarkt.com/cenk-tosun/verletzungen/spieler/45671
Cenk Tosun,Crystal Palace,2019-10-18,2019-10-27,injury-groin-injury,https://www.transfermarkt.com/cenk-tosun/verletzungen/spieler/45671
Cenk Tosun,Crystal Palace,2019-07-01,2019-07-30,injury-torn-lateral-knee-ligament,https://www.transfermarkt.com/cenk-tosun/verletzungen/spieler/45671
Christian Benteke,Crystal Palace,2020-06-24,2020-03-07,injury-hamstring-strain,https://www.transfermarkt.com/christian-benteke/verletzungen/spieler/50201
Christian Benteke,Crystal Palace,2019-12-22,2020-01-31,injury-knock,https://www.transfermarkt.com/christian-benteke/verletzungen/spieler/50201
Christian Benteke,Crystal Palace,2019-07-01,2019-11-05,injury-facial-injury,https://www.transfermarkt.com/christian-benteke/verletzungen/spieler/50201
Christian Benteke,Crystal Palace,2019-07-01,2019-12-01,injury-knee-injury,https://www.transfermarkt.com/christian-benteke/verletzungen/spieler/50201
Connor Wickham,Crystal Palace,2019-07-01,2019-08-03,injury-knock,https://www.transfermarkt.com/connor-wickham/verletzungen/spieler/95435
Jonas Lössl,Everton FC,2019-08-18,2019-09-25,injury-calf-strain,https://www.transfermarkt.com/jonas-lossl/verletzungen/spieler/48870
Jean-Philippe Gbamin,Everton FC,2020-05-28,2020-06-30,injury-achilles-tendon-rupture,https://www.transfermarkt.com/jean-philippe-gbamin/verletzungen/spieler/182894
Jean-Philippe Gbamin,Everton FC,2019-08-18,2020-03-04,injury-hamstring-injury,https://www.transfermarkt.com/jean-philippe-gbamin/verletzungen/spieler/182894
Jean-Philippe Gbamin,Everton FC,2019-07-01,2019-07-02,injury-virus,https://www.transfermarkt.com/jean-philippe-gbamin/verletzungen/spieler/182894
Michael Keane,Everton FC,2020-01-17,2020-01-20,injury-neck-injury,https://www.transfermarkt.com/michael-keane/verletzungen/spieler/118534
Michael Keane,Everton FC,2019-07-01,2019-08-04,injury-ill,https://www.transfermarkt.com/michael-keane/verletzungen/spieler/118534
Lucas Digne,Everton FC,2019-08-12,2019-12-14,injury-ankle-injury,https://www.transfermarkt.com/lucas-digne/verletzungen/spieler/126664
Djibril Sidibé,Everton FC,2020-06-21,2020-01-07,injury-foot-injury,https://www.transfermarkt.com/djibril-sidibe/verletzungen/spieler/161869
Djibril Sidibé,Everton FC,2019-12-15,2019-12-18,injury-unknown-injury,https://www.transfermarkt.com/djibril-sidibe/verletzungen/spieler/161869
Séamus Coleman,Everton FC,2020-02-03,2020-06-14,injury-hamstring-strain,https://www.transfermarkt.com/seamus-coleman/verletzungen/spieler/68390
Séamus Coleman,Everton FC,2019-11-24,2019-12-14,injury-hamstring-injury,https://www.transfermarkt.com/seamus-coleman/verletzungen/spieler/68390
Morgan Schneiderlin,Everton FC,2020-02-24,2020-06-30,injury-knee-injury,https://www.transfermarkt.com/morgan-schneiderlin/verletzungen/spieler/56818
Morgan Schneiderlin,Everton FC,2019-08-12,2020-04-01,injury-calf-strain,https://www.transfermarkt.com/morgan-schneiderlin/verletzungen/spieler/56818
Morgan Schneiderlin,Everton FC,2019-11-24,2019-11-30,injury-knock,https://www.transfermarkt.com/morgan-schneiderlin/verletzungen/spieler/56818
André Gomes,Everton FC,2020-03-06,2020-06-20,injury-bruise,https://www.transfermarkt.com/andre-gomes/verletzungen/spieler/221025
André Gomes,Everton FC,2019-07-01,2020-02-21,injury-ankle-injury,https://www.transfermarkt.com/andre-gomes/verletzungen/spieler/221025
André Gomes,Everton FC,2019-11-08,2019-08-16,injury-ankle-injury,https://www.transfermarkt.com/andre-gomes/verletzungen/spieler/221025
Tom Davies,Everton FC,2020-01-30,2020-04-02,injury-ill,https://www.transfermarkt.com/tom-davies/verletzungen/spieler/314210
Fabian Delph,Everton FC,2020-06-12,2020-06-30,injury-hamstring-injury,https://www.transfermarkt.com/fabian-delph/verletzungen/spieler/50362
Fabian Delph,Everton FC,2020-02-11,2020-06-30,injury-bruise,https://www.transfermarkt.com/fabian-delph/verletzungen/spieler/50362
Fabian Delph,Everton FC,2020-02-06,2020-06-30,injury-calf-injury,https://www.transfermarkt.com/fabian-delph/verletzungen/spieler/50362
Fabian Delph,Everton FC,2019-07-01,2019-12-20,injury-muscle-injury,https://www.transfermarkt.com/fabian-delph/verletzungen/spieler/50362
Fabian Delph,Everton FC,2019-07-01,2019-10-24,injury-muscle-injury,https://www.transfermarkt.com/fabian-delph/verletzungen/spieler/50362
Fabian Delph,Everton FC,2019-07-01,2019-08-31,injury-calf-injury,https://www.transfermarkt.com/fabian-delph/verletzungen/spieler/50362
Fabian Delph,Everton FC,2019-07-01,2019-08-04,injury-bruise,https://www.transfermarkt.com/fabian-delph/verletzungen/spieler/50362
Fabian Delph,Everton FC,2019-07-01,2019-08-03,injury-ill,https://www.transfermarkt.com/fabian-delph/verletzungen/spieler/50362
Gylfi Sigurdsson,Everton FC,2019-08-12,2019-12-20,injury-knock,https://www.transfermarkt.com/gylfi-sigurdsson/verletzungen/spieler/90466
Alex Iwobi,Everton FC,2019-12-23,2020-01-27,injury-hamstring-injury,https://www.transfermarkt.com/alex-iwobi/verletzungen/spieler/242631
Bernard,Everton FC,2020-01-01,2020-04-01,injury-knee-injury,https://www.transfermarkt.com/bernard/verletzungen/spieler/175169
Bernard,Everton FC,2019-10-27,2019-11-30,injury-knee-injury,https://www.transfermarkt.com/bernard/verletzungen/spieler/175169
Theo Walcott,Everton FC,2019-08-12,2019-12-25,injury-calf-strain,https://www.transfermarkt.com/theo-walcott/verletzungen/spieler/33713
Theo Walcott,Everton FC,2019-09-29,2019-10-18,injury-head-injury,https://www.transfermarkt.com/theo-walcott/verletzungen/spieler/33713
Cenk Tosun,Everton FC,2020-02-03,2020-06-30,injury-cruciate-ligament-surgery,https://www.transfermarkt.com/cenk-tosun/verletzungen/spieler/45671
Cenk Tosun,Everton FC,2020-01-24,2020-02-21,injury-crack-bruise,https://www.transfermarkt.com/cenk-tosun/verletzungen/spieler/45671
Cenk Tosun,Everton FC,2019-10-18,2019-10-27,injury-groin-injury,https://www.transfermarkt.com/cenk-tosun/verletzungen/spieler/45671
Cenk Tosun,Everton FC,2019-07-01,2019-07-30,injury-torn-lateral-knee-ligament,https://www.transfermarkt.com/cenk-tosun/verletzungen/spieler/45671
Jonny Evans,Leicester City,2019-11-24,2019-11-30,injury-hamstring-strain,https://www.transfermarkt.com/jonny-evans/verletzungen/spieler/42412
Jonny Evans,Leicester City,2019-07-01,2019-11-04,injury-hip-injury,https://www.transfermarkt.com/jonny-evans/verletzungen/spieler/42412
Filip Benkovic,Leicester City,2020-01-09,2020-06-30,injury-hip-injury,https://www.transfermarkt.com/filip-benkovic/verletzungen/spieler/293168
Daniel Amartey,Leicester City,2020-05-10,2020-06-30,injury-hamstring-injury,https://www.transfermarkt.com/daniel-amartey/verletzungen/spieler/214056
Daniel Amartey,Leicester City,2019-12-20,2020-06-30,injury-ankle-injury,https://www.transfermarkt.com/daniel-amartey/verletzungen/spieler/214056
Daniel Amartey,Leicester City,2019-07-01,2019-09-23,injury-ankle-surgery,https://www.transfermarkt.com/daniel-amartey/verletzungen/spieler/214056
Ryan Bennett,Leicester City,2020-03-12,2020-06-30,injury-hamstring-injury,https://www.transfermarkt.com/ryan-bennett/verletzungen/spieler/67252
Ryan Bennett,Leicester City,2019-10-20,2019-09-11,injury-groin-strain,https://www.transfermarkt.com/ryan-bennett/verletzungen/spieler/67252
Wes Morgan,Leicester City,2020-01-26,2020-02-13,injury-ill,https://www.transfermarkt.com/wes-morgan/verletzungen/spieler/10003
Wes Morgan,Leicester City,2020-05-01,2020-01-18,injury-groin-injury,https://www.transfermarkt.com/wes-morgan/verletzungen/spieler/10003
Wes Morgan,Leicester City,2019-08-30,2019-09-13,injury-back-injury,https://www.transfermarkt.com/wes-morgan/verletzungen/spieler/10003
Wes Morgan,Leicester City,2019-07-01,2019-11-01,injury-ill,https://www.transfermarkt.com/wes-morgan/verletzungen/spieler/10003
Ben Chilwell,Leicester City,2020-06-07,2020-06-30,injury-foot-injury,https://www.transfermarkt.com/ben-chilwell/verletzungen/spieler/316125
Ben Chilwell,Leicester City,2020-05-03,2020-06-30,injury-muscle-injury,https://www.transfermarkt.com/ben-chilwell/verletzungen/spieler/316125
Ben Chilwell,Leicester City,2019-07-01,2019-09-12,injury-groin-injury,https://www.transfermarkt.com/ben-chilwell/verletzungen/spieler/316125
Ben Chilwell,Leicester City,2019-12-08,2019-08-29,injury-hip-injury,https://www.transfermarkt.com/ben-chilwell/verletzungen/spieler/316125
Wilfred Ndidi,Leicester City,2020-01-30,2020-02-27,injury-knee-problems,https://www.transfermarkt.com/wilfred-ndidi/verletzungen/spieler/274839
Wilfred Ndidi,Leicester City,2019-08-26,2019-08-29,injury-hamstring-injury,https://www.transfermarkt.com/wilfred-ndidi/verletzungen/spieler/274839
Nampalys Mendy,Leicester City,2020-01-24,2020-06-30,injury-knee-injury,https://www.transfermarkt.com/nampalys-mendy/verletzungen/spieler/111051
Dennis Praet,Leicester City,2020-06-18,2020-06-22,injury-calf-injury,https://www.transfermarkt.com/dennis-praet/verletzungen/spieler/129588
Matty James,Leicester City,2019-07-01,2020-02-01,injury-achilles-tendon-problems,https://www.transfermarkt.com/matty-james/verletzungen/spieler/73522
Matty James,Leicester City,2019-07-01,2019-11-01,injury-achilles-tendon-problems,https://www.transfermarkt.com/matty-james/verletzungen/spieler/73522
Marc Albrighton,Leicester City,2019-07-01,2019-12-04,injury-hamstring-injury,https://www.transfermarkt.com/marc-albrighton/verletzungen/spieler/61560
James Maddison,Leicester City,2020-06-11,2020-06-30,injury-hamstring-injury,https://www.transfermarkt.com/james-maddison/verletzungen/spieler/294057
James Maddison,Leicester City,2020-02-07,2020-06-30,injury-hip-injury,https://www.transfermarkt.com/james-maddison/verletzungen/spieler/294057
Bartosz Kapustka,Leicester City,2019-07-01,2019-12-29,injury-cruciate-ligament-tear,https://www.transfermarkt.com/bartosz-kapustka/verletzungen/spieler/246579
George Thomas,Leicester City,2020-04-09,2020-06-09,injury-thigh-problems,https://www.transfermarkt.com/george-thomas/verletzungen/spieler/298240
Jamie Vardy,Leicester City,2020-01-23,2020-01-30,injury-strain-in-the-thigh-and-gluteal-muscles,https://www.transfermarkt.com/jamie-vardy/verletzungen/spieler/197838
Jamie Vardy,Leicester City,2019-12-30,2020-06-01,injury-muscle-injury,https://www.transfermarkt.com/jamie-vardy/verletzungen/spieler/197838
Jamie Vardy,Leicester City,2019-07-01,2019-07-03,injury-head-injury,https://www.transfermarkt.com/jamie-vardy/verletzungen/spieler/197838
Alisson,Liverpool FC,2020-03-10,2020-06-30,injury-shoulder-injury,https://www.transfermarkt.com/alisson/verletzungen/spieler/105470
Alisson,Liverpool FC,2020-01-03,2020-05-20,injury-hip-injury,https://www.transfermarkt.com/alisson/verletzungen/spieler/105470
Loris Karius,Liverpool FC,2019-07-01,2019-08-19,injury-hamstring-strain,https://www.transfermarkt.com/loris-karius/verletzungen/spieler/85864
Vitezslav Jaros,Liverpool FC,2019-07-16,2019-12-31,injury-elbow-injury,https://www.transfermarkt.com/vitezslav-jaros/verletzungen/spieler/486604
Virgil van Dijk,Liverpool FC,2019-12-16,2019-12-19,injury-ill,https://www.transfermarkt.com/virgil-van-dijk/verletzungen/spieler/139208
Virgil van Dijk,Liverpool FC,2019-07-01,2019-10-01,injury-ill,https://www.transfermarkt.com/virgil-van-dijk/verletzungen/spieler/139208
Joe Gomez,Liverpool FC,2020-01-03,2020-02-03,injury-knock,https://www.transfermarkt.com/joe-gomez/verletzungen/spieler/256178
Joe Gomez,Liverpool FC,2019-07-01,2019-08-04,injury-ankle-surgery,https://www.transfermarkt.com/joe-gomez/verletzungen/spieler/256178
Dejan Lovren,Liverpool FC,2020-02-07,2020-06-30,injury-knock,https://www.transfermarkt.com/dejan-lovren/verletzungen/spieler/37838
Dejan Lovren,Liverpool FC,2019-12-13,2020-01-24,injury-muscle-injury,https://www.transfermarkt.com/dejan-lovren/verletzungen/spieler/37838
Dejan Lovren,Liverpool FC,2019-08-12,2019-09-12,injury-knock,https://www.transfermarkt.com/dejan-lovren/verletzungen/spieler/37838
Dejan Lovren,Liverpool FC,2019-11-08,2019-08-30,injury-ill,https://www.transfermarkt.com/dejan-lovren/verletzungen/spieler/37838
Dejan Lovren,Liverpool FC,2019-07-01,2019-09-03,injury-muscle-injury,https://www.transfermarkt.com/dejan-lovren/verletzungen/spieler/37838
Nat Phillips,Liverpool FC,2020-06-19,2020-06-23,injury-knock,https://www.transfermarkt.com/nat-phillips/verletzungen/spieler/371814
Nat Phillips,Liverpool FC,2019-12-18,2019-12-25,injury-angina,https://www.transfermarkt.com/nat-phillips/verletzungen/spieler/371814
Andrew Robertson,Liverpool FC,2019-11-11,2019-11-22,injury-ankle-injury,https://www.transfermarkt.com/andrew-robertson/verletzungen/spieler/234803
Andrew Robertson,Liverpool FC,2019-08-05,2019-11-05,injury-fracture-of-fibula-shaft,https://www.transfermarkt.com/andrew-robertson/verletzungen/spieler/234803
Neco Williams,Liverpool FC,2020-02-24,2020-02-29,injury-fitness,https://www.transfermarkt.com/neco-williams/verletzungen/spieler/503680
