season,Date,team,h_team,a_team,player_id,player_name,Min,started,goals,assists,xG,xA
2019,2019-12-21,Aston Villa,Aston Villa,Southampton,675,Jack Grealish,90,True,1,0,0.1052339971065521,0.1642690002918243
2019,2019-12-14,Aston Villa,Sheffield United,Aston Villa,675,Jack Grealish,90,True,0,0,0.8748800158500671,0.0218588002026081
2019,2019-12-08,Aston Villa,Aston Villa,Leicester,675,Jack Grealish,90,True,1,0,0.0853654965758323,0.1273159980773925
2019,2019-12-04,Aston Villa,Chelsea,Aston Villa,675,Jack Grealish,90,True,0,0,0.0,0.0214534997940063
2019,2019-12-01,Aston Villa,Manchester United,Aston Villa,675,Jack Grealish,90,True,1,0,0.7033119797706604,0.01938690058887
2019,2019-11-25,Aston Villa,Aston Villa,Newcastle United,675,Jack Grealish,90,True,0,1,0.4476290047168731,0.6302850246429443
2019,2019-10-26,Aston Villa,Manchester City,Aston Villa,675,Jack Grealish,85,True,0,0,0.0,0.0
2019,2019-10-19,Aston Villa,Aston Villa,Brighton,675,Jack Grealish,90,True,1,1,0.8462010025978088,0.3308550119400024
2019,2019-10-05,Aston Villa,Norwich,Aston Villa,675,Jack Grealish,90,True,1,0,0.5671049952507019,0.0541964992880821
2019,2019-09-28,Aston Villa,Aston Villa,Burnley,675,Jack Grealish,90,True,0,0,0.1495980024337768,0.0619040988385677
2019,2019-09-22,Aston Villa,Arsenal,Aston Villa,675,Jack Grealish,90,True,0,1,0.0,0.7462790012359619
2019,2019-09-16,Aston Villa,Aston Villa,West Ham,675,Jack Grealish,90,True,0,0,0.3745070099830627,0.7625420093536377
2019,2019-08-31,Aston Villa,Crystal Palace,Aston Villa,675,Jack Grealish,90,True,0,0,0.0341864004731178,0.0
2019,2019-08-23,Aston Villa,Aston Villa,Everton,675,Jack Grealish,90,True,0,0,0.0589732006192207,0.034639298915863
2019,2019-08-17,Aston Villa,Aston Villa,Bournemouth,675,Jack Grealish,90,True,0,1,0.3607630133628845,0.3044260144233703
2019,2019-08-10,Aston Villa,Tottenham,Aston Villa,675,Jack Grealish,90,True,0,0,0.0,0.138711005449295
2019,2020-07-26,Aston Villa,West Ham,Aston Villa,7722,Trézéguet,90,True,0,0,0.0995524004101753,0.0
2019,2020-07-21,Aston Villa,Aston Villa,Arsenal,7722,Trézéguet,90,True,1,0,0.0614526011049747,0.0210804995149374
2019,2020-07-16,Aston Villa,Everton,Aston Villa,7722,Trézéguet,66,True,0,0,0.0255982000380754,0.0
2019,2020-07-12,Aston Villa,Aston Villa,Crystal Palace,7722,Trézéguet,90,True,2,0,0.931613028049469,0.0
2019,2020-07-09,Aston Villa,Aston Villa,Manchester United,7722,Trézéguet,90,True,0,0,0.2847200036048889,0.0158679001033306
2019,2020-07-05,Aston Villa,Liverpool,Aston Villa,7722,Trézéguet,88,True,0,0,0.0,0.0433554016053676
2019,2020-06-27,Aston Villa,Aston Villa,Wolverhampton Wanderers,7722,Trézéguet,4,False,0,0,0.0490316003561019,0.0
2019,2020-06-24,Aston Villa,Newcastle United,Aston Villa,7722,Trézéguet,72,True,0,0,0.3318510055541992,0.0
2019,2020-06-21,Aston Villa,Aston Villa,Chelsea,7722,Trézéguet,17,False,0,0,0.043342400342226,0.0
2019,2020-06-17,Aston Villa,Aston Villa,Sheffield United,7722,Trézéguet,20,False,0,0,0.0,0.0
2019,2020-02-22,Aston Villa,Southampton,Aston Villa,7722,Trézéguet,63,False,0,0,0.3044820129871368,0.051249798387289
2019,2020-02-16,Aston Villa,Aston Villa,Tottenham,7722,Trézéguet,17,False,0,0,0.0111440001055598,0.0
2019,2020-02-01,Aston Villa,Bournemouth,Aston Villa,7722,Trézéguet,8,False,0,0,0.0,0.0
2019,2020-01-21,Aston Villa,Aston Villa,Watford,7722,Trézéguet,79,True,0,0,0.1018000021576881,0.0766348019242286
2019,2020-01-18,Aston Villa,Brighton,Aston Villa,7722,Trézéguet,69,True,0,0,0.0,0.0587168000638484
2019,2020-01-12,Aston Villa,Aston Villa,Manchester City,7722,Trézéguet,19,False,0,0,0.0588814988732337,0.0594557002186775
2019,2020-01-01,Aston Villa,Burnley,Aston Villa,7722,Trézéguet,80,True,0,0,0.0,0.032395601272583
2019,2019-12-26,Aston Villa,Aston Villa,Norwich,7722,Trézéguet,87,True,0,0,0.129939004778862,0.1261000037193298
2019,2019-12-21,Aston Villa,Aston Villa,Southampton,7722,Trézéguet,18,False,0,0,0.1356150060892105,0.0677504986524581
2019,2019-12-14,Aston Villa,Sheffield United,Aston Villa,7722,Trézéguet,8,False,0,0,0.0,0.0
2019,2019-12-08,Aston Villa,Aston Villa,Leicester,7722,Trézéguet,28,False,0,0,0.1560820043087005,0.0
2019,2019-12-04,Aston Villa,Chelsea,Aston Villa,7722,Trézéguet,78,True,1,0,0.6022430062294006,0.0
2019,2019-12-01,Aston Villa,Manchester United,Aston Villa,7722,Trézéguet,73,False,0,0,0.0998288989067077,0.0
2019,2019-11-10,Aston Villa,Wolverhampton Wanderers,Aston Villa,7722,Trézéguet,90,True,1,0,0.0897646993398666,0.0249556992202997
2019,2019-11-02,Aston Villa,Aston Villa,Liverpool,7722,Trézéguet,90,True,1,0,0.4945720136165619,0.0
2019,2019-10-26,Aston Villa,Manchester City,Aston Villa,7722,Trézéguet,90,True,0,0,0.2260790020227432,0.1057170033454895
2019,2019-10-19,Aston Villa,Aston Villa,Brighton,7722,Trézéguet,24,False,0,0,0.0241018999367952,0.1129489988088607
2019,2019-10-05,Aston Villa,Norwich,Aston Villa,7722,Trézéguet,24,False,0,0,0.0408260002732276,0.0
2019,2019-09-28,Aston Villa,Aston Villa,Burnley,7722,Trézéguet,18,False,0,1,0.0,0.0322977006435394
2019,2019-09-22,Aston Villa,Arsenal,Aston Villa,7722,Trézéguet,71,True,0,0,0.1350940018892288,0.0809656009078025
2019,2019-08-31,Aston Villa,Crystal Palace,Aston Villa,7722,Trézéguet,55,True,0,0,0.0988686010241508,0.0
2019,2019-08-23,Aston Villa,Aston Villa,Everton,7722,Trézéguet,89,True,0,0,0.0,0.0201110001653432
2019,2019-08-17,Aston Villa,Aston Villa,Bournemouth,7722,Trézéguet,90,True,0,0,0.5410929918289185,0.0
2019,2019-08-10,Aston Villa,Tottenham,Aston Villa,7722,Trézéguet,60,True,0,0,0.2674730122089386,0.0286538004875183
2019,2020-01-01,Aston Villa,Burnley,Aston Villa,7724,Wesley,73,True,1,0,0.571977972984314,0.0
2019,2019-12-28,Aston Villa,Watford,Aston Villa,7724,Wesley,90,True,0,0,0.3610349893569946,0.0
2019,2019-12-26,Aston Villa,Aston Villa,Norwich,7724,Wesley,90,True,0,0,0.0,0.0870051980018615
2019,2019-12-21,Aston Villa,Aston Villa,Southampton,7724,Wesley,90,True,0,0,0.2397380024194717,0.0
2019,2019-12-14,Aston Villa,Sheffield United,Aston Villa,7724,Wesley,71,True,0,0,0.051248800009489,0.0
2019,2019-12-08,Aston Villa,Aston Villa,Leicester,7724,Wesley,90,True,0,0,0.1004640012979507,0.1172360032796859
2019,2019-12-04,Aston Villa,Chelsea,Aston Villa,7724,Wesley,90,True,0,0,0.0,0.0
2019,2019-12-01,Aston Villa,Manchester United,Aston Villa,7724,Wesley,90,True,0,0,0.1104929968714714,0.0
2019,2019-11-25,Aston Villa,Aston Villa,Newcastle United,7724,Wesley,90,True,0,0,0.6940780282020569,0.1395660042762756
2019,2019-11-10,Aston Villa,Wolverhampton Wanderers,Aston Villa,7724,Wesley,90,True,0,0,0.1229259967803955,0.0
2019,2019-11-02,Aston Villa,Aston Villa,Liverpool,7724,Wesley,90,True,0,0,0.1361439973115921,0.0
2019,2019-10-26,Aston Villa,Manchester City,Aston Villa,7724,Wesley,72,True,0,0,0.1057170033454895,0.0
2019,2019-10-19,Aston Villa,Aston Villa,Brighton,7724,Wesley,79,True,0,0,0.1911299973726272,0.0
2019,2019-10-05,Aston Villa,Norwich,Aston Villa,7724,Wesley,90,True,2,1,2.624340057373047,0.0422847010195255
2019,2019-09-28,Aston Villa,Aston Villa,Burnley,7724,Wesley,90,True,0,0,0.0,0.0271543990820646
2019,2019-09-22,Aston Villa,Arsenal,Aston Villa,7724,Wesley,90,True,1,0,0.6128159761428833,0.0
2019,2019-09-16,Aston Villa,Aston Villa,West Ham,7724,Wesley,90,True,0,0,0.6453850269317627,0.0
2019,2019-08-31,Aston Villa,Crystal Palace,Aston Villa,7724,Wesley,86,True,0,0,0.0723201036453247,0.0
2019,2019-08-23,Aston Villa,Aston Villa,Everton,7724,Wesley,90,True,1,0,0.482477992773056,0.0595414005219936
2019,2019-08-17,Aston Villa,Aston Villa,Bournemouth,7724,Wesley,90,True,0,0,0.1196179986000061,0.4108279943466186
2019,2019-08-10,Aston Villa,Tottenham,Aston Villa,7724,Wesley,75,True,0,0,0.0286538004875183,0.0
2019,2020-07-26,Aston Villa,West Ham,Aston Villa,5612,Anwar El Ghazi,1,False,0,0,0.0,0.0
2019,2020-07-16,Aston Villa,Everton,Aston Villa,5612,Anwar El Ghazi,24,False,0,0,0.3438319861888885,0.0
2019,2020-07-12,Aston Villa,Aston Villa,Crystal Palace,5612,Anwar El Ghazi,1,False,0,0,0.0,0.0
2019,2020-07-09,Aston Villa,Aston Villa,Manchester United,5612,Anwar El Ghazi,63,True,0,0,0.0177455991506576,0.0
2019,2020-07-05,Aston Villa,Liverpool,Aston Villa,5612,Anwar El Ghazi,77,True,0,0,0.0616495981812477,0.0
2019,2020-06-27,Aston Villa,Aston Villa,Wolverhampton Wanderers,5612,Anwar El Ghazi,4,False,0,0,0.0,0.0
2019,2020-06-24,Aston Villa,Newcastle United,Aston Villa,5612,Anwar El Ghazi,72,True,0,0,0.0629391968250274,0.320493996143341
2019,2020-06-21,Aston Villa,Aston Villa,Chelsea,5612,Anwar El Ghazi,73,True,0,0,0.0136081995442509,0.1295879930257797
2019,2020-06-17,Aston Villa,Aston Villa,Sheffield United,5612,Anwar El Ghazi,70,True,0,0,0.0109385997056961,0.0
2019,2020-03-09,Aston Villa,Leicester,Aston Villa,5612,Anwar El Ghazi,26,False,0,0,0.0,0.0
2019,2020-02-22,Aston Villa,Southampton,Aston Villa,5612,Anwar El Ghazi,27,True,0,0,0.0,0.0
2019,2020-02-16,Aston Villa,Aston Villa,Tottenham,5612,Anwar El Ghazi,73,True,0,0,0.3328419923782348,0.0811877995729446
2019,2020-02-01,Aston Villa,Bournemouth,Aston Villa,5612,Anwar El Ghazi,60,True,0,0,0.0,0.1411039978265762
2019,2020-01-21,Aston Villa,Aston Villa,Watford,5612,Anwar El Ghazi,90,True,0,0,0.0323588997125625,0.1058060005307197
2019,2020-01-18,Aston Villa,Brighton,Aston Villa,5612,Anwar El Ghazi,90,True,0,0,0.2571800053119659,0.0
2019,2020-01-12,Aston Villa,Aston Villa,Manchester City,5612,Anwar El Ghazi,90,True,1,0,0.927927017211914,0.0
2019,2019-12-28,Aston Villa,Watford,Aston Villa,5612,Anwar El Ghazi,41,False,0,0,0.0374101996421813,0.0
2019,2019-12-26,Aston Villa,Aston Villa,Norwich,5612,Anwar El Ghazi,90,True,0,0,0.0848674029111862,0.0
2019,2019-12-21,Aston Villa,Aston Villa,Southampton,5612,Anwar El Ghazi,72,True,0,0,0.2880110144615173,0.1208570003509521
2019,2019-12-14,Aston Villa,Sheffield United,Aston Villa,5612,Anwar El Ghazi,82,True,0,0,0.0218588002026081,0.0953940004110336
2019,2019-12-08,Aston Villa,Aston Villa,Leicester,5612,Anwar El Ghazi,90,True,0,0,0.7814509868621826,0.0459004007279872
2019,2019-12-01,Aston Villa,Manchester United,Aston Villa,5612,Anwar El Ghazi,17,True,0,1,0.0,0.0195010006427764
2019,2019-11-25,Aston Villa,Aston Villa,Newcastle United,5612,Anwar El Ghazi,90,True,1,0,0.6268349885940552,0.2165639996528625
2019,2019-11-10,Aston Villa,Wolverhampton Wanderers,Aston Villa,5612,Anwar El Ghazi,90,True,0,0,0.0329554006457328,0.1482049971818924
2019,2019-11-02,Aston Villa,Aston Villa,Liverpool,5612,Anwar El Ghazi,90,True,0,0,0.0910390019416809,0.0714626982808113
2019,2019-10-26,Aston Villa,Manchester City,Aston Villa,5612,Anwar El Ghazi,5,False,0,0,0.0,0.0
2019,2019-10-19,Aston Villa,Aston Villa,Brighton,5612,Anwar El Ghazi,79,True,0,0,0.7506179809570312,0.0
2019,2019-10-05,Aston Villa,Norwich,Aston Villa,5612,Anwar El Ghazi,66,True,0,2,0.6388530135154724,0.8891940116882324
2019,2019-09-28,Aston Villa,Aston Villa,Burnley,5612,Anwar El Ghazi,72,True,1,0,0.2605290114879608,0.0
2019,2019-09-22,Aston Villa,Arsenal,Aston Villa,5612,Anwar El Ghazi,89,True,0,1,0.050018198788166,0.3938379883766174
2019,2019-09-16,Aston Villa,Aston Villa,West Ham,5612,Anwar El Ghazi,90,True,0,0,0.0591689012944698,0.0981063991785049
2019,2019-08-23,Aston Villa,Aston Villa,Everton,5612,Anwar El Ghazi,10,False,1,0,0.2798349857330322,0.0
2019,2019-08-17,Aston Villa,Aston Villa,Bournemouth,5612,Anwar El Ghazi,78,True,0,0,0.2866069972515106,0.0
2019,2019-08-10,Aston Villa,Tottenham,Aston Villa,5612,Anwar El Ghazi,90,True,0,0,0.0302814003080129,0.0
2019,2020-07-26,Aston Villa,West Ham,Aston Villa,6122,Douglas Luiz,90,True,0,0,0.0,0.020329900085926
2019,2020-07-21,Aston Villa,Aston Villa,Arsenal,6122,Douglas Luiz,90,True,0,0,0.0,0.0
2019,2020-07-16,Aston Villa,Everton,Aston Villa,6122,Douglas Luiz,90,True,0,0,0.0219480004161596,0.0883810967206955
2019,2020-07-12,Aston Villa,Aston Villa,Crystal Palace,6122,Douglas Luiz,90,True,0,0,0.017374500632286,0.0332808010280132
2019,2020-07-09,Aston Villa,Aston Villa,Manchester United,6122,Douglas Luiz,89,True,0,0,0.0413143001496791,0.0753346979618072
2019,2020-07-05,Aston Villa,Liverpool,Aston Villa,6122,Douglas Luiz,90,True,0,0,0.0433554016053676,0.0119214002043008
2019,2020-06-27,Aston Villa,Aston Villa,Wolverhampton Wanderers,6122,Douglas Luiz,90,True,0,0,0.0173027999699115,0.0
2019,2020-06-24,Aston Villa,Newcastle United,Aston Villa,6122,Douglas Luiz,90,True,0,0,0.0,0.0
2019,2020-06-21,Aston Villa,Aston Villa,Chelsea,6122,Douglas Luiz,90,True,0,0,0.0,0.5272979736328125
2019,2020-06-17,Aston Villa,Aston Villa,Sheffield United,6122,Douglas Luiz,90,True,0,0,0.0,0.0
2019,2020-03-09,Aston Villa,Leicester,Aston Villa,6122,Douglas Luiz,90,True,0,0,0.0,0.0
2019,2020-02-22,Aston Villa,Southampton,Aston Villa,6122,Douglas Luiz,90,True,0,0,0.0,0.0
2019,2020-02-16,Aston Villa,Aston Villa,Tottenham,6122,Douglas Luiz,90,True,0,0,0.4430280029773712,0.0206470992416143
2019,2020-02-01,Aston Villa,Bournemouth,Aston Villa,6122,Douglas Luiz,90,True,0,0,0.0,0.0827701985836029
2019,2020-01-21,Aston Villa,Aston Villa,Watford,6122,Douglas Luiz,32,False,1,0,0.466621994972229,0.0
2019,2020-01-18,Aston Villa,Brighton,Aston Villa,6122,Douglas Luiz,20,False,0,1,0.0544175989925861,0.0702273994684219
2019,2020-01-12,Aston Villa,Aston Villa,Manchester City,6122,Douglas Luiz,65,True,0,0,0.0,0.0
2019,2020-01-01,Aston Villa,Burnley,Aston Villa,6122,Douglas Luiz,90,True,0,1,0.4098699986934662,0.5950019955635071
2019,2019-12-28,Aston Villa,Watford,Aston Villa,6122,Douglas Luiz,90,True,0,0,0.0191741995513439,0.034995499998331
2019,2019-12-26,Aston Villa,Aston Villa,Norwich,6122,Douglas Luiz,90,True,0,0,0.0478293001651763,0.0
2019,2019-12-21,Aston Villa,Aston Villa,Southampton,6122,Douglas Luiz,90,True,0,0,0.0760158002376556,0.0086557297036051
2019,2019-12-14,Aston Villa,Sheffield United,Aston Villa,6122,Douglas Luiz,22,False,0,0,0.0,0.0
2019,2019-12-08,Aston Villa,Aston Villa,Leicester,6122,Douglas Luiz,90,True,0,0,0.0629326030611991,0.0
2019,2019-12-04,Aston Villa,Chelsea,Aston Villa,6122,Douglas Luiz,30,False,0,0,0.119497001171112,0.0
2019,2019-12-01,Aston Villa,Manchester United,Aston Villa,6122,Douglas Luiz,90,True,0,0,0.0,0.0
2019,2019-11-25,Aston Villa,Aston Villa,Newcastle United,6122,Douglas Luiz,90,True,0,0,0.1846600025892257,0.0
2019,2019-11-10,Aston Villa,Wolverhampton Wanderers,Aston Villa,6122,Douglas Luiz,90,True,0,0,0.0381029993295669,0.0
2019,2019-11-02,Aston Villa,Aston Villa,Liverpool,6122,Douglas Luiz,77,True,0,0,0.0,0.0
2019,2019-10-26,Aston Villa,Manchester City,Aston Villa,6122,Douglas Luiz,90,True,0,0,0.0315332002937793,0.0
2019,2019-10-19,Aston Villa,Aston Villa,Brighton,6122,Douglas Luiz,11,False,0,0,0.0351627990603446,0.0
2019,2019-10-05,Aston Villa,Norwich,Aston Villa,6122,Douglas Luiz,10,False,1,0,0.0422847010195255,0.0
2019,2019-09-16,Aston Villa,Aston Villa,West Ham,6122,Douglas Luiz,7,False,0,0,0.0,0.3745070099830627
2019,2019-08-31,Aston Villa,Crystal Palace,Aston Villa,6122,Douglas Luiz,72,True,0,0,0.0646653994917869,0.0
2019,2019-08-23,Aston Villa,Aston Villa,Everton,6122,Douglas Luiz,90,True,0,0,0.0,0.0
2019,2019-08-17,Aston Villa,Aston Villa,Bournemouth,6122,Douglas Luiz,90,True,1,0,0.0407054014503955,0.0188107006251811
2019,2019-08-10,Aston Villa,Tottenham,Aston Villa,6122,Douglas Luiz,7,False,0,0,0.0,0.0419535003602504
2019,2020-07-26,Aston Villa,West Ham,Aston Villa,7721,Conor Hourihane,79,True,0,0,0.0,0.2893379926681518
2019,2020-07-21,Aston Villa,Aston Villa,Arsenal,7721,Conor Hourihane,76,True,0,0,0.0,0.0
2019,2020-07-16,Aston Villa,Everton,Aston Villa,7721,Conor Hourihane,90,True,0,1,0.1119019985198974,0.5413609743118286
2019,2020-07-12,Aston Villa,Aston Villa,Crystal Palace,7721,Conor Hourihane,87,True,0,1,0.1141289994120597,0.4129019975662231
2019,2020-07-09,Aston Villa,Aston Villa,Manchester United,7721,Conor Hourihane,27,False,0,0,0.0753346979618072,0.0519865006208419
2019,2020-06-27,Aston Villa,Aston Villa,Wolverhampton Wanderers,7721,Conor Hourihane,64,True,0,0,0.0581840015947818,0.0258536990731954
2019,2020-06-24,Aston Villa,Newcastle United,Aston Villa,7721,Conor Hourihane,18,False,0,1,0.0193514004349708,0.2956089973449707
2019,2020-06-21,Aston Villa,Aston Villa,Chelsea,7721,Conor Hourihane,73,True,0,0,0.0458652004599571,0.4536440074443817
2019,2020-06-17,Aston Villa,Aston Villa,Sheffield United,7721,Conor Hourihane,90,True,0,0,0.0196446999907493,0.3628590106964111
2019,2020-03-09,Aston Villa,Leicester,Aston Villa,7721,Conor Hourihane,68,True,0,0,0.1432850062847137,0.4700140058994293
2019,2020-02-22,Aston Villa,Southampton,Aston Villa,7721,Conor Hourihane,27,False,0,0,0.051249798387289,0.0
2019,2020-01-18,Aston Villa,Brighton,Aston Villa,7721,Conor Hourihane,2,False,0,0,0.0,0.0515563003718853
2019,2020-01-12,Aston Villa,Aston Villa,Manchester City,7721,Conor Hourihane,71,True,0,0,0.0,0.0401178002357482
2019,2020-01-01,Aston Villa,Burnley,Aston Villa,7721,Conor Hourihane,10,False,0,0,0.0,0.0
2019,2019-12-28,Aston Villa,Watford,Aston Villa,7721,Conor Hourihane,90,True,0,0,0.0126150995492935,0.4122610092163086
2019,2019-12-26,Aston Villa,Aston Villa,Norwich,7721,Conor Hourihane,31,False,1,0,0.1041190028190612,0.0762536972761154
2019,2019-12-21,Aston Villa,Aston Villa,Southampton,7721,Conor Hourihane,60,True,0,0,0.0162719991058111,0.0
2019,2019-12-04,Aston Villa,Chelsea,Aston Villa,7721,Conor Hourihane,60,True,0,0,0.0,0.0
2019,2019-12-01,Aston Villa,Manchester United,Aston Villa,7721,Conor Hourihane,84,True,0,0,0.0,0.0
2019,2019-11-25,Aston Villa,Aston Villa,Newcastle United,7721,Conor Hourihane,90,True,1,1,0.1095390021800994,1.3472100496292114
2019,2019-11-02,Aston Villa,Aston Villa,Liverpool,7721,Conor Hourihane,13,False,0,0,0.0198602005839347,0.0
2019,2019-10-19,Aston Villa,Aston Villa,Brighton,7721,Conor Hourihane,66,True,0,0,0.4056749939918518,0.0678654015064239
2019,2019-10-05,Aston Villa,Norwich,Aston Villa,7721,Conor Hourihane,80,True,1,1,0.0474659986793994,0.7586290240287781
2019,2019-09-28,Aston Villa,Aston Villa,Burnley,7721,Conor Hourihane,90,True,0,0,0.1939589977264404,0.0144162001088261
2019,2019-09-22,Aston Villa,Arsenal,Aston Villa,7721,Conor Hourihane,2,False,0,0,0.0798873007297515,0.0
2019,2019-08-31,Aston Villa,Crystal Palace,Aston Villa,7721,Conor Hourihane,18,False,0,0,0.0,0.0384409986436367
2019,2019-08-10,Aston Villa,Tottenham,Aston Villa,7721,Conor Hourihane,83,True,0,0,0.0,0.0211229994893074
2019,2020-07-26,Aston Villa,West Ham,Aston Villa,7723,John McGinn,90,True,0,1,0.3153949975967407,0.2004919946193695
2019,2020-07-21,Aston Villa,Aston Villa,Arsenal,7723,John McGinn,90,True,0,0,0.1609970033168792,0.0
2019,2020-07-16,Aston Villa,Everton,Aston Villa,7723,John McGinn,90,True,0,0,0.140076994895935,0.0689492970705032
2019,2020-07-12,Aston Villa,Aston Villa,Crystal Palace,7723,John McGinn,90,True,0,0,0.0252564996480941,0.0608495995402336
2019,2020-07-09,Aston Villa,Aston Villa,Manchester United,7723,John McGinn,64,True,0,0,0.0365521982312202,0.085405096411705
2019,2020-07-05,Aston Villa,Liverpool,Aston Villa,7723,John McGinn,90,True,0,0,0.0119214002043008,0.1017099991440773
2019,2020-06-27,Aston Villa,Aston Villa,Wolverhampton Wanderers,7723,John McGinn,26,False,0,0,0.0,0.0263553000986576
2019,2020-06-24,Aston Villa,Newcastle United,Aston Villa,7723,John McGinn,79,True,0,0,0.1785369962453842,0.0
2019,2020-06-21,Aston Villa,Aston Villa,Chelsea,7723,John McGinn,90,True,0,0,0.1295879930257797,0.0
2019,2020-06-17,Aston Villa,Aston Villa,Sheffield United,7723,John McGinn,77,True,0,0,0.1379639953374862,0.0
2019,2019-12-21,Aston Villa,Aston Villa,Southampton,7723,John McGinn,7,True,0,0,0.0,0.0
2019,2019-12-14,Aston Villa,Sheffield United,Aston Villa,7723,John McGinn,90,True,0,0,0.0,0.0479030981659889
2019,2019-12-08,Aston Villa,Aston Villa,Leicester,7723,John McGinn,90,True,0,0,0.0092122200876474,0.0478385984897613
2019,2019-12-04,Aston Villa,Chelsea,Aston Villa,7723,John McGinn,90,True,0,0,0.0,0.1052969992160797
2019,2019-12-01,Aston Villa,Manchester United,Aston Villa,7723,John McGinn,90,True,0,0,0.0,0.1180619969964027
2019,2019-11-25,Aston Villa,Aston Villa,Newcastle United,7723,John McGinn,90,True,0,0,0.2462320029735565,0.0916875004768371
2019,2019-11-10,Aston Villa,Wolverhampton Wanderers,Aston Villa,7723,John McGinn,90,True,0,0,0.0613204017281532,0.0689693018794059
2019,2019-11-02,Aston Villa,Aston Villa,Liverpool,7723,John McGinn,90,True,0,1,0.0,0.4429689943790436
2019,2019-10-26,Aston Villa,Manchester City,Aston Villa,7723,John McGinn,90,True,0,0,0.3114640116691589,0.0
2019,2019-10-19,Aston Villa,Aston Villa,Brighton,7723,John McGinn,90,True,0,0,0.6085889935493469,0.2152319997549057
2019,2019-10-05,Aston Villa,Norwich,Aston Villa,7723,John McGinn,90,True,0,0,0.107413999736309,0.1272889971733093
2019,2019-09-28,Aston Villa,Aston Villa,Burnley,7723,John McGinn,90,True,1,0,0.3101789951324463,0.1080280020833015
2019,2019-09-22,Aston Villa,Arsenal,Aston Villa,7723,John McGinn,90,True,1,0,0.6648889780044556,0.1564040035009384
2019,2019-09-16,Aston Villa,Aston Villa,West Ham,7723,John McGinn,90,True,0,0,0.0990108028054237,0.0591689012944698
2019,2019-08-31,Aston Villa,Crystal Palace,Aston Villa,7723,John McGinn,90,True,0,0,0.0,0.0481215007603168
2019,2019-08-23,Aston Villa,Aston Villa,Everton,7723,John McGinn,90,True,0,1,0.0,0.2591559886932373
2019,2019-08-17,Aston Villa,Aston Villa,Bournemouth,7723,John McGinn,90,True,0,0,0.1147850006818771,0.0399506986141204
2019,2019-08-10,Aston Villa,Tottenham,Aston Villa,7723,John McGinn,90,True,1,0,0.3131900131702423,0.137921005487442
2019,2020-07-26,Aston Villa,West Ham,Aston Villa,1024,Tyrone Mings,90,True,0,0,0.0,0.0
2019,2020-07-21,Aston Villa,Aston Villa,Arsenal,1024,Tyrone Mings,90,True,0,1,0.0,0.0387291982769966
2019,2020-07-16,Aston Villa,Everton,Aston Villa,1024,Tyrone Mings,90,True,0,0,0.0,0.0
