player_name,team_id,season,beta_unavailable,se_unavailable,pvalue_unavailable,n_matches,n_unavail,n_avail,cov_type,n_opp_clusters
Dominik Szoboszlai,Liverpool,2024,-0.14062393007404084,0.3881162720348825,0.7171097523222152,33,9,24,cluster,19
Donny van de Beek,Everton,2021,0.2970666081374693,0.28291499824219457,0.2937085898149808,38,28,10,cluster,19
Donny van de Beek,Man United,2020,0.10130523039668465,0.17750719417031327,0.5681958585794158,38,16,22,cluster,19
Donny van de Beek,Man United,2021,0.009080465277128358,0.18735600155047685,0.9613445658496568,36,24,12,cluster,19
Donny van de Beek,Man United,2022,0.2227378660719448,0.6388104855222275,0.7273325861289075,30,21,9,cluster,18
Donyell Malen,Aston Villa,2024,-0.47327277399806794,0.8213540780101672,0.5644729664617618,38,10,28,cluster,19
Douglas Luiz,Aston Villa,2019,-0.1551989701909812,0.3684963034384386,0.6736321736157403,38,8,30,cluster,19
Douglas Luiz,Aston Villa,2021,0.1102658469414374,0.36855780696066737,0.7648012133470943,35,3,32,cluster,19
Dwight Gayle,Newcastle,2019,-0.3181942138641343,0.4743926649069532,0.5023860716921336,38,10,28,cluster,19
Dwight Gayle,Newcastle,2020,0.3916568624030137,0.5122319862314977,0.4445047854892724,34,8,26,cluster,19
Dwight McNeil,Burnley,2019,-0.1446778546857806,0.34807780658648646,0.6776675751495996,38,14,24,cluster,19
Dwight McNeil,Burnley,2020,-0.05489155156799741,0.20988489567046975,0.7936825142070678,36,25,11,cluster,19
Dwight McNeil,Burnley,2021,-0.03640598908945301,0.7730881465891986,0.962440189846358,29,8,21,cluster,18
Dwight McNeil,Everton,2024,0.02537986238778943,0.2728853497816642,0.9258991219588253,38,9,29,cluster,19
Eberechi Eze,Crystal Palace,2020,0.032637454053838236,0.17651129812593688,0.8533051823565161,38,7,31,cluster,19
Eberechi Eze,Crystal Palace,2021,-0.11989749474270295,0.37526192198146885,0.7493447433016251,34,10,24,cluster,19
Eberechi Eze,Crystal Palace,2022,-0.1931121744996005,0.32601301359345813,0.5536195964045303,32,9,23,cluster,19
Eberechi Eze,Crystal Palace,2023,0.09368479679985614,0.22571159816879813,0.6780949291244538,25,5,20,cluster,15
Eberechi Eze,Crystal Palace,2024,0.23516176135997585,0.17096647942708434,0.1689812536163514,27,11,16,cluster,17
Eddie Nketiah,Arsenal,2020,0.07986053822248185,0.21820705890882994,0.7143761735590676,38,13,25,cluster,19
Eddie Nketiah,Arsenal,2021,0.20864172221706936,0.5195957271887093,0.6880179848135557,36,12,24,cluster,19
Eddie Nketiah,Arsenal,2022,0.022818337880694983,0.4826876516702042,0.9622952431492168,31,11,20,cluster,19
Eddie Nketiah,Arsenal,2024,-0.5339092716089282,0.8660383232648001,0.5375671276924672,28,11,17,cluster,19
Eddie Nketiah,Crystal Palace,2024,0.4019681550344042,0.4099918380279812,0.3268740789787862,38,14,24,cluster,19
Ederson,Man City,2019,0.002799182219704599,0.21384193942922866,0.9895560220702803,38,30,8,cluster,19
Ederson,Man City,2020,0.5397511315780384,0.511133476912346,0.2909734170466405,33,21,12,cluster,18
Ederson,Man City,2021,0.3075295982417038,0.17430975955474215,0.07768641765495168,29,15,14,cluster,17
Ederson,Man City,2023,-0.01946805216526476,0.26031324510324594,0.9403841685245252,23,2,21,cluster,15
Ederson,Man City,2024,-0.23842147901127841,0.5090624152131532,0.639531372694064,26,15,11,cluster,17
Edinson Cavani,Man United,2021,0.06890750827135417,0.18793867932495134,0.7138809346932546,38,16,22,cluster,19
Edouard Mendy,Chelsea,2020,-0.28222421218369564,0.05313532971293665,1.0877253001175385e-07,38,3,35,cluster,19
Edouard Mendy,Chelsea,2021,-0.13660708271221145,0.2324014485041926,0.5566621786889161,31,4,27,cluster,18
Edouard Mendy,Chelsea,2022,0.36607538333576406,0.33910894736834957,0.2803553359069263,30,26,4,cluster,18
Edson Álvarez,West Ham,2024,0.33714986710328365,0.2715872532665141,0.2144560466011226,37,16,21,cluster,19
Eiran Cashin,Brighton,2024,0.12351569851558461,0.2906832648819901,0.6708985917811017,38,7,31,cluster,19
Eldin Jakupović,Everton,2022,-0.23278896775232846,0.34332009654937595,0.49773855783685883,38,8,30,cluster,19
Elliot Anderson,Newcastle,2020,0.02592578279918961,0.3274594324491574,0.9368954155881933,38,7,31,cluster,19
Elliot Anderson,Newcastle,2023,-0.15693898072864193,0.21747055695980633,0.47050586317528387,35,15,20,cluster,18
Ellis Simms,Everton,2022,0.048476142195648164,0.4241884811830255,0.9090160557612995,38,6,32,cluster,19
Emerson,Chelsea,2019,0.5907693345485355,0.30591550550282715,0.05346426027854552,38,2,36,cluster,19
Emerson,Chelsea,2021,0.03629291006608215,0.2714260568683229,0.8936303473624936,35,12,23,cluster,19
Emerson,West Ham,2024,-0.12267660557802484,0.37751125497284205,0.7452102465000481,38,21,17,cluster,19
Emerson Royal,Tottenham,2021,0.44575209233560775,0.35028846634278943,0.203185368381684,38,15,23,cluster,19
Emerson Royal,Tottenham,2022,0.19959027197436177,0.33098774222889776,0.5464993163273788,33,9,24,cluster,18
Emil Krafth,Newcastle,2019,-0.6491170095256136,0.2186735232133585,0.002993254353996946,38,8,30,cluster,19
Emil Krafth,Newcastle,2020,0.25258353694312385,0.5411816425972614,0.6406959338586595,34,9,25,cluster,19
Emil Krafth,Newcastle,2022,-0.23234288579208623,0.25617675926757727,0.36442627356565005,34,15,19,cluster,19
Emil Krafth,Newcastle,2024,0.13559474457809295,0.8309339622960855,0.8703739265164953,31,16,15,cluster,18
Emile Smith Rowe,Arsenal,2019,0.1187210219953212,0.3184785865396216,0.7093155209272521,38,23,15,cluster,19
Emile Smith Rowe,Arsenal,2020,0.03975843624495923,0.18326473592366974,0.8282509180600959,34,9,25,cluster,18
Emile Smith Rowe,Arsenal,2021,0.017838986598786688,0.8476086642660545,0.9832087590828521,32,25,7,cluster,19
Emile Smith Rowe,Arsenal,2022,0.17797645175780552,0.416225734189587,0.6689452913924756,28,26,2,cluster,17
Emile Smith Rowe,Arsenal,2023,0.08732067649774222,0.8330907045992211,0.9165223460708088,27,4,23,cluster,18
Emile Smith Rowe,Fulham,2024,0.19842483533987942,0.19619546216735365,0.3118427131409518,38,10,28,cluster,19
Emiliano Buendía,Aston Villa,2023,0.4802213748509925,0.38707151917619637,0.214734027453797,38,16,22,cluster,19
Emiliano Buendía,Norwich,2019,0.015126306274887424,0.372616394099886,0.9676188906300665,38,10,28,cluster,19
Emiliano Marcondes,Bournemouth,2023,0.26773658184585836,0.2391838932419901,0.2629799932206287,38,31,7,cluster,19
Emiliano Martínez,Aston Villa,2021,0.023176834595445145,0.4531840985651742,0.9592122043288525,38,2,36,cluster,19
Emiliano Martínez,Aston Villa,2024,-0.47311428024953295,0.5326407366940337,0.3744101800468661,32,8,24,cluster,19
Emmanuel Agbadou,Wolves,2024,-0.21045188492955444,0.719297978464497,0.7698435403599359,38,2,36,cluster,19
Emmanuel Dennis,Nott'm Forest,2023,-0.0020896795429972345,0.25559558940532356,0.9934767870064752,38,9,29,cluster,19
Enda Stevens,Sheffield United,2019,0.5134157987406844,0.1854052330015309,0.0056201918076245,38,2,36,cluster,19
Enda Stevens,Sheffield United,2020,0.1322045202526414,0.25634592022993147,0.6060450728299991,35,18,17,cluster,19
Enes Ünal,Bournemouth,2023,-0.20148634284387046,0.5272139926235846,0.7023339061143709,38,16,22,cluster,19
Enes Ünal,Bournemouth,2024,0.0463618641100485,0.45032909494436657,0.9180018015943682,34,3,31,cluster,19
Enock Mwepu,Brighton,2021,-0.13049651325032033,0.2226964627266913,0.5578864201607301,38,6,32,cluster,19
Enock Mwepu,Brighton,2022,-0.27038898504650916,0.6375642909449674,0.6714952083270906,33,11,22,cluster,18
Enso González,Wolves,2024,0.10701451281304719,0.5009989902856858,0.8308572427166165,38,20,18,cluster,19
Enzo Fernández,Chelsea,2023,0.09538677925084471,0.22864581360823,0.6765457333524398,38,9,29,cluster,19
Enzo Fernández,Chelsea,2024,-0.07139332817002585,0.26768160206520236,0.7896925456692474,29,2,27,cluster,18
Eric Bailly,Man United,2020,0.08761771262286172,0.21034918062337482,0.6770188515310931,38,7,31,cluster,19
Eric Bailly,Man United,2021,0.08148663781975352,0.2913223850918719,0.7796977576878403,36,2,34,cluster,19
Eric García,Man City,2019,-0.04427597498740804,0.22096470673324786,0.8411867018124697,38,6,32,cluster,19
Eric García,Man City,2020,0.0269089905059455,0.2135211321842952,0.8997121729367229,33,21,12,cluster,18
Erik Lamela,Tottenham,2019,0.3813633107596837,0.3887270107910871,0.3265646897810811,38,22,16,cluster,19
Erik Lamela,Tottenham,2020,0.16216020433208267,0.32390397723356823,0.6166225127758249,36,12,24,cluster,19
Erik Pieters,Burnley,2020,0.11994802191596451,0.168040011279852,0.47534695166119234,38,3,35,cluster,19
Erik Pieters,Burnley,2021,-0.06152261201511694,0.24705747652112148,0.8033441861931988,35,6,29,cluster,19
Erling Haaland,Man City,2022,-0.06268560545267898,0.21616705169799624,0.77182628693571,38,8,30,cluster,19
Erling Haaland,Man City,2023,0.05604069241299059,0.12501015719230313,0.6539445571802063,36,17,19,cluster,19
Erling Haaland,Man City,2024,-0.2810664336617338,0.36005652911539443,0.43502748612316,31,8,23,cluster,19
Ethan Ampadu,Chelsea,2020,-0.02560466577558068,0.23881818345501737,0.9146191656900722,38,12,26,cluster,19
Ethan Ampadu,Sheffield United,2020,-0.14902925452420263,0.31202356896281164,0.6329194213369501,38,10,28,cluster,19
Ethan Nwaneri,Arsenal,2024,0.13430631030993417,0.25520367197690236,0.5986998784577917,38,8,30,cluster,19
Ethan Pinnock,Brentford,2023,0.10487119834816644,0.6983040249415854,0.8806227177301911,38,19,19,cluster,19
Ethan Pinnock,Brentford,2024,0.2870180529342613,0.45729326605663184,0.5302362060899144,34,20,14,cluster,19
Eunan O'Kane,Leeds,2020,0.17648285195436697,0.5287762647274252,0.7385628305665671,38,18,20,cluster,19
Evan Ferguson,Brighton,2022,-0.27491241945671263,0.3213661684004992,0.3923025371655303,38,10,28,cluster,19
Evan Ferguson,Brighton,2023,0.06212738648790625,0.25166016886444925,0.8050087095156082,35,21,14,cluster,19
Evan Ferguson,Brighton,2024,0.159966661961925,0.5346277167217536,0.7647788167101413,33,6,27,cluster,18
Evan Ferguson,West Ham,2024,-0.14209835989124123,0.22891831904232093,0.5347718490660778,38,8,30,cluster,19
Evanilson,Bournemouth,2024,0.11625519132916251,0.5413337284539637,0.8299568029775921,38,4,34,cluster,19
Ezri Konsa,Aston Villa,2019,-0.2018814576295771,0.3197108229490684,0.5277462125479152,38,5,33,cluster,19
Ezri Konsa,Aston Villa,2020,0.0697454372833845,0.2645911052607747,0.792090424690297,37,6,31,cluster,19
Ezri Konsa,Aston Villa,2021,0.08990497779992204,0.45638774806787774,0.8438333823350939,33,5,28,cluster,19
Ezri Konsa,Aston Villa,2022,-0.1632351003037653,1.3058484789208968,0.9005211008096683,24,8,16,cluster,17
Ezri Konsa,Aston Villa,2023,-0.3323773502408833,0.6633377291089478,0.6163232233189417,21,3,18,cluster,14
Fabian Delph,Everton,2019,-0.04826000174204889,0.2489775173532762,0.8463068272083951,38,26,12,cluster,19
Fabian Delph,Everton,2020,-0.029387144467247106,0.5573193151089482,0.9579474689384911,32,21,11,cluster,18
Fabian Delph,Everton,2021,0.09612446058378042,0.2742627314690601,0.7259761485346289,29,17,12,cluster,17
Fabian Schär,Newcastle,2019,0.143858980265275,0.26229950224226295,0.5833808108953696,38,18,20,cluster,19
Fabian Schär,Newcastle,2020,-0.014765754888335085,0.22072454307461417,0.946663899245641,34,8,26,cluster,19
Fabian Schär,Newcastle,2021,0.18145626810742527,0.7528610267266285,0.8095378619900092,23,8,15,cluster,15
Fabian Schär,Newcastle,2022,-0.3581187888865385,0.4114888988648319,0.3841364786730175,30,6,24,cluster,19
Fabian Schär,Newcastle,2023,0.555334691306291,0.25038709792013397,0.02656133915533041,25,5,20,cluster,17
Fabinho,Liverpool,2019,0.10784532468992698,0.20048241863976168,0.5906260054958825,38,8,30,cluster,19
Fabinho,Liverpool,2020,0.1649220197108437,0.306010134900873,0.5899261865778347,37,21,16,cluster,19
Facundo Buonanotte,Brighton,2022,-0.09592106056648628,0.49986508868971224,0.847825316960692,38,3,35,cluster,19
Facundo Buonanotte,Leicester,2024,-0.06045610062228017,0.30696903438592194,0.8438703638225039,38,11,27,cluster,19
Facundo Pellistri,Man United,2020,-0.12294749999084742,0.299619844823333,0.6815528989114366,38,6,32,cluster,19
Facundo Pellistri,Man United,2022,-0.07725184629195503,0.4099829681415598,0.8505419634418426,35,13,22,cluster,19
Facundo Pellistri,Man United,2024,0.408581534208861,0.33348530453418174,0.22050513920300163,32,14,18,cluster,18
Farid Alfa-Ruprecht,Man City,2024,-0.014011042639184235,0.3211365352256174,0.9651996963301241,38,4,34,cluster,19
Federico Chiesa,Liverpool,2024,0.18665555681280252,0.43261315698251296,0.666133453752829,38,13,25,cluster,19
Federico Fernández,Newcastle,2019,-0.05036537493793829,0.3089084929096691,0.8704845593292181,38,21,17,cluster,19
Federico Fernández,Newcastle,2020,-0.11892033612210404,0.3452583658565686,0.7305164032575981,34,18,16,cluster,19
Federico Fernández,Newcastle,2021,0.2324578045089359,0.15976268046829417,0.1456638820966547,23,4,19,cluster,15
Felipe Anderson,West Ham,2019,0.0763743168843643,0.32030442566871103,0.8115375955553858,38,17,21,cluster,19
Fernandinho,Man City,2019,-0.07049538457050838,0.19952404295627382,0.7238502450879405,38,3,35,cluster,19
Fernandinho,Man City,2020,-0.3168083905747223,0.1968442915904853,0.10752092634216062,33,4,29,cluster,18
Ferran Torres,Man City,2020,0.3974796297794032,0.2603580974842723,0.12684430152287074,38,25,13,cluster,19
Fikayo Tomori,Chelsea,2019,0.11928891047918318,0.32316760143619705,0.7120353174422982,38,15,23,cluster,19
Filip Benkovic,Leicester,2019,0.4034504055937904,0.41037720775408015,0.3255479441982353,38,10,28,cluster,19
Filip Benkovic,Leicester,2021,-0.12435616504560011,0.30108246203001443,0.6795844497878277,33,20,13,cluster,19
Filip Krovinovic,West Brom,2020,0.01665545478373351,0.23432484436028692,0.9433352918502639,38,10,28,cluster,19
Florian Lejeune,Newcastle,2019,0.49558155051992786,0.25288876182789954,0.05003297218876791,38,2,36,cluster,19
Florin Andone,Brighton,2019,0.13194387927755544,0.25719464735899067,0.607943092925876,38,24,14,cluster,19
Florin Andone,Brighton,2020,-0.12694087454447556,0.28342602870809475,0.6542397399714014,36,26,10,cluster,19
Flynn Downes,Southampton,2024,-0.056867169539133844,0.2158473140661604,0.7921959209662423,38,5,33,cluster,19
Francisco Trincão,Wolves,2021,0.11394674931393783,0.3015608037319642,0.7055371015459793,38,8,30,cluster,19
Frank Onyeka,Brentford,2021,0.006060640966381203,0.26473563535923345,0.9817354792965133,38,20,18,cluster,19
Frank Onyeka,Brentford,2022,-0.09210019144583081,0.4747270239371193,0.8461706883015812,33,29,4,cluster,19
Frank Onyeka,Brentford,2023,0.525841123500278,0.6845257320265142,0.4423783909842238,29,2,27,cluster,18
Fraser Forster,Southampton,2020,0.16360969263551178,0.23697267558279253,0.48993270835800007,38,18,20,cluster,19
Fraser Forster,Southampton,2021,-0.20236873535681066,0.6736525190497864,0.7638680800215217,36,15,21,cluster,19
Fraser Forster,Tottenham,2023,-0.18423568983433694,0.20419109116259415,0.36691295324910855,38,19,19,cluster,19
Fraser Forster,Tottenham,2024,-0.2646143184973329,0.2716393134379122,0.3299877662560595,35,3,32,cluster,19
Freddie Woodman,Newcastle,2021,-0.183314723787943,0.31496492410326027,0.5605556930047924,38,14,24,cluster,19
Frederik Alves,West Ham,2020,-0.08166069266649895,0.30102844150868224,0.7861815711093492,38,4,34,cluster,19
Frédéric Guilbert,Aston Villa,2019,0.03131711666018899,0.24213429690469712,0.8970903645156959,38,11,27,cluster,19
Frédéric Guilbert,Aston Villa,2020,-0.2132146711588109,0.28248108470723554,0.45037335228309106,37,7,30,cluster,19
Fábio Carvalho,Brentford,2024,-0.0632914808130256,0.5157148174786844,0.9023242831194501,38,20,18,cluster,19
Fábio Carvalho,Fulham,2020,0.00897529212340753,0.3520372804508781,0.9796599062831292,38,7,31,cluster,19
Fábio Carvalho,Liverpool,2022,0.26461413973042,0.45222001972858483,0.5584504367593197,38,6,32,cluster,19
Fábio Vieira,Arsenal,2022,-0.13012203185850052,0.31325404060227147,0.6778577439602402,38,3,35,cluster,19
Fábio Vieira,Arsenal,2023,-0.21271496594423922,0.3489356257122459,0.5421195797082471,36,11,25,cluster,19
Gabriel Jesus,Arsenal,2023,0.0949857761359949,0.2586018485323076,0.7133914552141525,36,26,10,cluster,19
Gabriel Jesus,Arsenal,2024,0.6017705600772899,0.4670466165909233,0.19758612526875807,33,16,17,cluster,18
Gabriel Jesus,Man City,2019,-0.03357183371640446,0.15748831946904293,0.8311941260409246,38,7,31,cluster,19
Gabriel Jesus,Man City,2020,0.10616273508361673,0.19889730439011985,0.5935099923304362,33,16,17,cluster,18
Gabriel Jesus,Man City,2021,0.22431656721490326,0.7762288667850153,0.7725947608802851,29,10,19,cluster,17
Gabriel Magalhães,Arsenal,2020,-0.12309695578047673,0.18988313303151652,0.5168055077589491,38,7,31,cluster,19
Gabriel Magalhães,Arsenal,2021,0.11293584807236079,0.3228355515683023,0.7264702653769457,36,8,28,cluster,19
Gabriel Magalhães,Arsenal,2023,0.39992794903719175,0.35384052452542974,0.2583712582709724,28,15,13,cluster,18
Gabriel Magalhães,Arsenal,2024,-0.988191515726358,0.8406240979192957,0.23977671607129047,25,20,5,cluster,17
Gabriel Martinelli,Arsenal,2019,-0.03727252777970563,0.23308109632996535,0.8729501809133163,38,11,27,cluster,19
Gabriel Martinelli,Arsenal,2020,-0.002956438634859865,0.1681974526498567,0.9859761533622335,34,15,19,cluster,18
Gabriel Martinelli,Arsenal,2022,0.3701603080776894,0.3180747887844549,0.24452435552346452,29,14,15,cluster,17
Gabriel Martinelli,Arsenal,2023,0.008382725790517881,0.21832394652850928,0.9693720979268969,35,12,23,cluster,19
Gabriel Slonina,Chelsea,2024,0.1319859449176269,0.5928703475401783,0.8238297619346787,38,27,11,cluster,19
Gaetano Berardi,Leeds,2020,0.3654486740216123,0.3740452921716103,0.3285606504798918,38,26,12,cluster,19
Gareth Bale,Tottenham,2020,-0.5177655364060025,0.21172792095183252,0.014468004883748255,38,30,8,cluster,19
Gary Cahill,Crystal Palace,2019,0.0544922414258671,0.29614904353451543,0.8540112896087336,38,29,9,cluster,19
Gary Cahill,Crystal Palace,2020,0.016472274691514993,0.29231920706193276,0.9550627497329577,36,7,29,cluster,19
Gavin Bazunu,Southampton,2024,0.25373017914828166,1.0335235975784829,0.8060692063391397,38,19,19,cluster,19
Gedson Fernandes,Tottenham,2019,0.046559527605846716,0.33784017364762153,0.8903864325136666,38,5,33,cluster,19
Gedson Fernandes,Tottenham,2020,0.0006875235359849186,0.3849442494132611,0.9985749517657652,36,23,13,cluster,19
George Baldock,Sheffield United,2020,0.05739074135140407,0.1681147159266053,0.7328186952528534,38,8,30,cluster,19
George Baldock,Sheffield United,2023,0.30231427570260205,0.4675458394180605,0.5178920544187355,32,4,28,cluster,19
George Earthy,West Ham,2023,-0.15234403344022696,0.35646164523406904,0.6691036846522147,38,13,25,cluster,19
George Hirst,Ipswich,2024,0.20043047578438616,0.28539752093438553,0.48250127588762604,38,31,7,cluster,19
Georges-Kevin N'Koudou,Tottenham,2019,0.08796691519713501,0.31952088999022155,0.7830789984221738,38,27,11,cluster,19
Georginio Rutter,Brighton,2024,0.06438234548425556,0.3704653938695791,0.8620322757320986,38,9,29,cluster,19
Georginio Wijnaldum,Liverpool,2019,-0.013121712686245707,0.2569344389896492,0.9592695214724628,38,12,26,cluster,19
Gianluca Scamacca,West Ham,2022,-0.09749082423157951,0.25953518560541816,0.7071873364711698,38,27,11,cluster,19
Giovani Lo Celso,Tottenham,2019,-0.15986213388403558,0.2393178364893658,0.504139409556189,38,7,31,cluster,19
Giovani Lo Celso,Tottenham,2020,-0.05163014342470429,0.21070503649880912,0.8064292032871531,36,19,17,cluster,19
Giovani Lo Celso,Tottenham,2021,0.6293304970948136,0.3373014641826689,0.06207208053868312,30,6,24,cluster,18
Giovanni Reyna,Nott'm Forest,2023,-0.20348319564475448,0.15062724637510277,0.17672566348481167,38,6,32,cluster,19
Giulian Biancone,Nott'm Forest,2022,-0.5541798485800842,0.6117660029382589,0.3650052017583887,38,18,20,cluster,19
Glenn Murray,Brighton,2019,0.3072268836255522,0.416554007820994,0.4607916332700043,38,12,26,cluster,19
Gonzalo Montiel,Nott'm Forest,2023,0.2266189390363293,0.4791178947853229,0.6362188751811172,38,2,36,cluster,19
Gonçalo Guedes,Wolves,2022,0.02118821733898002,0.27359679376206725,0.938270957525608,38,18,20,cluster,19
Gonçalo Guedes,Wolves,2024,0.15640103983507397,0.3476339007772762,0.6527814111498698,32,11,21,cluster,19
Grady Diangana,West Brom,2020,-0.06311192539073321,0.23768764283479368,0.7906053322023541,38,5,33,cluster,19
Grady Diangana,West Ham,2019,-0.15538704254803543,0.2933542745587639,0.5963263698111716,38,15,23,cluster,19
Granit Xhaka,Arsenal,2019,-0.03020593451372422,0.2638537072500655,0.9088574136826796,38,18,20,cluster,19
Granit Xhaka,Arsenal,2020,-0.03397469157927904,0.21540520781345532,0.874673846811322,34,12,22,cluster,18
Grant Hanley,Norwich,2019,-0.17542038704729268,0.19155097511439806,0.35977726978675584,38,24,14,cluster,19
Grant Hanley,Norwich,2021,-0.061018720386939146,0.48866476935095626,0.9006278450299287,34,3,31,cluster,19
Guglielmo Vicario,Tottenham,2023,0.18297653052693374,0.3128068454138301,0.5585809797016252,38,2,36,cluster,19
Guglielmo Vicario,Tottenham,2024,-0.031314982355701154,0.5460859926628885,0.9542708396592237,35,24,11,cluster,19
Guido Rodríguez,West Ham,2024,0.08167131940112932,0.5397187971007251,0.8797217279160328,38,10,28,cluster,19
Gustavo Nunes,Brentford,2024,-0.25798350010641624,0.42362269364107114,0.542528695333523,38,36,2,cluster,19
Gylfi Sigurdsson,Everton,2019,-0.1971005779167413,0.3616565815483175,0.5857578136455902,38,16,22,cluster,19
Hal Robson-Kanu,West Brom,2020,0.07581227344883276,0.2191248163220986,0.7293595647731181,38,15,23,cluster,19
Hamza Choudhury,Leicester,2022,-0.2743404970698097,0.5788307916327934,0.6355310741652642,38,24,14,cluster,19
Harrison Reed,Fulham,2020,-0.03622233599102154,0.2899042030959977,0.900566395356513,38,9,29,cluster,19
Harrison Reed,Fulham,2024,0.14665540697587112,0.4080723956356383,0.7193065279771504,34,26,8,cluster,19
Harry Clarke,Ipswich,2024,-0.17382939669939956,0.2885085639285831,0.5468344738156996,38,12,26,cluster,19
Harry Kane,Tottenham,2019,0.10300473748313199,0.5003249745290486,0.8368880337757906,38,7,31,cluster,19
Harry Kane,Tottenham,2020,-0.20461413288349067,0.3216414288768379,0.5246747321741169,36,15,21,cluster,19
Harry Maguire,Man United,2021,0.2374701498231642,0.2027614781643119,0.2415265082982656,38,13,25,cluster,19
Harry Maguire,Man United,2022,-0.18990841255848173,0.44313522668263977,0.6682461216313456,33,8,25,cluster,19
Harry Maguire,Man United,2023,-0.43076277342479896,0.19711798414545864,0.028866544163848602,32,8,24,cluster,19
Harry Maguire,Man United,2024,-0.16645064853984864,1.291317947038034,0.8974369205690573,27,12,15,cluster,17
Harry Souttar,Leicester,2022,0.2183146144678914,0.17472228422379796,0.21148409381381672,38,12,26,cluster,19
Harry Souttar,Leicester,2024,-0.5534422011802398,0.5174750678345303,0.28484215202839114,36,20,16,cluster,19
Harry Wilson,Bournemouth,2019,-0.006375826631298542,0.5378089474324014,0.9905411494266904,38,18,20,cluster,19
Harry Wilson,Fulham,2023,0.33460942505093005,0.4587439705277679,0.4657549210078452,38,17,21,cluster,19
Harry Wilson,Fulham,2024,-0.22759389183908996,0.3474258755159295,0.5124122653256484,35,11,24,cluster,19
Harry Winks,Tottenham,2019,0.21384407594620333,0.240527099247722,0.37396848181878817,38,18,20,cluster,19
Harry Winks,Tottenham,2020,0.3514485803070788,0.19938385955958957,0.0779556279470628,36,3,33,cluster,19
Harry Winks,Tottenham,2021,-0.03920484810955194,0.4073127316902656,0.9233200755256148,30,14,16,cluster,18
Harvey Barnes,Leicester,2020,0.0477524160085846,0.31146432162603904,0.8781492050056043,38,13,25,cluster,19
Harvey Barnes,Leicester,2021,0.08422694776762651,0.19428250687572673,0.6646310752467632,34,7,27,cluster,19
Harvey Barnes,Leicester,2022,0.35607043907749053,0.5732466006640164,0.5345028698810952,33,2,31,cluster,19
Harvey Barnes,Newcastle,2023,-0.13541491198756417,0.30731335948639166,0.6594728076333463,38,22,16,cluster,19
Harvey Elliott,Liverpool,2021,0.08737755065239805,0.1641375026386873,0.5944880333043021,38,18,20,cluster,19
Harvey Vale,Chelsea,2024,-0.131985944917626,0.5928703475401756,0.8238297619346792,38,11,27,cluster,19
Hee-chan Hwang,Wolves,2021,0.29096200798733085,0.24580016459939477,0.23651838209220954,38,22,16,cluster,19
Hee-chan Hwang,Wolves,2022,0.1209726451088644,0.36338630537096833,0.739206977396433,36,5,31,cluster,19
Hee-chan Hwang,Wolves,2023,-0.44349140903677786,0.6595610682399583,0.5013266253004804,31,11,20,cluster,18
Hee-chan Hwang,Wolves,2024,1.1503493785989927,0.751831461917934,0.12600117622980656,25,7,18,cluster,18
Henri Lansbury,Aston Villa,2019,-0.08705183547695955,0.35792859880469513,0.8078426751645978,38,7,31,cluster,19
Henrikh Mkhitaryan,Arsenal,2019,0.23710932099739895,0.275279945436495,0.3890514257288217,38,7,31,cluster,19
Heung-min Son,Tottenham,2019,0.046850028271472194,0.24886738347689527,0.8506783374237874,38,9,29,cluster,19
Heung-min Son,Tottenham,2020,0.1176230816054823,0.39995009975339074,0.7686857756774894,36,9,27,cluster,19
Heung-min Son,Tottenham,2021,0.10073571456960373,0.27861269719029075,0.7176794983267,30,20,10,cluster,18
Heung-min Son,Tottenham,2022,-1.202277499779135,0.7432699552725787,0.10575926851488511,29,12,17,cluster,17
Heung-min Son,Tottenham,2024,-0.6413867411415344,0.3844808139251293,0.09527817428125032,23,3,20,cluster,15
Hjalmar Ekdal,Burnley,2023,-0.22328765036836773,0.24580889045034546,0.3636779819117514,38,11,27,cluster,19
Hugo Bueno,Wolves,2020,0.38243142296752175,0.3150620290195793,0.22481303541271958,38,21,17,cluster,19
Hugo Lloris,Tottenham,2019,-0.2115050684299481,0.3025182471269219,0.4844594591183191,38,26,12,cluster,19
Hugo Lloris,Tottenham,2022,0.061374813538293216,0.8554007401251166,0.9428010407867139,33,14,19,cluster,19
Héctor Bellerín,Arsenal,2019,-0.04888538179811336,0.4758744951029539,0.9181792729408196,38,22,16,cluster,19
Ian Maatsen,Aston Villa,2024,0.303202960832059,0.7505926364270187,0.6862484436480076,38,3,35,cluster,19
Ian Maatsen,Chelsea,2023,0.48477764791340205,0.2656997712292423,0.06807173261456698,38,9,29,cluster,19
Ian Poveda,Leeds,2020,-0.05592750860850315,0.29124835399898835,0.8477211611024577,38,19,19,cluster,19
Ian Poveda,Leeds,2021,-0.03133995640890219,0.1559249867581539,0.8407034179887489,34,20,14,cluster,18
Ibrahim Amadou,Norwich,2019,0.3159938849754146,0.3374530221880344,0.3490628930769527,38,3,35,cluster,19
Ibrahim Sangaré,Nott'm Forest,2023,0.153653785648434,0.18487466804301736,0.4059035461314743,38,9,29,cluster,19
Ibrahim Sangaré,Nott'm Forest,2024,0.1257066177990585,0.3327809545224934,0.7056194186431055,34,15,19,cluster,19
Ibrahima Diallo,Southampton,2020,-0.008458621183535908,0.16539361638776703,0.9592120754159522,38,5,33,cluster,19
