player_name,team_id,season,beta_unavailable,se_unavailable,pvalue_unavailable,n_matches,n_unavail,n_avail,cov_type,n_opp_clusters
Ainsley Maitland-Niles,West Brom,2020,0.17108304363226878,0.25840805048339177,0.5079292735304766,38,5,33,cluster,19
Albert Grønbæk,Southampton,2024,-0.15814710614772828,0.5619603970790409,0.7783879917102399,38,16,22,cluster,19
Albert Sambi Lokonga,Arsenal,2021,0.1632112169323366,0.34367877255166085,0.6348620513866171,38,3,35,cluster,19
Albert Sambi Lokonga,Arsenal,2023,0.06454872714566268,0.3265763215660517,0.843316714556366,29,10,19,cluster,19
Albert Sambi Lokonga,Luton,2023,0.04407238484107931,0.23465271060577056,0.8510180485808387,38,14,24,cluster,19
Alejandro Garnacho,Man United,2022,-0.3477006341930797,0.38583648185389485,0.36750293799706346,38,7,31,cluster,19
Alejo Veliz,Tottenham,2023,-0.21522903930723136,0.34771404524327876,0.5359276406637883,38,18,20,cluster,19
Alex Cochrane,Brighton,2020,-0.19353089299892046,0.2650923001254011,0.46535902455936917,38,4,34,cluster,19
Alex Iwobi,Everton,2019,-0.052818430215661114,0.24761342500559366,0.8310851410131754,38,11,27,cluster,19
Alex Iwobi,Everton,2020,-0.626544090253101,0.9442697704198348,0.5069960748007234,32,18,14,cluster,18
Alex Iwobi,Everton,2021,-0.43681235082727576,0.8413002775892797,0.6036136153472536,29,5,24,cluster,17
Alex Iwobi,Everton,2023,-0.7512943378864044,0.6200056034875483,0.2256065196246817,29,3,26,cluster,18
Alex Iwobi,Fulham,2023,-0.08683593158617235,0.3699994410785402,0.8144477496647753,38,2,36,cluster,19
Alex McCarthy,Southampton,2020,0.3720932351347386,0.31020036151667674,0.23032368626845445,38,3,35,cluster,19
Alex Mighten,Nott'm Forest,2022,-0.1687940023176025,0.30883047712611617,0.5846819088886399,38,13,25,cluster,19
Alex Mighten,Nott'm Forest,2023,-0.012540399839550798,0.3741606150382552,0.9732630372251616,35,3,32,cluster,18
Alex Oxlade-Chamberlain,Liverpool,2019,0.02622242785591053,0.20754526994514827,0.8994583763649524,38,27,11,cluster,19
Alex Oxlade-Chamberlain,Liverpool,2020,0.3726385658390328,0.4356692126974277,0.392371509654726,37,10,27,cluster,19
Alex Oxlade-Chamberlain,Liverpool,2022,0.7322339860850366,0.7016826107360162,0.29669818955908633,31,9,22,cluster,19
Alex Scott,Bournemouth,2023,0.29858635466328287,0.1215372598206856,0.01402012046641851,38,4,34,cluster,19
Alex Scott,Bournemouth,2024,-0.026134223828240183,0.35544375311692855,0.9413878540648385,34,27,7,cluster,19
Alex Telles,Man United,2020,-0.13816416229897555,0.21670439686278775,0.523753809833498,38,13,25,cluster,19
Alex Telles,Man United,2021,-0.02039506374652089,0.23885028773670391,0.9319525489149694,36,15,21,cluster,19
Alexander Isak,Newcastle,2022,-0.009432678955591828,0.18223708091987129,0.9587195449488594,38,19,19,cluster,19
Alexander Isak,Newcastle,2023,-0.07433246064870747,0.4399648683278494,0.8658352618969611,32,4,28,cluster,18
Alexander Isak,Newcastle,2024,-0.3463687026649438,0.3925598670704465,0.3775965114792611,35,23,12,cluster,19
Alexander Tettey,Norwich,2019,-0.22493000060493448,0.2999120891871399,0.45326287059312664,38,3,35,cluster,19
Alexandre Lacazette,Arsenal,2019,0.024513354384093244,0.2954699336063065,0.9338802002224229,38,14,24,cluster,19
Alexandre Lacazette,Arsenal,2020,-0.14056779645680817,0.2750867888553996,0.6093550090042654,34,20,14,cluster,18
Alexandre Lacazette,Arsenal,2021,-0.2828539464581391,0.4195705570097376,0.5002152639843307,32,2,30,cluster,19
Alexis Mac Allister,Brighton,2020,0.07397828007370796,0.26296012643239564,0.7784581549089578,38,24,14,cluster,19
Alexis Mac Allister,Liverpool,2023,-0.29937240252187736,0.4986797052236721,0.5482863088817403,38,19,19,cluster,19
Alfie Devine,Tottenham,2022,-0.08349073709585761,0.24684383286301845,0.735187588076334,38,7,31,cluster,19
Alfie Mawson,Fulham,2020,0.04635783786843321,0.16484711419607137,0.7785438410584445,38,11,27,cluster,19
Alfie Whiteman,Tottenham,2022,0.002821984478134573,0.23201215743611664,0.9902954985015544,38,15,23,cluster,19
Alfie Whiteman,Tottenham,2024,0.05523512823865784,0.573879357522685,0.9233230725215283,34,11,23,cluster,19
Alireza Jahanbakhsh,Brighton,2019,-0.05391265147740239,0.38990879423653907,0.8900271102829096,38,8,30,cluster,19
Alireza Jahanbakhsh,Brighton,2020,0.06001236103900491,0.2772471951093324,0.8286307948543623,36,11,25,cluster,19
Alisson,Liverpool,2019,-0.21217460570831492,0.11782242724434104,0.0717344373614551,38,17,21,cluster,19
Alisson,Liverpool,2020,-0.14235829183903334,0.13936710685821135,0.307035304431757,37,24,13,cluster,19
Alisson,Liverpool,2021,0.02901961034172762,0.5231075288717615,0.9557597110665033,31,17,14,cluster,18
Alisson,Liverpool,2022,0.23640439463424734,0.46644859034195224,0.6122827465477807,29,6,23,cluster,19
Alisson,Liverpool,2023,0.6077801869809903,0.8050632603840372,0.4502807136784187,25,19,6,cluster,17
Allan,Everton,2020,0.06906574173038524,0.2583905908111012,0.7892443341268948,38,12,26,cluster,19
Allan Campbell,Luton,2023,-0.1975042227077811,0.20046628934202365,0.32451399732281505,38,7,31,cluster,19
Allan Saint-Maximin,Newcastle,2021,0.042143869619392704,0.2855758709504244,0.8826781572297576,38,18,20,cluster,19
Allan Saint-Maximin,Newcastle,2022,0.12177954888938942,0.28364198683127956,0.6676740199711357,33,18,15,cluster,19
Alphonse Areola,West Ham,2023,0.09715238981593868,0.2998576800823451,0.745941817747503,38,3,35,cluster,19
Altay Bayındır,Man United,2023,0.0944068886738954,0.29914695560400417,0.7523160103569514,38,6,32,cluster,19
Altay Bayındır,Man United,2024,0.27372807943789423,0.47286863101825743,0.562678870527628,35,2,33,cluster,19
Amad Diallo,Man United,2021,-0.01138466679582012,0.3219149110918457,0.971788331641183,38,21,17,cluster,19
Amad Diallo,Man United,2022,0.0515221491821485,0.5481438413837664,0.9251140432907144,33,18,15,cluster,19
Amad Diallo,Man United,2023,-0.10847106265555351,0.4556958308118048,0.8118547897059465,32,17,15,cluster,19
Amad Diallo,Man United,2024,-0.6224162894413907,0.5975638776079005,0.2976020163675396,27,7,20,cluster,17
Amadou Onana,Aston Villa,2024,0.12422835095624477,0.3074221137987797,0.6861413980455306,38,18,20,cluster,19
Amadou Onana,Everton,2022,-0.19594383516652475,0.26635100512802573,0.4619375132100939,38,4,34,cluster,19
Amadou Onana,Everton,2023,0.012553295357022543,0.4960988922731806,0.9798124689661615,35,25,10,cluster,19
Amari'i Bell,Luton,2023,0.1671678832807227,0.29502284203014667,0.5709676837171396,38,29,9,cluster,19
Amario Cozier-Duberry,Brighton,2024,0.006841613429932135,0.3767385494720545,0.985511125140568,38,5,33,cluster,19
Andi Zeqiri,Brighton,2020,-0.26919737486135425,0.19221365698370593,0.16136029894260995,38,4,34,cluster,19
Andi Zeqiri,Brighton,2021,0.2700571907890966,0.4793450766461321,0.5731708107378315,35,16,19,cluster,18
Andre Gray,Watford,2019,0.16560673639002743,0.2852976044994275,0.5615976270091563,38,11,27,cluster,19
Andreas Christensen,Chelsea,2020,-0.06109234752694176,0.2146902101796631,0.7759808984991166,38,7,31,cluster,19
Andreas Christensen,Chelsea,2021,-0.6778688236630452,0.8726453161287674,0.4372781683176482,31,14,17,cluster,18
Andreas Pereira,Fulham,2022,0.006426542976936601,0.3393408359815517,0.9848903156339681,38,6,32,cluster,19
Andrew Omobamidele,Nott'm Forest,2024,0.038781457575876116,0.3006255883092823,0.8973556571697562,38,16,22,cluster,19
Andrew Robertson,Liverpool,2019,-0.1923295779451497,0.22125989668389887,0.38471185595096424,38,12,26,cluster,19
Andrew Robertson,Liverpool,2022,0.33756594344827473,0.384252956467415,0.3796728312992985,31,8,23,cluster,19
Andrew Robertson,Liverpool,2023,0.07384318322283975,0.5189468192095243,0.8868475351918295,29,8,21,cluster,19
Andrew Surman,Bournemouth,2019,-0.29548566309339075,0.5955841961685692,0.6198044998034846,38,4,34,cluster,19
Andros Townsend,Crystal Palace,2019,-0.1515869235223911,0.31309931841376804,0.6282796713575339,38,23,15,cluster,19
Andros Townsend,Everton,2021,0.2504981433912341,0.42825498968301134,0.5585964307237777,38,25,13,cluster,19
André Gomes,Everton,2019,0.0005581040037507048,0.4062408530588755,0.9989038462663592,38,27,11,cluster,19
Andrés García,Aston Villa,2024,-0.13918355478212321,0.4649101338858773,0.7646521571138655,38,13,25,cluster,19
Andy Carroll,Newcastle,2019,-0.06126710328675058,0.29754627154407925,0.8368629190592609,38,14,24,cluster,19
Andy Carroll,Newcastle,2020,0.23989452510777065,0.357663374653495,0.5023943830071222,34,4,30,cluster,19
Andy Lonergan,Everton,2022,0.2723878523731624,0.19113569836810873,0.15412773925079912,38,16,22,cluster,19
Anel Ahmedhodzic,Sheffield United,2023,-0.10863130415179932,0.3046655627794072,0.721421838729539,38,4,34,cluster,19
Angelo Ogbonna,West Ham,2020,0.015028257993984412,0.19897853016162612,0.939795389813562,38,12,26,cluster,19
Angelo Ogbonna,West Ham,2023,2.8523743866055833,0.8559764235325857,0.0008612985301810556,23,3,20,cluster,17
Anis Slimane,Sheffield United,2023,0.026423350272132357,0.20067795549367687,0.8952449848178272,38,2,36,cluster,19
Ansu Fati,Brighton,2023,-0.05481714069450255,0.27182294396351986,0.8401787221179637,38,10,28,cluster,19
Anthony Gordon,Everton,2022,0.18001182813714806,0.25306960542115003,0.4768899844033141,38,12,26,cluster,19
Anthony Gordon,Newcastle,2022,0.11652241107434252,0.25354590468229926,0.6458239915437566,38,10,28,cluster,19
Anthony Gordon,Newcastle,2023,-0.48287168346971976,0.9212364097532216,0.6001699720621455,32,2,30,cluster,18
Anthony Gordon,Newcastle,2024,-0.03235415538736419,0.31443740702912787,0.9180460072294322,35,4,31,cluster,19
Anthony Knockaert,Fulham,2020,-0.10056156374384657,0.15806095794046185,0.5246329522681652,38,28,10,cluster,19
Anthony Martial,Man United,2019,-0.27138710740082506,0.35299533834201996,0.44200483099552823,38,13,25,cluster,19
Anthony Martial,Man United,2020,0.03192380462893635,0.2961620414593108,0.9141609411519458,36,15,21,cluster,19
Anthony Martial,Man United,2021,0.02115830633144709,0.23807012000970043,0.929181838168197,33,25,8,cluster,19
Anthony Martial,Man United,2022,0.4638335781959726,0.45373224207987617,0.3066565494515511,27,22,5,cluster,17
Anthony Martial,Man United,2023,0.19014671277357378,0.986104486683283,0.8470951380704042,25,17,8,cluster,17
Antonee Robinson,Fulham,2020,-0.10330191836346712,0.2484683432012269,0.6775894014960777,38,24,14,cluster,19
Antonee Robinson,Fulham,2023,-0.0688343340122755,0.5843933788318465,0.9062359000503305,37,3,34,cluster,19
Antonee Robinson,Fulham,2024,0.6982436234580611,0.39373356816487437,0.07616391520863122,31,9,22,cluster,19
Antonio Rüdiger,Chelsea,2019,0.12698006412683865,0.4889549704660308,0.7950976249941137,38,16,22,cluster,19
Antonio Rüdiger,Chelsea,2021,0.19072426756187777,0.4478145562832624,0.6701806367495222,35,3,32,cluster,19
Antony,Man United,2022,0.0635944128635732,0.21070253831303115,0.7627886586247619,38,11,27,cluster,19
Anwar El Ghazi,Aston Villa,2019,-0.1057201687627144,0.3991024136013071,0.791090475851354,38,4,34,cluster,19
Arijanet Murić,Ipswich,2024,0.0030062880948638626,0.27940608472133466,0.9914152743747222,38,8,30,cluster,19
Armando Broja,Chelsea,2022,0.16633179192082354,0.3141739418050363,0.5965101013810687,38,30,8,cluster,19
Armando Broja,Chelsea,2023,0.21766548997321034,0.4053630818778375,0.5912922971625,32,4,28,cluster,19
Armando Broja,Everton,2024,0.014799925520083246,0.45939503810391874,0.9742997012195848,38,14,24,cluster,19
Armando Broja,Fulham,2023,0.26068174886059525,0.40661654101506806,0.5214578988912404,38,5,33,cluster,19
Armel Bella-Kotchap,Southampton,2022,-0.11122428253296666,0.29481868306556525,0.7059779095187069,38,10,28,cluster,19
Arnaut Danjuma,Bournemouth,2019,-0.177005395950836,0.8682022701254475,0.8384505894846828,38,31,7,cluster,19
Arnaut Danjuma,Everton,2023,0.2439935229634428,0.4934443724479805,0.6209741679149456,38,18,20,cluster,19
Arnaut Danjuma,Tottenham,2022,-0.05246975975325363,0.2706946093294537,0.8463060348221725,38,7,31,cluster,19
Arthur Masuaku,West Ham,2019,0.12222258784726753,0.10667207021734026,0.25188672317474947,38,3,35,cluster,19
Arthur Masuaku,West Ham,2020,0.004119188299077647,0.28175969587303024,0.988335735297599,35,22,13,cluster,19
Arthur Masuaku,West Ham,2021,-0.3283020639119123,0.33312127274976516,0.324362246639713,32,5,27,cluster,18
Arthur Melo,Liverpool,2022,-0.23469987940520798,0.3123030608554026,0.45234384668865646,38,23,15,cluster,19
Ashley Barnes,Burnley,2019,-0.22791825657637785,0.39702625378349,0.5659248730497837,38,26,12,cluster,19
Ashley Barnes,Burnley,2020,0.0053511619130366395,0.11797125536986805,0.9638204596736406,36,17,19,cluster,19
Ashley Barnes,Burnley,2021,0.036405989089451904,0.7730881465891841,0.9624401898463585,29,20,9,cluster,18
Ashley Phillips,Tottenham,2023,0.05296259890533683,0.16942669628206936,0.7545854138712795,38,5,33,cluster,19
Ashley Westwood,Burnley,2019,-0.4455505469665669,0.15585587063076972,0.004253346714080767,38,8,30,cluster,19
Ashley Westwood,Burnley,2020,-0.03826444101106857,0.2948471112422024,0.8967426793344803,36,21,15,cluster,19
Ashley Westwood,Burnley,2021,-0.10319405169177592,0.2465655649604769,0.6755627231959256,29,13,16,cluster,18
Ashley Young,Everton,2023,0.05398833151672672,0.38946590768345407,0.8897492868967283,38,9,29,cluster,19
Axel Disasi,Chelsea,2023,0.07148718940205348,0.3495220933917476,0.8379406124939208,38,23,15,cluster,19
Axel Tuanzebe,Aston Villa,2021,-0.11138869906810582,0.34563039772922194,0.7472429184573238,38,3,35,cluster,19
Axel Tuanzebe,Ipswich,2024,-0.1268477882496458,0.2602072343760261,0.6259128606445594,38,11,27,cluster,19
Axel Tuanzebe,Man United,2019,-0.27752045051150265,0.25003145952368905,0.26702396482639423,38,21,17,cluster,19
Axel Tuanzebe,Man United,2020,-0.13197132057886363,0.5592270754379838,0.8134413692287115,36,4,32,cluster,19
Axel Tuanzebe,Man United,2022,-0.6120051325314102,0.4938772289340504,0.21527708527135858,31,18,13,cluster,18
Ayden Heaven,Arsenal,2024,0.11472440079917157,0.3377722255432142,0.7341199760349157,38,8,30,cluster,19
Ayden Heaven,Man United,2024,-0.2958177975429443,0.31821845100202373,0.3525750933983379,38,9,29,cluster,19
Aymeric Laporte,Man City,2019,0.14880227754135122,0.16732208400126022,0.3738330466853067,38,27,11,cluster,19
Aymeric Laporte,Man City,2020,-0.1928803266241883,0.2604565655264129,0.458968157377041,33,8,25,cluster,18
Aymeric Laporte,Man City,2021,0.20727421006651064,0.407364371616749,0.6108799987491486,29,7,22,cluster,17
Ayoze Pérez,Leicester,2020,-0.1181239406305533,0.3965736762541295,0.7658090455619689,38,15,23,cluster,19
Ayoze Pérez,Leicester,2021,-0.4012111457345435,0.34985541955521865,0.2514678924217899,34,4,30,cluster,19
Ayoze Pérez,Leicester,2022,-0.3359263545119884,0.6593209172136631,0.6103993036036315,33,2,31,cluster,19
Bailey Peacock-Farrell,Burnley,2020,-0.19379387641618126,0.2205709851870262,0.37961768227911996,38,3,35,cluster,19
Barry Douglas,Leeds,2020,0.05271625924047832,0.483762209542811,0.9132251517590899,38,2,36,cluster,19
Bartosz Kapustka,Leicester,2019,0.12411313658878495,0.466922784775228,0.7903848960797939,38,20,18,cluster,19
Bastien Meupiyou,Wolves,2024,0.18628145169076993,0.45249448715492224,0.6805763817544839,38,12,26,cluster,19
Ben Chilwell,Chelsea,2020,-0.15267957736821297,0.13389741139069836,0.25417266243134407,38,20,18,cluster,19
Ben Chilwell,Chelsea,2021,-0.06901571114513338,0.33680509442057205,0.8376401705048948,31,22,9,cluster,18
Ben Chilwell,Chelsea,2022,0.3334779496916844,0.1567968311292687,0.03343540590775311,30,28,2,cluster,18
Ben Chilwell,Chelsea,2023,-0.5727191861226059,1.0477013039420395,0.5846236262478326,27,22,5,cluster,19
Ben Chilwell,Leicester,2019,-0.2247253507643578,0.37190884795243945,0.5456784630442879,38,18,20,cluster,19
Ben Davies,Liverpool,2020,0.16464403744017383,0.2657627187107745,0.5355770275127167,38,4,34,cluster,19
Ben Davies,Tottenham,2019,-0.025549756024862653,0.3054917586856295,0.9333467613153972,38,23,15,cluster,19
Ben Davies,Tottenham,2020,0.37095069919070867,0.23651527020022534,0.11678766378926356,36,14,22,cluster,19
Ben Davies,Tottenham,2021,-0.01591386004247003,0.8101509787163819,0.9843280980210547,30,12,18,cluster,18
Ben Davies,Tottenham,2022,0.140898952480678,0.5295293679447453,0.7901750113876007,29,2,27,cluster,17
Ben Davies,Tottenham,2023,0.17984079456754565,0.33436751637100576,0.5906780784123311,27,10,17,cluster,19
Ben Davies,Tottenham,2024,-0.3652097712010198,0.9574540034388809,0.7028779345573808,22,14,8,cluster,15
Ben Gannon-Doak,Liverpool,2022,-0.4376154313317297,0.3143354393026641,0.16386412269200268,38,8,30,cluster,19
Ben Gannon-Doak,Liverpool,2023,0.2653243622668371,0.4587364276226933,0.5630070239180588,36,20,16,cluster,19
Ben Gibson,Burnley,2019,-0.07833736611039716,0.3779795131110916,0.8358123230223143,38,31,7,cluster,19
Ben Gibson,Burnley,2020,-0.0016592202581581783,0.27792060019564896,0.9952365590683924,36,2,34,cluster,19
Ben Godfrey,Everton,2021,0.19252522915204584,0.48646001522697624,0.6922763042129249,38,4,34,cluster,19
Ben Godfrey,Everton,2022,-0.7021807935449661,0.670501788814153,0.2949858062920956,34,5,29,cluster,19
Ben Godfrey,Ipswich,2024,-0.15359677812646533,0.268576230352437,0.5673946885801093,38,6,32,cluster,19
Ben Godfrey,Norwich,2019,-0.039834514338761756,0.29763690351526745,0.8935323079536712,38,13,25,cluster,19
Ben Knight,Man City,2021,-0.034508587492873444,0.2818417769469025,0.9025508976576233,38,9,29,cluster,19
Ben Mee,Brentford,2023,-0.12699887976794558,0.3061983966214517,0.6783175259401146,38,15,23,cluster,19
Ben Mee,Brentford,2024,-0.26354962614168537,0.3257897756000822,0.4185403984039855,34,4,30,cluster,19
Ben Mee,Burnley,2019,-0.012213431244914363,0.43793640815350576,0.9777510045559082,38,4,34,cluster,19
Ben Mee,Burnley,2020,0.16672035619833345,0.11993175156198237,0.16449034055797962,36,5,31,cluster,19
Ben Mee,Burnley,2021,-0.14736738432622118,0.5562102833226619,0.7910487142151923,29,15,14,cluster,18
Ben Osborn,Sheffield United,2020,0.21618902767655104,0.2690036997864859,0.42159010920631146,38,20,18,cluster,19
Ben White,Arsenal,2021,0.08695422929086224,0.2578267672850914,0.7359221565840182,38,8,30,cluster,19
Ben White,Arsenal,2023,-0.27721255735132505,0.6169045458745162,0.6531715949699625,29,9,20,cluster,19
Ben White,Arsenal,2024,-0.2439965944286281,0.5279131335885768,0.6439444989550132,30,25,5,cluster,18
Ben Woodburn,Liverpool,2019,0.20446683203501437,0.32294665067950107,0.526649523058772,38,20,18,cluster,19
Ben Woodburn,Liverpool,2021,0.06210590272807348,0.4827880691825896,0.8976424392369217,35,2,33,cluster,19
Benjamin Mendy,Man City,2019,-0.19247221643958234,0.11412052184803465,0.09168611868114586,38,22,16,cluster,19
Benjamin Mendy,Man City,2020,-0.29011453185529645,0.24965364179061164,0.24520780605502002,33,9,24,cluster,18
Benjamin Mendy,Man City,2022,-0.2572002511483532,0.6944480653578569,0.711109482763496,31,16,15,cluster,18
Benoît Badiashile,Chelsea,2022,-0.031624881800224186,0.1706055439136478,0.8529400686028981,38,16,22,cluster,19
Benoît Badiashile,Chelsea,2023,-0.14150809320449922,0.3642644872408446,0.6976636443554414,32,25,7,cluster,19
Benoît Badiashile,Chelsea,2024,0.4329239254104239,0.7332319706599503,0.5549007820342439,26,18,8,cluster,18
Benson Manuel,Burnley,2023,-0.40061569601081937,0.2560225505892074,0.11763749931556772,38,32,6,cluster,19
Bernard,Everton,2019,0.1365476039185691,0.2486493565159801,0.5828975198202258,38,12,26,cluster,19
Bernardo,Brighton,2020,0.1199089045509262,0.50253092184868,0.8114080082181861,38,18,20,cluster,19
Bernardo Silva,Man City,2020,0.019906798209737064,0.3157960684829121,0.9497371383856764,38,3,35,cluster,19
Bernardo Silva,Man City,2021,-0.2563746688045523,0.2465137201993465,0.29833914718162047,33,12,21,cluster,19
Bernd Leno,Fulham,2023,-0.2821041384415394,0.3389997312655391,0.4053151056410135,38,4,34,cluster,19
Bertrand Traoré,Aston Villa,2020,-0.059222732774027766,0.19580520353283823,0.7623034034142402,38,11,27,cluster,19
Bertrand Traoré,Aston Villa,2021,-0.022281985245786784,0.19846673114004693,0.9106088271864019,36,12,24,cluster,19
Bertrand Traoré,Aston Villa,2022,-0.1278607947363041,0.3856899883775779,0.7402579049554177,29,7,22,cluster,17
Bertrand Traoré,Aston Villa,2023,0.22081129449889167,0.4834980046152536,0.6478900275563264,23,16,7,cluster,15
Billy Gilmour,Brighton,2023,-0.05762877340382555,0.2737288967486411,0.8332522470666216,38,6,32,cluster,19
Billy Gilmour,Brighton,2024,0.7752044198537498,0.4948239588405205,0.1172019759287368,34,13,21,cluster,18
