player_id,player_name_rot,team_id,season,n_matches_rot,n_starts,start_rate_all,n_hard,n_hard_starts,start_rate_hard,n_easy,n_easy_starts,start_rate_easy,rotation_elasticity,injury_player_name_raw,beta_unavailable,se_unavailable,n_matches_inj,n_unavail,n_avail,xpts_per_match_present,xpts_season_total,gbp_per_point,value_gbp_per_match,value_gbp_season_total,player_name_inj
7703,John Egan,Sheffield United,2020,31.0,30.0,0.967741935483871,10.0,9.0,0.9,10.0,10.0,1.0,-0.0999999999999999,John Egan,0.0392174085339245,,35,9,26,-0.0392174085339245,-1.3726092986873584,2363249.5164410057,-92680.5217538665,-3243818.261385328,John Egan
7703,John Egan,Sheffield United,2023,6.0,6.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,John Egan,-0.1511538095885552,,30,25,5,0.1511538095885552,4.534614287656657,2648255.813953488,400293.9550441098,12008818.651323294,John Egan
7704,Chris Basham,Sheffield United,2023,8.0,3.0,0.375,2.0,1.0,0.5,3.0,1.0,0.3333333333333333,0.1666666666666666,Chris Basham,0.1642498499570781,,32,19,13,-0.1642498499570781,-5.255995198626501,2648255.813953488,-434975.6200898203,-13919219.84287425,Chris Basham
7706,George Baldock,Sheffield United,2023,13.0,11.0,0.8461538461538461,7.0,5.0,0.7142857142857143,6.0,6.0,1.0,-0.2857142857142857,George Baldock,0.3295318422874733,,32,4,28,-0.3295318422874733,-10.545018953199143,2648255.813953488,-872684.6172206049,-27925907.75105936,George Baldock
7707,Enda Stevens,Sheffield United,2020,30.0,30.0,1.0,10.0,10.0,1.0,9.0,9.0,1.0,0.0,Enda Stevens,0.2205988844844056,,35,15,20,-0.2205988844844056,-7.720960956954197,2363249.5164410057,-521330.20708519686,-18246557.24798189,Enda Stevens
771,Georginio Wijnaldum,Liverpool,2019,37.0,35.0,0.945945945945946,13.0,12.0,0.9230769230769232,13.0,13.0,1.0,-0.0769230769230768,Georginio Wijnaldum,0.193429091420185,,38,12,26,-0.193429091420185,-7.350305473967031,2501307.847082495,-483825.7042233461,-18385376.76048716,Georginio Wijnaldum
7711,David McGoldrick,Sheffield United,2019,28.0,22.0,0.7857142857142857,9.0,7.0,0.7777777777777778,11.0,7.0,0.6363636363636364,0.1414141414141414,David McGoldrick,-0.1495496213913145,,38,5,33,0.1495496213913145,5.682885612869951,2501307.847082495,374069.6415143112,14214646.377543824,David McGoldrick
7711,David McGoldrick,Sheffield United,2020,35.0,28.0,0.8,12.0,8.0,0.6666666666666666,12.0,10.0,0.8333333333333334,-0.1666666666666667,David McGoldrick,0.2692663392537775,,35,4,31,-0.2692663392537775,-9.424321873882214,2363249.5164410057,-636343.5460353296,-22272024.11123653,David McGoldrick
7713,Luke Freeman,Sheffield United,2019,11.0,3.0,0.2727272727272727,4.0,1.0,0.25,3.0,0.0,0.0,0.25,Luke Freeman,0.0716770740446697,,38,4,34,-0.0716770740446697,-2.723728813697452,2501307.847082495,-179286.42776384557,-6812884.255026131,Luke Freeman
7714,Ben Osborn,Sheffield United,2020,24.0,17.0,0.7083333333333334,8.0,6.0,0.75,6.0,4.0,0.6666666666666666,0.0833333333333333,Ben Osborn,-0.1371078367282569,,38,20,18,0.1371078367282569,5.210097795673764,2363249.5164410057,324020.02884832566,12312761.096236374,Ben Osborn
