player_id,player_name,team_id,season,n_matches,n_starts,start_rate_all,n_hard,n_hard_starts,start_rate_hard,n_easy,n_easy_starts,start_rate_easy,rotation_elasticity
2328,Thomas Partey,Arsenal,2024,35.0,31.0,0.8857142857142857,13.0,12.0,0.9230769230769231,12.0,9.0,0.75,0.17307692307692313
2335,Pablo Fornals,West Ham,2019,36.0,24.0,0.6666666666666666,12.0,7.0,0.5833333333333334,12.0,7.0,0.5833333333333334,0.0
2335,Pablo Fornals,West Ham,2020,33.0,31.0,0.9393939393939394,12.0,12.0,1.0,11.0,10.0,0.9090909090909091,0.09090909090909094
2335,Pablo Fornals,West Ham,2021,36.0,32.0,0.8888888888888888,13.0,11.0,0.8461538461538461,13.0,11.0,0.8461538461538461,0.0
2335,Pablo Fornals,West Ham,2022,32.0,17.0,0.53125,12.0,6.0,0.5,11.0,4.0,0.36363636363636365,0.13636363636363635
2335,Pablo Fornals,West Ham,2023,20.0,8.0,0.4,8.0,2.0,0.25,7.0,3.0,0.42857142857142855,-0.17857142857142855
2344,Christian Atsu,Newcastle,2019,19.0,6.0,0.3157894736842105,9.0,3.0,0.3333333333333333,4.0,2.0,0.5,-0.16666666666666669
2361,Willian José,Wolves,2020,21.0,15.0,0.7142857142857143,8.0,4.0,0.5,5.0,5.0,1.0,-0.5
2371,Cristiano Ronaldo,Man United,2021,31.0,27.0,0.8709677419354839,9.0,8.0,0.8888888888888888,11.0,10.0,0.9090909090909091,-0.02020202020202022
2371,Cristiano Ronaldo,Man United,2022,10.0,4.0,0.4,4.0,1.0,0.25,1.0,0.0,0.0,0.25
2379,João Cancelo,Man City,2019,17.0,13.0,0.7647058823529411,4.0,2.0,0.5,7.0,6.0,0.8571428571428571,-0.3571428571428571
2379,João Cancelo,Man City,2020,28.0,27.0,0.9642857142857143,11.0,11.0,1.0,9.0,8.0,0.8888888888888888,0.11111111111111116
2379,João Cancelo,Man City,2021,36.0,36.0,1.0,14.0,14.0,1.0,12.0,12.0,1.0,0.0
2379,João Cancelo,Man City,2022,25.0,22.0,0.88,8.0,7.0,0.875,9.0,9.0,1.0,-0.125
2381,Rodrigo,Leeds,2020,26.0,14.0,0.5384615384615384,9.0,3.0,0.3333333333333333,10.0,8.0,0.8,-0.46666666666666673
2381,Rodrigo,Leeds,2021,31.0,27.0,0.8709677419354839,10.0,7.0,0.7,10.0,9.0,0.9,-0.20000000000000007
2381,Rodrigo,Leeds,2022,31.0,23.0,0.7419354838709677,11.0,9.0,0.8181818181818182,11.0,8.0,0.7272727272727273,0.09090909090909094
2383,André Gomes,Everton,2019,19.0,17.0,0.8947368421052632,6.0,5.0,0.8333333333333334,6.0,6.0,1.0,-0.16666666666666663
2383,André Gomes,Everton,2020,28.0,17.0,0.6071428571428571,8.0,6.0,0.75,11.0,6.0,0.5454545454545454,0.20454545454545459
2383,André Gomes,Everton,2021,14.0,7.0,0.5,3.0,1.0,0.3333333333333333,5.0,3.0,0.6,-0.26666666666666666
2383,André Gomes,Everton,2023,12.0,3.0,0.25,5.0,1.0,0.2,5.0,2.0,0.4,-0.2
2385,Mat Ryan,Arsenal,2020,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2385,Mat Ryan,Brighton,2019,38.0,38.0,1.0,13.0,13.0,1.0,13.0,13.0,1.0,0.0
2385,Mat Ryan,Brighton,2020,12.0,12.0,1.0,5.0,5.0,1.0,4.0,4.0,1.0,0.0
239,Pascal Groß,Brighton,2019,29.0,22.0,0.7586206896551724,9.0,6.0,0.6666666666666666,11.0,8.0,0.7272727272727273,-0.06060606060606066
239,Pascal Groß,Brighton,2020,34.0,27.0,0.7941176470588235,12.0,9.0,0.75,12.0,11.0,0.9166666666666666,-0.16666666666666663
239,Pascal Groß,Brighton,2021,29.0,24.0,0.8275862068965517,11.0,9.0,0.8181818181818182,9.0,7.0,0.7777777777777778,0.04040404040404044
239,Pascal Groß,Brighton,2022,37.0,37.0,1.0,13.0,13.0,1.0,13.0,13.0,1.0,0.0
239,Pascal Groß,Brighton,2023,36.0,34.0,0.9444444444444444,13.0,12.0,0.9230769230769231,12.0,12.0,1.0,-0.07692307692307687
2446,Dani Ceballos,Arsenal,2019,24.0,18.0,0.75,7.0,4.0,0.5714285714285714,9.0,8.0,0.8888888888888888,-0.31746031746031744
2446,Dani Ceballos,Arsenal,2020,25.0,17.0,0.68,6.0,3.0,0.5,10.0,6.0,0.6,-0.09999999999999998
2478,Carlos Soler,West Ham,2024,31.0,14.0,0.45161290322580644,11.0,7.0,0.6363636363636364,11.0,5.0,0.45454545454545453,0.18181818181818182
2496,Rodri,Man City,2019,35.0,29.0,0.8285714285714286,13.0,11.0,0.8461538461538461,11.0,9.0,0.8181818181818182,0.027972027972027913
2496,Rodri,Man City,2020,34.0,31.0,0.9117647058823529,13.0,12.0,0.9230769230769231,11.0,9.0,0.8181818181818182,0.1048951048951049
2496,Rodri,Man City,2021,33.0,33.0,1.0,13.0,13.0,1.0,11.0,11.0,1.0,0.0
2496,Rodri,Man City,2022,36.0,34.0,0.9444444444444444,14.0,14.0,1.0,13.0,12.0,0.9230769230769231,0.07692307692307687
2496,Rodri,Man City,2023,34.0,34.0,1.0,11.0,11.0,1.0,12.0,12.0,1.0,0.0
2496,Rodri,Man City,2024,3.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,1.0
2498,Aymeric Laporte,Man City,2019,15.0,14.0,0.9333333333333333,6.0,6.0,1.0,4.0,3.0,0.75,0.25
2498,Aymeric Laporte,Man City,2020,16.0,14.0,0.875,4.0,4.0,1.0,5.0,4.0,0.8,0.19999999999999996
2498,Aymeric Laporte,Man City,2021,33.0,33.0,1.0,11.0,11.0,1.0,12.0,12.0,1.0,0.0
2498,Aymeric Laporte,Man City,2022,12.0,11.0,0.9166666666666666,2.0,2.0,1.0,6.0,6.0,1.0,0.0
250,Ørjan Nyland,Aston Villa,2019,7.0,5.0,0.7142857142857143,2.0,2.0,1.0,2.0,2.0,1.0,0.0
2509,Dimitri Foulquier,Watford,2019,8.0,5.0,0.625,4.0,4.0,1.0,1.0,0.0,0.0,1.0
2517,Martin Odegaard,Arsenal,2020,17.0,9.0,0.5294117647058824,7.0,4.0,0.5714285714285714,6.0,2.0,0.3333333333333333,0.23809523809523808
2517,Martin Odegaard,Arsenal,2021,36.0,32.0,0.8888888888888888,12.0,10.0,0.8333333333333334,13.0,12.0,0.9230769230769231,-0.08974358974358976
2517,Martin Odegaard,Arsenal,2022,37.0,37.0,1.0,12.0,12.0,1.0,13.0,13.0,1.0,0.0
2517,Martin Odegaard,Arsenal,2023,35.0,35.0,1.0,12.0,12.0,1.0,11.0,11.0,1.0,0.0
2517,Martin Odegaard,Arsenal,2024,30.0,26.0,0.8666666666666667,9.0,8.0,0.8888888888888888,11.0,10.0,0.9090909090909091,-0.02020202020202022
2662,Christian Pulisic,Chelsea,2019,25.0,19.0,0.76,8.0,5.0,0.625,11.0,8.0,0.7272727272727273,-0.10227272727272729
2662,Christian Pulisic,Chelsea,2020,27.0,18.0,0.6666666666666666,11.0,7.0,0.6363636363636364,7.0,5.0,0.7142857142857143,-0.07792207792207795
2662,Christian Pulisic,Chelsea,2021,22.0,13.0,0.5909090909090909,7.0,2.0,0.2857142857142857,6.0,4.0,0.6666666666666666,-0.38095238095238093
2662,Christian Pulisic,Chelsea,2022,24.0,8.0,0.3333333333333333,9.0,3.0,0.3333333333333333,8.0,4.0,0.5,-0.16666666666666669
2673,Albian Ajeti,West Ham,2019,9.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0
2674,Thilo Kehrer,West Ham,2022,27.0,25.0,0.9259259259259259,10.0,10.0,1.0,9.0,8.0,0.8888888888888888,0.11111111111111116
2674,Thilo Kehrer,West Ham,2023,10.0,6.0,0.6,6.0,4.0,0.6666666666666666,2.0,1.0,0.5,0.16666666666666663
2958,Oleksandr Zinchenko,Arsenal,2022,27.0,26.0,0.9629629629629629,11.0,11.0,1.0,9.0,8.0,0.8888888888888888,0.11111111111111116
2958,Oleksandr Zinchenko,Arsenal,2023,27.0,20.0,0.7407407407407407,11.0,9.0,0.8181818181818182,9.0,5.0,0.5555555555555556,0.26262626262626265
2958,Oleksandr Zinchenko,Arsenal,2024,15.0,5.0,0.3333333333333333,4.0,0.0,0.0,7.0,3.0,0.42857142857142855,-0.42857142857142855
2958,Oleksandr Zinchenko,Man City,2019,19.0,13.0,0.6842105263157895,6.0,4.0,0.6666666666666666,7.0,5.0,0.7142857142857143,-0.04761904761904767
2958,Oleksandr Zinchenko,Man City,2020,20.0,15.0,0.75,7.0,6.0,0.8571428571428571,8.0,6.0,0.75,0.1071428571428571
2958,Oleksandr Zinchenko,Man City,2021,15.0,10.0,0.6666666666666666,4.0,2.0,0.5,7.0,5.0,0.7142857142857143,-0.2142857142857143
314,Ilkay Gündogan,Man City,2019,31.0,21.0,0.6774193548387096,12.0,10.0,0.8333333333333334,11.0,6.0,0.5454545454545454,0.28787878787878796
314,Ilkay Gündogan,Man City,2020,28.0,23.0,0.8214285714285714,9.0,7.0,0.7777777777777778,13.0,12.0,0.9230769230769231,-0.14529914529914534
314,Ilkay Gündogan,Man City,2021,27.0,20.0,0.7407407407407407,8.0,5.0,0.625,11.0,7.0,0.6363636363636364,-0.011363636363636354
314,Ilkay Gündogan,Man City,2022,31.0,27.0,0.8709677419354839,13.0,12.0,0.9230769230769231,9.0,7.0,0.7777777777777778,0.14529914529914534
314,Ilkay Gündogan,Man City,2024,33.0,25.0,0.7575757575757576,10.0,8.0,0.8,11.0,6.0,0.5454545454545454,0.25454545454545463
317,Henrikh Mkhitaryan,Arsenal,2019,10.0,6.0,0.6,3.0,1.0,0.3333333333333333,3.0,2.0,0.6666666666666666,-0.3333333333333333
318,Pierre-Emerick Aubameyang,Arsenal,2019,36.0,35.0,0.9722222222222222,12.0,11.0,0.9166666666666666,13.0,13.0,1.0,-0.08333333333333337
318,Pierre-Emerick Aubameyang,Arsenal,2020,29.0,26.0,0.896551724137931,9.0,7.0,0.7777777777777778,11.0,11.0,1.0,-0.2222222222222222
318,Pierre-Emerick Aubameyang,Arsenal,2021,18.0,16.0,0.8888888888888888,7.0,6.0,0.8571428571428571,7.0,7.0,1.0,-0.1428571428571429
318,Pierre-Emerick Aubameyang,Chelsea,2022,15.0,5.0,0.3333333333333333,6.0,2.0,0.3333333333333333,2.0,0.0,0.0,0.3333333333333333
3203,Issa Diop,Fulham,2022,25.0,21.0,0.84,8.0,6.0,0.75,10.0,10.0,1.0,-0.25
3203,Issa Diop,Fulham,2023,18.0,16.0,0.8888888888888888,8.0,6.0,0.75,5.0,5.0,1.0,-0.25
3203,Issa Diop,Fulham,2024,21.0,15.0,0.7142857142857143,8.0,7.0,0.875,6.0,4.0,0.6666666666666666,0.20833333333333337
3203,Issa Diop,West Ham,2019,32.0,31.0,0.96875,11.0,11.0,1.0,12.0,12.0,1.0,0.0
3203,Issa Diop,West Ham,2020,18.0,15.0,0.8333333333333334,4.0,4.0,1.0,10.0,7.0,0.7,0.30000000000000004
3203,Issa Diop,West Ham,2021,13.0,10.0,0.7692307692307693,2.0,2.0,1.0,7.0,6.0,0.8571428571428571,0.1428571428571429
3253,Frederic Guilbert,Aston Villa,2019,25.0,22.0,0.88,7.0,7.0,1.0,8.0,8.0,1.0,0.0
3277,Alexandre Lacazette,Arsenal,2019,30.0,22.0,0.7333333333333333,11.0,6.0,0.5454545454545454,10.0,8.0,0.8,-0.25454545454545463
3277,Alexandre Lacazette,Arsenal,2020,31.0,22.0,0.7096774193548387,13.0,9.0,0.6923076923076923,11.0,8.0,0.7272727272727273,-0.034965034965035
3277,Alexandre Lacazette,Arsenal,2021,30.0,20.0,0.6666666666666666,11.0,6.0,0.5454545454545454,12.0,8.0,0.6666666666666666,-0.12121212121212122
3278,Maxwel Cornet,Burnley,2021,26.0,21.0,0.8076923076923077,10.0,8.0,0.8,9.0,8.0,0.8888888888888888,-0.0888888888888888
3278,Maxwel Cornet,West Ham,2022,14.0,2.0,0.14285714285714285,4.0,0.0,0.0,4.0,1.0,0.25,-0.25
3278,Maxwel Cornet,West Ham,2023,7.0,1.0,0.14285714285714285,1.0,0.0,0.0,3.0,1.0,0.3333333333333333,-0.3333333333333333
3288,Thiago Silva,Chelsea,2020,23.0,23.0,1.0,8.0,8.0,1.0,9.0,9.0,1.0,0.0
3288,Thiago Silva,Chelsea,2021,32.0,28.0,0.875,12.0,9.0,0.75,11.0,10.0,0.9090909090909091,-0.15909090909090906
3288,Thiago Silva,Chelsea,2022,27.0,26.0,0.9629629629629629,11.0,10.0,0.9090909090909091,9.0,9.0,1.0,-0.09090909090909094
3288,Thiago Silva,Chelsea,2023,31.0,28.0,0.9032258064516129,9.0,8.0,0.8888888888888888,12.0,11.0,0.9166666666666666,-0.02777777777777779
3293,Lucas Moura,Tottenham,2019,35.0,25.0,0.7142857142857143,11.0,8.0,0.7272727272727273,13.0,8.0,0.6153846153846154,0.11188811188811187
3293,Lucas Moura,Tottenham,2020,30.0,14.0,0.4666666666666667,12.0,6.0,0.5,9.0,6.0,0.6666666666666666,-0.16666666666666663
3293,Lucas Moura,Tottenham,2021,34.0,19.0,0.5588235294117647,11.0,7.0,0.6363636363636364,12.0,8.0,0.6666666666666666,-0.030303030303030276
3293,Lucas Moura,Tottenham,2022,15.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0
3294,Edinson Cavani,Man United,2020,26.0,13.0,0.5,10.0,4.0,0.4,10.0,7.0,0.7,-0.29999999999999993
3294,Edinson Cavani,Man United,2021,15.0,7.0,0.4666666666666667,6.0,3.0,0.5,5.0,3.0,0.6,-0.09999999999999998
3300,Christopher Nkunku,Chelsea,2023,11.0,2.0,0.18181818181818182,2.0,0.0,0.0,5.0,2.0,0.4,-0.4
3300,Christopher Nkunku,Chelsea,2024,27.0,9.0,0.3333333333333333,8.0,5.0,0.625,10.0,4.0,0.4,0.22499999999999998
3303,Ricardo Pereira,Leicester,2019,28.0,28.0,1.0,9.0,9.0,1.0,10.0,10.0,1.0,0.0
3303,Ricardo Pereira,Leicester,2020,15.0,10.0,0.6666666666666666,5.0,2.0,0.4,4.0,3.0,0.75,-0.35
3303,Ricardo Pereira,Leicester,2021,14.0,13.0,0.9285714285714286,4.0,4.0,1.0,5.0,4.0,0.8,0.19999999999999996
3303,Ricardo Pereira,Leicester,2022,10.0,5.0,0.5,3.0,2.0,0.6666666666666666,4.0,2.0,0.5,0.16666666666666663
3303,Ricardo Pereira,Leicester,2024,10.0,4.0,0.4,5.0,1.0,0.2,3.0,2.0,0.6666666666666666,-0.4666666666666666
332,Joel Matip,Liverpool,2019,9.0,8.0,0.8888888888888888,4.0,4.0,1.0,3.0,2.0,0.6666666666666666,0.33333333333333337
332,Joel Matip,Liverpool,2020,10.0,9.0,0.9,4.0,4.0,1.0,4.0,3.0,0.75,0.25
332,Joel Matip,Liverpool,2021,31.0,31.0,1.0,11.0,11.0,1.0,9.0,9.0,1.0,0.0
332,Joel Matip,Liverpool,2022,14.0,12.0,0.8571428571428571,5.0,5.0,1.0,3.0,3.0,1.0,0.0
332,Joel Matip,Liverpool,2023,10.0,9.0,0.9,5.0,5.0,1.0,2.0,1.0,0.5,0.5
3357,Djibril Sidibe,Everton,2019,25.0,18.0,0.72,9.0,8.0,0.8888888888888888,8.0,6.0,0.75,0.13888888888888884
3358,Ibrahim Amadou,Norwich,2019,12.0,9.0,0.75,3.0,1.0,0.3333333333333333,3.0,3.0,1.0,-0.6666666666666667
338,Max Meyer,Crystal Palace,2019,17.0,6.0,0.35294117647058826,3.0,0.0,0.0,7.0,3.0,0.42857142857142855,-0.42857142857142855
3389,Benjamin Mendy,Man City,2019,19.0,18.0,0.9473684210526315,9.0,8.0,0.8888888888888888,5.0,5.0,1.0,-0.11111111111111116
3389,Benjamin Mendy,Man City,2020,13.0,11.0,0.8461538461538461,3.0,3.0,1.0,4.0,3.0,0.75,0.25
342,Sead Kolasinac,Arsenal,2019,26.0,19.0,0.7307692307692307,8.0,6.0,0.75,9.0,6.0,0.6666666666666666,0.08333333333333337
342,Sead Kolasinac,Arsenal,2020,6.0,5.0,0.8333333333333334,4.0,4.0,1.0,2.0,1.0,0.5,0.5
342,Sead Kolasinac,Arsenal,2021,7.0,3.0,0.42857142857142855,3.0,1.0,0.3333333333333333,3.0,1.0,0.3333333333333333,0.0
3420,Fabinho,Liverpool,2019,28.0,22.0,0.7857142857142857,11.0,9.0,0.8181818181818182,9.0,8.0,0.8888888888888888,-0.07070707070707061
3420,Fabinho,Liverpool,2020,30.0,28.0,0.9333333333333333,9.0,9.0,1.0,12.0,11.0,0.9166666666666666,0.08333333333333337
3420,Fabinho,Liverpool,2021,29.0,26.0,0.896551724137931,11.0,11.0,1.0,8.0,7.0,0.875,0.125
3420,Fabinho,Liverpool,2022,36.0,31.0,0.8611111111111112,12.0,10.0,0.8333333333333334,12.0,11.0,0.9166666666666666,-0.08333333333333326
3422,João Moutinho,Wolves,2019,38.0,34.0,0.8947368421052632,13.0,11.0,0.8461538461538461,13.0,13.0,1.0,-0.15384615384615385
3422,João Moutinho,Wolves,2020,33.0,28.0,0.8484848484848485,12.0,11.0,0.9166666666666666,12.0,9.0,0.75,0.16666666666666663
3422,João Moutinho,Wolves,2021,35.0,34.0,0.9714285714285714,11.0,10.0,0.9090909090909091,13.0,13.0,1.0,-0.09090909090909094
3422,João Moutinho,Wolves,2022,31.0,20.0,0.6451612903225806,10.0,7.0,0.7,11.0,9.0,0.8181818181818182,-0.11818181818181828
3428,Hélder Costa,Leeds,2020,22.0,13.0,0.5909090909090909,9.0,5.0,0.5555555555555556,5.0,2.0,0.4,0.15555555555555556
3428,Hélder Costa,Leeds,2021,10.0,6.0,0.6,5.0,2.0,0.4,3.0,2.0,0.6666666666666666,-0.2666666666666666
343,Pierre-Emile Højbjerg,Southampton,2019,33.0,30.0,0.9090909090909091,11.0,10.0,0.9090909090909091,12.0,12.0,1.0,-0.09090909090909094
343,Pierre-Emile Højbjerg,Tottenham,2020,38.0,38.0,1.0,13.0,13.0,1.0,13.0,13.0,1.0,0.0
343,Pierre-Emile Højbjerg,Tottenham,2021,36.0,36.0,1.0,12.0,12.0,1.0,12.0,12.0,1.0,0.0
343,Pierre-Emile Højbjerg,Tottenham,2022,35.0,35.0,1.0,13.0,13.0,1.0,13.0,13.0,1.0,0.0
343,Pierre-Emile Højbjerg,Tottenham,2023,36.0,8.0,0.2222222222222222,12.0,4.0,0.3333333333333333,13.0,2.0,0.15384615384615385,0.17948717948717946
3491,Romain Saiss,Wolves,2019,33.0,31.0,0.9393939393939394,12.0,10.0,0.8333333333333334,9.0,9.0,1.0,-0.16666666666666663
3491,Romain Saiss,Wolves,2020,27.0,27.0,1.0,7.0,7.0,1.0,11.0,11.0,1.0,0.0
3491,Romain Saiss,Wolves,2021,31.0,31.0,1.0,11.0,11.0,1.0,10.0,10.0,1.0,0.0
3585,Said Benrahma,West Ham,2020,30.0,14.0,0.4666666666666667,8.0,2.0,0.25,12.0,8.0,0.6666666666666666,-0.41666666666666663
3585,Said Benrahma,West Ham,2021,32.0,26.0,0.8125,10.0,7.0,0.7,11.0,10.0,0.9090909090909091,-0.2090909090909091
3585,Said Benrahma,West Ham,2022,35.0,22.0,0.6285714285714286,13.0,8.0,0.6153846153846154,10.0,10.0,1.0,-0.3846153846153846
3585,Said Benrahma,West Ham,2023,18.0,9.0,0.5,7.0,3.0,0.42857142857142855,6.0,3.0,0.5,-0.07142857142857145
3600,Serge Aurier,Nott'm Forest,2022,24.0,22.0,0.9166666666666666,9.0,9.0,1.0,9.0,8.0,0.8888888888888888,0.11111111111111116
3600,Serge Aurier,Nott'm Forest,2023,12.0,10.0,0.8333333333333334,5.0,5.0,1.0,4.0,4.0,1.0,0.0
3600,Serge Aurier,Tottenham,2019,33.0,31.0,0.9393939393939394,11.0,9.0,0.8181818181818182,12.0,12.0,1.0,-0.18181818181818177
3600,Serge Aurier,Tottenham,2020,19.0,19.0,1.0,7.0,7.0,1.0,6.0,6.0,1.0,0.0
3621,Neal Maupay,Brentford,2023,29.0,13.0,0.4482758620689655,12.0,4.0,0.3333333333333333,9.0,7.0,0.7777777777777778,-0.4444444444444445
3621,Neal Maupay,Brighton,2019,37.0,30.0,0.8108108108108109,13.0,9.0,0.6923076923076923,13.0,11.0,0.8461538461538461,-0.15384615384615385
3621,Neal Maupay,Brighton,2020,33.0,29.0,0.8787878787878788,10.0,8.0,0.8,13.0,12.0,0.9230769230769231,-0.12307692307692308
3621,Neal Maupay,Brighton,2021,32.0,25.0,0.78125,10.0,8.0,0.8,12.0,11.0,0.9166666666666666,-0.11666666666666659
3621,Neal Maupay,Everton,2022,27.0,11.0,0.4074074074074074,11.0,3.0,0.2727272727272727,10.0,5.0,0.5,-0.2272727272727273
3621,Neal Maupay,Everton,2023,14.0,6.0,0.42857142857142855,6.0,3.0,0.5,5.0,2.0,0.4,0.09999999999999998
3635,Bernardo Silva,Man City,2019,34.0,23.0,0.6764705882352942,12.0,7.0,0.5833333333333334,13.0,9.0,0.6923076923076923,-0.10897435897435892
3635,Bernardo Silva,Man City,2020,26.0,24.0,0.9230769230769231,8.0,7.0,0.875,9.0,9.0,1.0,-0.125
3635,Bernardo Silva,Man City,2021,35.0,33.0,0.9428571428571428,13.0,12.0,0.9230769230769231,12.0,12.0,1.0,-0.07692307692307687
3635,Bernardo Silva,Man City,2022,34.0,24.0,0.7058823529411765,14.0,9.0,0.6428571428571429,13.0,10.0,0.7692307692307693,-0.12637362637362637
3635,Bernardo Silva,Man City,2023,33.0,29.0,0.8787878787878788,12.0,12.0,1.0,10.0,8.0,0.8,0.19999999999999996
3635,Bernardo Silva,Man City,2024,33.0,29.0,0.8787878787878788,11.0,10.0,0.9090909090909091,11.0,10.0,0.9090909090909091,0.0
3683,Ivan Cavaleiro,Fulham,2020,36.0,27.0,0.75,13.0,13.0,1.0,11.0,6.0,0.5454545454545454,0.4545454545454546
3696,Morgan Sanson,Aston Villa,2020,12.0,6.0,0.5,3.0,2.0,0.6666666666666666,4.0,1.0,0.25,0.41666666666666663
3696,Morgan Sanson,Aston Villa,2021,10.0,3.0,0.3,4.0,1.0,0.25,3.0,0.0,0.0,0.25
3696,Morgan Sanson,Aston Villa,2022,7.0,5.0,0.7142857142857143,3.0,3.0,1.0,1.0,0.0,0.0,1.0
3697,Odsonne Edouard,Crystal Palace,2021,28.0,18.0,0.6428571428571429,9.0,4.0,0.4444444444444444,10.0,6.0,0.6,-0.15555555555555556
3697,Odsonne Edouard,Crystal Palace,2022,35.0,20.0,0.5714285714285714,14.0,8.0,0.5714285714285714,12.0,7.0,0.5833333333333334,-0.011904761904761973
3697,Odsonne Edouard,Crystal Palace,2023,30.0,17.0,0.5666666666666667,9.0,5.0,0.5555555555555556,12.0,7.0,0.5833333333333334,-0.02777777777777779
3697,Odsonne Edouard,Crystal Palace,2024,5.0,1.0,0.2,1.0,0.0,0.0,1.0,1.0,1.0,-1.0
3697,Odsonne Edouard,Leicester,2024,5.0,1.0,0.2,2.0,0.0,0.0,3.0,1.0,0.3333333333333333,-0.3333333333333333
371,Sokratis,Arsenal,2019,19.0,19.0,1.0,4.0,4.0,1.0,10.0,10.0,1.0,0.0
3729,Hassane Kamara,Watford,2021,23.0,21.0,0.9130434782608695,7.0,7.0,1.0,8.0,7.0,0.875,0.125
3873,Ezequiel Schelotto,Brighton,2019,8.0,4.0,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.5
4105,Raúl Jiménez,Fulham,2023,24.0,18.0,0.75,10.0,9.0,0.9,8.0,6.0,0.75,0.15000000000000002
4105,Raúl Jiménez,Fulham,2024,38.0,30.0,0.7894736842105263,13.0,11.0,0.8461538461538461,13.0,10.0,0.7692307692307693,0.07692307692307687
4105,Raúl Jiménez,Wolves,2019,38.0,37.0,0.9736842105263158,13.0,12.0,0.9230769230769231,13.0,13.0,1.0,-0.07692307692307687
4105,Raúl Jiménez,Wolves,2020,10.0,10.0,1.0,2.0,2.0,1.0,6.0,6.0,1.0,0.0
4105,Raúl Jiménez,Wolves,2021,34.0,30.0,0.8823529411764706,13.0,11.0,0.8461538461538461,12.0,11.0,0.9166666666666666,-0.07051282051282048
4105,Raúl Jiménez,Wolves,2022,15.0,8.0,0.5333333333333333,7.0,4.0,0.5714285714285714,5.0,3.0,0.6,-0.02857142857142858
4120,Álex Moreno,Aston Villa,2022,25.0,20.0,0.8,8.0,6.0,0.75,7.0,5.0,0.7142857142857143,0.0357142857142857
4120,Álex Moreno,Aston Villa,2023,21.0,11.0,0.5238095238095238,6.0,1.0,0.16666666666666666,8.0,6.0,0.75,-0.5833333333333334
4120,Álex Moreno,Nott'm Forest,2024,15.0,11.0,0.7333333333333333,7.0,5.0,0.7142857142857143,6.0,4.0,0.6666666666666666,0.04761904761904767
4381,Mateusz Klich,Leeds,2020,35.0,28.0,0.8,12.0,8.0,0.6666666666666666,12.0,10.0,0.8333333333333334,-0.16666666666666674
4381,Mateusz Klich,Leeds,2021,33.0,26.0,0.7878787878787878,12.0,8.0,0.6666666666666666,11.0,10.0,0.9090909090909091,-0.24242424242424243
4381,Mateusz Klich,Leeds,2022,14.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0
4391,Darnell Furlong,West Brom,2020,35.0,32.0,0.9142857142857143,12.0,11.0,0.9166666666666666,13.0,13.0,1.0,-0.08333333333333337
4401,Emiliano Martinez,Arsenal,2019,9.0,8.0,0.8888888888888888,4.0,4.0,1.0,1.0,1.0,1.0,0.0
4401,Emiliano Martinez,Aston Villa,2020,38.0,38.0,1.0,13.0,13.0,1.0,13.0,13.0,1.0,0.0
4401,Emiliano Martinez,Aston Villa,2021,36.0,36.0,1.0,11.0,11.0,1.0,15.0,15.0,1.0,0.0
4401,Emiliano Martinez,Aston Villa,2022,36.0,36.0,1.0,11.0,11.0,1.0,13.0,13.0,1.0,0.0
4401,Emiliano Martinez,Aston Villa,2023,34.0,34.0,1.0,11.0,11.0,1.0,13.0,13.0,1.0,0.0
4401,Emiliano Martinez,Aston Villa,2024,37.0,37.0,1.0,12.0,12.0,1.0,13.0,13.0,1.0,0.0
4419,Adam Armstrong,Southampton,2021,23.0,17.0,0.7391304347826086,8.0,8.0,1.0,9.0,4.0,0.4444444444444444,0.5555555555555556
4419,Adam Armstrong,Southampton,2022,30.0,14.0,0.4666666666666667,10.0,6.0,0.6,10.0,4.0,0.4,0.19999999999999996
4419,Adam Armstrong,Southampton,2024,20.0,15.0,0.75,9.0,6.0,0.6666666666666666,8.0,6.0,0.75,-0.08333333333333337
4422,Ashley Barnes,Burnley,2019,19.0,17.0,0.8947368421052632,6.0,4.0,0.6666666666666666,7.0,7.0,1.0,-0.33333333333333337
4422,Ashley Barnes,Burnley,2020,22.0,15.0,0.6818181818181818,6.0,5.0,0.8333333333333334,9.0,5.0,0.5555555555555556,0.2777777777777778
4422,Ashley Barnes,Burnley,2021,23.0,8.0,0.34782608695652173,9.0,2.0,0.2222222222222222,8.0,2.0,0.25,-0.02777777777777779
4456,Chris Wood,Burnley,2019,32.0,29.0,0.90625,11.0,11.0,1.0,12.0,10.0,0.8333333333333334,0.16666666666666663
4456,Chris Wood,Burnley,2020,33.0,32.0,0.9696969696969697,12.0,11.0,0.9166666666666666,10.0,10.0,1.0,-0.08333333333333337
4456,Chris Wood,Burnley,2021,25.0,23.0,0.92,10.0,10.0,1.0,6.0,4.0,0.6666666666666666,0.33333333333333337
4456,Chris Wood,Newcastle,2021,26.0,24.0,0.9230769230769231,8.0,7.0,0.875,10.0,10.0,1.0,-0.125
