player_id,team_id,season,n_matches,n_starts,start_rate_all,start_rate_hard,start_rate_easy,rotation_elasticity,beta_unavailable,xpts_per_match_present,xpts_season_total,value_gbp_season_total,player_name,has_rotation,has_injury,inj_xpts
342,Arsenal,2019,26.0,19.0,0.7307692307692307,0.75,0.6666666666666666,0.0833333333333333,,,,,Sead Kolasinac,True,False,
1699,Arsenal,2019,15.0,13.0,0.8666666666666667,0.8333333333333334,1.0,-0.1666666666666666,-0.0520470732798248,0.0520470732798248,1.9777887846333435,4942396.038240709,Shkodran Mustafi,True,True,1.9777887846333435
371,Arsenal,2019,19.0,19.0,1.0,1.0,1.0,0.0,-0.1832260704992728,0.1832260704992728,6.962590678972369,17399168.63469536,Sokratis,True,True,6.962590678972369
1685,Aston Villa,2019,18.0,11.0,0.6111111111111112,0.6666666666666666,0.5,0.1666666666666666,,,,,Ahmed Elmohamady,True,False,
5612,Aston Villa,2019,34.0,26.0,0.7647058823529411,0.8333333333333334,0.8461538461538461,-0.0128205128205127,-0.1057201687627144,0.1057201687627144,4.017366412983147,10039199.331070194,Anwar El Ghazi,True,True,4.017366412983147
7152,Aston Villa,2019,17.0,15.0,0.8823529411764706,1.0,1.0,0.0,,,,,Björn Engels,True,False,
7721,Aston Villa,2019,27.0,18.0,0.6666666666666666,0.5454545454545454,0.8,-0.2545454545454546,,,,,Conor Hourihane,True,False,
752,Aston Villa,2019,4.0,4.0,1.0,1.0,1.0,0.0,,,,,Daniel Drinkwater,True,False,
,Aston Villa,2019,,,,,,,0.0740737047583544,-0.0740737047583544,-2.81480078081747,-7034047.48557526,Danny Drinkwater,False,True,-2.81480078081747
6122,Aston Villa,2019,36.0,28.0,0.7777777777777778,0.75,0.6666666666666666,0.0833333333333333,-0.1551989701909812,0.1551989701909812,5.897560867257285,14737711.98021002,Douglas Luiz,True,True,5.897560867257285
,Aston Villa,2019,,,,,,,-0.2018814576295771,0.2018814576295771,7.67149538992393,19170686.33270208,Ezri Konsa,False,True,7.67149538992393
7726,Aston Villa,2019,25.0,24.0,0.96,1.0,0.875,0.125,,,,,Ezri Konsa Ngoyo,True,False,
3253,Aston Villa,2019,25.0,22.0,0.88,1.0,1.0,0.0,,,,,Frederic Guilbert,True,False,
,Aston Villa,2019,,,,,,,0.0313171166601889,-0.0313171166601889,-1.1900504330871815,-2973876.983980935,Frédéric Guilbert,False,True,-1.1900504330871815
7727,Aston Villa,2019,10.0,2.0,0.2,0.0,0.0,0.0,-0.0870518354769595,0.0870518354769595,3.3079697481244628,8266452.264659499,Henri Lansbury,True,True,3.3079697481244628
8254,Aston Villa,2019,4.0,0.0,0.0,0.0,0.0,0.0,,,,,Indiana Vassilev,True,False,
675,Aston Villa,2019,36.0,36.0,1.0,1.0,1.0,0.0,0.1082419047269367,-0.1082419047269367,-4.1131923796235945,-10278663.666981136,Jack Grealish,True,True,-4.1131923796235945
,Aston Villa,2019,,,,,,,-0.1057201687627144,0.1057201687627144,4.017366412983147,10039199.331070194,James Chester,False,True,4.017366412983147
4475,Aston Villa,2019,,,,,,,-0.0487718153552809,0.0487718153552809,1.853328983500674,4631377.170696484,Jed Steer,False,True,1.853328983500674
7723,Aston Villa,2019,28.0,27.0,0.9642857142857144,1.0,1.0,0.0,-0.3013699099070296,0.3013699099070296,11.452056576467124,28618121.152776483,John McGinn,True,True,11.452056576467124
7725,Aston Villa,2019,6.0,0.0,0.0,0.0,0.0,0.0,0.0492084668455826,-0.0492084668455826,-1.8699217401321424,-4672841.646213804,Jonathan Kodjia,True,True,-1.8699217401321424
1374,Aston Villa,2019,13.0,13.0,1.0,1.0,1.0,0.0,,,,,José Reina,True,False,
2132,Aston Villa,2019,10.0,4.0,0.4,0.0,0.3333333333333333,-0.3333333333333333,,,,,Jota,True,False,
1053,Aston Villa,2019,18.0,4.0,0.2222222222222222,0.4,0.125,0.275,-0.2898008255215067,0.2898008255215067,11.012431369817255,27519519.57482291,Keinan Davis,True,True,11.012431369817255
6859,Aston Villa,2019,18.0,17.0,0.9444444444444444,1.0,0.8333333333333334,0.1666666666666666,-0.1330844516638515,0.1330844516638515,5.057209163226358,12637714.768677011,Kortney Hause,True,True,5.057209163226358
,Aston Villa,2019,,,,,,,0.0238573521304309,-0.0238573521304309,-0.9065793809563758,-2265496.8900636,Mahmoud Trezeguet,False,True,-0.9065793809563758
8040,Aston Villa,2019,29.0,19.0,0.6551724137931034,0.7,0.5454545454545454,0.1545454545454545,,,,,Marvelous Nakamba,True,False,
884,Aston Villa,2019,28.0,27.0,0.9642857142857144,1.0,0.9090909090909092,0.0909090909090909,,,,,Matt Targett,True,False,
8287,Aston Villa,2019,14.0,11.0,0.7857142857142857,0.6,0.75,-0.15,,,,,Mbwana Samatta,True,False,
710,Aston Villa,2019,14.0,11.0,0.7857142857142857,1.0,0.75,0.25,,,,,Neil Taylor,True,False,
1651,Aston Villa,2019,20.0,20.0,1.0,1.0,1.0,0.0,0.0222094292349619,-0.0222094292349619,-0.8439583109285559,-2109009.943216407,Tom Heaton,True,True,-0.8439583109285559
7722,Aston Villa,2019,34.0,20.0,0.5882352941176471,0.6666666666666666,0.5454545454545454,0.1212121212121212,,,,,Trézéguet,True,False,
1024,Aston Villa,2019,33.0,33.0,1.0,1.0,1.0,0.0,-0.2011797955850616,0.2011797955850616,7.644832232232343,19104056.42461191,Tyrone Mings,True,True,7.644832232232343
7724,Aston Villa,2019,21.0,21.0,1.0,1.0,1.0,0.0,,,,,Wesley,True,False,
,Aston Villa,2019,,,,,,,-0.3315100256698666,0.3315100256698666,12.597380975454932,31480229.99677378,Wesley Moraes,False,True,12.597380975454932
250,Aston Villa,2019,7.0,5.0,0.7142857142857143,1.0,1.0,0.0,-0.0808325756695592,0.0808325756695592,3.0716378754432507,7675870.64121978,Ørjan Nyland,True,True,3.0716378754432507
5603,Bournemouth,2019,37.0,37.0,1.0,1.0,1.0,0.0,,,,,Aaron Ramsdale,True,False,
825,Bournemouth,2019,24.0,24.0,1.0,1.0,1.0,0.0,-0.2464758224704576,0.2464758224704576,9.366081253877391,23405372.32421708,Adam Smith,True,True,9.366081253877391
460,Bournemouth,2019,,,,,,,-0.2954856630933907,0.2954856630933907,11.228455197548849,28059352.401584618,Andrew Surman,False,True,11.228455197548849
,Bournemouth,2019,,,,,,,-0.177005395950836,0.177005395950836,6.726205046131768,16808452.667284817,Arnaut Danjuma,False,True,6.726205046131768
8066,Bournemouth,2019,14.0,6.0,0.4285714285714285,0.5,0.1666666666666666,0.3333333333333333,,,,,Arnaut Danjuma Groeneveld,True,False,
468,Bournemouth,2019,35.0,32.0,0.9142857142857144,0.9090909090909092,0.9166666666666666,-0.0075757575757575,,,,,Callum Wilson,True,False,
459,Bournemouth,2019,,,,,,,-0.177005395950836,0.177005395950836,6.726205046131768,16808452.667284817,Charlie Daniels,False,True,6.726205046131768
7384,Bournemouth,2019,12.0,10.0,0.8333333333333334,1.0,0.5,0.5,0.0245155703248578,-0.0245155703248578,-0.9315916723445968,-2328001.3651748705,Chris Mepham,True,True,-0.9315916723445968
462,Bournemouth,2019,24.0,14.0,0.5833333333333334,0.5,0.4285714285714285,0.0714285714285714,0.3474930283049882,-0.3474930283049882,-13.204735075589554,-32997977.757119734,Dan Gosling,True,True,-13.204735075589554
6820,Bournemouth,2019,9.0,8.0,0.8888888888888888,0.8,1.0,-0.1999999999999999,-0.2462097219833862,0.2462097219833862,9.355969435368678,23380103.391495258,David Brooks,True,True,9.355969435368678
5065,Bournemouth,2019,27.0,27.0,1.0,1.0,1.0,0.0,,,,,Diego Rico,True,False,
1679,Bournemouth,2019,32.0,17.0,0.53125,0.5,0.5454545454545454,-0.0454545454545454,0.0045315975363913,-0.0045315975363913,-0.1722007063828711,-430321.0209409363,Dominic Solanke,True,True,-0.1722007063828711
5596,Bournemouth,2019,31.0,20.0,0.6451612903225806,0.3333333333333333,0.8181818181818182,-0.4848484848484849,-0.0063758266312985,0.0063758266312985,0.2422814119893446,605449.2269645941,Harry Wilson,True,True,0.2422814119893446
7823,Bournemouth,2019,19.0,17.0,0.8947368421052632,0.7777777777777778,1.0,-0.2222222222222222,-0.0719235557112912,0.0719235557112912,2.7330951170290674,6829869.085865863,Jack Stacey,True,True,2.7330951170290674
2182,Bournemouth,2019,33.0,31.0,0.9393939393939394,1.0,0.8181818181818182,0.1818181818181817,-0.129882178110391,0.129882178110391,4.93552276819486,12333626.50536786,Jefferson Lerma,True,True,4.93552276819486
465,Bournemouth,2019,26.0,24.0,0.9230769230769232,0.875,0.8888888888888888,-0.0138888888888888,,,,,Joshua King,True,False,
463,Bournemouth,2019,15.0,7.0,0.4666666666666667,0.7142857142857143,0.3333333333333333,0.380952380952381,0.1091421853774598,-0.1091421853774598,-4.147403044343473,-10364154.42064038,Junior Stanislas,True,True,-4.147403044343473
,Bournemouth,2019,,,,,,,0.0906891272611677,-0.0906891272611677,-3.446186835924374,-8611849.9089717,Kyle Taylor,False,True,-3.446186835924374
1789,Bournemouth,2019,27.0,14.0,0.5185185185185185,0.625,0.5454545454545454,0.0795454545454545,0.0373467301349713,-0.0373467301349713,-1.4191757451289118,-3546449.7699600253,Lewis Cook,True,True,-1.4191757451289118
8090,Bournemouth,2019,8.0,7.0,0.875,0.8,1.0,-0.1999999999999999,-0.3908971043586528,0.3908971043586528,14.854089965628807,37119633.78910809,Lloyd Kelly,True,True,14.854089965628807
579,Bournemouth,2019,29.0,29.0,1.0,1.0,1.0,0.0,-0.5238490833317052,0.5238490833317052,19.9062651666048,49744768.935898185,Nathan Aké,True,True,19.9062651666048
6034,Bournemouth,2019,34.0,29.0,0.8529411764705882,0.8181818181818182,0.9166666666666666,-0.0984848484848484,-0.0116991888667439,0.0116991888667439,0.4445691769362702,1110956.3143877843,Philip Billing,True,True,0.4445691769362702
1683,Bournemouth,2019,28.0,21.0,0.75,0.875,0.8888888888888888,-0.0138888888888888,0.1844371612542305,-0.1844371612542305,-7.0086121276607605,-17514173.951460652,Ryan Fraser,True,True,-7.0086121276607605
5602,Bournemouth,2019,4.0,0.0,0.0,0.0,0.0,0.0,,,,,Sam Surridge,True,False,
456,Bournemouth,2019,15.0,10.0,0.6666666666666666,0.75,0.7142857142857143,0.0357142857142857,-0.0202441056959403,0.0202441056959403,0.7692760164457342,1922382.5949138675,Simon Francis,True,True,0.7692760164457342
458,Bournemouth,2019,29.0,28.0,0.9655172413793104,0.875,1.0,-0.125,-0.177005395950836,0.177005395950836,6.726205046131768,16808452.667284817,Steve Cook,True,True,6.726205046131768
7991,Brighton,2019,24.0,14.0,0.5833333333333334,0.6363636363636364,0.5,0.1363636363636363,-0.2457332413686869,0.2457332413686869,9.337863172010104,23334856.73776456,Aaron Connolly,True,True,9.337863172010104
6033,Brighton,2019,31.0,25.0,0.8064516129032258,0.8,0.8181818181818182,-0.0181818181818181,0.1264423848354251,-0.1264423848354251,-4.804810623746154,-12006983.342107637,Aaron Mooy,True,True,-4.804810623746154
7699,Brighton,2019,31.0,31.0,1.0,1.0,1.0,0.0,-0.245643821390848,0.245643821390848,9.334465212852226,23326365.40643005,Adam Webster,True,True,9.334465212852226
8379,Brighton,2019,9.0,4.0,0.4444444444444444,0.75,0.0,0.75,,,,,Alexis Mac Allister,True,False,
6842,Brighton,2019,10.0,3.0,0.3,0.3333333333333333,0.4,-0.0666666666666667,-0.0539126514774023,0.0539126514774023,2.0486807561412905,5119551.557498498,Alireza Jahanbakhsh,True,True,2.0486807561412905
5245,Brighton,2019,14.0,7.0,0.5,0.6666666666666666,0.6666666666666666,0.0,,,,,Bernardo,True,False,
6051,Brighton,2019,33.0,28.0,0.8484848484848485,0.8333333333333334,0.8181818181818182,0.0151515151515151,0.06942471997153,-0.06942471997153,-2.6381393589181408,-6592579.357891907,Dale Stephens,True,True,-2.6381393589181408
7382,Brighton,2019,34.0,33.0,0.9705882352941176,0.9166666666666666,1.0,-0.0833333333333333,0.4118320467964007,-0.4118320467964007,-15.649617778263227,-39107618.32012744,Dan Burn,True,True,-15.649617778263227
6050,Brighton,2019,35.0,32.0,0.9142857142857144,0.9090909090909092,0.9230769230769232,-0.013986013986014,-0.0751470382003043,0.0751470382003043,2.855587451611564,7135971.352123591,Davy Pröpper,True,True,2.855587451611564
3873,Brighton,2019,8.0,4.0,0.5,1.0,0.5,0.5,,,,,Ezequiel Schelotto,True,False,
4068,Brighton,2019,,,,,,,0.1319438792775554,-0.1319438792775554,-5.013867412547107,-12529405.884274444,Florin Andone,False,True,-5.013867412547107
6105,Brighton,2019,4.0,0.0,0.0,0.0,0.0,0.0,,,,,Gaëtan Bong,True,False,
882,Brighton,2019,23.0,7.0,0.3043478260869565,0.1666666666666666,0.3,-0.1333333333333333,0.3072268836255522,-0.3072268836255522,-11.674621577770983,-29174300.04773324,Glenn Murray,True,True,-11.674621577770983
6231,Brighton,2019,,,,,,,0.2653366273116749,-0.2653366273116749,-10.082791837843647,-25196396.511573218,José Izquierdo,False,True,-10.082791837843647
6542,Brighton,2019,7.0,3.0,0.4285714285714285,0.3333333333333333,0.0,0.3333333333333333,0.0024805627105884,-0.0024805627105884,-0.0942613830023628,-235554.51903138176,Jürgen Locadia,True,True,-0.0942613830023628
7698,Brighton,2019,31.0,22.0,0.7096774193548387,0.5,0.8333333333333334,-0.3333333333333333,-0.1017987455393728,0.1017987455393728,3.868352330496169,9666820.532763757,Leandro Trossard,True,True,3.868352330496169
,Brighton,2019,,,,,,,-0.1160515235638279,0.1160515235638279,4.409957895425463,11020265.965963496,Leon Balogun,False,True,4.409957895425463
6048,Brighton,2019,36.0,36.0,1.0,1.0,1.0,0.0,,,,,Lewis Dunk,True,False,
1950,Brighton,2019,27.0,23.0,0.8518518518518519,0.8888888888888888,0.8571428571428571,0.0317460317460317,,,,,Martín Montoya,True,False,
2385,Brighton,2019,38.0,38.0,1.0,1.0,1.0,0.0,,,,,Mat Ryan,True,False,
3621,Brighton,2019,37.0,30.0,0.8108108108108109,0.6923076923076923,0.8461538461538461,-0.1538461538461538,,,,,Neal Maupay,True,False,
239,Brighton,2019,29.0,22.0,0.7586206896551724,0.6666666666666666,0.7272727272727273,-0.0606060606060606,,,,,Pascal Groß,True,False,
6047,Brighton,2019,19.0,12.0,0.631578947368421,0.7142857142857143,0.625,0.0892857142857143,-0.0752648658280593,0.0752648658280593,2.8600649014662545,7147160.2771469215,Shane Duffy,True,True,2.8600649014662545
6049,Brighton,2019,19.0,11.0,0.5789473684210527,0.4,0.7142857142857143,-0.3142857142857143,0.070155570343818,-0.070155570343818,-2.6659116730650863,-6661980.992929536,Solly March,True,True,-2.6659116730650863
8020,Brighton,2019,19.0,12.0,0.631578947368421,0.6666666666666666,0.5714285714285714,0.0952380952380952,-0.2654686416122134,0.2654686416122134,10.087808381264107,25208932.604668487,Steven Alzate,True,True,10.087808381264107
8226,Brighton,2019,8.0,7.0,0.875,0.75,1.0,-0.25,,,,,Tariq Lamptey,True,False,
,Brighton,2019,,,,,,,0.4283170129137583,-0.4283170129137583,-16.276046490722816,-40673032.59022327,Tudor Băluță,False,True,-16.276046490722816
5609,Brighton,2019,22.0,15.0,0.6818181818181818,0.7777777777777778,0.8,-0.0222222222222222,,,,,Yves Bissouma,True,False,
593,Burnley,2019,16.0,4.0,0.25,0.4285714285714285,0.0,0.4285714285714285,0.0766472070550579,-0.0766472070550579,-2.9125938680922023,-7278427.558346057,Aaron Lennon,True,True,-2.9125938680922023
4422,Burnley,2019,19.0,17.0,0.8947368421052632,0.6666666666666666,1.0,-0.3333333333333333,-0.2279182565763778,0.2279182565763778,8.660893749902359,21643143.74200313,Ashley Barnes,True,True,8.660893749902359
669,Burnley,2019,35.0,35.0,1.0,1.0,1.0,0.0,-0.4455505469665669,0.4455505469665669,16.93092078472954,42309530.95718339,Ashley Westwood,True,True,16.93092078472954
1707,Burnley,2019,,,,,,,-0.0783373661103971,0.0783373661103971,2.976819912195092,7438925.255770731,Ben Gibson,False,True,2.976819912195092
1654,Burnley,2019,32.0,32.0,1.0,1.0,1.0,0.0,-0.0122134312449143,0.0122134312449143,0.4641103873067458,1159788.8295015616,Ben Mee,True,True,0.4641103873067458
6044,Burnley,2019,24.0,22.0,0.9166666666666666,1.0,0.875,0.125,-0.2156080844494058,0.2156080844494058,8.193107209077422,20474168.387264177,Charlie Taylor,True,True,8.193107209077422
4456,Burnley,2019,32.0,29.0,0.90625,1.0,0.8333333333333334,0.1666666666666666,-0.3435605406242571,0.3435605406242571,13.055300543721772,32624548.27667266,Chris Wood,True,True,13.055300543721772
,Burnley,2019,,,,,,,0.1142279256502891,-0.1142279256502891,-4.340661174710986,-10847096.899284923,Danny Drinkwater,False,True,-4.340661174710986
6756,Burnley,2019,38.0,38.0,1.0,1.0,1.0,0.0,-0.1446778546857806,0.1446778546857806,5.497758478059662,13738625.647128291,Dwight McNeil,True,True,5.497758478059662
887,Burnley,2019,24.0,21.0,0.875,0.8888888888888888,0.875,0.0138888888888888,,,,,Erik Pieters,True,False,
712,Burnley,2019,30.0,30.0,1.0,1.0,1.0,0.0,0.0898688854033415,-0.0898688854033415,-3.4150176453269783,-8533959.648231702,Jack Cork,True,True,-3.4150176453269783
1665,Burnley,2019,38.0,38.0,1.0,1.0,1.0,0.0,,,,,James Tarkowski,True,False,
844,Burnley,2019,36.0,20.0,0.5555555555555556,0.6666666666666666,0.4615384615384615,0.205128205128205,,,,,Jay Rodriguez,True,False,
1746,Burnley,2019,24.0,22.0,0.9166666666666666,0.875,1.0,-0.125,,,,,Jeff Hendrick,True,False,
1663,Burnley,2019,12.0,6.0,0.5,0.5,0.6666666666666666,-0.1666666666666666,,,,,Johann Berg Gudmundsson,True,False,
8323,Burnley,2019,10.0,9.0,0.9,1.0,0.75,0.25,,,,,Josh Brownhill,True,False,
,Burnley,2019,,,,,,,-0.1271632150561984,0.1271632150561984,4.832202172135539,12075433.46241008,Jóhann Berg Gudmundsson,False,True,4.832202172135539
1747,Burnley,2019,8.0,6.0,0.75,0.5,1.0,-0.5,,,,,Kevin Long,True,False,
1017,Burnley,2019,19.0,7.0,0.3684210526315789,0.1428571428571428,0.5,-0.3571428571428571,,,,,Matej Vydra,True,False,
1652,Burnley,2019,17.0,17.0,1.0,1.0,1.0,0.0,-0.092240946753221,0.092240946753221,3.505155976622399,8759210.865626337,Matthew Lowton,True,True,3.505155976622399
5552,Burnley,2019,38.0,38.0,1.0,1.0,1.0,0.0,,,,,Nick Pope,True,False,
857,Burnley,2019,21.0,21.0,1.0,1.0,1.0,0.0,-0.3815895751720529,0.3815895751720529,14.500403856538012,36235789.75180096,Phil Bardsley,True,True,14.500403856538012
789,Burnley,2019,17.0,5.0,0.2941176470588235,0.6,0.2857142857142857,0.3142857142857143,-0.2554939606633689,0.2554939606633689,9.70877050520802,24261735.75962717,Robbie Brady,True,True,9.70877050520802
200,Chelsea,2019,21.0,21.0,1.0,1.0,1.0,0.0,,,,,Andreas Christensen,True,False,
1822,Chelsea,2019,20.0,19.0,0.95,1.0,1.0,0.0,0.1269800641268386,-0.1269800641268386,-4.8252424368198685,-12058041.429186596,Antonio Rüdiger,True,True,-4.8252424368198685
7988,Chelsea,2019,6.0,2.0,0.3333333333333333,0.0,0.25,-0.25,,,,,Billy Gilmour,True,False,
6456,Chelsea,2019,22.0,7.0,0.3181818181818182,0.2857142857142857,0.3636363636363636,-0.0779220779220779,-0.0179843999750444,0.0179843999750444,0.6834071990516879,1707800.6809126576,Callum Hudson-Odoi,True,True,0.6834071990516879
2662,Chelsea,2019,25.0,19.0,0.76,0.625,0.7272727272727273,-0.1022727272727272,,,,,Christian Pulisic,True,False,
681,Chelsea,2019,36.0,36.0,1.0,1.0,1.0,0.0,,,,,César Azpilicueta,True,False,
,Chelsea,2019,,,,,,,-0.0070178780233672,0.0070178780233672,0.2666793648879563,666418.5006727754,Davide Zappacosta,False,True,0.2666793648879563
1245,Chelsea,2019,15.0,13.0,0.8666666666666667,0.8,0.8333333333333334,-0.0333333333333333,0.5907693345485355,-0.5907693345485355,-22.44923471284435,-56099523.65407258,Emerson,True,True,-22.44923471284435
703,Chelsea,2019,15.0,15.0,1.0,1.0,1.0,0.0,0.1192889104791831,-0.1192889104791831,-4.5329785982089605,-11327688.598138783,Fikayo Tomori,True,True,-4.5329785982089605
1389,Chelsea,2019,31.0,27.0,0.8709677419354839,0.8181818181818182,0.8181818181818182,0.0,,,,,Jorginho,True,False,
689,Chelsea,2019,,,,,,,-0.067767319839684,0.067767319839684,2.5751581539079944,6435192.451593174,Kenedy,False,True,2.5751581539079944
5061,Chelsea,2019,33.0,33.0,1.0,1.0,1.0,0.0,,,,,Kepa,True,False,
935,Chelsea,2019,28.0,25.0,0.8928571428571429,0.8181818181818182,1.0,-0.1818181818181817,,,,,Kurt Zouma,True,False,
,Chelsea,2019,,,,,,,-0.4665565070613161,0.4665565070613161,17.729147268330014,44304259.33304339,Marco van Ginkel,False,True,17.729147268330014
1621,Chelsea,2019,18.0,15.0,0.8333333333333334,0.8571428571428571,1.0,-0.1428571428571429,-0.0850411940895929,0.0850411940895929,3.231565375404531,8075521.528289051,Marcos Alonso,True,True,3.231565375404531
7768,Chelsea,2019,37.0,32.0,0.8648648648648649,0.9230769230769232,0.9230769230769232,0.0,-0.30240091145899,0.30240091145899,11.49123463544162,28716025.178204257,Mason Mount,True,True,11.49123463544162
2254,Chelsea,2019,31.0,23.0,0.7419354838709677,0.6923076923076923,0.6666666666666666,0.0256410256410256,0.0654034163780335,-0.0654034163780335,-2.485329822365276,-6210715.9081988735,Mateo Kovacic,True,True,-2.485329822365276
1678,Chelsea,2019,16.0,1.0,0.0625,0.0,0.0,0.0,,,,,Michy Batshuayi,True,False,
751,Chelsea,2019,22.0,20.0,0.9090909090909092,0.9,0.875,0.025,,,,,N&#039;Golo Kanté,True,False,
,Chelsea,2019,,,,,,,0.0864485325857669,-0.0864485325857669,-3.2850442382591427,-8209162.553031363,N'Golo Kanté,False,True,-3.2850442382591427
502,Chelsea,2019,18.0,12.0,0.6666666666666666,0.75,1.0,-0.25,-0.0070178780233672,0.0070178780233672,0.2666793648879563,666418.5006727754,Olivier Giroud,True,True,0.2666793648879563
