n_player_seasons,n_players,n_teams,season_min,season_max,mean_injury_xpts_season_total,sd_injury_xpts_season_total,share_missing_player_id
1967,752,27,2019,2024,0.17428068552801956,8.648495346040862,0.16573462125063548
