season_start_year,season,match_date,match_id,home_team,away_team,FTHG,FTAG,FTR,B365H,B365D,B365A,B365>2.5,B365<2.5
2021,2021-2022,2022-05-22,2021_Arsenal_Everton_20220522,Arsenal,Everton,5,1,H,1.36,4.75,9.0,1.57,2.37
2021,2021-2022,2022-05-22,2021_Brentford_Leeds_20220522,Brentford,Leeds,1,2,A,2.45,3.8,2.62,1.57,2.37
2021,2021-2022,2022-05-22,2021_Brighton_West Ham_20220522,Brighton,West Ham,3,1,H,2.37,3.5,2.9,1.72,2.1
2021,2021-2022,2022-05-22,2021_Burnley_Newcastle_20220522,Burnley,Newcastle,1,2,A,2.25,3.4,3.2,1.94,1.96
2021,2021-2022,2022-05-22,2021_Chelsea_Watford_20220522,Chelsea,Watford,2,1,H,1.18,7.5,15.0,1.44,2.75
2021,2021-2022,2022-05-22,2021_Crystal Palace_Man United_20220522,Crystal Palace,Man United,1,0,H,3.0,3.6,2.25,1.72,2.1
2021,2021-2022,2022-05-22,2021_Leicester_Southampton_20220522,Leicester,Southampton,4,1,H,1.85,4.0,3.8,1.57,2.37
2021,2021-2022,2022-05-22,2021_Liverpool_Wolves_20220522,Liverpool,Wolves,3,1,H,1.14,8.5,15.0,1.44,2.75
2021,2021-2022,2022-05-22,2021_Man City_Aston Villa_20220522,Man City,Aston Villa,3,2,H,1.16,8.0,17.0,1.44,2.75
2021,2021-2022,2022-05-22,2021_Norwich_Tottenham_20220522,Norwich,Tottenham,0,5,A,9.5,6.5,1.25,1.44,2.75
2022,2022-2023,2022-08-05,2022_Crystal Palace_Arsenal_20220805,Crystal Palace,Arsenal,0,2,A,4.2,3.6,1.85,2.1,1.72
2022,2022-2023,2022-08-06,2022_Fulham_Liverpool_20220806,Fulham,Liverpool,2,2,D,11.0,6.0,1.25,1.5,2.62
2022,2022-2023,2022-08-06,2022_Bournemouth_Aston Villa_20220806,Bournemouth,Aston Villa,2,0,H,3.75,3.5,2.0,2.0,1.8
2022,2022-2023,2022-08-06,2022_Leeds_Wolves_20220806,Leeds,Wolves,2,1,H,2.25,3.4,3.2,2.05,1.85
2022,2022-2023,2022-08-06,2022_Newcastle_Nott'm Forest_20220806,Newcastle,Nott'm Forest,2,0,H,1.66,3.8,5.25,2.05,1.85
2022,2022-2023,2022-08-06,2022_Tottenham_Southampton_20220806,Tottenham,Southampton,4,1,H,1.33,5.5,8.5,1.61,2.3
2022,2022-2023,2022-08-06,2022_Everton_Chelsea_20220806,Everton,Chelsea,0,1,A,5.5,4.0,1.61,2.02,1.88
2022,2022-2023,2022-08-07,2022_Leicester_Brentford_20220807,Leicester,Brentford,2,2,D,2.0,3.75,3.5,1.72,2.1
2022,2022-2023,2022-08-07,2022_Man United_Brighton_20220807,Man United,Brighton,1,2,A,1.6,4.2,5.25,1.92,1.98
2022,2022-2023,2022-08-07,2022_West Ham_Man City_20220807,West Ham,Man City,0,2,A,8.0,5.0,1.36,1.53,2.5
2022,2022-2023,2022-08-13,2022_Aston Villa_Everton_20220813,Aston Villa,Everton,2,1,H,1.8,3.5,4.75,2.1,1.72
2022,2022-2023,2022-08-13,2022_Arsenal_Leicester_20220813,Arsenal,Leicester,4,2,H,1.53,4.33,5.75,1.66,2.2
2022,2022-2023,2022-08-13,2022_Brighton_Newcastle_20220813,Brighton,Newcastle,0,0,D,2.45,3.2,3.0,2.1,1.72
2022,2022-2023,2022-08-13,2022_Man City_Bournemouth_20220813,Man City,Bournemouth,4,0,H,1.06,13.0,29.0,1.33,3.4
2022,2022-2023,2022-08-13,2022_Southampton_Leeds_20220813,Southampton,Leeds,2,2,D,2.25,3.5,3.1,1.72,2.1
2022,2022-2023,2022-08-13,2022_Wolves_Fulham_20220813,Wolves,Fulham,0,0,D,2.3,3.3,3.2,2.1,1.72
2022,2022-2023,2022-08-13,2022_Brentford_Man United_20220813,Brentford,Man United,4,0,H,3.75,3.5,2.0,1.8,2.0
2022,2022-2023,2022-08-14,2022_Nott'm Forest_West Ham_20220814,Nott'm Forest,West Ham,1,0,H,4.2,3.6,1.85,1.92,1.98
2022,2022-2023,2022-08-14,2022_Chelsea_Tottenham_20220814,Chelsea,Tottenham,2,2,D,2.25,3.4,3.2,1.98,1.92
2022,2022-2023,2022-08-15,2022_Liverpool_Crystal Palace_20220815,Liverpool,Crystal Palace,1,1,D,1.18,6.75,16.0,1.57,2.37
2022,2022-2023,2022-08-20,2022_Tottenham_Wolves_20220820,Tottenham,Wolves,1,0,H,1.4,4.75,7.5,1.72,2.1
2022,2022-2023,2022-08-20,2022_Crystal Palace_Aston Villa_20220820,Crystal Palace,Aston Villa,3,1,H,2.5,3.25,2.9,2.2,1.66
2022,2022-2023,2022-08-20,2022_Everton_Nott'm Forest_20220820,Everton,Nott'm Forest,1,1,D,1.9,3.6,4.0,2.1,1.72
2022,2022-2023,2022-08-20,2022_Fulham_Brentford_20220820,Fulham,Brentford,3,2,H,2.45,3.4,2.9,1.96,1.94
2022,2022-2023,2022-08-20,2022_Leicester_Southampton_20220820,Leicester,Southampton,1,2,A,1.83,4.0,4.0,1.61,2.3
2022,2022-2023,2022-08-20,2022_Bournemouth_Arsenal_20220820,Bournemouth,Arsenal,0,3,A,8.0,4.75,1.4,1.72,2.1
2022,2022-2023,2022-08-21,2022_Leeds_Chelsea_20220821,Leeds,Chelsea,3,0,H,5.75,4.5,1.53,1.66,2.2
2022,2022-2023,2022-08-21,2022_West Ham_Brighton_20220821,West Ham,Brighton,0,2,A,2.3,3.4,3.1,1.99,1.91
2022,2022-2023,2022-08-21,2022_Newcastle_Man City_20220821,Newcastle,Man City,3,3,D,7.5,5.0,1.36,1.66,2.2
2022,2022-2023,2022-08-22,2022_Man United_Liverpool_20220822,Man United,Liverpool,2,1,H,5.25,4.33,1.6,1.5,2.62
2022,2022-2023,2022-08-27,2022_Southampton_Man United_20220827,Southampton,Man United,0,1,A,4.2,4.0,1.8,1.57,2.37
2022,2022-2023,2022-08-27,2022_Brentford_Everton_20220827,Brentford,Everton,1,1,D,2.0,3.5,3.75,2.06,1.84
2022,2022-2023,2022-08-27,2022_Brighton_Leeds_20220827,Brighton,Leeds,1,0,H,1.9,3.8,3.8,1.88,2.02
2022,2022-2023,2022-08-27,2022_Chelsea_Leicester_20220827,Chelsea,Leicester,2,1,H,1.4,5.0,7.0,1.61,2.3
2022,2022-2023,2022-08-27,2022_Liverpool_Bournemouth_20220827,Liverpool,Bournemouth,9,0,H,1.1,10.0,26.0,1.36,3.2
2022,2022-2023,2022-08-27,2022_Man City_Crystal Palace_20220827,Man City,Crystal Palace,4,2,H,1.18,7.5,13.0,1.44,2.75
2022,2022-2023,2022-08-27,2022_Arsenal_Fulham_20220827,Arsenal,Fulham,2,1,H,1.3,5.75,9.0,1.5,2.62
2022,2022-2023,2022-08-28,2022_Aston Villa_West Ham_20220828,Aston Villa,West Ham,0,1,A,2.3,3.4,3.1,1.91,1.99
2022,2022-2023,2022-08-28,2022_Wolves_Newcastle_20220828,Wolves,Newcastle,1,1,D,2.7,3.3,2.7,2.1,1.72
2022,2022-2023,2022-08-28,2022_Nott'm Forest_Tottenham_20220828,Nott'm Forest,Tottenham,0,2,A,7.0,4.6,1.44,1.72,2.1
2022,2022-2023,2022-08-30,2022_Crystal Palace_Brentford_20220830,Crystal Palace,Brentford,1,1,D,2.05,3.4,3.6,2.1,1.72
2022,2022-2023,2022-08-30,2022_Fulham_Brighton_20220830,Fulham,Brighton,2,1,H,3.1,3.3,2.3,2.01,1.89
2022,2022-2023,2022-08-30,2022_Southampton_Chelsea_20220830,Southampton,Chelsea,2,1,H,5.25,4.0,1.61,1.72,2.1
2022,2022-2023,2022-08-30,2022_Leeds_Everton_20220830,Leeds,Everton,1,1,D,2.15,3.5,3.3,1.87,2.03
2022,2022-2023,2022-08-31,2022_Arsenal_Aston Villa_20220831,Arsenal,Aston Villa,2,1,H,1.45,4.5,6.0,1.72,2.1
2022,2022-2023,2022-08-31,2022_Bournemouth_Wolves_20220831,Bournemouth,Wolves,0,0,D,3.5,3.3,2.15,2.1,1.72
2022,2022-2023,2022-08-31,2022_Man City_Nott'm Forest_20220831,Man City,Nott'm Forest,6,0,H,1.06,13.0,29.0,1.22,4.33
2022,2022-2023,2022-08-31,2022_West Ham_Tottenham_20220831,West Ham,Tottenham,1,1,D,3.6,3.8,1.95,1.72,2.1
2022,2022-2023,2022-08-31,2022_Liverpool_Newcastle_20220831,Liverpool,Newcastle,2,1,H,1.33,5.25,9.0,1.5,2.62
2022,2022-2023,2022-09-01,2022_Leicester_Man United_20220901,Leicester,Man United,0,1,A,3.4,3.75,2.05,1.66,2.2
2022,2022-2023,2022-09-03,2022_Everton_Liverpool_20220903,Everton,Liverpool,0,0,D,7.0,4.75,1.4,1.57,2.37
2022,2022-2023,2022-09-03,2022_Brentford_Leeds_20220903,Brentford,Leeds,5,2,H,2.1,3.5,3.4,1.72,2.1
2022,2022-2023,2022-09-03,2022_Chelsea_West Ham_20220903,Chelsea,West Ham,2,1,H,1.55,4.5,5.5,1.72,2.1
2022,2022-2023,2022-09-03,2022_Newcastle_Crystal Palace_20220903,Newcastle,Crystal Palace,0,0,D,2.0,3.5,3.75,2.0,1.8
2022,2022-2023,2022-09-03,2022_Nott'm Forest_Bournemouth_20220903,Nott'm Forest,Bournemouth,2,3,A,1.95,3.5,3.8,2.1,1.72
2022,2022-2023,2022-09-03,2022_Tottenham_Fulham_20220903,Tottenham,Fulham,2,1,H,1.5,4.5,6.5,1.61,2.3
2022,2022-2023,2022-09-03,2022_Wolves_Southampton_20220903,Wolves,Southampton,1,0,H,2.2,3.4,3.25,2.04,1.86
2022,2022-2023,2022-09-03,2022_Aston Villa_Man City_20220903,Aston Villa,Man City,1,1,D,8.0,5.5,1.33,1.53,2.5
2022,2022-2023,2022-09-04,2022_Brighton_Leicester_20220904,Brighton,Leicester,5,2,H,1.83,3.5,4.5,2.01,1.89
2022,2022-2023,2022-09-04,2022_Man United_Arsenal_20220904,Man United,Arsenal,3,1,H,2.5,3.5,2.7,1.66,2.2
2022,2022-2023,2022-09-16,2022_Aston Villa_Southampton_20220916,Aston Villa,Southampton,1,0,H,2.1,3.5,3.5,1.88,2.02
2022,2022-2023,2022-09-16,2022_Nott'm Forest_Fulham_20220916,Nott'm Forest,Fulham,2,3,A,2.75,3.3,2.62,1.93,1.97
2022,2022-2023,2022-09-17,2022_Wolves_Man City_20220917,Wolves,Man City,0,3,A,9.5,5.0,1.33,1.57,2.37
2022,2022-2023,2022-09-17,2022_Newcastle_Bournemouth_20220917,Newcastle,Bournemouth,1,1,D,1.44,4.4,7.5,1.87,2.03
2022,2022-2023,2022-09-17,2022_Tottenham_Leicester_20220917,Tottenham,Leicester,6,2,H,1.45,4.5,7.0,1.57,2.37
2022,2022-2023,2022-09-18,2022_Brentford_Arsenal_20220918,Brentford,Arsenal,0,3,A,4.2,3.8,1.8,1.66,2.2
2022,2022-2023,2022-09-18,2022_Everton_West Ham_20220918,Everton,West Ham,1,0,H,2.9,3.25,2.5,2.06,1.84
2022,2022-2023,2022-10-01,2022_Arsenal_Tottenham_20221001,Arsenal,Tottenham,3,1,H,2.05,3.75,3.3,1.72,2.1
2022,2022-2023,2022-10-01,2022_Bournemouth_Brentford_20221001,Bournemouth,Brentford,0,0,D,3.3,3.4,2.2,2.02,1.88
2022,2022-2023,2022-10-01,2022_Crystal Palace_Chelsea_20221001,Crystal Palace,Chelsea,1,2,A,4.2,3.6,1.85,2.1,1.72
2022,2022-2023,2022-10-01,2022_Fulham_Newcastle_20221001,Fulham,Newcastle,1,4,A,3.0,3.4,2.37,1.91,1.99
2022,2022-2023,2022-10-01,2022_Liverpool_Brighton_20221001,Liverpool,Brighton,3,3,D,1.33,5.25,8.5,1.53,2.5
2022,2022-2023,2022-10-01,2022_Southampton_Everton_20221001,Southampton,Everton,1,2,A,2.15,3.4,3.4,2.04,1.86
2022,2022-2023,2022-10-01,2022_West Ham_Wolves_20221001,West Ham,Wolves,2,0,H,1.95,3.5,4.2,2.2,1.66
2022,2022-2023,2022-10-02,2022_Man City_Man United_20221002,Man City,Man United,6,3,H,1.33,5.75,7.5,1.44,2.75
2022,2022-2023,2022-10-02,2022_Leeds_Aston Villa_20221002,Leeds,Aston Villa,0,0,D,2.35,3.4,3.0,1.8,2.0
2022,2022-2023,2022-10-03,2022_Leicester_Nott'm Forest_20221003,Leicester,Nott'm Forest,4,0,H,1.75,4.0,4.33,1.66,2.2
2022,2022-2023,2022-10-08,2022_Bournemouth_Leicester_20221008,Bournemouth,Leicester,2,1,H,3.6,3.4,2.05,1.8,2.0
2022,2022-2023,2022-10-08,2022_Chelsea_Wolves_20221008,Chelsea,Wolves,3,0,H,1.4,4.5,8.0,1.87,2.03
2022,2022-2023,2022-10-08,2022_Man City_Southampton_20221008,Man City,Southampton,4,0,H,1.11,10.0,17.0,1.25,4.0
2022,2022-2023,2022-10-08,2022_Newcastle_Brentford_20221008,Newcastle,Brentford,5,1,H,1.83,3.8,4.2,1.72,2.1
2022,2022-2023,2022-10-08,2022_Brighton_Tottenham_20221008,Brighton,Tottenham,0,1,A,2.8,3.4,2.5,1.88,2.02
2022,2022-2023,2022-10-09,2022_Crystal Palace_Leeds_20221009,Crystal Palace,Leeds,2,1,H,2.05,3.5,3.6,1.86,2.04
2022,2022-2023,2022-10-09,2022_West Ham_Fulham_20221009,West Ham,Fulham,3,1,H,1.72,3.8,4.75,1.8,2.0
2022,2022-2023,2022-10-09,2022_Arsenal_Liverpool_20221009,Arsenal,Liverpool,3,2,H,2.5,3.6,2.62,1.57,2.37
2022,2022-2023,2022-10-09,2022_Everton_Man United_20221009,Everton,Man United,1,2,A,3.6,3.5,2.05,1.88,2.02
2022,2022-2023,2022-10-10,2022_Nott'm Forest_Aston Villa_20221010,Nott'm Forest,Aston Villa,1,1,D,3.3,3.4,2.2,2.03,1.87
2022,2022-2023,2022-10-14,2022_Brentford_Brighton_20221014,Brentford,Brighton,2,0,H,3.1,3.4,2.3,1.97,1.93
2022,2022-2023,2022-10-15,2022_Leicester_Crystal Palace_20221015,Leicester,Crystal Palace,0,0,D,2.3,3.4,3.1,1.89,2.01
2022,2022-2023,2022-10-15,2022_Fulham_Bournemouth_20221015,Fulham,Bournemouth,2,2,D,1.85,3.75,4.0,1.96,1.94
2022,2022-2023,2022-10-15,2022_Wolves_Nott'm Forest_20221015,Wolves,Nott'm Forest,1,0,H,1.7,3.75,5.0,2.06,1.84
2022,2022-2023,2022-10-15,2022_Tottenham_Everton_20221015,Tottenham,Everton,2,0,H,1.5,4.5,6.5,1.72,2.1
2022,2022-2023,2022-10-16,2022_Aston Villa_Chelsea_20221016,Aston Villa,Chelsea,0,2,A,4.33,3.75,1.8,2.03,1.87
2022,2022-2023,2022-10-16,2022_Leeds_Arsenal_20221016,Leeds,Arsenal,0,1,A,6.0,4.2,1.55,1.61,2.3
2022,2022-2023,2022-10-16,2022_Man United_Newcastle_20221016,Man United,Newcastle,0,0,D,1.95,3.8,3.5,1.72,2.1
2022,2022-2023,2022-10-16,2022_Southampton_West Ham_20221016,Southampton,West Ham,1,1,D,2.9,3.4,2.4,2.0,1.9
2022,2022-2023,2022-10-16,2022_Liverpool_Man City_20221016,Liverpool,Man City,1,0,H,3.6,4.0,1.9,1.44,2.75
2022,2022-2023,2022-10-18,2022_Brighton_Nott'm Forest_20221018,Brighton,Nott'm Forest,0,0,D,1.4,4.75,7.0,1.72,2.1
2022,2022-2023,2022-10-18,2022_Crystal Palace_Wolves_20221018,Crystal Palace,Wolves,2,1,H,2.25,3.1,3.4,2.5,1.53
2022,2022-2023,2022-10-19,2022_Bournemouth_Southampton_20221019,Bournemouth,Southampton,0,1,A,2.62,3.3,2.62,2.0,1.8
2022,2022-2023,2022-10-19,2022_Brentford_Chelsea_20221019,Brentford,Chelsea,0,0,D,4.75,3.8,1.72,1.88,2.02
2022,2022-2023,2022-10-19,2022_Liverpool_West Ham_20221019,Liverpool,West Ham,1,0,H,1.4,5.0,7.0,1.5,2.62
2022,2022-2023,2022-10-19,2022_Newcastle_Everton_20221019,Newcastle,Everton,1,0,H,1.6,3.8,5.75,1.92,1.98
2022,2022-2023,2022-10-19,2022_Man United_Tottenham_20221019,Man United,Tottenham,2,0,H,2.45,3.5,2.75,1.72,2.1
2022,2022-2023,2022-10-20,2022_Fulham_Aston Villa_20221020,Fulham,Aston Villa,3,0,H,2.9,3.3,2.5,2.0,1.9
2022,2022-2023,2022-10-20,2022_Leicester_Leeds_20221020,Leicester,Leeds,2,0,H,2.25,3.6,3.0,1.72,2.1
2022,2022-2023,2022-10-22,2022_Nott'm Forest_Liverpool_20221022,Nott'm Forest,Liverpool,1,0,H,11.0,6.0,1.25,1.5,2.62
2022,2022-2023,2022-10-22,2022_Everton_Crystal Palace_20221022,Everton,Crystal Palace,3,0,H,2.6,3.2,2.87,2.2,1.66
2022,2022-2023,2022-10-22,2022_Man City_Brighton_20221022,Man City,Brighton,3,1,H,1.2,7.0,13.0,1.44,2.75
2022,2022-2023,2022-10-22,2022_Chelsea_Man United_20221022,Chelsea,Man United,1,1,D,2.05,3.5,3.5,1.91,1.99
2022,2022-2023,2022-10-23,2022_Aston Villa_Brentford_20221023,Aston Villa,Brentford,4,0,H,2.1,3.5,3.5,1.94,1.96
2022,2022-2023,2022-10-23,2022_Leeds_Fulham_20221023,Leeds,Fulham,2,3,A,2.05,3.5,3.6,1.72,2.1
2022,2022-2023,2022-10-23,2022_Southampton_Arsenal_20221023,Southampton,Arsenal,1,1,D,6.0,4.0,1.57,1.66,2.2
2022,2022-2023,2022-10-23,2022_Wolves_Leicester_20221023,Wolves,Leicester,0,4,A,2.25,3.25,3.25,2.0,1.9
2022,2022-2023,2022-10-23,2022_Tottenham_Newcastle_20221023,Tottenham,Newcastle,1,2,A,2.05,3.5,3.5,1.92,1.98
2022,2022-2023,2022-10-24,2022_West Ham_Bournemouth_20221024,West Ham,Bournemouth,2,0,H,1.55,4.0,6.0,2.01,1.89
2022,2022-2023,2022-10-29,2022_Leicester_Man City_20221029,Leicester,Man City,0,1,A,10.0,6.5,1.25,1.44,2.75
2022,2022-2023,2022-10-29,2022_Bournemouth_Tottenham_20221029,Bournemouth,Tottenham,2,3,A,5.0,3.8,1.7,1.96,1.94
2022,2022-2023,2022-10-29,2022_Brentford_Wolves_20221029,Brentford,Wolves,1,1,D,2.2,3.4,3.3,2.01,1.89
2022,2022-2023,2022-10-29,2022_Brighton_Chelsea_20221029,Brighton,Chelsea,4,1,H,3.0,3.3,2.4,2.1,1.72
2022,2022-2023,2022-10-29,2022_Crystal Palace_Southampton_20221029,Crystal Palace,Southampton,1,0,H,1.9,3.6,4.0,2.06,1.84
2022,2022-2023,2022-10-29,2022_Newcastle_Aston Villa_20221029,Newcastle,Aston Villa,4,0,H,1.8,3.75,4.5,1.94,1.96
2022,2022-2023,2022-10-29,2022_Fulham_Everton_20221029,Fulham,Everton,0,0,D,2.37,3.4,3.0,1.87,2.03
2022,2022-2023,2022-10-29,2022_Liverpool_Leeds_20221029,Liverpool,Leeds,1,2,A,1.3,6.0,9.0,1.36,3.2
2022,2022-2023,2022-10-30,2022_Arsenal_Nott'm Forest_20221030,Arsenal,Nott'm Forest,5,0,H,1.2,7.0,12.0,1.5,2.62
2022,2022-2023,2022-10-30,2022_Man United_West Ham_20221030,Man United,West Ham,1,0,H,1.66,4.0,4.8,1.86,2.04
2022,2022-2023,2022-11-05,2022_Leeds_Bournemouth_20221105,Leeds,Bournemouth,4,3,H,1.72,3.8,4.75,1.8,2.0
2022,2022-2023,2022-11-05,2022_Man City_Fulham_20221105,Man City,Fulham,2,1,H,1.11,9.5,19.0,1.28,3.75
2022,2022-2023,2022-11-05,2022_Nott'm Forest_Brentford_20221105,Nott'm Forest,Brentford,2,2,D,2.75,3.3,2.6,2.03,1.87
2022,2022-2023,2022-11-05,2022_Wolves_Brighton_20221105,Wolves,Brighton,2,3,A,3.3,3.3,2.25,2.1,1.72
2022,2022-2023,2022-11-05,2022_Everton_Leicester_20221105,Everton,Leicester,0,2,A,2.4,3.3,3.0,2.0,1.8
2022,2022-2023,2022-11-06,2022_Chelsea_Arsenal_20221106,Chelsea,Arsenal,0,1,A,2.55,3.4,2.7,1.93,1.97
2022,2022-2023,2022-11-06,2022_Aston Villa_Man United_20221106,Aston Villa,Man United,3,1,H,3.3,3.8,2.1,1.94,1.96
2022,2022-2023,2022-11-06,2022_Southampton_Newcastle_20221106,Southampton,Newcastle,1,4,A,4.0,3.6,1.9,1.95,1.95
2022,2022-2023,2022-11-06,2022_West Ham_Crystal Palace_20221106,West Ham,Crystal Palace,1,2,A,1.9,3.4,4.2,2.1,1.72
2022,2022-2023,2022-11-06,2022_Tottenham_Liverpool_20221106,Tottenham,Liverpool,1,2,A,3.3,3.6,2.1,1.66,2.2
2022,2022-2023,2022-11-12,2022_Man City_Brentford_20221112,Man City,Brentford,1,2,A,1.14,8.0,17.0,1.36,3.2
2022,2022-2023,2022-11-12,2022_Bournemouth_Everton_20221112,Bournemouth,Everton,3,0,H,2.8,3.25,2.6,2.1,1.72
2022,2022-2023,2022-11-12,2022_Liverpool_Southampton_20221112,Liverpool,Southampton,3,1,H,1.25,6.5,11.0,1.4,3.0
2022,2022-2023,2022-11-12,2022_Nott'm Forest_Crystal Palace_20221112,Nott'm Forest,Crystal Palace,1,0,H,3.1,3.1,2.45,2.2,1.66
2022,2022-2023,2022-11-12,2022_Tottenham_Leeds_20221112,Tottenham,Leeds,4,3,H,1.65,4.2,4.75,1.61,2.3
2022,2022-2023,2022-11-12,2022_West Ham_Leicester_20221112,West Ham,Leicester,0,2,A,2.05,3.4,3.75,1.99,1.91
2022,2022-2023,2022-11-12,2022_Newcastle_Chelsea_20221112,Newcastle,Chelsea,1,0,H,2.35,3.4,3.0,1.98,1.92
2022,2022-2023,2022-11-12,2022_Wolves_Arsenal_20221112,Wolves,Arsenal,0,2,A,6.0,4.2,1.55,1.8,2.0
2022,2022-2023,2022-11-13,2022_Brighton_Aston Villa_20221113,Brighton,Aston Villa,1,2,A,1.83,3.75,4.2,1.96,1.94
2022,2022-2023,2022-11-13,2022_Fulham_Man United_20221113,Fulham,Man United,1,2,A,3.8,3.8,1.9,1.61,2.3
2022,2022-2023,2022-12-26,2022_Brentford_Tottenham_20221226,Brentford,Tottenham,2,2,D,4.0,3.6,1.91,1.8,2.0
2022,2022-2023,2022-12-26,2022_Crystal Palace_Fulham_20221226,Crystal Palace,Fulham,0,3,A,2.05,3.6,3.5,2.02,1.88
2022,2022-2023,2022-12-26,2022_Everton_Wolves_20221226,Everton,Wolves,1,2,A,2.3,3.25,3.2,2.2,1.67
2022,2022-2023,2022-12-26,2022_Leicester_Newcastle_20221226,Leicester,Newcastle,0,3,A,3.25,3.5,2.2,1.86,2.04
2022,2022-2023,2022-12-26,2022_Southampton_Brighton_20221226,Southampton,Brighton,1,3,A,3.3,3.5,2.15,1.94,1.96
2022,2022-2023,2022-12-26,2022_Aston Villa_Liverpool_20221226,Aston Villa,Liverpool,1,3,A,4.75,4.0,1.7,1.67,2.2
2022,2022-2023,2022-12-26,2022_Arsenal_West Ham_20221226,Arsenal,West Ham,3,1,H,1.5,4.33,6.5,1.73,2.1
2022,2022-2023,2022-12-27,2022_Chelsea_Bournemouth_20221227,Chelsea,Bournemouth,2,0,H,1.3,5.5,10.0,1.67,2.2
2022,2022-2023,2022-12-27,2022_Man United_Nott'm Forest_20221227,Man United,Nott'm Forest,3,0,H,1.29,5.5,11.0,1.67,2.2
2022,2022-2023,2022-12-28,2022_Leeds_Man City_20221228,Leeds,Man City,1,3,A,9.5,6.0,1.29,1.44,2.75
2022,2022-2023,2022-12-30,2022_West Ham_Brentford_20221230,West Ham,Brentford,0,2,A,2.0,3.6,3.6,1.98,1.95
2022,2022-2023,2022-12-30,2022_Liverpool_Leicester_20221230,Liverpool,Leicester,2,1,H,1.29,6.0,9.5,1.44,2.75
2022,2022-2023,2022-12-31,2022_Wolves_Man United_20221231,Wolves,Man United,0,1,A,4.0,3.6,1.91,2.03,1.9
2022,2022-2023,2022-12-31,2022_Bournemouth_Crystal Palace_20221231,Bournemouth,Crystal Palace,0,2,A,2.8,3.3,2.5,2.1,1.73
2022,2022-2023,2022-12-31,2022_Fulham_Southampton_20221231,Fulham,Southampton,2,1,H,1.95,3.6,3.75,1.73,2.1
2022,2022-2023,2022-12-31,2022_Man City_Everton_20221231,Man City,Everton,1,1,D,1.13,9.0,19.0,1.36,3.2
2022,2022-2023,2022-12-31,2022_Newcastle_Leeds_20221231,Newcastle,Leeds,0,0,D,1.45,4.5,7.0,1.62,2.3
2022,2022-2023,2022-12-31,2022_Brighton_Arsenal_20221231,Brighton,Arsenal,2,4,A,3.4,3.5,2.1,1.89,2.04
2022,2022-2023,2023-01-01,2022_Tottenham_Aston Villa_20230101,Tottenham,Aston Villa,0,2,A,1.67,4.0,5.0,1.8,2.0
2022,2022-2023,2023-01-01,2022_Nott'm Forest_Chelsea_20230101,Nott'm Forest,Chelsea,1,1,D,5.0,3.8,1.7,2.02,1.91
2022,2022-2023,2023-01-02,2022_Brentford_Liverpool_20230102,Brentford,Liverpool,3,1,H,5.5,4.33,1.55,1.57,2.38
2022,2022-2023,2023-01-03,2022_Arsenal_Newcastle_20230103,Arsenal,Newcastle,0,0,D,1.8,3.8,4.33,1.8,2.0
2022,2022-2023,2023-01-03,2022_Everton_Brighton_20230103,Everton,Brighton,1,4,A,3.5,3.5,2.1,2.02,1.88
2022,2022-2023,2023-01-03,2022_Leicester_Fulham_20230103,Leicester,Fulham,0,1,A,2.2,3.6,3.1,1.73,2.1
2022,2022-2023,2023-01-03,2022_Man United_Bournemouth_20230103,Man United,Bournemouth,3,0,H,1.29,5.5,11.0,1.53,2.5
2022,2022-2023,2023-01-04,2022_Southampton_Nott'm Forest_20230104,Southampton,Nott'm Forest,0,1,A,2.0,3.5,3.8,2.06,1.84
2022,2022-2023,2023-01-04,2022_Leeds_West Ham_20230104,Leeds,West Ham,2,2,D,2.6,3.5,2.6,1.8,2.0
2022,2022-2023,2023-01-04,2022_Aston Villa_Wolves_20230104,Aston Villa,Wolves,1,1,D,1.95,3.6,4.0,2.08,1.82
2022,2022-2023,2023-01-04,2022_Crystal Palace_Tottenham_20230104,Crystal Palace,Tottenham,0,4,A,3.4,3.5,2.15,1.92,1.98
2022,2022-2023,2023-01-05,2022_Chelsea_Man City_20230105,Chelsea,Man City,0,1,A,5.0,4.0,1.67,1.8,2.0
2022,2022-2023,2023-01-12,2022_Fulham_Chelsea_20230112,Fulham,Chelsea,2,1,H,3.3,3.5,2.15,1.87,2.03
2022,2022-2023,2023-01-13,2022_Aston Villa_Leeds_20230113,Aston Villa,Leeds,2,1,H,1.91,3.6,4.0,1.8,2.0
2022,2022-2023,2023-01-14,2022_Man United_Man City_20230114,Man United,Man City,2,1,H,4.2,3.6,1.85,1.73,2.1
2022,2022-2023,2023-01-14,2022_Brighton_Liverpool_20230114,Brighton,Liverpool,3,0,H,3.4,3.6,2.1,1.57,2.38
2022,2022-2023,2023-01-14,2022_Everton_Southampton_20230114,Everton,Southampton,1,2,A,2.25,3.25,3.3,2.1,1.73
2022,2022-2023,2023-01-14,2022_Nott'm Forest_Leicester_20230114,Nott'm Forest,Leicester,2,0,H,2.7,3.3,2.63,2.03,1.87
2022,2022-2023,2023-01-14,2022_Wolves_West Ham_20230114,Wolves,West Ham,1,0,H,2.63,3.3,2.7,2.2,1.67
2022,2022-2023,2023-01-14,2022_Brentford_Bournemouth_20230114,Brentford,Bournemouth,2,0,H,1.65,4.0,5.25,1.8,2.0
