season_start_year,season,match_date,match_id,home_team,away_team,FTHG,FTAG,FTR,B365H,B365D,B365A,B365>2.5,B365<2.5
2019,2019-2020,2019-08-09,2019_Liverpool_Norwich_20190809,Liverpool,Norwich,4,1,H,1.14,10.0,19.0,1.4,3.0
2019,2019-2020,2019-08-10,2019_West Ham_Man City_20190810,West Ham,Man City,0,5,A,12.0,6.5,1.22,1.44,2.75
2019,2019-2020,2019-08-10,2019_Bournemouth_Sheffield United_20190810,Bournemouth,Sheffield United,1,1,D,1.95,3.6,3.6,1.9,1.9
2019,2019-2020,2019-08-10,2019_Burnley_Southampton_20190810,Burnley,Southampton,3,0,H,2.62,3.2,2.75,2.1,1.72
2019,2019-2020,2019-08-10,2019_Crystal Palace_Everton_20190810,Crystal Palace,Everton,0,0,D,3.0,3.25,2.37,2.2,1.66
2019,2019-2020,2019-08-10,2019_Watford_Brighton_20190810,Watford,Brighton,0,3,A,1.9,3.4,4.0,2.1,1.72
2019,2019-2020,2019-08-10,2019_Tottenham_Aston Villa_20190810,Tottenham,Aston Villa,3,1,H,1.3,5.25,10.0,1.66,2.2
2019,2019-2020,2019-08-11,2019_Leicester_Wolves_20190811,Leicester,Wolves,0,0,D,2.2,3.2,3.4,2.2,1.66
2019,2019-2020,2019-08-11,2019_Newcastle_Arsenal_20190811,Newcastle,Arsenal,0,1,A,4.5,3.75,1.72,1.8,2.0
2019,2019-2020,2019-08-11,2019_Man United_Chelsea_20190811,Man United,Chelsea,4,0,H,2.1,3.3,3.5,2.0,1.8
2019,2019-2020,2019-08-17,2019_Arsenal_Burnley_20190817,Arsenal,Burnley,2,1,H,1.3,5.5,10.0,1.57,2.37
2019,2019-2020,2019-08-17,2019_Aston Villa_Bournemouth_20190817,Aston Villa,Bournemouth,1,2,A,2.3,3.4,3.1,1.8,2.0
2019,2019-2020,2019-08-17,2019_Brighton_West Ham_20190817,Brighton,West Ham,1,1,D,2.55,3.25,2.87,1.9,1.9
2019,2019-2020,2019-08-17,2019_Everton_Watford_20190817,Everton,Watford,1,0,H,1.72,3.8,4.75,1.72,2.1
2019,2019-2020,2019-08-17,2019_Norwich_Newcastle_20190817,Norwich,Newcastle,3,1,H,2.25,3.3,3.3,1.9,1.9
2019,2019-2020,2019-08-17,2019_Southampton_Liverpool_20190817,Southampton,Liverpool,1,2,A,6.5,4.75,1.44,1.66,2.2
2019,2019-2020,2019-08-17,2019_Man City_Tottenham_20190817,Man City,Tottenham,2,2,D,1.36,5.25,8.0,1.53,2.5
2019,2019-2020,2019-08-18,2019_Sheffield United_Crystal Palace_20190818,Sheffield United,Crystal Palace,1,0,H,2.55,3.1,2.9,2.3,1.61
2019,2019-2020,2019-08-18,2019_Chelsea_Leicester_20190818,Chelsea,Leicester,1,1,D,1.7,3.75,5.0,1.9,1.9
2019,2019-2020,2019-08-19,2019_Wolves_Man United_20190819,Wolves,Man United,1,1,D,3.3,3.3,2.25,2.1,1.72
2019,2019-2020,2019-08-23,2019_Aston Villa_Everton_20190823,Aston Villa,Everton,2,0,H,3.25,3.5,2.15,1.72,2.1
2019,2019-2020,2019-08-24,2019_Norwich_Chelsea_20190824,Norwich,Chelsea,2,3,A,4.33,3.75,1.8,1.53,2.5
2019,2019-2020,2019-08-24,2019_Brighton_Southampton_20190824,Brighton,Southampton,0,2,A,2.4,3.3,3.0,2.1,1.72
2019,2019-2020,2019-08-24,2019_Man United_Crystal Palace_20190824,Man United,Crystal Palace,1,2,A,1.33,5.25,9.0,1.72,2.1
2019,2019-2020,2019-08-24,2019_Sheffield United_Leicester_20190824,Sheffield United,Leicester,1,2,A,3.3,3.3,2.25,2.3,1.61
2019,2019-2020,2019-08-24,2019_Watford_West Ham_20190824,Watford,West Ham,1,3,A,2.05,3.5,3.5,1.72,2.1
2019,2019-2020,2019-08-24,2019_Liverpool_Arsenal_20190824,Liverpool,Arsenal,3,1,H,1.5,4.6,6.0,1.44,2.75
2019,2019-2020,2019-08-25,2019_Bournemouth_Man City_20190825,Bournemouth,Man City,1,3,A,15.0,7.5,1.16,1.36,3.2
2019,2019-2020,2019-08-25,2019_Tottenham_Newcastle_20190825,Tottenham,Newcastle,0,1,A,1.2,6.5,14.0,1.53,2.5
2019,2019-2020,2019-08-25,2019_Wolves_Burnley_20190825,Wolves,Burnley,1,1,D,1.85,3.4,4.5,2.3,1.61
2019,2019-2020,2019-08-31,2019_Southampton_Man United_20190831,Southampton,Man United,1,1,D,3.8,3.3,2.05,1.9,1.9
2019,2019-2020,2019-08-31,2019_Chelsea_Sheffield United_20190831,Chelsea,Sheffield United,2,2,D,1.36,4.75,9.0,1.72,2.1
2019,2019-2020,2019-08-31,2019_Crystal Palace_Aston Villa_20190831,Crystal Palace,Aston Villa,1,0,H,2.15,3.3,3.5,1.9,1.9
2019,2019-2020,2019-08-31,2019_Leicester_Bournemouth_20190831,Leicester,Bournemouth,3,1,H,1.7,4.0,4.75,1.66,2.2
2019,2019-2020,2019-08-31,2019_Man City_Brighton_20190831,Man City,Brighton,4,0,H,1.08,10.0,26.0,1.3,3.5
2019,2019-2020,2019-08-31,2019_Newcastle_Watford_20190831,Newcastle,Watford,1,1,D,2.5,3.25,2.87,2.0,1.8
2019,2019-2020,2019-08-31,2019_West Ham_Norwich_20190831,West Ham,Norwich,2,0,H,1.85,3.9,3.9,1.44,2.75
2019,2019-2020,2019-08-31,2019_Burnley_Liverpool_20190831,Burnley,Liverpool,0,3,A,9.5,5.5,1.3,1.61,2.3
2019,2019-2020,2019-09-01,2019_Everton_Wolves_20190901,Everton,Wolves,3,2,H,2.2,3.25,3.5,2.2,1.66
2019,2019-2020,2019-09-01,2019_Arsenal_Tottenham_20190901,Arsenal,Tottenham,2,2,D,2.37,3.6,2.8,1.57,2.37
2019,2019-2020,2019-09-14,2019_Liverpool_Newcastle_20190914,Liverpool,Newcastle,3,1,H,1.14,8.5,17.0,1.4,3.0
2019,2019-2020,2019-09-14,2019_Brighton_Burnley_20190914,Brighton,Burnley,1,1,D,2.15,3.3,3.5,2.1,1.72
2019,2019-2020,2019-09-14,2019_Man United_Leicester_20190914,Man United,Leicester,1,0,H,1.95,3.5,4.0,1.9,1.9
2019,2019-2020,2019-09-14,2019_Sheffield United_Southampton_20190914,Sheffield United,Southampton,0,1,A,2.45,3.2,3.0,2.1,1.72
2019,2019-2020,2019-09-14,2019_Tottenham_Crystal Palace_20190914,Tottenham,Crystal Palace,4,0,H,1.36,5.25,8.0,1.61,2.3
2019,2019-2020,2019-09-14,2019_Wolves_Chelsea_20190914,Wolves,Chelsea,2,5,A,2.9,3.3,2.5,1.9,1.9
2019,2019-2020,2019-09-14,2019_Norwich_Man City_20190914,Norwich,Man City,3,2,H,15.0,9.0,1.14,1.22,4.33
2019,2019-2020,2019-09-15,2019_Bournemouth_Everton_20190915,Bournemouth,Everton,3,1,H,2.9,3.5,2.4,1.72,2.1
2019,2019-2020,2019-09-15,2019_Watford_Arsenal_20190915,Watford,Arsenal,2,2,D,3.6,3.6,2.0,1.57,2.37
2019,2019-2020,2019-09-16,2019_Aston Villa_West Ham_20190916,Aston Villa,West Ham,0,0,D,2.62,3.5,2.6,1.61,2.3
2019,2019-2020,2019-09-20,2019_Southampton_Bournemouth_20190920,Southampton,Bournemouth,1,3,A,2.05,3.6,3.5,1.66,2.2
2019,2019-2020,2019-09-21,2019_Leicester_Tottenham_20190921,Leicester,Tottenham,2,1,H,2.87,3.5,2.37,1.8,2.0
2019,2019-2020,2019-09-21,2019_Burnley_Norwich_20190921,Burnley,Norwich,2,0,H,2.0,3.8,3.5,1.66,2.2
2019,2019-2020,2019-09-21,2019_Everton_Sheffield United_20190921,Everton,Sheffield United,0,2,A,1.61,3.75,6.0,2.0,1.8
2019,2019-2020,2019-09-21,2019_Man City_Watford_20190921,Man City,Watford,8,0,H,1.1,11.0,21.0,1.25,4.0
2019,2019-2020,2019-09-21,2019_Newcastle_Brighton_20190921,Newcastle,Brighton,0,0,D,2.5,3.2,3.0,2.3,1.61
2019,2019-2020,2019-09-22,2019_Crystal Palace_Wolves_20190922,Crystal Palace,Wolves,1,1,D,2.62,3.1,2.87,2.37,1.57
2019,2019-2020,2019-09-22,2019_West Ham_Man United_20190922,West Ham,Man United,2,0,H,3.1,3.6,2.2,1.66,2.2
2019,2019-2020,2019-09-22,2019_Arsenal_Aston Villa_20190922,Arsenal,Aston Villa,3,2,H,1.4,4.75,8.0,1.44,2.75
2019,2019-2020,2019-09-22,2019_Chelsea_Liverpool_20190922,Chelsea,Liverpool,1,2,A,3.5,3.75,2.0,1.57,2.37
2019,2019-2020,2019-09-28,2019_Sheffield United_Liverpool_20190928,Sheffield United,Liverpool,0,1,A,9.0,5.25,1.33,1.61,2.3
2019,2019-2020,2019-09-28,2019_Aston Villa_Burnley_20190928,Aston Villa,Burnley,2,2,D,2.3,3.4,3.1,1.9,1.9
2019,2019-2020,2019-09-28,2019_Bournemouth_West Ham_20190928,Bournemouth,West Ham,2,2,D,2.5,3.5,2.75,1.57,2.37
2019,2019-2020,2019-09-28,2019_Chelsea_Brighton_20190928,Chelsea,Brighton,2,0,H,1.4,4.75,8.0,1.66,2.2
2019,2019-2020,2019-09-28,2019_Crystal Palace_Norwich_20190928,Crystal Palace,Norwich,2,0,H,1.9,3.75,3.75,1.72,2.1
2019,2019-2020,2019-09-28,2019_Tottenham_Southampton_20190928,Tottenham,Southampton,2,1,H,1.4,4.75,8.0,1.57,2.37
2019,2019-2020,2019-09-28,2019_Wolves_Watford_20190928,Wolves,Watford,2,0,H,1.85,3.4,4.5,1.9,1.9
2019,2019-2020,2019-09-28,2019_Everton_Man City_20190928,Everton,Man City,1,3,A,10.0,5.5,1.3,1.5,2.62
2019,2019-2020,2019-09-29,2019_Leicester_Newcastle_20190929,Leicester,Newcastle,5,0,H,1.5,4.0,7.5,2.0,1.8
2019,2019-2020,2019-09-30,2019_Man United_Arsenal_20190930,Man United,Arsenal,1,1,D,2.37,3.5,2.9,1.61,2.3
2019,2019-2020,2019-10-05,2019_Brighton_Tottenham_20191005,Brighton,Tottenham,3,0,H,3.9,3.6,1.9,1.72,2.1
2019,2019-2020,2019-10-05,2019_Burnley_Everton_20191005,Burnley,Everton,1,0,H,2.87,3.3,2.5,2.1,1.72
2019,2019-2020,2019-10-05,2019_Liverpool_Leicester_20191005,Liverpool,Leicester,2,1,H,1.44,4.75,7.0,1.57,2.37
2019,2019-2020,2019-10-05,2019_Norwich_Aston Villa_20191005,Norwich,Aston Villa,1,5,A,2.37,3.6,2.8,1.57,2.37
2019,2019-2020,2019-10-05,2019_Watford_Sheffield United_20191005,Watford,Sheffield United,0,0,D,2.05,3.4,3.6,2.0,1.8
2019,2019-2020,2019-10-05,2019_West Ham_Crystal Palace_20191005,West Ham,Crystal Palace,1,2,A,1.95,3.6,3.8,1.8,2.0
2019,2019-2020,2019-10-06,2019_Arsenal_Bournemouth_20191006,Arsenal,Bournemouth,1,0,H,1.44,4.75,7.0,1.33,3.4
2019,2019-2020,2019-10-06,2019_Man City_Wolves_20191006,Man City,Wolves,0,2,A,1.12,9.0,21.0,1.36,3.2
2019,2019-2020,2019-10-06,2019_Southampton_Chelsea_20191006,Southampton,Chelsea,1,4,A,4.0,3.8,1.85,1.72,2.1
2019,2019-2020,2019-10-06,2019_Newcastle_Man United_20191006,Newcastle,Man United,1,0,H,4.5,3.5,1.85,2.2,1.66
2019,2019-2020,2019-10-19,2019_Everton_West Ham_20191019,Everton,West Ham,2,0,H,1.95,3.75,3.75,1.72,2.1
2019,2019-2020,2019-10-19,2019_Aston Villa_Brighton_20191019,Aston Villa,Brighton,2,1,H,2.35,3.4,3.0,1.8,2.0
2019,2019-2020,2019-10-19,2019_Bournemouth_Norwich_20191019,Bournemouth,Norwich,0,0,D,1.72,4.2,4.2,1.4,3.0
2019,2019-2020,2019-10-19,2019_Chelsea_Newcastle_20191019,Chelsea,Newcastle,1,0,H,1.3,5.5,10.0,1.57,2.37
2019,2019-2020,2019-10-19,2019_Leicester_Burnley_20191019,Leicester,Burnley,2,1,H,1.57,4.0,6.0,1.9,1.9
2019,2019-2020,2019-10-19,2019_Tottenham_Watford_20191019,Tottenham,Watford,1,1,D,1.4,5.0,7.5,1.53,2.5
2019,2019-2020,2019-10-19,2019_Wolves_Southampton_20191019,Wolves,Southampton,1,1,D,1.8,3.6,4.5,2.1,1.72
2019,2019-2020,2019-10-19,2019_Crystal Palace_Man City_20191019,Crystal Palace,Man City,0,2,A,12.0,7.0,1.22,1.44,2.75
2019,2019-2020,2019-10-20,2019_Man United_Liverpool_20191020,Man United,Liverpool,1,1,D,5.25,3.8,1.65,1.72,2.1
2019,2019-2020,2019-10-21,2019_Sheffield United_Arsenal_20191021,Sheffield United,Arsenal,1,0,H,3.9,3.75,1.9,1.66,2.2
2019,2019-2020,2019-10-25,2019_Southampton_Leicester_20191025,Southampton,Leicester,0,9,A,3.1,3.4,2.3,2.0,1.8
2019,2019-2020,2019-10-26,2019_Man City_Aston Villa_20191026,Man City,Aston Villa,3,0,H,1.08,11.0,26.0,1.22,4.33
2019,2019-2020,2019-10-26,2019_Brighton_Everton_20191026,Brighton,Everton,3,2,H,2.9,3.25,2.5,2.0,1.8
2019,2019-2020,2019-10-26,2019_Watford_Bournemouth_20191026,Watford,Bournemouth,0,0,D,2.15,3.6,3.25,1.66,2.2
2019,2019-2020,2019-10-26,2019_West Ham_Sheffield United_20191026,West Ham,Sheffield United,1,1,D,2.1,3.5,3.5,1.9,1.9
2019,2019-2020,2019-10-26,2019_Burnley_Chelsea_20191026,Burnley,Chelsea,2,4,A,4.5,4.0,1.72,1.66,2.2
2019,2019-2020,2019-10-27,2019_Newcastle_Wolves_20191027,Newcastle,Wolves,1,1,D,3.0,3.1,2.55,2.5,1.53
2019,2019-2020,2019-10-27,2019_Arsenal_Crystal Palace_20191027,Arsenal,Crystal Palace,2,2,D,1.45,4.75,6.5,1.53,2.5
2019,2019-2020,2019-10-27,2019_Liverpool_Tottenham_20191027,Liverpool,Tottenham,2,1,H,1.5,4.33,6.5,1.53,2.5
2019,2019-2020,2019-10-27,2019_Norwich_Man United_20191027,Norwich,Man United,1,3,A,4.33,4.0,1.75,1.66,2.2
2019,2019-2020,2019-11-02,2019_Bournemouth_Man United_20191102,Bournemouth,Man United,1,0,H,3.25,3.6,2.15,1.9,1.9
2019,2019-2020,2019-11-02,2019_Arsenal_Wolves_20191102,Arsenal,Wolves,1,1,D,1.75,3.75,4.75,1.72,2.1
2019,2019-2020,2019-11-02,2019_Aston Villa_Liverpool_20191102,Aston Villa,Liverpool,1,2,A,9.0,5.0,1.33,1.44,2.75
2019,2019-2020,2019-11-02,2019_Brighton_Norwich_20191102,Brighton,Norwich,2,0,H,1.72,4.2,4.33,1.66,2.2
2019,2019-2020,2019-11-02,2019_Man City_Southampton_20191102,Man City,Southampton,2,1,H,1.07,13.0,23.0,1.22,4.33
2019,2019-2020,2019-11-02,2019_Sheffield United_Burnley_20191102,Sheffield United,Burnley,3,0,H,2.25,3.2,3.4,2.3,1.61
2019,2019-2020,2019-11-02,2019_West Ham_Newcastle_20191102,West Ham,Newcastle,2,3,A,1.75,3.8,4.5,1.8,2.0
2019,2019-2020,2019-11-02,2019_Watford_Chelsea_20191102,Watford,Chelsea,1,2,A,5.0,4.33,1.61,1.61,2.3
2019,2019-2020,2019-11-03,2019_Crystal Palace_Leicester_20191103,Crystal Palace,Leicester,0,2,A,3.5,3.4,2.1,2.0,1.8
2019,2019-2020,2019-11-03,2019_Everton_Tottenham_20191103,Everton,Tottenham,1,1,D,2.7,3.4,2.6,1.72,2.1
2019,2019-2020,2019-11-08,2019_Norwich_Watford_20191108,Norwich,Watford,0,2,A,2.7,3.5,2.55,1.66,2.2
2019,2019-2020,2019-11-09,2019_Chelsea_Crystal Palace_20191109,Chelsea,Crystal Palace,2,0,H,1.33,5.0,10.0,1.57,2.37
2019,2019-2020,2019-11-09,2019_Burnley_West Ham_20191109,Burnley,West Ham,3,0,H,2.25,3.5,3.1,1.66,2.2
2019,2019-2020,2019-11-09,2019_Newcastle_Bournemouth_20191109,Newcastle,Bournemouth,2,1,H,2.55,3.25,2.8,2.0,1.8
2019,2019-2020,2019-11-09,2019_Southampton_Everton_20191109,Southampton,Everton,1,2,A,2.9,3.3,2.45,1.9,1.9
2019,2019-2020,2019-11-09,2019_Tottenham_Sheffield United_20191109,Tottenham,Sheffield United,1,1,D,1.57,4.0,6.0,1.8,2.0
2019,2019-2020,2019-11-09,2019_Leicester_Arsenal_20191109,Leicester,Arsenal,2,0,H,2.0,3.75,3.5,1.57,2.37
2019,2019-2020,2019-11-10,2019_Man United_Brighton_20191110,Man United,Brighton,3,1,H,1.6,3.75,6.5,2.0,1.8
2019,2019-2020,2019-11-10,2019_Wolves_Aston Villa_20191110,Wolves,Aston Villa,2,1,H,1.9,3.5,4.2,1.9,1.9
2019,2019-2020,2019-11-10,2019_Liverpool_Man City_20191110,Liverpool,Man City,3,1,H,2.5,3.6,2.62,1.66,2.2
2019,2019-2020,2019-11-23,2019_West Ham_Tottenham_20191123,West Ham,Tottenham,2,3,A,4.2,4.33,1.7,1.53,2.5
2019,2019-2020,2019-11-23,2019_Arsenal_Southampton_20191123,Arsenal,Southampton,2,2,D,1.45,4.75,6.5,1.44,2.75
2019,2019-2020,2019-11-23,2019_Bournemouth_Wolves_20191123,Bournemouth,Wolves,1,2,A,2.75,3.3,2.6,2.0,1.8
2019,2019-2020,2019-11-23,2019_Brighton_Leicester_20191123,Brighton,Leicester,0,2,A,3.75,3.5,2.0,1.9,1.9
2019,2019-2020,2019-11-23,2019_Crystal Palace_Liverpool_20191123,Crystal Palace,Liverpool,1,2,A,7.5,4.75,1.4,1.66,2.2
2019,2019-2020,2019-11-23,2019_Everton_Norwich_20191123,Everton,Norwich,0,2,A,1.36,5.1,8.0,1.53,2.5
2019,2019-2020,2019-11-23,2019_Watford_Burnley_20191123,Watford,Burnley,0,3,A,2.3,3.4,3.1,2.0,1.8
2019,2019-2020,2019-11-23,2019_Man City_Chelsea_20191123,Man City,Chelsea,2,1,H,1.44,5.0,6.5,1.4,3.0
2019,2019-2020,2019-11-24,2019_Sheffield United_Man United_20191124,Sheffield United,Man United,3,3,D,3.5,3.4,2.1,2.2,1.66
2019,2019-2020,2019-11-25,2019_Aston Villa_Newcastle_20191125,Aston Villa,Newcastle,2,0,H,2.05,3.4,3.7,1.9,1.9
2019,2019-2020,2019-11-30,2019_Newcastle_Man City_20191130,Newcastle,Man City,2,2,D,13.0,8.0,1.16,1.44,2.75
2019,2019-2020,2019-11-30,2019_Burnley_Crystal Palace_20191130,Burnley,Crystal Palace,0,2,A,2.25,3.25,3.3,2.2,1.66
2019,2019-2020,2019-11-30,2019_Chelsea_West Ham_20191130,Chelsea,West Ham,0,1,A,1.28,6.0,9.0,1.4,3.0
2019,2019-2020,2019-11-30,2019_Liverpool_Brighton_20191130,Liverpool,Brighton,2,1,H,1.18,7.0,15.0,1.44,2.75
2019,2019-2020,2019-11-30,2019_Tottenham_Bournemouth_20191130,Tottenham,Bournemouth,3,2,H,1.36,5.5,7.5,1.53,2.5
2019,2019-2020,2019-11-30,2019_Southampton_Watford_20191130,Southampton,Watford,2,1,H,2.1,3.4,3.5,1.9,1.9
2019,2019-2020,2019-12-01,2019_Norwich_Arsenal_20191201,Norwich,Arsenal,2,2,D,4.0,4.33,1.75,1.4,3.0
2019,2019-2020,2019-12-01,2019_Wolves_Sheffield United_20191201,Wolves,Sheffield United,1,1,D,1.9,3.5,4.2,2.3,1.61
2019,2019-2020,2019-12-01,2019_Leicester_Everton_20191201,Leicester,Everton,2,1,H,1.61,4.0,5.25,1.8,2.0
2019,2019-2020,2019-12-01,2019_Man United_Aston Villa_20191201,Man United,Aston Villa,2,2,D,1.45,4.5,7.0,1.72,2.1
2019,2019-2020,2019-12-03,2019_Crystal Palace_Bournemouth_20191203,Crystal Palace,Bournemouth,1,0,H,2.2,3.4,3.25,2.0,1.8
2019,2019-2020,2019-12-03,2019_Burnley_Man City_20191203,Burnley,Man City,1,4,A,11.0,7.0,1.22,1.44,2.75
2019,2019-2020,2019-12-04,2019_Chelsea_Aston Villa_20191204,Chelsea,Aston Villa,2,1,H,1.28,5.75,10.0,1.4,3.0
2019,2019-2020,2019-12-04,2019_Leicester_Watford_20191204,Leicester,Watford,2,0,H,1.33,5.5,8.0,1.61,2.3
2019,2019-2020,2019-12-04,2019_Man United_Tottenham_20191204,Man United,Tottenham,2,1,H,2.75,3.4,2.55,1.8,2.0
2019,2019-2020,2019-12-04,2019_Southampton_Norwich_20191204,Southampton,Norwich,2,1,H,1.72,4.0,4.2,1.57,2.37
2019,2019-2020,2019-12-04,2019_Wolves_West Ham_20191204,Wolves,West Ham,2,0,H,1.75,3.7,4.75,1.9,1.9
2019,2019-2020,2019-12-04,2019_Liverpool_Everton_20191204,Liverpool,Everton,5,2,H,1.36,5.0,8.5,1.57,2.37
2019,2019-2020,2019-12-05,2019_Sheffield United_Newcastle_20191205,Sheffield United,Newcastle,0,2,A,1.83,3.4,4.6,2.3,1.61
2019,2019-2020,2019-12-05,2019_Arsenal_Brighton_20191205,Arsenal,Brighton,1,2,A,1.57,4.33,5.5,1.53,2.5
2019,2019-2020,2019-12-07,2019_Everton_Chelsea_20191207,Everton,Chelsea,3,1,H,3.5,3.75,2.0,1.72,2.1
2019,2019-2020,2019-12-07,2019_Bournemouth_Liverpool_20191207,Bournemouth,Liverpool,0,3,A,7.0,5.25,1.4,1.5,2.62
2019,2019-2020,2019-12-07,2019_Tottenham_Burnley_20191207,Tottenham,Burnley,5,0,H,1.4,4.75,8.0,1.57,2.37
2019,2019-2020,2019-12-07,2019_Watford_Crystal Palace_20191207,Watford,Crystal Palace,0,0,D,2.37,3.3,3.1,2.0,1.8
2019,2019-2020,2019-12-07,2019_Man City_Man United_20191207,Man City,Man United,1,2,A,1.3,5.5,10.0,1.5,2.62
2019,2019-2020,2019-12-08,2019_Aston Villa_Leicester_20191208,Aston Villa,Leicester,1,4,A,4.33,3.8,1.8,1.61,2.3
2019,2019-2020,2019-12-08,2019_Newcastle_Southampton_20191208,Newcastle,Southampton,2,1,H,2.5,3.2,2.9,2.1,1.72
2019,2019-2020,2019-12-08,2019_Norwich_Sheffield United_20191208,Norwich,Sheffield United,1,2,A,2.9,3.5,2.37,1.8,2.0
2019,2019-2020,2019-12-08,2019_Brighton_Wolves_20191208,Brighton,Wolves,2,2,D,2.62,3.1,2.87,2.3,1.61
2019,2019-2020,2019-12-09,2019_West Ham_Arsenal_20191209,West Ham,Arsenal,1,3,A,3.3,4.0,2.0,1.44,2.75
2019,2019-2020,2019-12-14,2019_Liverpool_Watford_20191214,Liverpool,Watford,2,0,H,1.16,7.5,17.0,1.4,3.0
2019,2019-2020,2019-12-14,2019_Burnley_Newcastle_20191214,Burnley,Newcastle,1,0,H,1.95,3.4,4.0,2.1,1.72
2019,2019-2020,2019-12-14,2019_Chelsea_Bournemouth_20191214,Chelsea,Bournemouth,0,1,A,1.25,6.0,12.0,1.4,3.0
2019,2019-2020,2019-12-14,2019_Leicester_Norwich_20191214,Leicester,Norwich,1,1,D,1.22,6.5,13.0,1.44,2.75
2019,2019-2020,2019-12-14,2019_Sheffield United_Aston Villa_20191214,Sheffield United,Aston Villa,2,0,H,1.85,3.75,4.2,1.8,2.0
2019,2019-2020,2019-12-14,2019_Southampton_West Ham_20191214,Southampton,West Ham,0,1,A,1.9,3.8,3.8,1.61,2.3
2019,2019-2020,2019-12-15,2019_Man United_Everton_20191215,Man United,Everton,1,1,D,1.8,3.7,4.5,1.8,2.0
2019,2019-2020,2019-12-15,2019_Wolves_Tottenham_20191215,Wolves,Tottenham,1,2,A,3.25,3.4,2.25,1.9,1.9
2019,2019-2020,2019-12-15,2019_Arsenal_Man City_20191215,Arsenal,Man City,0,3,A,6.0,5.25,1.44,1.33,3.4
2019,2019-2020,2019-12-16,2019_Crystal Palace_Brighton_20191216,Crystal Palace,Brighton,1,1,D,2.55,3.25,2.87,2.2,1.66
2019,2019-2020,2019-12-21,2019_Everton_Arsenal_20191221,Everton,Arsenal,0,0,D,2.3,3.8,2.87,1.57,2.37
2019,2019-2020,2019-12-21,2019_Aston Villa_Southampton_20191221,Aston Villa,Southampton,1,3,A,2.4,3.6,2.8,1.61,2.3
2019,2019-2020,2019-12-21,2019_Bournemouth_Burnley_20191221,Bournemouth,Burnley,0,1,A,2.4,3.4,2.9,1.9,1.9
2019,2019-2020,2019-12-21,2019_Brighton_Sheffield United_20191221,Brighton,Sheffield United,0,1,A,2.2,3.25,3.5,2.1,1.72
2019,2019-2020,2019-12-21,2019_Newcastle_Crystal Palace_20191221,Newcastle,Crystal Palace,1,0,H,2.37,3.1,3.25,2.5,1.53
2019,2019-2020,2019-12-21,2019_Norwich_Wolves_20191221,Norwich,Wolves,1,2,A,3.75,3.8,1.9,1.8,2.0
2019,2019-2020,2019-12-21,2019_Man City_Leicester_20191221,Man City,Leicester,3,1,H,1.36,5.25,7.5,1.4,3.0
2019,2019-2020,2019-12-22,2019_Watford_Man United_20191222,Watford,Man United,2,0,H,4.33,4.0,1.75,1.9,1.9
2019,2019-2020,2019-12-22,2019_Tottenham_Chelsea_20191222,Tottenham,Chelsea,0,2,A,2.37,3.75,2.75,1.57,2.37
2019,2019-2020,2019-12-26,2019_Tottenham_Brighton_20191226,Tottenham,Brighton,2,1,H,1.53,4.33,6.0,1.61,2.3
2019,2019-2020,2019-12-26,2019_Aston Villa_Norwich_20191226,Aston Villa,Norwich,1,0,H,2.1,3.75,3.3,1.53,2.5
2019,2019-2020,2019-12-26,2019_Bournemouth_Arsenal_20191226,Bournemouth,Arsenal,1,1,D,3.5,3.9,1.95,1.57,2.37
2019,2019-2020,2019-12-26,2019_Chelsea_Southampton_20191226,Chelsea,Southampton,0,2,A,1.33,5.25,9.0,1.5,2.62
2019,2019-2020,2019-12-26,2019_Crystal Palace_West Ham_20191226,Crystal Palace,West Ham,2,1,H,2.3,3.4,3.1,1.9,1.9
2019,2019-2020,2019-12-26,2019_Everton_Burnley_20191226,Everton,Burnley,1,0,H,1.7,3.75,5.0,1.9,1.9
2019,2019-2020,2019-12-26,2019_Sheffield United_Watford_20191226,Sheffield United,Watford,1,1,D,1.83,3.6,4.33,2.1,1.72
2019,2019-2020,2019-12-26,2019_Man United_Newcastle_20191226,Man United,Newcastle,4,1,H,1.33,5.25,9.0,1.72,2.1
2019,2019-2020,2019-12-26,2019_Leicester_Liverpool_20191226,Leicester,Liverpool,0,4,A,3.4,3.75,2.05,1.66,2.2
2019,2019-2020,2019-12-27,2019_Wolves_Man City_20191227,Wolves,Man City,3,2,H,8.5,5.0,1.36,1.57,2.37
2019,2019-2020,2019-12-28,2019_Brighton_Bournemouth_20191228,Brighton,Bournemouth,2,0,H,1.75,3.9,4.33,1.9,1.9
2019,2019-2020,2019-12-28,2019_Newcastle_Everton_20191228,Newcastle,Everton,1,2,A,3.6,3.4,2.05,2.1,1.72
2019,2019-2020,2019-12-28,2019_Southampton_Crystal Palace_20191228,Southampton,Crystal Palace,1,1,D,1.95,3.6,3.8,2.0,1.8
2019,2019-2020,2019-12-28,2019_Watford_Aston Villa_20191228,Watford,Aston Villa,3,0,H,1.95,3.8,3.6,1.72,2.1
2019,2019-2020,2019-12-28,2019_Norwich_Tottenham_20191228,Norwich,Tottenham,2,2,D,5.0,4.0,1.66,1.57,2.37
2019,2019-2020,2019-12-28,2019_West Ham_Leicester_20191228,West Ham,Leicester,1,2,A,4.0,3.9,1.83,1.61,2.3
2019,2019-2020,2019-12-28,2019_Burnley_Man United_20191228,Burnley,Man United,0,2,A,4.33,3.75,1.8,1.9,1.9
